Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1180.0,-3.259096311292,9223.627206876426
1080.0,-3.2962603922193248,8922.401532689686
980.0,-3.330382469980021,8660.649619082074
880.0,-3.36398404532347,8523.48652208427
780.0,-3.399447275253838,8256.177078373215
680.0,-3.4371181345937316,7954.123554569282
