Mode_Index,Frequency_cm-1,Type,Participation_Ratio
0,101.69700135138758j,Real,0.008356307598355928
1,69.77220304918225j,Real,0.010149195991106651
2,63.18884423257866j,Real,0.025912808696968295
3,59.379580778529586j,Real,0.07244311668062664
4,58.17394499533519j,Real,0.03895137377175171
5,57.52824399013493j,Real,0.049995999604148696
6,56.22934770452338j,Real,0.028606470950964562
7,55.98511691145511j,Real,0.031096655180633547
8,53.90779209262928j,Real,0.08337494124427522
9,53.114231335829764j,Real,0.044214250478347164
10,51.6927185750043j,Real,0.07309551506793488
11,51.44363233050502j,Real,0.02991404613018508
12,50.73293324168246j,Real,0.09559179607763173
13,49.80132531687904j,Real,0.18987193473524308
14,49.201166259804026j,Real,0.11762591989182607
15,47.99202688217285j,Real,0.11620597002818951
16,47.2758958392696j,Real,0.07008550851620307
17,46.16317765904297j,Real,0.22703179548993427
18,45.199304568503905j,Real,0.11191955038011306
19,44.85485669634278j,Real,0.07415948557316675
20,44.46461524526428j,Real,0.20057121990327229
21,43.98545833302876j,Real,0.1146618125975944
22,43.28997706725226j,Real,0.10597378874274087
23,42.60219158045466j,Real,0.19467524022247806
24,41.913653052735896j,Real,0.1587260689453019
25,40.99376363590054j,Real,0.15731533569465594
26,40.3041761849012j,Real,0.16172789296852033
27,39.451488845315126j,Real,0.18856576992649882
28,38.20017682791673j,Real,0.135907556658898
29,36.965605577122105j,Real,0.2128493318413816
30,36.466142069473825j,Real,0.188215369792084
31,35.548325363052726j,Real,0.2284783737625434
32,34.51252772235584j,Real,0.20193290097994648
33,33.621717878966805j,Real,0.2117087223648495
34,32.84950697296316j,Real,0.1329461194419719
35,32.35219447602057j,Real,0.2778975390891584
36,31.99142913242788j,Real,0.16034822435311225
37,31.713666026466214j,Real,0.265959720085054
38,30.612859093753894j,Real,0.2790792624560795
39,29.651370600886654j,Real,0.16722410241169408
40,28.604600150872994j,Real,0.18963039410046773
41,28.295566166521308j,Real,0.3217491708396839
42,27.611904011306002j,Real,0.30544727040034975
43,26.83035741105475j,Real,0.343124306593129
44,25.705972305242422j,Real,0.29316043158870103
45,25.3658914272212j,Real,0.304268474811692
46,24.245848016051013j,Real,0.2783638634992123
47,23.64678182048614j,Real,0.260743002718414
48,23.29035896324423j,Real,0.3309490127757536
49,22.59606651319081j,Real,0.3681372039212418
50,22.024370900201223j,Real,0.43069238000619076
51,20.13067436491096j,Real,0.30728316097026553
52,19.05315252862431j,Real,0.3412930797715785
53,18.966908136185143j,Real,0.3179027643904025
54,17.656995260134135j,Real,0.4436965024397292
55,16.609769030151732j,Real,0.4103522810351217
56,15.85957046404189j,Real,0.411800831817565
57,15.186765025052134j,Real,0.34274533661571105
58,13.895266492138688j,Real,0.3934124663187185
59,12.821827966917052j,Real,0.33397979239784864
60,12.088519360936676j,Real,0.31975066781613604
61,9.804290417551446j,Real,0.30426392803434976
62,8.984296692663843j,Real,0.4336570508388911
63,4.5629649099437675j,Real,0.3720887631750429
64,3.4419872316061118j,Real,0.4107424189215451
65,0.2446255160497895j,Real,0.9999836436268925
66,0.09703223727868233j,Real,0.9999913632136068
67,(0.1302025744950027+0j),Real,0.9999741566337614
68,(3.0914972970555614+0j),Real,0.4361498778366335
69,(7.056272331493791+0j),Real,0.40628630884097616
70,(11.02388795070451+0j),Real,0.44513606429161195
71,(11.306868047865564+0j),Real,0.38901662333832937
72,(12.128883256999995+0j),Real,0.4682289640556949
73,(13.180579406575713+0j),Real,0.3933156330866541
74,(14.200905380562167+0j),Real,0.47459645053076366
75,(14.878617307138304+0j),Real,0.41974298856365877
76,(15.511354070398804+0j),Real,0.39924441493884666
77,(16.023648334654176+0j),Real,0.5876673864740917
78,(16.484641141299292+0j),Real,0.346608978695873
79,(17.80983388799432+0j),Real,0.5460125417514927
80,(18.0261513608261+0j),Real,0.5051847487090965
81,(19.15529707435057+0j),Real,0.3955590373881165
82,(19.47841473793565+0j),Real,0.44230891119694443
83,(20.286624236317774+0j),Real,0.48162195057673524
84,(20.86047557663902+0j),Real,0.3998005922352093
85,(21.38445291933192+0j),Real,0.48661577064794154
86,(21.551760444293077+0j),Real,0.3716889798730003
87,(22.637138153516414+0j),Real,0.5702095905050116
88,(23.287731993438342+0j),Real,0.5023537052176118
89,(23.414357571810836+0j),Real,0.41907750108204816
90,(23.939420045791746+0j),Real,0.5708284203968579
91,(24.636292805921723+0j),Real,0.5119560258745619
92,(24.94943045297069+0j),Real,0.3707745367508637
93,(25.450339622716047+0j),Real,0.6070447410745401
94,(25.99130709545667+0j),Real,0.3341196079514737
95,(26.646418042669357+0j),Real,0.46578763811259966
96,(27.09362626909492+0j),Real,0.47457632035637387
97,(27.775942975805965+0j),Real,0.3566670659111418
98,(28.053752350057913+0j),Real,0.4348316310841124
99,(28.68547508500978+0j),Real,0.4597123863935548
100,(28.905805923861124+0j),Real,0.4004555458846496
101,(29.15562608645606+0j),Real,0.4459375855035007
102,(29.835171485161723+0j),Real,0.5496011028517178
103,(30.128393763069255+0j),Real,0.4783894997140367
104,(30.609374356734754+0j),Real,0.44853526165068847
105,(31.095766952378785+0j),Real,0.36395403456229813
106,(31.44554058912216+0j),Real,0.4102521703566863
107,(31.711238345681842+0j),Real,0.45181346170896336
108,(31.841142213761977+0j),Real,0.5906331857856758
109,(32.526543583493996+0j),Real,0.4279393561895177
110,(32.80010298572284+0j),Real,0.5146024967244868
111,(32.86338350728137+0j),Real,0.4480822715334439
112,(33.11322490303523+0j),Real,0.5168170920051959
113,(33.731547427324536+0j),Real,0.4720355055583382
114,(33.95344319168014+0j),Real,0.5085831338257938
115,(34.713430858826996+0j),Real,0.43025829658395565
116,(35.18121657736213+0j),Real,0.4085513311349201
117,(35.417175055021126+0j),Real,0.5055113380280967
118,(35.497640927368835+0j),Real,0.47723389959389456
119,(36.17973468484865+0j),Real,0.48857041281498276
120,(36.65650060427212+0j),Real,0.1818513876660443
121,(36.8073888885148+0j),Real,0.4545139783707505
122,(37.26324285126161+0j),Real,0.45112716718594564
123,(37.45968375252754+0j),Real,0.4069279254653862
124,(37.7624984476725+0j),Real,0.4523694795331908
125,(38.267175676581736+0j),Real,0.4809439294527666
126,(38.45498858099398+0j),Real,0.6501956900833888
127,(38.58432792345188+0j),Real,0.41321417590748244
128,(39.045685732752716+0j),Real,0.5008123374915364
129,(39.82498987884151+0j),Real,0.3335728817199973
130,(40.022389065368436+0j),Real,0.4450327747653144
131,(40.1532564091779+0j),Real,0.284114548423547
132,(40.803692259985475+0j),Real,0.40032554569939766
133,(40.90807317556459+0j),Real,0.39276295152871826
134,(41.15643293259105+0j),Real,0.4222340303383219
135,(41.496467537710906+0j),Real,0.4937593985218256
136,(41.81238905048311+0j),Real,0.4496001297183973
137,(41.92841790936869+0j),Real,0.5011368410503138
138,(42.45663518062304+0j),Real,0.504433970675842
139,(42.810834832732496+0j),Real,0.4663016731556225
140,(43.34147220854119+0j),Real,0.43881366929678706
141,(43.727504653587516+0j),Real,0.3552471543382836
142,(44.13677376242263+0j),Real,0.42095137606344263
143,(44.283945420551206+0j),Real,0.5433724455288876
144,(44.57182665989624+0j),Real,0.41644973762704085
145,(44.763052339728844+0j),Real,0.4324177935695292
146,(45.21786877084202+0j),Real,0.3726528377680299
147,(45.27455729130467+0j),Real,0.3324436659078758
148,(45.73304730469954+0j),Real,0.40578534069446104
149,(46.044943753785454+0j),Real,0.44502308207432545
150,(46.30457634809835+0j),Real,0.4305679824795903
151,(46.84125671587716+0j),Real,0.4531365832546776
152,(47.3780093531428+0j),Real,0.46064298119966196
153,(47.729038004810455+0j),Real,0.51770496840131
154,(47.85811203417243+0j),Real,0.5583632439936688
155,(47.96371647494837+0j),Real,0.43886339889648024
156,(48.48548123835849+0j),Real,0.4120708975709485
157,(48.662666955500065+0j),Real,0.4735762459437989
158,(48.8655777704874+0j),Real,0.40757324365764114
159,(49.24244429147152+0j),Real,0.3449144034295302
160,(49.8133765775937+0j),Real,0.44363192075762464
161,(50.30428711551556+0j),Real,0.48639441944101336
162,(50.48726628485326+0j),Real,0.38407192712666405
163,(50.673416531105744+0j),Real,0.18535072963026517
164,(50.786837724744466+0j),Real,0.4260307946409438
165,(51.12096698929704+0j),Real,0.410190966342425
166,(51.39792114002253+0j),Real,0.3932314862389441
