# composition,0.64NaCl-0.36UCl3
# source,Andersson, 2022
# temperature_K,1250
# raw_file,0.64NaCl-0.36UCl3_Andersson_2022_1250.0_AP.csv
# savgol,True
# grid_points,2000
r (A),Cl-Cl,Na-Cl,Na-Na,Na-U,U-Cl,U-U
0.22840281930765383,0.0,0.0,0.0,0.0,0.0,0.0
0.23186346808504252,0.0,0.0,0.0,0.0,0.0,0.0
0.2353241168624312,0.0,0.0,0.0,0.0,0.0,0.0
0.2387847656398199,0.0,0.0,0.0,0.0,0.0,0.0
0.24224541441720862,0.0,0.0,0.0,0.0,0.0,0.0
0.2457060631945973,0.0,0.0,0.0,0.0,0.0,0.0
0.249166711971986,0.0,0.0,0.0,0.0,0.0,0.0
0.2526273607493747,0.0,0.0,0.0,0.0,0.0,0.0
0.25608800952676336,0.0,0.0,0.0,0.0,0.0,0.0
0.2595486583041521,0.0,0.0,0.0,0.0,0.0,0.0
0.2630093070815408,0.0,0.0,0.0,0.0,0.0,0.0
0.26646995585892946,0.0,0.0,0.0,0.0,0.0,0.0
0.2699306046363182,0.0,0.0,0.0,0.0,0.0,0.0
0.27339125341370685,0.0,0.0,0.0,0.0,0.0,0.0
0.27685190219109557,0.0,0.0,0.0,0.0,0.0,0.0
0.28031255096848423,0.0,0.0,0.0,0.0,0.0,0.0
0.28377319974587295,0.0,0.0,0.0,0.0,0.0,0.0
0.2872338485232616,0.0,0.0,0.0,0.0,0.0,0.0
0.29069449730065033,0.0,0.0,0.0,0.0,0.0,0.0
0.294155146078039,0.0,0.0,0.0,0.0,0.0,0.0
0.2976157948554277,0.0,0.0,0.0,0.0,0.0,0.0
0.30107644363281644,0.0,0.0,0.0,0.0,0.0,0.0
0.3045370924102051,0.0,0.0,0.0,0.0,0.0,0.0
0.3079977411875938,0.0,0.0,0.0,0.0,0.0,0.0
0.3114583899649825,0.0,0.0,0.0,0.0,0.0,0.0
0.3149190387423712,0.0,0.0,0.0,0.0,0.0,0.0
0.31837968751975987,0.0,0.0,0.0,0.0,0.0,0.0
0.3218403362971486,0.0,0.0,0.0,0.0,0.0,0.0
0.32530098507453725,0.0,0.0,0.0,0.0,0.0,0.0
0.32876163385192597,0.0,0.0,0.0,0.0,0.0,0.0
0.33222228262931464,0.0,0.0,0.0,0.0,0.0,0.0
0.33568293140670336,0.0,0.0,0.0,0.0,0.0,0.0
0.3391435801840921,0.0,0.0,0.0,0.0,0.0,0.0
0.34260422896148074,0.0,0.0,0.0,0.0,0.0,0.0
0.34606487773886946,0.0,0.0,0.0,0.0,0.0,0.0
0.3495255265162581,0.0,0.0,0.0,0.0,0.0,0.0
0.35298617529364684,0.0,0.0,0.0,0.0,0.0,0.0
0.3564468240710355,0.0,0.0,0.0,0.0,0.0,0.0
0.3599074728484242,0.0,0.0,0.0,0.0,0.0,0.0
0.3633681216258129,0.0,0.0,0.0,0.0,0.0,0.0
0.3668287704032016,0.0,0.0,0.0,0.0,0.0,0.0
0.37028941918059033,0.0,0.0,0.0,0.0,0.0,0.0
0.373750067957979,0.0,0.0,0.0,0.0,0.0,0.0
0.3772107167353677,0.0,0.0,0.0,0.0,0.0,0.0
0.3806713655127564,0.0,0.0,0.0,0.0,0.0,0.0
0.3841320142901451,0.0,0.0,0.0,0.0,0.0,0.0
0.38759266306753376,0.0,0.0,0.0,0.0,0.0,0.0
0.3910533118449225,0.0,0.0,0.0,0.0,0.0,0.0
0.39451396062231114,0.0,0.0,0.0,0.0,0.0,0.0
0.39797460939969986,0.0,0.0,0.0,0.0,0.0,0.0
0.4014352581770885,0.0,0.0,0.0,0.0,0.0,0.0
0.40489590695447725,0.0,0.0,0.0,0.0,0.0,0.0
0.40835655573186597,0.0,0.0,0.0,0.0,0.0,0.0
