# composition,0.5455LiF-0.2727BeF2-0.1818ThF4
# source,Yin, 2025
# temperature_K,973
# raw_file,0.5455LiF-0.2727BeF2-0.1818ThF4_Yin_2025_973.0_AP.csv
# savgol,True
# grid_points,2000
r (A),Be-Be,Be-F,F-F,Li-F,Li-Li,Th-F
0.3756861027193597,0.0,0.0,0.0,0.0,0.0,0.0
0.3786677384552276,0.0,0.0,0.0,0.0,0.0,0.0
0.38164937419109557,0.0,0.0,0.0,0.0,0.0,0.0
0.38463100992696353,0.0,0.0,0.0,0.0,0.0,0.0
0.38761264566283143,0.0,0.0,0.0,0.0,0.0,0.0
0.3905942813986994,0.0,0.0,0.0,0.0,0.0,0.0
0.3935759171345673,0.0,0.0,0.0,0.0,0.0,0.0
0.39655755287043526,0.0,0.0,0.0,0.0,0.0,0.0
0.39953918860630316,0.0,0.0,0.0,0.0,0.0,0.0
0.4025208243421711,0.0,0.0,0.0,0.0,0.0,0.0
0.40550246007803903,0.0,0.0,0.0,0.0,0.0,0.0
0.408484095813907,0.0,0.0,0.0,0.0,0.0,0.0
0.4114657315497749,0.0,0.0,0.0,0.0,0.0,0.0
0.41444736728564285,0.0,0.0,0.0,0.0,0.0,0.0
0.41742900302151076,0.0,0.0,0.0,0.0,0.0,0.0
0.4204106387573787,0.0,0.0,0.0,0.0,0.0,0.0
0.4233922744932466,0.0,0.0,0.0,0.0,0.0,0.0
0.4263739102291146,0.0,0.0,0.0,0.0,0.0,0.0
0.4293555459649825,0.0,0.0,0.0,0.0,0.0,0.0
0.43233718170085045,0.0,0.0,0.0,0.0,0.0,0.0
0.4353188174367184,0.0,0.0,0.0,0.0,0.0,0.0
0.4383004531725863,0.0,0.0,0.0,0.0,0.0,0.0
0.4412820889084543,0.0,0.0,0.0,0.0,0.0,0.0
0.4442637246443222,0.0,0.0,0.0,0.0,0.0,0.0
0.44724536038019014,0.0,0.0,0.0,0.0,0.0,0.0
0.45022699611605804,0.0,0.0,0.0,0.0,0.0,0.0
0.453208631851926,0.0,0.0,0.0,0.0,0.0,0.0
0.4561902675877939,0.0,0.0,0.0,0.0,0.0,0.0
0.45917190332366187,0.0,0.0,0.0,0.0,0.0,0.0
0.46215353905952977,0.0,0.0,0.0,0.0,0.0,0.0
0.46513517479539773,0.0,0.0,0.0,0.0,0.0,0.0
0.46811681053126564,0.0,0.0,0.0,0.0,0.0,0.0
0.4710984462671336,0.0,0.0,0.0,0.0,0.0,0.0
0.4740800820030015,0.0,0.0,0.0,0.0,0.0,0.0
0.47706171773886946,0.0,0.0,0.0,0.0,0.0,0.0
0.4800433534747374,0.0,0.0,0.0,0.0,0.0,0.0
0.4830249892106053,0.0,0.0,0.0,0.0,0.0,0.0
0.4860066249464733,0.0,0.0,0.0,0.0,0.0,0.0
0.4889882606823412,0.0,0.0,0.0,0.0,0.0,0.0
0.49196989641820915,0.0,0.0,0.0,0.0,0.0,0.0
0.49495153215407706,0.0,0.0,0.0,0.0,0.0,0.0
0.497933167889945,0.0,0.0,0.0,0.0,0.0,0.0
0.500914803625813,0.0,0.0,0.0,0.0,0.0,0.0
0.5038964393616808,0.0,0.0,0.0,0.0,0.0,0.0
0.5068780750975488,0.0,0.0,0.0,0.0,0.0,0.0
0.5098597108334167,0.0,0.0,0.0,0.0,0.0,0.0
0.5128413465692847,0.0,0.0,0.0,0.0,0.0,0.0
0.5158229823051526,0.0,0.0,0.0,0.0,0.0,0.0
0.5188046180410205,0.0,0.0,0.0,0.0,0.0,0.0
0.5217862537768885,0.0,0.0,0.0,0.0,0.0,0.0
0.5247678895127564,0.0,0.0,0.0,0.0,0.0,0.0
0.5277495252486244,0.0,0.0,0.0,0.0,0.0,0.0
0.5307311609844922,0.0,0.0,0.0,0.0,0.0,0.0
0.5337127967203602,0.0,0.0,0.0,0.0,0.0,0.0
0.5366944324562282,0.0,0.0,0.0,0.0,0.0,0.0
0.5396760681920961,0.0,0.0,0.0,0.0,0.0,0.0
0.542657703927964,0.0,0.0,0.0,0.0,0.0,0.0
0.5456393396638319,0.0,0.0,0.0,0.0,0.0,0.0
0.5486209753996999,0.0,0.0,0.0,0.0,0.0,0.0
0.5516026111355679,0.0,0.0,0.0,0.0,0.0,0.0
0.5545842468714357,0.0,0.0,0.0,0.0,0.0,0.0
0.5575658826073037,0.0,0.0,0.0,0.0,0.0,0.0
0.5605475183431716,0.0,0.0,0.0,0.0,0.0,0.0
0.5635291540790396,0.0,0.0,0.0,0.0,0.0,0.0
0.5665107898149074,0.0,0.0,0.0,0.0,0.0,0.0
0.5694924255507754,0.0,0.0,0.0,0.0,0.0,0.0
0.5724740612866434,0.0,0.0,0.0,0.0,0.0,0.0
0.5754556970225113,0.0,0.0,0.0,0.0,0.0,0.0
0.5784373327583793,0.0,0.0,0.0,0.0,0.0,0.0
0.5814189684942471,0.0,0.0,0.0,0.0,0.0,0.0
0.5844006042301151,0.0,0.0,0.0,0.0,0.0,0.0
0.587382239965983,0.0,0.0,0.0,0.0,0.0,0.0
0.590363875701851,0.0,0.0,0.0,0.0,0.0,0.0
0.5933455114377189,0.0,0.0,0.0,0.0,0.0,0.0
0.5963271471735868,0.0,0.0,0.0,0.0,0.0,0.0
0.5993087829094548,0.0,0.0,0.0,0.0,0.0,0.0
0.6022904186453227,0.0,0.0,0.0,0.0,0.0,0.0
0.6052720543811906,0.0,0.0,0.0,0.0,0.0,0.0
0.6082536901170585,0.0,0.0,0.0,0.0,0.0,0.0
0.6112353258529265,0.0,0.0,0.0,0.0,0.0,0.0
0.6142169615887945,0.0,0.0,0.0,0.0,0.0,0.0
0.6171985973246623,0.0,0.0,0.0,0.0,0.0,0.0
0.6201802330605303,0.0,0.0,0.0,0.0,0.0,0.0
0.6231618687963982,0.0,0.0,0.0,0.0,0.0,0.0
0.6261435045322662,0.0,0.0,0.0,0.0,0.0,0.0
0.6291251402681342,0.0,0.0,0.0,0.0,0.0,0.0
0.632106776004002,0.0,0.0,0.0,0.0,0.0,0.0
0.63508841173987,0.0,0.0,0.0,0.0,0.0,0.0
0.6380700474757379,0.0,0.0,0.0,0.0,0.0,0.0
0.6410516832116059,0.0,0.0,0.0,0.0,0.0,0.0
0.6440333189474737,0.0,0.0,0.0,0.0,0.0,0.0
0.6470149546833417,0.0,0.0,0.0,0.0,0.0,0.0
0.6499965904192097,0.0,0.0,0.0,0.0,0.0,0.0
0.6529782261550776,0.0,0.0,0.0,0.0,0.0,0.0
0.6559598618909455,0.0,0.0,0.0,0.0,0.0,0.0
0.6589414976268134,0.0,0.0,0.0,0.0,0.0,0.0
0.6619231333626814,0.0,0.0,0.0,0.0,0.0,0.0
0.6649047690985493,0.0,0.0,0.0,0.0,0.0,0.0
0.6678864048344173,0.0,0.0,0.0,0.0,0.0,0.0
0.6708680405702852,0.0,0.0,0.0,0.0,0.0,0.0
0.6738496763061531,0.0,0.0,0.0,0.0,0.0,0.0
0.6768313120420211,0.0,0.0,0.0,0.0,0.0,0.0
0.679812947777889,0.0,0.0,0.0,0.0,0.0,0.0
0.6827945835137569,0.0,0.0,0.0,0.0,0.0,0.0
0.6857762192496248,0.0,0.0,0.0,0.0,0.0,0.0
0.6887578549854928,0.0,0.0,0.0,0.0,0.0,0.0
0.6917394907213608,0.0,0.0,0.0,0.0,0.0,0.0
0.6947211264572286,0.0,0.0,0.0,0.0,0.0,0.0
0.6977027621930966,0.0,0.0,0.0,0.0,0.0,0.0
0.7006843979289645,0.0,0.0,0.0,0.0,0.0,0.0
0.7036660336648325,0.0,0.0,0.0,0.0,0.0,0.0
0.7066476694007003,0.0,0.0,0.0,0.0,0.0,0.0
0.7096293051365683,0.0,0.0,0.0,0.0,0.0,0.0
0.7126109408724363,0.0,0.0,0.0,0.0,0.0,0.0
0.7155925766083042,0.0,0.0,0.0,0.0,0.0,0.0
0.7185742123441722,0.0,0.0,0.0,0.0,0.0,0.0
0.72155584808004,0.0,0.0,0.0,0.0,0.0,0.0
0.724537483815908,0.0,0.0,0.0,0.0,0.0,0.0
0.727519119551776,0.0,0.0,0.0,0.0,0.0,0.0
0.7305007552876439,0.0,0.0,0.0,0.0,0.0,0.0
0.7334823910235118,0.0,0.0,0.0,0.0,0.0,0.0
0.7364640267593797,0.0,0.0,0.0,0.0,0.0,0.0
0.7394456624952477,0.0,0.0,0.0,0.0,0.0,0.0
0.7424272982311156,0.0,0.0,0.0,0.0,0.0,0.0
0.7454089339669835,0.0,0.0,0.0,0.0,0.0,0.0
0.7483905697028514,0.0,0.0,0.0,0.0,0.0,0.0
0.7513722054387194,0.0,0.0,0.0,0.0,0.0,0.0
0.7543538411745874,0.0,0.0,0.0,0.0,0.0,0.0
0.7573354769104552,0.0,0.0,0.0,0.0,0.0,0.0
0.7603171126463232,0.0,0.0,0.0,0.0,0.0,0.0
0.7632987483821911,0.0,0.0,0.0,0.0,0.0,0.0
0.7662803841180591,0.0,0.0,0.0,0.0,0.0,0.0
0.7692620198539271,0.0,0.0,0.0,0.0,0.0,0.0
0.7722436555897949,0.0,0.0,0.0,0.0,0.0,0.0
0.7752252913256629,0.0,0.0,0.0,0.0,0.0,0.0
0.7782069270615308,0.0,0.0,0.0,0.0,0.0,0.0
0.7811885627973988,0.0,0.0,0.0,0.0,0.0,0.0
0.7841701985332666,0.0,0.0,0.0,0.0,0.0,0.0
0.7871518342691346,0.0,0.0,0.0,0.0,0.0,0.0
0.7901334700050026,0.0,0.0,0.0,0.0,0.0,0.0
0.7931151057408705,0.0,0.0,0.0,0.0,0.0,0.0
0.7960967414767384,0.0,0.0,0.0,0.0,0.0,0.0
0.7990783772126063,0.0,0.0,0.0,0.0,0.0,0.0
0.8020600129484743,0.0,0.0,0.0,0.0,0.0,0.0
0.8050416486843422,0.0,0.0,0.0,0.0,0.0,0.0
0.8080232844202101,0.0,0.0,0.0,0.0,0.0,0.0
0.8110049201560781,0.0,0.0,0.0,0.0,0.0,0.0
0.813986555891946,0.0,0.0,0.0,0.0,0.0,0.0
0.816968191627814,0.0,0.0,0.0,0.0,0.0,0.0
0.8199498273636819,0.0,0.0,0.0,0.0,0.0,0.0
0.8229314630995498,0.0,0.0,0.0,0.0,0.0,0.0
0.8259130988354177,0.0,0.0,0.0,0.0,0.0,0.0
0.8288947345712857,0.0,0.0,0.0,0.0,0.0,0.0
0.8318763703071537,0.0,0.0,0.0,0.0,0.0,0.0
0.8348580060430215,0.0,0.0,0.0,0.0,0.0,0.0
0.8378396417788895,0.0,0.0,0.0,0.0,0.0,0.0
0.8408212775147574,0.0,0.0,0.0,0.0,0.0,0.0
0.8438029132506254,0.0,0.0,0.0,0.0,0.0,0.0
0.8467845489864932,0.0,0.0,0.0,0.0,0.0,0.0
0.8497661847223612,0.0,0.0,0.0,0.0,0.0,0.0
0.8527478204582292,0.0,0.0,0.0,0.0,0.0,0.0
0.8557294561940971,0.0,0.0,0.0,0.0,0.0,0.0
0.858711091929965,0.0,0.0,0.0,0.0,0.0,0.0
0.8616927276658329,0.0,0.0,0.0,0.0,0.0,0.0
0.8646743634017009,0.0,0.0,0.0,0.0,0.0,0.0
0.8676559991375689,0.0,0.0,0.0,0.0,0.0,0.0
0.8706376348734368,0.0,0.0,0.0,0.0,0.0,0.0
0.8736192706093047,0.0,0.0,0.0,0.0,0.0,0.0
0.8766009063451726,0.0,0.0,0.0,0.0,0.0,0.0
0.8795825420810406,0.0,0.0,0.0,0.0,0.0,0.0
0.8825641778169085,0.0,0.0,0.0,0.0,0.0,0.0
0.8855458135527764,0.0,0.0,0.0,0.0,0.0,0.0
0.8885274492886444,0.0,0.0,0.0,0.0,0.0,0.0
0.8915090850245123,0.0,0.0,0.0,0.0,0.0,0.0
0.8944907207603803,0.0,0.0,0.0,0.0,0.0,0.0
0.8974723564962481,0.0,0.0,0.0,0.0,0.0,0.0
0.9004539922321161,0.0,0.0,0.0,0.0,0.0,0.0
0.903435627967984,0.0,0.0,0.0,0.0,0.0,0.0
0.906417263703852,0.0,0.0,0.0,0.0,0.0,0.0
0.90939889943972,0.0,0.0,0.0,0.0,0.0,0.0
0.9123805351755878,0.0,0.0,0.0,0.0,0.0,0.0
0.9153621709114558,0.0,0.0,0.0,0.0,0.0,0.0
0.9183438066473237,0.0,0.0,0.0,0.0,0.0,0.0
0.9213254423831917,0.0,0.0,0.0,0.0,0.0,0.0
0.9243070781190595,0.0,0.0,0.0,0.0,0.0,0.0
0.9272887138549275,0.0,0.0,0.0,0.0,0.0,0.0
0.9302703495907955,0.0,0.0,0.0,0.0,0.0,0.0
0.9332519853266634,0.0,0.0,0.0,0.0,0.0,0.0
0.9362336210625313,0.0,0.0,0.0,0.0,0.0,0.0
0.9392152567983992,0.0,0.0,0.0,0.0,0.0,0.0
0.9421968925342672,0.0,0.0,0.0,0.0,0.0,0.0
0.9451785282701352,0.0,0.0,0.0,0.0,0.0,0.0
0.948160164006003,0.0,0.0,0.0,0.0,0.0,0.0
0.951141799741871,0.0,0.0,0.0,0.0,0.0,0.0
0.9541234354777389,0.0,0.0,0.0,0.0,0.0,0.0
0.9571050712136069,0.0,0.0,0.0,0.0,0.0,0.0
0.9600867069494748,0.0,0.0,0.0,0.0,0.0,0.0
0.9630683426853427,0.0,0.0,0.0,0.0,0.0,0.0
0.9660499784212107,0.0,0.0,0.0,0.0,0.0,0.0
0.9690316141570786,0.0,0.0,0.0,0.0,0.0,0.0
0.9720132498929466,0.0,0.0,0.0,0.0,0.0,0.0
0.9749948856288144,0.0,0.0,0.0,0.0,0.0,0.0
0.9779765213646824,0.0,0.0,0.0,0.0,0.0,0.0
0.9809581571005503,0.0,0.0,0.0,0.0,0.0,0.0
0.9839397928364183,0.0,0.0,0.0,0.0,0.0,0.0
0.9869214285722862,0.0,0.0,0.0,0.0,0.0,0.0
0.9899030643081541,0.0,0.0,0.0,0.0,0.0,0.0
0.9928847000440221,0.0,0.0,0.0,0.0,0.0,0.0
0.99586633577989,0.0,0.0,0.0,0.0,0.0,0.0
0.9988479715157579,0.0,0.0,0.0,0.0,0.0,0.0
1.001829607251626,0.0,0.0,0.0,0.0,0.0,0.0
1.0048112429874938,0.0,0.0,0.0,0.0,0.0,0.0
1.0077928787233617,0.0,0.0,0.0,0.0,0.0,0.0
1.0107745144592297,0.0,0.0,0.0,0.0,0.0,0.0
1.0137561501950976,0.0,0.0,0.0,0.0,0.0,0.0
1.0167377859309656,0.0,0.0,0.0,0.0,0.0,0.0
1.0197194216668335,0.0,0.0,0.0,0.0,0.0,0.0
1.0227010574027013,0.0,0.0,0.0,0.0,0.0,0.0
1.0256826931385694,0.0,0.0,0.0,0.0,0.0,0.0
1.0286643288744373,0.0,0.0,0.0,0.0,0.0,0.0
1.031645964610305,0.0,0.0,0.0,0.0,0.0,0.0
1.0346276003461732,0.0,0.0,0.0,0.0,0.0,0.0
1.037609236082041,0.0,0.0,0.0,0.0,0.0,0.0
1.040590871817909,0.0,0.0,0.0,0.0,0.0,0.0
1.043572507553777,0.0,0.0,0.0,0.0,0.0,0.0
1.0465541432896448,0.0,0.0,0.0,0.0,0.0,0.0
1.0495357790255129,0.0,0.0,0.0,0.0,0.0,0.0
1.0525174147613807,0.0,0.0,0.0,0.0,0.0,0.0
1.0554990504972488,0.0,0.0,0.0,0.0,0.0,0.0
1.0584806862331166,0.0,0.0,0.0,0.0,0.0,0.0
1.0614623219689845,0.0,0.0,0.0,0.0,0.0,0.0
1.0644439577048526,0.0,0.0,0.0,0.0,0.0,0.0
1.0674255934407204,0.0,0.0,0.0,0.0,0.0,0.0
1.0704072291765883,0.0,0.0,0.0,0.0,0.0,0.0
1.0733888649124563,0.0,0.0,0.0,0.0,0.0,0.0
1.0763705006483242,0.0,0.0,0.0,0.0,0.0,0.0
1.0793521363841923,0.0,0.0,0.0,0.0,0.0,0.0
1.08233377212006,0.0,0.0,0.0,0.0,0.0,0.0
1.085315407855928,0.0,0.0,0.0,0.0,0.0,0.0
1.088297043591796,0.0,0.0,0.0,0.0,0.0,0.0
1.0912786793276639,0.0,0.0,0.0,0.0,0.0,0.0
1.0942603150635317,0.0,0.0,0.0,0.0,0.0,0.0
1.0972419507993998,0.0,0.0,0.0,0.0,0.0,0.0
1.1002235865352676,0.0,0.0,0.0,0.0,0.0,0.0
1.1032052222711357,0.0,0.0,0.0,0.0,0.0,0.0
1.1061868580070036,0.0,0.0,0.0,0.0,0.0,0.0
1.1091684937428714,0.0,0.0,0.0,0.0,0.0,0.0
1.1121501294787395,0.0,0.0,0.0,0.0,0.0,0.0
1.1151317652146073,0.0,0.0,0.0,0.0,0.0,0.0
1.1181134009504754,0.0,0.0,0.0,0.0,0.0,0.0
1.1210950366863432,0.0,0.0,0.0,0.0,0.0,0.0
1.124076672422211,0.0,0.0,0.0,0.0,0.0,0.0
1.1270583081580792,0.0,0.0,0.0,0.0,0.0,0.0
1.130039943893947,0.0,0.0,0.0,0.0,0.0,0.0
1.1330215796298149,0.0,0.0,0.0,0.0,0.0,0.0
1.136003215365683,0.0,0.0,0.0,0.0,0.0,0.0
1.1389848511015508,0.0,8.821892884254457e-17,0.0,0.0,0.0,0.0
1.1419664868374189,0.0,1.8630327158821005e-16,0.0,0.0,0.0,0.0
1.1449481225732867,0.0,2.8438761433386826e-16,0.0,0.0,0.0,0.0
1.1479297583091546,0.0,3.824719570795264e-16,0.0,0.0,0.0,0.0
1.1509113940450226,0.0,4.805562998251919e-16,0.0,0.0,0.0,0.0
1.1538930297808905,0.0,5.786406425708501e-16,0.0,0.0,0.0,0.0
1.1568746655167585,0.0,6.767249853165156e-16,0.0,0.0,0.0,0.0
1.1598563012526264,0.0,7.748093280621738e-16,0.0,0.0,0.0,0.0
1.1628379369884942,0.0,8.728936708078319e-16,0.0,0.0,0.0,0.0
1.1658195727243623,0.0,9.709780135534975e-16,0.0,0.0,0.0,0.0
1.1688012084602302,0.0,1.0690623562991557e-15,0.0,0.0,0.0,0.0
1.171782844196098,0.0,1.1671466990448137e-15,0.0,0.0,0.0,0.0
1.174764479931966,0.0,1.2652310417904792e-15,0.0,0.0,0.0,0.0
1.177746115667834,0.0,1.3633153845361374e-15,0.0,0.0,0.0,0.0
1.180727751403702,0.0,1.461399727281803e-15,0.0,0.0,0.0,0.0
1.1837093871395699,0.0,1.5594840700274611e-15,0.0,0.0,0.0,0.0
1.1866910228754377,0.0,1.6575684127731193e-15,0.0,0.0,0.0,0.0
1.1896726586113058,0.0,1.7556527555187848e-15,0.0,0.0,0.0,0.0
1.1926542943471736,0.0,1.78e-15,0.0,0.0,0.0,0.0
1.1956359300830417,0.0,1.78e-15,0.0,0.0,0.0,0.0
1.1986175658189095,0.0,1.78e-15,0.0,0.0,0.0,0.0
1.2015992015547774,0.0,1.78e-15,0.0,0.0,0.0,0.0
1.2045808372906455,0.0,1.78e-15,0.0,0.0,0.0,0.0
1.2075624730265133,0.0,1.78e-15,0.0,0.0,0.0,0.0
1.2105441087623812,0.0,1.78e-15,0.0,0.0,0.0,0.0
