# composition,1.0NaF
# source,Walz, 2019
# temperature_K,1266
# raw_file,NaF_Walz_2019_1266.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,Na-F,Na-Na
0.7707382743671067,0.0,0.0,0.0
0.7771080121717935,0.0,0.0,0.0
0.7834777499764803,0.0,0.0,0.0
0.7898474877811672,0.0,0.0,0.0
0.7962172255858541,0.0,0.0,0.0
0.8025869633905408,0.0,0.0,0.0
0.8089567011952277,0.0,0.0,0.0
0.8153264389999145,0.0,0.0,0.0
0.8216961768046014,0.0,0.0,0.0
0.8280659146092882,0.0,0.0,0.0
0.834435652413975,0.0,0.0,0.0
0.8408053902186619,0.0,0.0,0.0
0.8471751280233487,0.0,0.0,0.0
0.8535448658280356,0.0,0.0,0.0
0.8599146036327223,0.0,0.0,0.0
0.8662843414374092,0.0,0.0,0.0
0.872654079242096,0.0,0.0,0.0
0.8790238170467829,0.0,0.0,0.0
0.8853935548514696,0.0,0.0,0.0
0.8917632926561565,0.0,0.0,0.0
0.8981330304608434,0.0,0.0,0.0
0.9045027682655302,0.0,0.0,0.0
0.910872506070217,0.0,0.0,0.0
0.9172422438749038,0.0,0.0,0.0
0.9236119816795907,0.0,0.0,0.0
0.9299817194842775,0.0,0.0,0.0
0.9363514572889643,0.0,0.0,0.0
0.9427211950936512,0.0,0.0,0.0
0.949090932898338,0.0,0.0,0.0
0.9554606707030249,0.0,0.0,0.0
0.9618304085077116,0.0,0.0,0.0
0.9682001463123985,0.0,0.0,0.0
0.9745698841170853,0.0,0.0,0.0
0.9809396219217722,0.0,0.0,0.0
0.987309359726459,0.0,0.0,0.0
0.9936790975311458,0.0,0.0,0.0
1.0000488353358326,0.0,0.0,0.0
1.0064185731405195,0.0,0.0,0.0
1.0127883109452063,0.0,0.0,0.0
1.0191580487498932,0.0,0.0,0.0
1.02552778655458,0.0,0.0,0.0
1.0318975243592667,0.0,0.0,0.0
1.0382672621639537,0.0,0.0,0.0
1.0446369999686405,0.0,0.0,0.0
1.0510067377733274,0.0,0.0,0.0
1.0573764755780142,0.0,0.0,0.0
1.063746213382701,0.0,0.0,0.0
1.070115951187388,0.0,0.0,0.0
1.0764856889920746,0.0,0.0,0.0
1.0828554267967614,0.0,0.0,0.0
1.0892251646014484,0.0,0.0,0.0
1.095594902406135,0.0,0.0,0.0
1.101964640210822,0.0,0.0,0.0
1.1083343780155088,0.0,0.0,0.0
1.1147041158201956,0.0,0.0,0.0
1.1210738536248825,0.0,0.0,0.0
1.1274435914295693,0.0,0.0,0.0
1.133813329234256,0.0,0.0,0.0
1.140183067038943,0.0,0.0,0.0
1.1465528048436298,0.0,0.0,0.0
1.1529225426483167,0.0,0.0,0.0
