# composition,1.0KF
# source,Walz, 2019
# temperature_K,1131
# raw_file,KF_Walz_2019_1131.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,K-F,K-K
0.33534154073562433,0.0,0.0,0.0
0.34279357497419377,0.0,0.0,0.0
0.3502456092127632,0.0,0.0,0.0
0.3576976434513326,0.0,0.0,0.0
0.36514967768990203,0.0,0.0,0.0
0.37260171192847147,0.0,0.0,0.0
0.3800537461670409,0.0,0.0,0.0
0.38750578040561034,0.0,0.0,0.0
0.3949578146441798,0.0,0.0,0.0
0.4024098488827492,0.0,0.0,0.0
0.4098618831213186,0.0,0.0,0.0
0.41731391735988804,0.0,0.0,0.0
0.4247659515984575,0.0,0.0,0.0
0.4322179858370269,0.0,0.0,0.0
0.43967002007559636,0.0,0.0,0.0
0.4471220543141658,0.0,0.0,0.0
0.4545740885527352,0.0,0.0,0.0
0.4620261227913046,0.0,0.0,0.0
0.46947815702987405,0.0,0.0,0.0
0.4769301912684435,0.0,0.0,0.0
0.48438222550701293,0.0,0.0,0.0
0.49183425974558237,0.0,0.0,0.0
0.4992862939841518,0.0,0.0,0.0
0.5067383282227212,0.0,0.0,0.0
0.5141903624612907,0.0,0.0,0.0
0.5216423966998601,0.0,0.0,0.0
0.5290944309384294,0.0,0.0,0.0
0.5365464651769989,0.0,0.0,0.0
0.5439984994155683,0.0,0.0,0.0
0.5514505336541378,0.0,0.0,0.0
0.5589025678927072,0.0,0.0,0.0
0.5663546021312766,0.0,0.0,0.0
0.5738066363698461,0.0,0.0,0.0
0.5812586706084155,0.0,0.0,0.0
0.588710704846985,0.0,0.0,0.0
0.5961627390855544,0.0,0.0,0.0
0.6036147733241238,0.0,0.0,0.0
0.6110668075626933,0.0,0.0,0.0
0.6185188418012627,0.0,0.0,0.0
0.625970876039832,0.0,0.0,0.0
0.6334229102784015,0.0,0.0,0.0
0.6408749445169709,0.0,0.0,0.0
0.6483269787555404,0.0,0.0,0.0
0.6557790129941098,0.0,0.0,0.0
0.6632310472326792,0.0,0.0,0.0
0.6706830814712487,0.0,0.0,0.0
0.6781351157098181,0.0,0.0,0.0
0.6855871499483875,0.0,0.0,0.0
0.693039184186957,0.0,0.0,0.0
0.7004912184255264,0.0,0.0,0.0
0.7079432526640959,0.0,0.0,0.0
0.7153952869026652,0.0,0.0,0.0
0.7228473211412346,0.0,0.0,0.0
0.7302993553798041,0.0,0.0,0.0
0.7377513896183735,0.0,0.0,0.0
0.7452034238569429,0.0,0.0,0.0
0.7526554580955124,0.0,0.0,0.0
0.7601074923340818,0.0,0.0,0.0
0.7675595265726513,0.0,0.0,0.0
0.7750115608112207,0.0,0.0,0.0
0.7824635950497901,0.0,0.0,0.0
0.7899156292883596,0.0,0.0,0.0
0.797367663526929,0.0,0.0,0.0
0.8048196977654984,0.0,0.0,0.0
0.8122717320040678,0.0,0.0,0.0
0.8197237662426372,0.0,0.0,0.0
0.8271758004812066,0.0,0.0,0.0
0.8346278347197761,0.0,0.0,0.0
0.8420798689583455,0.0,0.0,0.0
0.849531903196915,0.0,0.0,0.0
0.8569839374354844,0.0,0.0,0.0
0.8644359716740538,0.0,0.0,0.0
0.8718880059126233,0.0,0.0,0.0
0.8793400401511927,0.0,0.0,0.0
0.8867920743897622,0.0,0.0,0.0
