# composition,0.535NaCl-0.315MgCl2-0.15CaCl2
# source,Wei, 2022
# temperature_K,1023
# raw_file,0.535NaCl-0.315MgCl2-0.15CaCl2_Wei_2022_1023.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),Ca-Ca,Ca-Cl,Mg-Cl,Mg-Mg,Na-Cl,Na-Na
0.7890397790795398,0.029282132470199163,0.0688430032680214,0.057048346855705125,0.02230707021188069,0.018815430761073546,0.016015291765323156
0.7964835505802902,0.029233741586969182,0.06916444764835658,0.05757413514289706,0.022628927674930212,0.01878118556707746,0.016122149932472126
0.8039273220810406,0.029192593186421437,0.06948589202869176,0.05809992343008899,0.022950785137979733,0.018746940373081375,0.016229008099621092
0.8113710935817909,0.02915144478587369,0.06980733640902696,0.05862571171728092,0.023272642601029257,0.01871269517908529,0.016335866266770062
0.8188148650825413,0.029110296385325946,0.07012878078936215,0.059151500004472855,0.02359450006407878,0.0186784499850892,0.01644272443391903
0.8262586365832917,0.0290691479847782,0.07045022516969733,0.059677288291664785,0.02395862141999703,0.018644204791093116,0.016549582601068
0.8337024080840421,0.029027999584230454,0.07077166955003251,0.06020307657885672,0.02437836632594735,0.01860995959709703,0.016656440768216967
0.8411461795847924,0.02898685118368271,0.0710931139303677,0.06072886486604865,0.02479811123189767,0.018576508298787056,0.016763298935365937
0.8485899510855428,0.028945702783134963,0.0714145583107029,0.06125465315324058,0.02521785613784799,0.018559365023707974,0.016870157102514906
0.8560337225862932,0.02890455438258722,0.07173600269103808,0.061780441440432515,0.025637601043798308,0.01854222174862889,0.016977015269663876
0.8634774940870436,0.028863405982039476,0.07205744707137327,0.062306229727624445,0.02605734594974863,0.018525078473549807,0.017047063882975482
0.8709212655877939,0.02882225758149173,0.07237889145170845,0.06283201801481637,0.02647709085569895,0.018507935198470726,0.017036875741277366
0.8783650370885443,0.028781109180943985,0.07280225753061048,0.06335780630200831,0.026896835761649272,0.018490791923391644,0.017026687599579253
0.8858088085892947,0.02873996078039624,0.07324538399382421,0.06384809519303951,0.02731658066759959,0.018473648648312562,0.017016499457881137
0.893252580090045,0.028698812379848494,0.07368851045703796,0.06432313597516534,0.02773632557354991,0.018456505373233477,0.01700631131618302
0.9006963515907954,0.028657663979300748,0.0741316369202517,0.06479817675729116,0.02815607047950023,0.018439362098154395,0.016996123174484908
0.9081401230915458,0.028640758821177177,0.07457476338346543,0.06527321753941699,0.02857581538545055,0.018422218823075313,0.01698593503278679
0.9155838945922962,0.0286512260080362,0.07501788984667916,0.06574825832154282,0.028995560291400872,0.01840507554799623,0.016975746891088675
0.9230276660930465,0.028661693194895217,0.0754610163098929,0.06622329910366866,0.02941530519735119,0.01838793227291715,0.01696555874939056
0.9304714375937969,0.028672160381754238,0.07590414277310663,0.06669833988579449,0.02983505010330151,0.018370788997838065,0.016955370607692446
0.9379152090945473,0.02868262756861326,0.07634726923632038,0.06717338066792032,0.03025479500925183,0.018353645722758983,0.01694518246599433
0.9453589805952977,0.028693094755472277,0.07679039569953411,0.06764842145004615,0.030240817191390084,0.0183365024476799,0.016934994324296213
0.952802752096048,0.0287035619423313,0.07723352216274784,0.06812346223217199,0.030205325101569886,0.01831935917260082,0.0169248061825981
0.9602465235967984,0.02871402912919032,0.07767664862596158,0.06859850301429782,0.03016983301174969,0.018302215897521738,0.016914618040899984
0.9676902950975488,0.028724496316049338,0.07811977508917531,0.06907354379642364,0.030134340921929494,0.018285072622442652,0.016904429899201868
0.9751340665982992,0.02873496350290836,0.07856290155238906,0.06954858457854947,0.030098848832109296,0.01826792934736357,0.01689424175750375
0.9825778380990495,0.02874543068976738,0.07900602801560279,0.0700236253606753,0.030063356742289098,0.01825078607228449,0.01688405361580564
0.9900216095997999,0.0287558978766264,0.07944915447881652,0.07027427457746509,0.030027864652468903,0.018233642797205407,0.016873865474107522
0.9974653811005503,0.02876636506348542,0.07989228094203026,0.07021911975447052,0.029992372562648705,0.018216499522126322,0.016863677332409406
1.0049091526013008,0.028776832250344442,0.08004259933449208,0.07016396493147598,0.029956880472828507,0.01819935624704724,0.01685160130689161
1.012352924102051,0.02878729943720346,0.07999025371186028,0.07010881010848141,0.02992138838300831,0.01818221297196816,0.016835682217145414
1.0197966956028015,0.02879776662406248,0.07993790808922847,0.07005365528548686,0.02988589629318811,0.01816870887937011,0.016819763127399218
1.0272404671035518,0.028809806252224967,0.07988556246659666,0.0699985004624923,0.029850404203367917,0.018163435914830838,0.016803844037653025
1.0346842386043023,0.02882248773943855,0.07983321684396485,0.06994334563949774,0.029491552617418475,0.018158162950291566,0.01678792494790683
1.0421280101050525,0.028835169226652135,0.07978087122133304,0.06988819081650319,0.029003338752916046,0.01815288998575229,0.016772005858160636
1.049571781605803,0.02884785071386572,0.07972852559870124,0.06983303599350862,0.0285151248884136,0.01814761702121302,0.01675608676841444
1.0570155531065533,0.028860532201079304,0.07967617997606943,0.06977788117051408,0.02802691102391117,0.018142344056673747,0.016740167678668243
1.0644593246073037,0.02887321368829289,0.07962383435343762,0.06972272634751951,0.027538697159408727,0.018137071092134475,0.01672424858892205
1.071903096108054,0.028885895175506476,0.07957148873080581,0.06966757152452496,0.027050483294906297,0.018131798127595203,0.016708329499175854
1.0793468676088045,0.028898576662720058,0.079519143108174,0.0696124167015304,0.026562269430403854,0.01812652516305593,0.016692410409429658
1.0867906391095548,0.028911258149933644,0.0794667974855422,0.06955726187853585,0.026074055565901425,0.01812125219851666,0.016676491319683465
1.0942344106103052,0.028923939637147227,0.07941445186291039,0.06978117971222685,0.025585841701398982,0.018115979233977387,0.01666057222993727
1.1016781821110555,0.028936621124360812,0.07936210624027858,0.07020757165857998,0.025097627836896553,0.018110706269438115,0.016644653140191073
