# composition,1.0LiF
# source,Walz, 2019
# temperature_K,1121
# raw_file,LiF_Walz_2019_1121.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,Li-F,Li-Li
2.2405043699649823,0.48593670920357707,1.419644880662322,0.39114156536714034
2.245643141455728,0.49783667441441765,1.3975394589595322,0.40235605030087573
2.250781912946473,0.5097366396252573,1.3754340372567444,0.4140382459863736
2.2559206844372186,0.5216366048360979,1.3533286155539546,0.42572044167187256
2.2610594559279638,0.5335365700469374,1.3312231938511665,0.4374026373573705
2.2661982274187094,0.5451222476679412,1.3096278156705852,0.44908483304286945
2.2713369989094545,0.5566589780030438,1.288111871889932,0.46076702872836733
2.2764757704002,0.5681957083381475,1.2665959281092771,0.4724492244138663
2.2816145418909453,0.5797324386732501,1.245079984328624,0.4841314200993642
2.286753313381691,0.5912691690083537,1.223564040547969,0.49581361578486316
2.291892084872436,0.6028058993434563,1.2020480967673162,0.507495811470361
2.2970308563631816,0.6143426296785599,1.180532152986661,0.5185689254125314
2.3021696278539268,0.6258793600136626,1.1590162092060081,0.5292006019299578
2.3073083993446724,0.6374160903487662,1.1375002654253532,0.5398322784473849
2.3124471708354175,0.6489528206838688,1.1159843216447,0.5504639549648113
2.317585942326163,0.6604895510189724,1.09499526934932,0.5610956314822384
2.3227247138169083,0.6726257918889209,1.0740688038944206,0.5717273079996648
2.327863485307654,0.6867474718365862,1.0531423384395195,0.582358984517092
2.333002256798399,0.7008691517842504,1.03221587298462,0.5929906610345183
2.3381410282891446,0.7149908317319157,1.011289407529719,0.6036223375519455
2.3432797997798898,0.7291125116795798,0.9903629420748196,0.6142540140693717
2.3484185712706354,0.7432341916272451,0.9694364766199184,0.624885690586799
2.3535573427613805,0.7573558715749092,0.948510011165019,0.6355173671042252
2.358696114252126,0.7714775515225746,0.9275835457101178,0.6584274410679609
2.3638348857428713,0.7855992314702387,0.9066570802552185,0.6820319716000559
2.368973657233617,0.799720911417904,0.899154161174497,0.7056365021321529
2.374112428724362,0.8137634740048737,0.892780431258813,0.729241032664248
2.3792512002151076,0.8275814449568394,0.8864067013431285,0.752845563196345
2.3843899717058528,0.8413994159088038,0.8800329714274445,0.7762267648445872
2.3895287431965984,0.8552173868607695,0.8736592415117601,0.7993754786399364
2.3946675146873435,0.869035357812734,0.8672855115960761,0.8225241924352837
2.399806286178089,0.8828533287646997,0.8609117816803916,0.8456729062306331
2.4049450576688343,0.8966712997166641,0.8545380517647077,0.8688216200259804
2.41008382915958,0.9104892706686298,0.8481643218490231,0.8919703338213296
