# composition,1.0UF4
# source,OcadizFlores, 2021
# temperature_K,1357
# raw_file,UF4_OcadizFlores_2021_1357.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,U-F,U-U
2.3279089544482243,0.9332190113249658,3.9438389236157754,0.0
2.3328725129864933,0.9598426550543986,3.84921741459192,0.0
2.3378360715247624,0.9864662987838314,3.754595905568064,0.0
2.342799630063032,1.0068193657780042,3.661684744995892,0.0
2.347763188601301,1.025208416330939,3.5708045395625208,0.0
2.35272674713957,1.0435974668838734,3.4799243341291497,0.0
2.357690305677839,1.0619865174368082,3.3890441286957786,0.0
2.3626538642161083,1.0803755679897442,3.298163923262399,0.0
2.3676174227543774,1.098764618542679,3.2101376078745663,0.0
2.3725809812926464,1.1171536690956134,3.12306237059018,0.0
2.3775445398309154,1.1450568820916611,3.035987133305794,0.0
2.382508098369185,1.1874420069631366,2.9489118960214,0.0
2.387471656907454,1.2298271318346083,2.8621626245700647,0.0
2.392435215445723,1.2703153426038067,2.7826797665053244,0.0
2.397398773983992,1.3015745391510147,2.7031969084405842,0.0
2.4023623325222614,1.3328337356982256,2.623714050375837,0.0
2.4073258910605304,1.3640929322454336,2.5442311923110967,0.0
2.4122894495987994,1.3953521287926416,2.4661632783964764,0.0
2.417253008137069,1.4221492124806614,2.3908937769068297,0.0
2.422216566675338,1.4462051348968337,2.31562427541719,0.0
2.427180125213607,1.470261057313006,2.2403547739275504,0.0
2.432143683751876,1.4943169797291784,2.1650852724379104,0.0
2.4371072422901454,1.518372902145353,2.089815770948264,0.0
2.4420708008284144,1.5424288245615252,2.014546269458624,0.0
2.4470343593666835,1.5696557480804867,1.9481436945883095,0.0
2.4519979179049525,1.597299439260056,1.9050989883696354,0.0
2.456961476443222,1.6249431304396276,1.8620542821509576,0.0
2.461925034981491,1.6525868216191968,1.8190095759322835,0.0
2.46688859351976,1.6784949389011399,1.7759648697136095,0.0
2.471852152058029,1.6963179662883938,1.7329201634949354,0.0
2.4768157105962985,1.714140993675649,1.6898754572762575,0.0
2.4817792691345675,1.7319640210629028,1.6468307510575837,0.0
2.4867428276728365,1.7497870484501568,1.6037860448389096,0.0
2.4917063862111055,1.7676100758374105,1.5607413386202356,0.0
2.496669944749375,1.7854331032246658,1.5176966324015577,0.0
2.501633503287644,1.8033381893096856,1.4746519261828839,0.0
2.506597061825913,1.821868241670145,1.4316072199642096,0.0
2.511560620364182,1.8403982940306043,1.3885625137455357,0.0
2.5165241789024515,1.8589283463910653,1.3472365581701262,0.0
2.5214877374407205,1.8774583987515245,1.3153649819690034,0.0
2.5264512959789895,1.8957651849614168,1.2834934057678806,0.0
2.5314148545172586,1.9073510085168262,1.251621829566758,0.0
2.536378413055528,1.9189368320722366,1.2197502533656324,0.0
2.541341971593797,1.9305226556276462,1.1878786771645096,0.0
2.546305530132066,1.9421084791830556,1.1560071009633868,0.0
2.5512690886703355,1.9448546574270922,1.124135524762261,0.0
2.5562326472086045,1.9445339633525616,1.0922639485611383,0.0
2.5611962057468736,1.9442132692780307,1.0603923723600155,0.0
2.5661597642851426,1.9438925752035001,1.0285207961588927,0.0
2.571123322823412,1.9435718811289693,0.9966492199577671,0.0
2.576086881361681,1.9432511870544387,0.9647776437566443,0.0
2.58105043989995,1.9429304929799078,0.9329060675555215,0.0
2.586013998438219,1.9426097989053772,0.9010344913543987,0.0
2.5909775569764886,1.9422891048308466,0.8691629151532732,0.0
