# composition,0.75KCl-0.25UCl3
# source,Andersson, 2024
# temperature_K,1250
# raw_file,0.75KCl-0.25UCl3_Andersson_2024_1250.0_AP.csv
# savgol,True
# grid_points,2000
r (A),Cl-Cl,K-Cl,K-K,K-U,U-Cl,U-U
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003985046851925963,0.0,0.0,0.0,0.0,0.0,0.0
0.007970093703851926,0.0,0.0,0.0,0.0,0.0,0.0
0.011955140555777889,0.0,0.0,0.0,0.0,0.0,0.0
0.01594018740770385,0.0,0.0,0.0,0.0,0.0,0.0
0.019925234259629814,0.0,0.0,0.0,0.0,0.0,0.0
0.023910281111555777,0.0,0.0,0.0,0.0,0.0,0.0
0.02789532796348174,0.0,0.0,0.0,0.0,0.0,0.0
0.0318803748154077,0.0,0.0,0.0,0.0,0.0,0.0
0.03586542166733367,0.0,0.0,0.0,0.0,0.0,0.0
0.03985046851925963,0.0,0.0,0.0,0.0,0.0,0.0
0.04383551537118559,0.0,0.0,0.0,0.0,0.0,0.0
0.047820562223111554,0.0,0.0,0.0,0.0,0.0,0.0
0.05180560907503752,0.0,0.0,0.0,0.0,0.0,0.0
0.05579065592696348,0.0,0.0,0.0,0.0,0.0,0.0
0.05977570277888944,0.0,0.0,0.0,0.0,0.0,0.0
0.0637607496308154,0.0,0.0,0.0,0.0,0.0,0.0
0.06774579648274137,0.0,0.0,0.0,0.0,0.0,0.0
0.07173084333466734,0.0,0.0,0.0,0.0,0.0,0.0
0.07571589018659329,0.0,0.0,0.0,0.0,0.0,0.0
0.07970093703851926,0.0,0.0,0.0,0.0,0.0,0.0
0.08368598389044522,0.0,0.0,0.0,0.0,0.0,0.0
0.08767103074237118,0.0,0.0,0.0,0.0,0.0,0.0
0.09165607759429714,0.0,0.0,0.0,0.0,0.0,0.0
0.09564112444622311,0.0,0.0,0.0,0.0,0.0,0.0
0.09962617129814907,0.0,0.0,0.0,0.0,0.0,0.0
0.10361121815007504,0.0,0.0,0.0,0.0,0.0,0.0
0.107596265002001,0.0,0.0,0.0,0.0,0.0,0.0
0.11158131185392696,0.0,0.0,0.0,0.0,0.0,0.0
0.11556635870585293,0.0,0.0,0.0,0.0,0.0,0.0
0.11955140555777888,0.0,0.0,0.0,0.0,0.0,0.0
0.12353645240970484,0.0,0.0,0.0,0.0,0.0,0.0
0.1275214992616308,0.0,0.0,0.0,0.0,0.0,0.0
0.13150654611355678,0.0,0.0,0.0,0.0,0.0,0.0
0.13549159296548274,0.0,0.0,0.0,0.0,0.0,0.0
0.1394766398174087,0.0,0.0,0.0,0.0,0.0,0.0
0.14346168666933468,0.0,0.0,0.0,0.0,0.0,0.0
0.14744673352126061,0.0,0.0,0.0,0.0,0.0,0.0
0.15143178037318658,0.0,0.0,0.0,0.0,0.0,0.0
0.15541682722511255,0.0,0.0,0.0,0.0,0.0,0.0
0.1594018740770385,0.0,0.0,0.0,0.0,0.0,0.0
0.16338692092896448,0.0,0.0,0.0,0.0,0.0,0.0
0.16737196778089045,0.0,0.0,0.0,0.0,0.0,0.0
0.1713570146328164,0.0,0.0,0.0,0.0,0.0,0.0
0.17534206148474235,0.0,0.0,0.0,0.0,0.0,0.0
0.17932710833666832,0.0,0.0,0.0,0.0,0.0,0.0
0.18331215518859428,0.0,0.0,0.0,0.0,0.0,0.0
0.18729720204052025,0.0,0.0,0.0,0.0,0.0,0.0
0.19128224889244622,0.0,0.0,0.0,0.0,0.0,0.0
0.19526729574437218,0.0,0.0,0.0,0.0,0.0,0.0
0.19925234259629815,0.0,0.0,0.0,0.0,0.0,0.0
0.20323738944822412,0.0,0.0,0.0,0.0,0.0,0.0
0.20722243630015008,0.0,0.0,0.0,0.0,0.0,0.0
0.21120748315207602,0.0,0.0,0.0,0.0,0.0,0.0
0.215192530004002,0.0,0.0,0.0,0.0,0.0,0.0
0.21917757685592795,0.0,0.0,0.0,0.0,0.0,0.0
0.22316262370785392,0.0,0.0,0.0,0.0,0.0,0.0
0.22714767055977989,0.0,0.0,0.0,0.0,0.0,0.0
0.23113271741170585,0.0,0.0,0.0,0.0,0.0,0.0
0.23511776426363182,0.0,0.0,0.0,0.0,0.0,0.0
0.23910281111555776,0.0,0.0,0.0,0.0,0.0,0.0
0.24308785796748372,0.0,0.0,0.0,0.0,0.0,0.0
0.2470729048194097,0.0,0.0,0.0,0.0,0.0,0.0
0.25105795167133566,0.0,0.0,0.0,0.0,0.0,0.0
0.2550429985232616,0.0,0.0,0.0,0.0,0.0,0.0
0.2590280453751876,0.0,0.0,0.0,0.0,0.0,0.0
0.26301309222711355,0.0,0.0,0.0,0.0,0.0,0.0
0.2669981390790395,0.0,0.0,0.0,0.0,0.0,0.0
0.2709831859309655,0.0,0.0,0.0,0.0,0.0,0.0
0.27496823278289145,0.0,0.0,0.0,0.0,0.0,0.0
0.2789532796348174,0.0,0.0,0.0,0.0,0.0,0.0
0.2829383264867434,0.0,0.0,0.0,0.0,0.0,0.0
0.28692337333866935,0.0,0.0,0.0,0.0,0.0,0.0
0.29090842019059526,0.0,0.0,0.0,0.0,0.0,0.0
0.29489346704252123,0.0,0.0,0.0,0.0,0.0,0.0
0.2988785138944472,0.0,0.0,0.0,0.0,0.0,0.0
0.30286356074637316,0.0,0.0,0.0,0.0,0.0,0.0
0.30684860759829913,0.0,0.0,0.0,0.0,0.0,0.0
0.3108336544502251,0.0,0.0,0.0,0.0,0.0,0.0
0.31481870130215106,0.0,0.0,0.0,0.0,0.0,0.0
0.318803748154077,0.0,0.0,0.0,0.0,0.0,0.0
0.322788795006003,0.0,0.0,0.0,0.0,0.0,0.0
0.32677384185792896,0.0,0.0,0.0,0.0,0.0,0.0
0.3307588887098549,0.0,0.0,0.0,0.0,0.0,0.0
0.3347439355617809,0.0,0.0,0.0,0.0,0.0,0.0
0.33872898241370686,0.0,0.0,0.0,0.0,0.0,0.0
0.3427140292656328,0.0,0.0,0.0,0.0,0.0,0.0
0.3466990761175588,0.0,0.0,0.0,0.0,0.0,0.0
0.3506841229694847,0.0,0.0,0.0,0.0,0.0,0.0
0.35466916982141067,0.0,0.0,0.0,0.0,0.0,0.0
0.35865421667333663,0.0,0.0,0.0,0.0,0.0,0.0
0.3626392635252626,0.0,0.0,0.0,0.0,0.0,0.0
0.36662431037718857,0.0,0.0,0.0,0.0,0.0,0.0
0.37060935722911453,0.0,0.0,0.0,0.0,0.0,0.0
0.3745944040810405,0.0,0.0,0.0,0.0,0.0,0.0
0.37857945093296647,0.0,0.0,0.0,0.0,0.0,0.0
0.38256449778489243,0.0,0.0,0.0,0.0,0.0,0.0
0.3865495446368184,0.0,0.0,0.0,0.0,0.0,0.0
0.39053459148874436,0.0,0.0,0.0,0.0,0.0,0.0
0.39451963834067033,0.0,0.0,0.0,0.0,0.0,0.0
0.3985046851925963,0.0,0.0,0.0,0.0,0.0,0.0
0.40248973204452226,0.0,0.0,0.0,0.0,0.0,0.0
0.40647477889644823,0.0,0.0,0.0,0.0,0.0,0.0
0.4104598257483742,0.0,0.0,0.0,0.0,0.0,0.0
0.41444487260030016,0.0,0.0,0.0,0.0,0.0,0.0
0.4184299194522261,0.0,0.0,0.0,0.0,0.0,0.0
0.42241496630415204,0.0,0.0,0.0,0.0,0.0,0.0
0.426400013156078,0.0,0.0,0.0,0.0,0.0,0.0
0.430385060008004,0.0,0.0,0.0,0.0,0.0,0.0
0.43437010685992994,0.0,0.0,0.0,0.0,0.0,0.0
