# composition,0.6LiCl-0.4MgCl2
# source,Numbers, 2026
# temperature_K,870
# raw_file,0.60LiCl-0.40MgCl2_Numbers_2026_870.0_AP.csv
# savgol,False
# grid_points,2000
r (A),Cl-Cl,Li-Cl,Li-Li,Li-Mg,Mg-Cl,Mg-Mg
1.6923568034017007,0.0,0.0008163636401831279,0.0012232287697340413,0.0,0.0015674208169085516,0.0
1.6975962981490744,0.0,0.0007743758850241341,0.0013892383884836635,0.0,0.0017801422134890007,0.0
1.7028357928964482,0.0,0.0007323881298651401,0.0015552480072332858,0.0,0.00199286361006945,0.0
1.7080752876438217,0.0,0.0007266567515660838,0.0016600237747770052,0.0,0.002109684159767488,0.0
1.7133147823911954,0.0,0.0007887430566021624,0.0016502614033744437,0.0,0.0020471218304049135,0.0
1.7185542771385691,0.0,0.0008508293616382409,0.0016404990319718825,0.0,0.0019845595010423395,0.0
1.7237937718859428,0.0,0.0009129156666743195,0.001630736660569321,0.0,0.0019219971716797652,0.0
1.7290332666333166,0.0,0.0009750019717103981,0.0016209742891667596,0.0,0.001859434842317191,0.0
1.73427276138069,0.0,0.001037088276746474,0.0016112119177641986,0.0,0.0017968725129546195,0.0
1.7395122561280638,0.0,0.0010991745817825528,0.0016014495463616372,0.0,0.0017343101835920452,0.0
1.7447517508754375,0.0,0.0011612608868186312,0.001591687174959076,0.0,0.001671747854229471,0.0
1.7499912456228113,0.0,0.0012233471918547097,0.0015819248035565145,0.0,0.0016091855248668969,0.0
1.755230740370185,0.0,0.0012854334968907884,0.001572162432153953,0.0,0.0015466231955043226,0.0
1.7604702351175585,0.0,0.001406653884075718,0.001514306028799698,0.0,0.001486290349372411,0.0
1.7657097298649322,0.0,0.001648850866801849,0.0013580587814526375,0.0,0.0014305185834375725,0.0
1.770949224612306,0.0,0.00189104784952798,0.0012018115341055767,0.0,0.0013747468175027342,0.0
1.7761887193596797,0.0,0.002133244832254111,0.001045564286758516,0.0,0.0013189750515678958,0.0
1.7814282141070534,0.0,0.002375441814980242,0.0008893170394114554,0.0,0.0012632032856330576,0.0
1.786667708854427,0.0,0.0026176387977063626,0.0007330697920644013,0.0,0.0012074315196982217,0.0
1.7919072036018007,0.0,0.0028598357804324936,0.0005768225447173407,0.0,0.0011516597537633833,0.0
1.7971466983491744,0.0,0.0031020327631586246,0.00042057529737027995,0.0,0.001095887987828545,0.0
