# composition,1.0ThF4
# source,Dai, 2015
# temperature_K,1633
# raw_file,ThF4_Dai_2015_1633.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,Th-F,Th-Th
0.5769415247198599,0.0,0.0,0.0
0.5809204317868935,0.0,0.0,0.0
0.584899338853927,0.0,0.0,0.0
0.5888782459209605,0.0,0.0,0.0
0.592857152987994,0.0,0.0,0.0
0.5968360600550275,0.0,0.0,0.0
0.6008149671220611,0.0,0.0,0.0
0.6047938741890946,0.0,0.0,0.0
0.6087727812561281,0.0,0.0,0.0
0.6127516883231616,0.0,0.0,0.0
0.6167305953901951,0.0,0.0,0.0
0.6207095024572287,0.0,0.0,0.0
0.6246884095242622,0.0,0.0,0.0
0.6286673165912957,0.0,0.0,0.0
0.6326462236583292,0.0,0.0,0.0
0.6366251307253628,0.0,0.0,0.0
0.6406040377923963,0.0,0.0,0.0
0.6445829448594298,0.0,0.0,0.0
0.6485618519264633,0.0,0.0,0.0
0.6525407589934968,0.0,0.0,0.0
0.6565196660605304,0.0,0.0,0.0
0.6604985731275639,0.0,0.0,0.0
0.6644774801945973,0.0,0.0,0.0
0.6684563872616308,0.0,0.0,0.0
0.6724352943286643,0.0,0.0,0.0
0.6764142013956979,0.0,0.0,0.0
0.6803931084627314,0.0,0.0,0.0
0.6843720155297649,0.0,0.0,0.0
0.6883509225967984,0.0,0.0,0.0
0.6923298296638319,0.0,0.0,0.0
0.6963087367308655,0.0,0.0,0.0
0.700287643797899,0.0,0.0,0.0
0.7042665508649325,0.0,0.0,0.0
0.708245457931966,0.0,0.0,0.0
0.7122243649989995,0.0,0.0,0.0
0.7162032720660331,0.0,0.0,0.0
0.7201821791330666,0.0,0.0,0.0
0.7241610862001001,0.0,0.0,0.0
0.7281399932671336,0.0,0.0,0.0
0.7321189003341672,0.0,0.0,0.0
0.7360978074012007,0.0,0.0,0.0
0.7400767144682342,0.0,0.0,0.0
0.7440556215352677,0.0,0.0,0.0
0.7480345286023012,0.0,0.0,0.0
0.7520134356693348,0.0,0.0,0.0
0.7559923427363683,0.0,0.0,0.0
0.7599712498034018,0.0,0.0,0.0
0.7639501568704352,0.0,0.0,0.0
0.7679290639374687,0.0,0.0,0.0
0.7719079710045023,0.0,0.0,0.0
0.7758868780715358,0.0,0.0,0.0
0.7798657851385693,0.0,0.0,0.0
0.7838446922056028,0.0,0.0,0.0
0.7878235992726363,0.0,0.0,0.0
0.7918025063396699,0.0,0.0,0.0
0.7957814134067034,0.0,0.0,0.0
0.7997603204737369,0.0,0.0,0.0
0.8037392275407704,0.0,0.0,0.0
0.807718134607804,0.0,0.0,0.0
0.8116970416748375,0.0,0.0,0.0
0.815675948741871,0.0,0.0,0.0
0.8196548558089045,0.0,0.0,0.0
0.823633762875938,0.0,0.0,0.0
0.8276126699429716,0.0,0.0,0.0
0.8315915770100051,0.0,0.0,0.0
0.8355704840770386,0.0,0.0,0.0
0.8395493911440721,0.0,0.0,0.0
0.8435282982111056,0.0,0.0,0.0
0.8475072052781392,0.0,0.0,0.0
0.8514861123451727,0.0,0.0,0.0
0.8554650194122062,0.0,0.0,0.0
0.8594439264792397,0.0,0.0,0.0
0.8634228335462732,0.0,0.0,0.0
0.8674017406133067,0.0,0.0,0.0
0.8713806476803402,0.0,0.0,0.0
0.8753595547473737,0.0,0.0,0.0
0.8793384618144072,0.0,0.0,0.0
0.8833173688814407,0.0,0.0,0.0
0.8872962759484743,0.0,0.0,0.0
0.8912751830155078,0.0,0.0,0.0
0.8952540900825413,0.0,0.0,0.0
0.8992329971495748,0.0,0.0,0.0
0.9032119042166084,0.0,0.0,0.0
0.9071908112836419,0.0,0.0,0.0
0.9111697183506754,0.0,0.0,0.0
0.9151486254177089,0.0,0.0,0.0
0.9191275324847424,0.0,0.0,0.0
0.923106439551776,0.0,0.0,0.0
0.9270853466188095,0.0,0.0,0.0
0.931064253685843,0.0,0.0,0.0
0.9350431607528765,0.0,0.0,0.0
0.93902206781991,0.0,0.0,0.0
0.9430009748869436,0.0,0.0,0.0
0.9469798819539771,0.0,0.0,0.0
0.9509587890210106,0.0,0.0,0.0
0.9549376960880441,0.0,0.0,0.0
0.9589166031550777,0.0,0.0,0.0
0.9628955102221112,0.0,0.0,0.0
0.9668744172891447,0.0,0.0,0.0
0.9708533243561781,0.0,0.0,0.0
0.9748322314232116,0.0,0.0,0.0
0.9788111384902451,0.0,0.0,0.0
0.9827900455572787,0.0,0.0,0.0
0.9867689526243122,0.0,0.0,0.0
0.9907478596913457,0.0,0.0,0.0
0.9947267667583792,0.0,0.0,0.0
0.9987056738254128,0.0,0.0,0.0
1.0026845808924463,0.0,0.0,0.0
1.0066634879594798,0.0,0.0,0.0
1.0106423950265133,0.0,0.0,0.0
1.0146213020935468,0.0,0.0,0.0
1.0186002091605804,0.0,0.0,0.0
1.0225791162276139,0.0,0.0,0.0
1.0265580232946474,0.0,0.0,0.0
1.030536930361681,0.0,0.0,0.0
1.0345158374287144,0.0,0.0,0.0
1.038494744495748,0.0,0.0,0.0
1.0424736515627815,0.0,0.0,0.0
1.046452558629815,0.0,0.0,0.0
1.0504314656968485,0.0,0.0,0.0
1.054410372763882,0.0,0.0,0.0
1.0583892798309156,0.0,0.0,0.0
1.062368186897949,0.0,0.0,0.0
1.0663470939649826,0.0,0.0,0.0
1.0703260010320161,0.0,0.0,0.0
1.0743049080990497,0.0,0.0,0.0
1.0782838151660832,0.0,0.0,0.0
1.0822627222331167,0.0,0.0,0.0
1.0862416293001502,0.0,0.0,0.0
1.0902205363671837,0.0,0.0,0.0
1.0941994434342173,0.0,0.0,0.0
1.0981783505012508,0.0,0.0,0.0
1.1021572575682843,0.0,0.0,0.0
1.1061361646353178,0.0,0.0,0.0
1.1101150717023514,0.0,0.0,0.0
1.1140939787693849,0.0,0.0,0.0
1.1180728858364184,0.0,0.0,0.0
1.1220517929034517,0.0,0.0,0.0
1.1260306999704852,0.0,0.0,0.0
1.1300096070375187,0.0,0.0,0.0
1.1339885141045523,0.0,0.0,0.0
1.1379674211715858,0.0,0.0,0.0
1.1419463282386193,0.0,0.0,0.0
1.1459252353056528,0.0,0.0,0.0
1.1499041423726863,0.0,0.0,0.0
1.1538830494397199,0.0,0.0,0.0
1.1578619565067534,0.0,0.0,0.0
1.161840863573787,0.0,0.0,0.0
1.1658197706408204,0.0,0.0,0.0
1.169798677707854,0.0,0.0,0.0
1.1737775847748875,0.0,0.0,0.0
1.177756491841921,0.0,0.0,0.0
1.1817353989089545,0.0,0.0,0.0
1.185714305975988,0.0,0.0,0.0
1.1896932130430216,0.0,0.0,0.0
1.193672120110055,0.0,0.0,0.0
1.1976510271770886,0.0,0.0,0.0
1.2016299342441221,0.0,0.0,0.0
1.2056088413111556,0.0,0.0,0.0
1.2095877483781892,0.0,0.0,0.0
1.2135666554452227,0.0,0.0,0.0
1.2175455625122562,0.0,0.0,0.0
1.2215244695792897,0.0,0.0,0.0
1.2255033766463233,0.0,0.0,0.0
1.2294822837133568,0.0,0.0,0.0
1.2334611907803903,0.0,0.0,0.0
1.2374400978474238,0.0,0.0,0.0
1.2414190049144573,0.0,0.0,0.0
1.2453979119814909,0.0,0.0,0.0
1.2493768190485244,0.0,0.0,0.0
1.253355726115558,0.0,0.0,0.0
1.2573346331825914,0.0,0.0,0.0
1.261313540249625,0.0,0.0,0.0
1.2652924473166585,0.0,0.0,0.0
1.269271354383692,0.0,0.0,0.0
1.2732502614507255,0.0,0.0,0.0
1.277229168517759,0.0,0.0,0.0
1.2812080755847925,0.0,0.0,0.0
1.285186982651826,0.0,0.0,0.0
1.2891658897188596,0.0,0.0,0.0
1.2931447967858931,0.0,0.0,0.0
1.2971237038529266,0.0,0.0,0.0
1.3011026109199602,0.0,0.0,0.0
1.3050815179869937,0.0,0.0,0.0
1.3090604250540272,0.0,0.0,0.0
1.3130393321210607,0.0,0.0,0.0
1.3170182391880942,0.0,0.0,0.0
1.3209971462551278,0.0,0.0,0.0
1.324976053322161,0.0,0.0,0.0
1.3289549603891946,0.0,0.0,0.0
1.332933867456228,0.0,0.0,0.0
1.3369127745232616,0.0,0.0,0.0
1.3408916815902951,0.0,0.0,0.0
1.3448705886573287,0.0,0.0,0.0
1.3488494957243622,0.0,0.0,0.0
1.3528284027913957,0.0,0.0,0.0
1.3568073098584292,0.0,0.0,0.0
1.3607862169254628,0.0,0.0,0.0
1.3647651239924963,0.0,0.0,0.0
1.3687440310595298,0.0,0.0,0.0
1.3727229381265633,0.0,0.0,0.0
1.3767018451935968,0.0,0.0,0.0
1.3806807522606304,0.0,0.0,0.0
1.3846596593276639,0.0,0.0,0.0
1.3886385663946974,0.0,0.0,0.0
1.392617473461731,0.0,0.0,0.0
1.3965963805287644,0.0,0.0,0.0
1.400575287595798,0.0,0.0,0.0
1.4045541946628315,0.0,0.0,0.0
1.408533101729865,0.0,0.0,0.0
1.4125120087968985,0.0,0.0,0.0
1.416490915863932,0.0,0.0,0.0
1.4204698229309656,0.0,0.0,0.0
1.424448729997999,0.0,0.0,0.0
1.4284276370650326,0.0,0.0,0.0
1.4324065441320661,0.0,0.0,0.0
1.4363854511990997,0.0,0.0,0.0
1.4403643582661332,0.0,0.0,0.0
1.4443432653331667,0.0,0.0,0.0
1.4483221724002002,0.0,0.0,0.0
1.4523010794672337,0.0,0.0,0.0
1.4562799865342673,0.0,0.0,0.0
1.4602588936013008,0.0,0.0,0.0
1.4642378006683343,0.0,0.0,0.0
1.4682167077353678,0.0,0.0,0.0
1.4721956148024014,0.0,0.0,0.0
1.4761745218694349,0.0,0.0,0.0
1.4801534289364684,0.0,0.0,0.0
1.484132336003502,0.0,0.0,0.0
1.4881112430705354,0.0,0.0,0.0
1.492090150137569,0.0,0.0,0.0
1.4960690572046025,0.0,0.0,0.0
1.500047964271636,0.0,0.0,0.0
1.5040268713386695,0.0,0.0,0.0
1.508005778405703,0.0,0.0,0.0
1.5119846854727366,0.0005696200324486069,0.0,0.0
1.51596359253977,0.0016802305164063582,0.0,0.0
1.5199424996068036,0.0027908410003641094,0.0,0.0
1.5239214066738371,0.0039014514843218606,0.0,0.0
1.5279003137408704,0.005012061968279549,0.0,0.0
1.531879220807904,0.006122672452237301,0.0,0.0
1.5358581278749375,0.007233282936195052,0.0,0.0
1.539837034941971,0.008343893420152803,0.0,0.0
1.5438159420090045,0.009454503904110555,0.0,0.0
1.547794849076038,0.010565114388068305,0.0,0.0
1.5517737561430716,0.011675724872026057,0.0,0.0
1.555752663210105,0.012786335355983808,0.0,0.0
1.5597315702771386,0.01389694583994156,0.0,0.0
1.5637104773441721,0.014523655958401055,0.0,0.0
1.5676893844112056,0.014501346411254579,0.0,0.0
1.5716682914782392,0.014479036864108102,0.0,0.0
1.5756471985452727,0.014456727316961624,0.0,0.0
1.5796261056123062,0.014434417769815147,0.0,0.0
1.5836050126793397,0.01441210822266867,0.0,0.0
1.5875839197463733,0.014389798675522194,0.0,0.0
1.5915628268134068,0.014367489128375717,0.0,0.0
1.5955417338804403,0.01434517958122924,0.0,0.0
1.5995206409474738,0.014322870034082762,0.0,0.0
1.6034995480145073,0.014300560486936285,0.0,0.0
1.6074784550815409,0.01427825093978981,0.0,0.0
1.6114573621485744,0.014255941392643332,0.0,0.0
1.615436269215608,0.014233631845496855,0.0,0.0
1.6194151762826414,0.014150043912045376,0.0,0.0
1.623394083349675,0.014026099816961055,0.0,0.0
1.6273729904167085,0.013902155721876733,0.0,0.0
1.631351897483742,0.013778211626792412,0.0,0.0
1.6353308045507755,0.01365426753170809,0.0,0.0
1.639309711617809,0.013530323436623769,0.0,0.0
1.6432886186848426,0.013406379341539447,0.0,0.0
1.647267525751876,0.013282435246455126,0.0,0.0
1.6512464328189096,0.013158491151370804,0.0,0.0
1.6552253398859431,0.013034547056286483,0.0,0.0
1.6592042469529766,0.012910602961202161,0.0,0.0
1.6631831540200102,0.01278665886611784,0.0,0.0
1.6671620610870437,0.01266271477103352,0.0,0.0
1.6711409681540772,0.012538770675949199,0.0,0.0
1.6751198752211107,0.012303120944674275,0.0,0.0
1.6790987822881442,0.012035731071346872,0.0,0.0
1.6830776893551778,0.011768341198019469,0.0,0.0
1.6870565964222113,0.011500951324692065,0.0,0.0
1.6910355034892448,0.011233561451364662,0.0,0.0
1.6950144105562783,0.010966171578037259,0.0,0.0
1.6989933176233118,0.010698781704709856,0.0,0.0
1.7029722246903454,0.010431391831382452,0.0,0.0
1.706951131757379,0.010164001958055049,0.0,0.0
1.7109300388244124,0.009896612084727646,0.0,0.0
1.714908945891446,0.009629222211400243,0.0,0.0
1.7188878529584795,0.009361832338072841,0.0,0.0
1.722866760025513,0.009094442464745438,0.0,0.0
1.7268456670925465,0.008827052591418034,0.0,0.0
1.73082457415958,0.008481946012327627,0.0,0.0
1.7348034812266133,0.008133137576696049,0.0,0.0
1.7387823882936468,0.0077843291410644505,0.0,0.0
1.7427612953606804,0.007435520705432852,0.0,0.0
1.7467402024277139,0.0070867122698012545,0.0,0.0
1.7507191094947474,0.006737903834169655,0.0,0.0
1.754698016561781,0.006389095398538058,0.0,0.0
1.7586769236288144,0.006040286962906459,0.0,0.0
1.762655830695848,0.005691478527274861,0.0,0.0
1.7666347377628815,0.005342670091643263,0.0,0.0
1.770613644829915,0.004993861656011664,0.0,0.0
1.7745925518969485,0.004645053220380066,0.0,0.0
1.778571458963982,0.004296244784748468,0.0,0.0
1.7825503660310156,0.00397039945585271,0.0,0.0
1.786529273098049,0.0037977762263041556,0.0,0.0
1.7905081801650826,0.003625152996755601,0.0,0.0
1.7944870872321161,0.003452529767207047,0.0,0.0
1.7984659942991497,0.0032799065376584928,0.0,0.0
1.8024449013661832,0.0031072833081099384,0.0009893451156709635,0.0
1.8064238084332167,0.0029346600785613844,0.00234141437045799,0.0
1.8104027155002502,0.0027620368490128295,0.0036934836252450164,0.0
1.8143816225672837,0.0025894136194642755,0.005045552880032043,0.0
1.8183605296343173,0.002416790389915721,0.0063976221348190695,0.0
1.8223394367013508,0.0022441671603671666,0.007749691389606096,0.0
1.8263183437683843,0.0020715439308186126,0.009101760644393123,0.0
1.8302972508354178,0.0018989207012700582,0.01045382989918015,0.0
1.8342761579024514,0.0017262974717215038,0.011805899153967176,0.0
1.8382550649694849,0.0017022766065434554,0.013157968408754201,0.0
1.8422339720365184,0.002015064575816769,0.014510037663541229,0.0
1.846212879103552,0.002327852545090082,0.015862106918328255,0.0
1.8501917861705854,0.0026406405143633953,0.01721417617311528,0.0
1.854170693237619,0.002953428483636709,0.01856624542790231,0.0
1.8581496003046525,0.0032662164529100217,0.019918314682689335,0.0
1.862128507371686,0.0035790044221833354,0.02127038393747636,0.0
1.8661074144387195,0.0038917923914566486,0.022622453192263386,0.0
1.870086321505753,0.004204580360729962,0.023974522447050416,0.0
1.8740652285727866,0.0045173683300032755,0.02532659170183744,0.0
1.87804413563982,0.004830156299276588,0.026678660956624467,0.0
1.8820230427068536,0.005142944268549902,0.030665270350620034,0.0
1.8860019497738871,0.005455732237823216,0.03757321481938019,0.0
1.8899808568409207,0.005768520207096528,0.044481159288140344,0.0
1.8939597639079542,0.0063610823244589,0.0513891037569005,0.0
1.8979386709749877,0.00725438792676195,0.058297048225660654,0.0
1.9019175780420212,0.008147693529065001,0.06520499269442082,0.0
1.9058964851090547,0.00904099913136805,0.07211293716318096,0.0
1.9098753921760883,0.0099343047336711,0.07902088163194113,0.0
1.9138542992431218,0.01082761033597415,0.08592882610070127,0.0
1.9178332063101553,0.0117209159382772,0.09283677056946144,0.0
1.9218121133771888,0.012614221540580249,0.09974471503822158,0.0
1.9257910204442223,0.013507527142883297,0.10665265950698175,0.0
1.9297699275112559,0.014400832745186349,0.12276664832698608,0.0
1.9337488345782894,0.015294138347489397,0.15889165019951682,0.0
1.9377277416453227,0.0161874439497924,0.19501665207204552,0.0
1.9417066487123562,0.017080749552095445,0.23114165394457625,0.0
1.9456855557793897,0.017974055154398497,0.25860624078405403,0.0
1.9496644628464233,0.019409620356616218,0.28526099342240535,0.0
1.9536433699134568,0.02112735271995024,0.31191574606075667,0.0
1.9576222769804903,0.02284508508328426,0.33857049869910805,0.0
1.9616011840475238,0.024562817446618278,0.36766810989200827,0.0
1.9655800911145573,0.0262805498099523,0.39783567901195677,0.0
1.9695589981815909,0.02799828217328632,0.4280032481319053,0.0
1.9735379052486244,0.029716014536620337,0.4581708172518538,0.0
1.977516812315658,0.03143374689995436,0.49305952627328353,0.0
1.9814957193826914,0.033151479263288375,0.5281701795550102,0.0
1.985474626449725,0.0348692116266224,0.5632808328367368,0.0
1.9894535335167585,0.03658694398995642,0.622414602003696,0.0
1.993432440583792,0.038304676353290434,0.7262696266897908,0.0
1.9974113476508255,0.04002240871662446,0.8381200504396624,0.0
2.001390254717859,0.04174014107995848,0.8903771028565802,0.0
2.0053691617848926,0.04410651460850619,0.939800330309612,0.0
2.009348068851926,0.04660242019412034,0.985222768619747,0.0
2.0133269759189596,0.0490983257797345,1.0306452069298822,0.0
2.017305882985993,0.051594231365348645,1.0844265338833372,0.0
2.0212847900530266,0.0540901369509628,1.1402207044434745,0.0
2.02526369712006,0.05658604253657695,1.196014875003612,0.0
2.0292426041870937,0.0590819481221911,1.282759885206104,0.0
2.033221511254127,0.06157785370780526,1.3735287678728771,0.0005673551928423203
2.0372004183211607,0.06407375929341941,1.4940588274308053,0.0011966493748599807
2.0411793253881942,0.06656966487903355,1.5995900148015592,0.001825943556877641
2.0451582324552278,0.06906557046464772,1.692016086606466,0.002455237738895301
2.0491371395222613,0.07156147605026186,1.7663245718327307,0.0030845319209129615
2.053116046589295,0.07405738163587602,1.9460058927566528,0.003713826102930622
2.0570949536563283,0.07655328722149017,2.033322473048194,0.004343120284948282
2.061073860723362,0.07963435405297721,2.135705167877101,0.004972414466965942
2.0650527677903954,0.08349355099352923,2.20491216527075,0.0056017086489836025
2.069031674857429,0.08735274793408127,2.287853637395347,0.006231002831001263
2.0730105819244624,0.0912119448746333,2.3876945880662044,0.006860297013018923
2.076989488991496,0.09507114181518532,2.4819902281544595,0.0074895911950365835
2.0809683960585295,0.09893033875573735,2.5467070787127906,0.008118885377054245
2.084947303125563,0.10278953569628937,2.648524192468013,0.008225122395691113
2.0889262101925965,0.10664873263684141,2.7552696261378307,0.00821819232992438
2.09290511725963,0.11050792957739344,2.9042755061292995,0.008211262264157648
2.0968840243266635,0.11436712651794548,3.0860920199913298,0.008204332198390915
2.100862931393697,0.1182263234584975,3.1353176458604644,0.008197402132624182
2.1048418384607306,0.12208552039904952,3.1845432717295985,0.008190472066857449
2.108820745527764,0.12594471733960155,3.239114033491359,0.008183542001090716
2.1127996525947976,0.1311662849253231,3.3126231101405574,0.008176611935323985
2.116778559661831,0.13641724442176695,3.5567937875448847,0.008169681869557252
2.1207574667288647,0.1416682039182108,3.6634192265239993,0.00816275180379052
2.124736373795898,0.14691916341465466,3.750492164418893,0.008155821738023787
2.1287152808629317,0.15217012291109852,3.8240676140368723,0.008148891672257054
2.1326941879299652,0.15742108240754238,3.9864504882535496,0.008142553909301868
2.1366730949969988,0.16267204190398624,4.093609541764894,0.008139368648494308
2.1406520020640323,0.1679230014004301,4.1531005654237525,0.008136183387686747
2.144630909131066,0.17317396089687395,4.207378659241674,0.008132998126879187
2.1486098161980993,0.1784249203933178,4.281028425809147,0.008129812866071626
2.152588723265133,0.18367587988976167,4.375287595928728,0.008126627605264065
2.1565676303321664,0.19106093186317075,4.454158732560071,0.008123442344456505
2.1605465373992,0.20082475956038154,4.529921790990955,0.008120257083648944
2.1645254444662334,0.21058858725759236,4.597284816429263,0.008117071822841384
2.168504351533267,0.22035241495480315,4.6608298990047725,0.008113886562033823
2.1724832586003004,0.23011624265201397,4.791660293787796,0.008110701301226262
2.176462165667334,0.23988007034922476,4.899517596636106,0.008107516040418702
2.1804410727343675,0.24964389804643555,4.975727752364779,0.008104330779611141
2.184419979801401,0.25962777682212523,5.00932823457795,0.00810114551880358
2.1883988868684345,0.27189173526427124,5.042928716791121,0.008099200703812794
2.192377793935468,0.28415569370641725,5.076529199004293,0.008099729702252317
2.1963567010025016,0.29641965214856325,5.11488885851877,0.00810025870069184
2.200335608069535,0.30868361059070926,5.157086436481468,0.008100787699131362
2.2043145151365686,0.32094756903285526,5.199226038815314,0.008101316697570886
2.208293422203602,0.33321152747500127,5.2410447871521,0.008101845696010409
2.2122723292706357,0.3460120886701732,5.282863535488887,0.008102374694449932
2.216251236337669,0.35955405791917255,5.323607259718225,0.008102903692889454
2.2202301434047027,0.37309602716817186,5.341015174185756,0.008103432691328977
2.2242090504717362,0.3866379964171712,5.3584230886532875,0.0081039616897685
2.2281879575387697,0.4001799656661706,5.375831003120818,0.008104490688208022
2.2321668646058033,0.41372193491516995,5.3932389175883495,0.008105019686647546
2.236145771672837,0.42726390416416926,5.398128065276957,0.00810554868508707
2.2401246787398703,0.44705965602993003,5.395370058118832,0.008106077683526593
2.2441035858069034,0.46700936195822995,5.392612050960707,0.008108781028006343
2.248082492873937,0.4869590678865321,5.389854043802582,0.00811357536659462
2.2520613999409704,0.5069087738148342,5.387096036644456,0.008118369705182898
2.256040307008004,0.5245784376868153,5.384338029486331,0.008123164043771176
2.2600192140750375,0.5400828956517951,5.3815800223282055,0.008127958382359454
2.263998121142071,0.555587353616775,5.378822015170081,0.008132752720947732
2.2679770282091045,0.5710918115817549,5.376064008011955,0.00813754705953601
2.271955935276138,0.5865962695467347,5.373306000853829,0.008142341398124288
2.2759348423431716,0.6021007275117145,5.370547993695705,0.008147135736712566
