# composition,1.0SrCl2
# source,McGreevy, 1987
# temperature_K,1198
# raw_file,SrCl2_McGreevy_1987_1198.0_Exp.csv
# savgol,True
# grid_points,2000
r (A),Cl-Cl,Sr-Cl,Sr-Sr
0.896547104212106,0.0,0.0,0.0
0.9033391277288645,0.0,0.0,0.0
0.9101311512456228,0.0,0.0,0.0
0.9169231747623813,0.0,0.0,0.0
0.9237151982791396,0.0,0.0,0.0
0.930507221795898,0.0,0.0,0.0
0.9372992453126564,0.0,0.0,0.0
0.9440912688294147,0.0,0.0,0.0
0.9508832923461731,0.0,0.0,0.0
0.9576753158629315,0.0,0.0,0.0
0.9644673393796899,0.0,0.0,0.0
0.9712593628964483,0.0,0.0,0.0
0.9780513864132067,0.0,0.0,0.0
0.984843409929965,0.0,0.0,0.0
0.9916354334467234,0.0,0.0,0.0
0.9984274569634818,0.0,0.0,0.0
1.0052194804802401,0.0,0.0,0.0
1.0120115039969986,0.0,0.0,0.0
1.018803527513757,0.0,0.0,0.0
1.0255955510305153,0.0,0.0,0.0
1.0323875745472737,0.0,0.0,0.0
1.0391795980640322,0.0,0.0,0.0
1.0459716215807904,0.0,0.0,0.0
1.0527636450975488,0.0,0.0,0.0
1.0595556686143073,0.0,0.0,0.0
1.0663476921310655,0.0,0.0,0.0
1.073139715647824,0.0,0.0,0.0
1.0799317391645824,0.0,0.0,0.0
1.0867237626813406,0.0,0.0,0.0
1.093515786198099,0.0,0.0,0.0
1.1003078097148575,0.0,0.0,0.0
1.1070998332316158,0.0,0.0,0.0
1.1138918567483742,0.0,0.0,0.0
1.1206838802651327,0.0,0.0,0.0
1.1274759037818909,0.0,0.0,0.0
1.1342679272986493,0.0,0.0,0.0
1.1410599508154078,0.0,0.0,0.0
1.1478519743321662,0.0,0.0,0.0
1.1546439978489245,0.0,0.0,0.0
1.161436021365683,0.0,0.0,0.0
1.1682280448824414,0.0,0.0,0.0
1.1750200683991996,0.0,0.0,0.0
1.181812091915958,0.0,0.0,0.0
1.1886041154327165,0.0,0.0,0.0
1.1953961389494747,0.0,0.0,0.0
1.2021881624662332,0.0,0.0,0.0
1.2089801859829916,0.0,0.0,0.0
1.2157722094997498,0.0,0.0,0.0
1.2225642330165083,0.0,0.0,0.0
1.2293562565332667,0.0,0.0,0.0
1.236148280050025,0.0,0.0,0.0
1.2429403035667834,0.0,0.0,0.0
1.2497323270835419,0.0,0.0,0.0
1.2565243506003,0.0,0.0,0.0
1.2633163741170585,0.0,0.0,0.0
1.270108397633817,0.0,0.0,0.0
1.2769004211505754,0.0,0.0,0.0
1.2836924446673337,0.0,0.0,0.0
1.2904844681840921,0.0,0.0,0.0
1.2972764917008506,0.0,0.0,0.0
1.3040685152176088,0.0,0.0,0.0
1.3108605387343673,0.0,0.0,0.0
1.3176525622511257,0.0,0.0,0.0
1.324444585767884,0.0,0.0,0.0
1.3312366092846424,0.0,0.0,0.0
1.3380286328014008,0.0,0.0,0.0
1.344820656318159,0.0,0.0,0.0
1.3516126798349175,0.0,0.0,0.0
1.358404703351676,0.0,0.0,0.0
1.3651967268684342,0.0,0.0,0.0
1.3719887503851926,0.0,0.0,0.0
1.378780773901951,0.0,0.0,0.0
1.3855727974187093,0.0,0.0,0.0
1.3923648209354678,0.0,0.0,0.0
1.3991568444522262,0.0,0.0,0.0
1.4059488679689847,0.0,0.0,0.0
1.412740891485743,0.0,0.0,0.0
1.4195329150025013,0.0,0.0,0.0
1.4263249385192598,0.0,0.0,0.0
1.433116962036018,0.0,0.0,0.0
1.4399089855527765,0.0,0.0,0.0
1.446701009069535,0.0,0.0,0.0
1.4534930325862931,0.0,0.0,0.0
1.4602850561030516,0.0,0.0,0.0
1.46707707961981,0.0,0.0,0.0
1.4738691031365683,0.0,0.0,0.0
1.4806611266533267,0.0,0.0,0.0
1.4874531501700852,0.0,0.0,0.0
1.4942451736868434,0.0,0.0,0.0
1.5010371972036018,0.0,0.0,0.0
1.5078292207203603,0.0,0.0,0.0
1.5146212442371185,0.0,0.0,0.0
1.521413267753877,0.0,0.0,0.0
1.5282052912706354,0.0,0.0,0.0
1.5349973147873937,0.0,0.0,0.0
1.541789338304152,0.0,0.0,0.0
1.5485813618209106,0.0,0.0,0.0
1.555373385337669,0.0,0.0,0.0
1.5621654088544272,0.0,0.0,0.0
1.5689574323711857,0.0,0.0,0.0
1.5757494558879441,0.0,0.0,0.0
1.5825414794047024,0.0,0.0,0.0
1.5893335029214608,0.0,0.0,0.0
1.5961255264382193,0.0,0.0,0.0
1.6029175499549775,0.0,0.0,0.0
1.609709573471736,0.0,0.0,0.0
1.6165015969884944,0.0,0.0,0.0
1.6232936205052526,0.0,0.0,0.0
1.630085644022011,0.0,0.0,0.0
1.6368776675387695,0.0,0.0,0.0
1.6436696910555277,0.0,0.0,0.0
1.6504617145722862,0.0,0.0,0.0
1.6572537380890446,0.0,0.0,0.0
1.6640457616058029,0.0,0.0,0.0
1.6708377851225613,0.0,0.0,0.0
1.6776298086393198,0.0,0.0,0.0
1.6844218321560782,0.0,0.0,0.0
1.6912138556728364,0.0,0.0,0.0
1.698005879189595,0.0,0.0,0.0
1.7047979027063533,0.0,0.0,0.0
1.7115899262231116,0.0,0.0,0.0
1.71838194973987,0.0,0.0,0.0
1.7251739732566285,0.0,0.0,0.0
1.7319659967733867,0.0,0.0,0.0
1.7387580202901451,0.0,0.0,0.0
1.7455500438069036,0.0,0.0,0.0
1.7523420673236618,0.0,0.0,0.0
1.7591340908404203,0.0,0.0,0.0
1.7659261143571787,0.0,0.0,0.0
1.772718137873937,0.0,0.0,0.0
1.7795101613906954,0.0,0.0,0.0
1.7863021849074538,0.0,0.0,0.0
1.793094208424212,0.0,0.0,0.0
1.7998862319409705,0.0,0.0,0.0
1.806678255457729,0.0,0.0,0.0
1.8134702789744874,0.0,0.0,0.0
1.8202623024912457,0.0,0.0,0.0
1.827054326008004,0.0,0.0,0.0
1.8338463495247626,0.0,0.0,0.0
1.8406383730415208,0.0,0.0,0.0
1.8474303965582792,0.0,0.0,0.0
1.8542224200750377,0.0,0.0,0.0
1.861014443591796,0.0,0.0,0.0
1.8678064671085544,0.0,0.0,0.0
1.8745984906253128,0.0,0.0,0.0
1.881390514142071,0.0,0.0,0.0
1.8881825376588295,0.0,0.0,0.0
1.894974561175588,0.0,0.0,0.0
1.9017665846923462,0.0,0.0,0.0
1.9085586082091046,0.0,0.0,0.0
1.915350631725863,0.0,0.0,0.0
1.9221426552426213,0.0,0.0,0.0
1.9289346787593797,0.0,0.0,0.0
1.9357267022761382,0.0,0.0,0.0
1.9425187257928966,0.0,0.0,0.0
1.9493107493096549,0.0,0.0,0.0
1.9561027728264133,0.0,0.0,0.0
1.9628947963431718,0.0,0.0,0.0
1.96968681985993,0.0,0.0,0.0
1.9764788433766884,0.0,0.0,0.0
1.983270866893447,0.0,0.0,0.0
1.9900628904102051,0.0,0.0,0.0
1.9968549139269636,0.0,0.0,0.0
2.003646937443722,0.0,0.0,0.0
2.0104389609604802,0.0,0.0,0.0
2.017230984477239,0.0,0.0,0.0
2.024023007993997,0.0,0.0,0.0
2.0308150315107554,0.0,0.0,0.0
2.037607055027514,0.0,0.0,0.0
2.0443990785442723,0.0,0.0,0.0
2.0511911020610305,0.0,0.0,0.0
2.057983125577789,0.0,0.0,0.0
2.0647751490945474,0.0,0.0,0.0
2.0715671726113056,0.0,0.0,0.0
2.0783591961280643,0.0,0.0,0.0
2.0851512196448225,0.0,0.0,0.0
2.0919432431615808,0.0,0.0,0.0
2.0987352666783394,0.0,0.0,0.0
2.1055272901950977,0.0,0.0,0.0
2.112319313711856,0.0,0.0,0.0
2.1191113372286146,0.0,0.0,0.0
2.125903360745373,0.0,0.0,0.0
2.132695384262131,0.0,0.0,0.0
2.1394874077788897,0.0,0.0,0.0
2.146279431295648,0.0,0.0,0.0
2.153071454812406,0.0,0.0,0.0
2.159863478329165,0.0,0.0,0.0
2.166655501845923,0.0,0.0,0.0
2.1734475253626813,0.00036633792088788884,0.0,0.0
2.18023954887944,0.002737356085180657,0.0,0.0
2.187031572396198,0.005108374249473271,0.0,0.0
2.1938235959129564,0.007479392413765883,0.0,0.0
2.200615619429715,0.009850410578058652,0.0,0.0
2.2074076429464733,0.012221428742351265,0.0,0.0
2.2141996664632315,0.014592446906643878,0.0,0.0
2.22099168997999,0.016963465070936646,0.0,0.0
2.2277837134967484,0.01933448323522926,0.0,0.0
2.2345757370135066,0.021705501399521872,0.0,0.0
2.2413677605302653,0.024076519563814642,0.0,0.0
2.2481597840470235,0.026447537728107255,0.0,0.0
2.2549518075637818,0.02881855589239987,0.0,0.0
2.2617438310805404,0.031189574056692634,0.0,0.0
2.2685358545972987,0.03356059222098525,0.0,0.0
2.2753278781140573,0.03593161038527802,0.0,0.0
2.2821199016308156,0.03830262854957063,0.0,0.0
2.288911925147574,0.04067364671386325,0.0,0.0
2.2957039486643325,0.04304466487815601,0.0,0.0
2.3024959721810907,0.045415683042448626,0.0,0.0
2.309287995697849,0.047786701206741236,0.0,0.0
2.3160800192146076,0.050157719371034006,0.0,0.0
2.322872042731366,0.05252873753532662,0.02737735728392245,0.0
2.329664066248124,0.05489975569961923,0.058264642076652565,0.0
2.3364560897648827,0.057270773863912,0.0891519268693847,0.0
2.343248113281641,0.05964179202820462,0.12003921166211481,0.0
2.350040136798399,0.06201281019249723,0.15092649645484493,0.0
2.356832160315158,0.06438382835678999,0.18181378124757705,0.0
2.363624183831916,0.06675484652108261,0.21270106604030717,0.0
2.3704162073486743,0.06912586468537522,0.2435883508330373,0.0
2.377208230865433,0.07149688284966799,0.27447563562576943,0.0
2.384000254382191,0.07386790101396061,0.30536292041849955,0.0
2.3907922778989494,0.07623891917825322,0.3362502052112296,0.0
2.397584301415708,0.07860993734254598,0.3671374900039618,0.0
2.4043763249324663,0.0809809555068386,0.399236658773907,0.0
2.4111683484492246,0.08335197367113122,0.4316429216147192,0.0
2.4179603719659832,0.08572299183542398,0.46404918445553345,0.0
2.4247523954827415,0.08809400999971659,0.4964554472963456,0.0
2.4315444189994997,0.09046502816400921,0.5288617101371578,0.0
2.4383364425162584,0.09283604632830197,0.5671907968521277,0.0
2.4451284660330166,0.09520706449259458,0.6128580965962208,0.0
2.451920489549775,0.09757808265688721,0.6585253963403138,0.0
2.4587125130665335,0.09994910082117997,0.7041926960844099,0.0
2.4655045365832917,0.10232011898547258,0.7498599958285029,0.0
2.47229656010005,0.10469113714976519,0.8013769281645281,0.0
2.4790885836168086,0.10706215531405797,0.8622550173510218,0.0
2.485880607133567,0.10943317347835058,0.9231331065375116,0.0
2.492672630650325,0.11180419164264319,0.9840111957240014,0.0
2.4994646541670837,0.11417520980693596,1.0448892849104952,0.0
2.506256677683842,0.11654622797122857,1.0981735074562733,0.0
2.5130487012006,0.11891724613552118,1.1512660225583804,0.0
2.519840724717359,0.12128826429981396,1.2043585376604908,0.0
2.526632748234117,0.12393023989493385,1.257451052762598,0.0
2.5334247717508753,0.12739934779620482,1.310543567864705,0.0
2.540216795267634,0.13086845569747602,1.3731816596395048,0.0
2.5470088187843922,0.134337563598747,1.437351791328257,0.0
2.553800842301151,0.13780667150001819,1.5015219230170136,0.0
2.560592865817909,0.14127577940128916,1.5644827734683366,0.0
2.5673848893346674,0.14474488730256013,1.6224493890501668,0.0
2.574176912851426,0.14821399520383133,1.6804160046320007,0.0
2.5809689363681843,0.1516831031051023,1.738382620213831,0.0
2.5877609598849425,0.15515221100637328,1.796725451596451,0.0
2.594552983401701,0.15862131890764447,1.8650018019071717,0.0
2.6013450069184594,0.16209042680891544,1.933278152217888,0.0
2.6081370304352176,0.16555953471018642,2.001554502528604,0.0
2.6149290539519763,0.1690286426114576,2.0698308528393246,0.0
2.6217210774687345,0.1724977505127286,2.1221755494956063,0.0
2.6285131009854927,0.17596685841399956,2.172307487582798,0.0
2.6353051245022514,0.17943596631527076,2.2224394256699935,0.0
2.6420971480190096,0.18290507421654173,2.2725713637571854,0.0
2.648889171535768,0.1863741821178127,2.3227033018443772,0.0
2.6556811950525265,0.1898432900190839,2.374230821246853,0.0
2.6624732185692848,0.19331239792035487,2.4413519627146583,0.0
2.669265242086043,0.19678150582162585,2.5084731041824635,0.0
2.6760572656028017,0.20025061372289704,2.575594245650273,0.0
2.68284928911956,0.20371972162416802,2.642715387118078,0.0
2.689641312636318,0.207188829525439,2.7046328279263734,0.0
2.696433336153077,0.21065793742671018,2.735897334075341,0.0
2.703225359669835,0.21412704532798116,2.767161840224307,0.0
2.7100173831865932,0.21759615322925213,2.7984263463732724,0.0
2.716809406703352,0.22106526113052333,2.8296908525222397,0.0
2.72360143022011,0.2245343690317943,2.8609553586712053,0.0
2.7303934537368684,0.22800347693306525,2.892219864820171,0.0
2.737185477253627,0.23147258483433647,2.9234843709691387,0.0
2.7439775007703853,0.23722087496723518,2.9547488771181043,0.0
2.7507695242871435,0.24388375801019785,2.9852931977061914,0.0
2.757561547803902,0.250546641053161,3.0058710551965473,0.0
2.7643535713206604,0.2572095240961237,3.0264489126869014,0.0
2.7711455948374186,0.26387240713908633,3.047026770177256,0.0
2.7779376183541773,0.27053529018204947,3.0676046276676114,0.0
2.7847296418709355,0.27719817322501217,3.088182485157966,0.0
2.7915216653876938,0.28386105626797487,3.10876034264832,0.0
2.7983136889044524,0.29052393931093795,3.129338200138676,0.0
2.8051057124212107,0.29718682235390065,3.14991605762903,0.0
2.8118977359379693,0.3038497053968638,3.1606138296806363,0.0
2.8186897594547276,0.3105125884398265,3.1629509404196425,0.0
2.825481782971486,0.31717547148278913,3.1652880511586488,0.0
2.8322738064882444,0.32383835452575227,3.1676251618976554,0.0
2.8390658300050027,0.33050123756871497,3.1699622726366616,0.0
2.845857853521761,0.33716412061167766,3.172299383375668,0.0
2.8526498770385196,0.34382700365464075,3.174636494114674,0.0
2.859441900555278,0.35048988669760345,3.1769736048536803,0.0
2.866233924072036,0.35715276974056615,3.1793107155926865,0.0
2.8730259475887947,0.36381565278352923,3.1816478263316927,0.0
2.879817971105553,0.37047853582649193,3.183984937070699,0.0
2.886609994622311,0.3782985063740223,3.186322047809705,0.0
2.89340201813907,0.38707094797774655,3.188659158548712,0.0
2.900194041655828,0.3958433895814702,3.190798676043887,0.0
2.9069860651725863,0.4046158311851939,3.186219447334418,0.0
2.913778088689345,0.4133882727889181,3.1816402186249486,0.0
2.920570112206103,0.4221607143926418,3.1770609899154794,0.0
2.9273621357228614,0.43093315599636545,3.17248176120601,0.0
2.93415415923962,0.43970559760008965,3.1679025324965404,0.0
2.9409461827563783,0.44847803920381335,3.163323303787071,0.0
2.9477382062731365,0.457250480807537,3.158744075077602,0.0
2.954530229789895,0.46602292241126125,3.1541648463681327,0.0
2.9613222533066534,0.4747953640149849,3.1495856176586634,0.0
2.9681142768234117,0.4835678056187086,3.145006388949194,0.0
2.9749063003401703,0.4923402472224328,3.1404271602397245,0.0
2.9816983238569286,0.5011126888261564,3.135847931530255,0.0
2.988490347373687,0.5098851304298802,3.131268702820786,0.0
2.9952823708904455,0.5186575720336044,3.1266894741113167,0.0
3.0020743944072037,0.527430013637328,3.1221102454018475,0.0
3.008866417923962,0.5362024552410517,3.117531016692378,0.0
3.0156584414407206,0.544974896844776,3.1129517879829085,0.0
3.022450464957479,0.5537473384484997,3.1083725592734393,0.0
3.029242488474237,0.565117362267437,3.1037933305639704,0.0
3.0360345119909957,0.5820376287785518,3.0992141018545007,0.0
3.042826535507754,0.5989578952896655,3.0946348731450315,0.0
3.049618559024512,0.6158781618007793,3.0900556444355622,0.0
3.056410582541271,0.632798428311894,3.0854764157260925,0.0
3.063202606058029,0.6497186948230077,3.0804070723872883,0.0
3.0699946295747873,0.6666389613341214,3.0562107200067796,0.0
3.076786653091546,0.6835592278452363,3.032014367626269,0.0
3.083578676608304,0.7004794943563499,3.0078180152457605,0.0
3.090370700125063,0.7173997608674647,2.98362166286525,0.0010819388662254817
3.097162723641821,0.7343200273785784,2.9594253104847414,0.009967842095771284
3.1039547471585793,0.7512402938896922,2.935228958104233,0.018853745325317084
3.110746770675338,0.7681605604008069,2.9110326057237224,0.027739648554863466
3.1175387941920962,0.7850808269119206,2.8868362533432137,0.03662555178440927
3.1243308177088545,0.8020010934230344,2.862639900962705,0.04551145501395507
3.131122841225613,0.8196303972752628,2.8166548475447275,0.054397358243501455
3.1379148647423714,0.8373154683008422,2.769674783747159,0.06328326147304726
3.1447068882591296,0.8550005393264218,2.722694719949591,0.07216916470259306
3.1514989117758883,0.8726856103520026,2.675714656152019,0.08105506793213944
3.1582909352926465,0.8903706813775822,2.628734592354451,0.08994097116168524
3.1650829588094047,0.9080557524031617,2.5865389361778615,0.09882687439123104
3.1718749823261634,0.9257408234287425,2.558901698667126,0.10771277762077743
3.1786670058429216,0.9434258944543221,2.531264461156393,0.11659868085032322
3.18545902935968,0.9611109654799017,2.503627223645659,0.12548458407986904
3.1922510528764385,0.9787960365054824,2.475989986134924,0.13437048730941542
3.1990430763931967,0.996481107531062,2.4483527486241905,0.14325639053896122
3.205835099909955,1.0141661785566416,2.4207155111134573,0.15214229376850702
3.2126271234267136,1.0318512495822223,2.393078273602722,0.1610281969980534
3.219419146943472,1.0495363206078019,2.3654410360919886,0.1699141002275992
3.22621117046023,1.0661584148869754,2.337803798581255,0.178800003457145
3.2330031939769888,1.0817741025010836,2.3052860044048598,0.18768590668669138
3.239795217493747,1.0973897901151908,2.2646748987137326,0.19657180991623718
3.246587241010505,1.113005477729298,2.2240637930226055,0.20545771314578298
3.253379264527264,1.1286211653434062,2.1834526873314757,0.21434361637532937
3.260171288044022,1.1442368529575133,2.1428415816403485,0.22322951960487517
3.2669633115607803,1.1598525405716207,2.1022177369319803,0.23211542283442096
3.273755335077539,1.175468228185729,2.061549390007887,0.24100132606396735
3.2805473585942972,1.191083915799836,2.020881043083797,0.24988722929351315
3.2873393821110555,1.2066996034139432,1.9802126961597066,0.25877313252305895
3.294131405627814,1.2223152910280515,1.9395443492356135,0.26765903575260536
3.3009234291445724,1.2379309786421586,1.8996485370337777,0.27654493898215116
3.3077154526613306,1.253546666256266,1.8676148453416415,0.28543084221169696
3.3145074761780893,1.269162353870374,1.8355811536495032,0.2943167454412433
3.3212994996948475,1.2845664940015187,1.803547461957367,0.3032026486707891
3.3280915232116057,1.2979514055680434,1.7715137702652308,0.3120885519003349
3.3348835467283644,1.311336317134569,1.7394800785730924,0.3209744551298813
3.3416755702451226,1.3247212287010939,1.7074463868809562,0.3298603583594271
3.3484675937618813,1.3381061402676193,1.6762245883237479,0.3387462615889735
3.3552596172786395,1.351491051834144,1.6454102176412448,0.34763216481851933
3.3620516407953978,1.3648759634006689,1.6145958469587418,0.35651806804806513
3.3688436643121564,1.3782608749671945,1.5837814762762368,0.3654039712776115
3.3756356878289147,1.391645786533719,1.5529671055937337,0.3742898745071573
3.382427711345673,1.4050306981002438,1.5221527349112307,0.3831757777367031
3.3892197348624316,1.4184156096667695,1.491645936894962,0.3920616809662495
3.39601175837919,1.4318005212332943,1.462064053292979,0.40067775889005697
3.402803781895948,1.4448135674556875,1.432482169690996,0.4057687097817731
3.4095958054127067,1.4500602916323164,1.402900286089011,0.4108596606734896
3.416387828929465,1.4553070158089452,1.3733184024870282,0.41595061156520574
3.423179852446223,1.4605537399855737,1.3437365188850452,0.4210415624569219
3.429971875962982,1.4658004641622029,1.3141546352830602,0.42613251334863844
3.43676389947974,1.4710471883388314,1.2837728876969503,0.43122346424035457
3.4435559229964983,1.4762939125154602,1.253239421988259,0.43631441513207075
3.450347946513257,1.4815406366920891,1.2227059562795657,0.44140536602378727
3.457139970030015,1.4867873608687179,1.1921724905708746,0.4464963169155034
3.4639319935467734,1.4920340850453464,1.1616390248621833,0.4515872678072196
3.470724017063532,1.4972808092219756,1.13110555915349,0.4566782186989361
3.4775160405802903,1.5025275333986041,1.0822426371565013,0.46176916959065223
3.4843080640970485,1.5077742575752329,1.0005767422140048,0.4668601204823684
3.491100087613807,1.5130209817518618,0.9189108472715033,0.4719510713740849
3.4978921111305654,1.5182677059284906,0.8589107593543005,0.47704202226580106
3.5046841346473236,1.523514430105119,0.8445084640239262,0.48213297315751724
3.5114761581640823,1.5287611542817483,0.830106168693551,0.48722392404923376
3.5182681816808405,1.532815735228919,0.8157038733631768,0.4923148749409499
3.5250602051975988,1.532532612948714,0.8013015780328026,0.49740582583266607
3.5318522287143574,1.5322494906685091,0.7868992827024274,0.5024967767243825
3.5386442522311157,1.5319663683883042,0.7724969873720532,0.5075877276160987
3.545436275747874,1.5316832461080994,0.7580946920416789,0.5126786785078149
3.5522282992646326,1.5314001238278947,0.7436923967113037,0.5177696293995314
3.559020322781391,1.5311170015476898,0.7292901013809295,0.5228605802912476
3.565812346298149,1.530833879267485,0.7148878060505552,0.5278054854504787
3.5726043698149077,1.53055075698728,0.7004855107201801,0.5324853587184702
3.579396393331666,1.5302676347070752,0.6860832153898059,0.5371652319864614
3.586188416848424,1.5299845124268703,0.6716809200594316,0.5418451052544526
3.592980440365183,1.5297013901466656,0.6622688510862158,0.5465249785224441
3.599772463881941,1.5294182678664607,0.653087154976627,0.5512048517904353
3.6065644873986993,1.5291351455862559,0.6439054588670382,0.5558847250584265
3.613356510915458,1.528852023306051,0.6347237627574488,0.560564598326418
3.620148534432216,1.528568901025846,0.62554206664786,0.5652444715944092
3.626940557948975,1.5282857787456412,0.6163603705382706,0.5699243448624007
3.633732581465733,1.5280026564654365,0.6071786744286819,0.5746042181303919
3.6405246049824913,1.5277195341852317,0.597996978319093,0.5792840913983831
3.64731662849925,1.5274364119050268,0.5888152822095037,0.5839639646663746
3.654108652016008,1.5271532896248219,0.5796335860999149,0.5886438379343658
3.6609006755327664,1.526870167344617,0.5704518899903261,0.593323711202357
3.667692699049525,1.5265870450644123,0.5612701938807367,0.5980035844703485
3.6744847225662833,1.5263039227842075,0.552088497771148,0.6026834577383396
3.6812767460830416,1.5260208005040026,0.5445532212111225,0.6073633310063309
3.6880687695998002,1.5257376782237977,0.5432531383992747,0.6120432042743223
