# composition,0.5LiCl-0.5KCl
# source,Jiang, 2016
# temperature_K,727
# raw_file,0.5LiCl-0.5KCl_Jiang_2016_727.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),K-Cl,Li-Cl
0.0,0.0,0.0
0.003940102376188095,0.0,0.0
0.00788020475237619,0.0,0.0
0.011820307128564283,0.0,0.0
0.01576040950475238,0.0,0.0
0.019700511880940474,0.0,0.0
0.023640614257128566,0.0,0.0
0.02758071663331666,0.0,0.0
0.03152081900950476,0.0,0.0
0.03546092138569285,0.0,0.0
0.03940102376188095,0.0,0.0
0.04334112613806904,0.0,0.0
0.04728122851425713,0.0,0.0
0.05122133089044523,0.0,0.0
0.05516143326663332,0.0,0.0
0.05910153564282142,0.0,0.0
0.06304163801900951,0.0,0.0
0.06698174039519761,0.0,0.0
0.0709218427713857,0.0,0.0
0.0748619451475738,0.0,0.0
0.0788020475237619,0.0,0.0
0.08274214989994999,0.0,0.0
0.08668225227613809,0.0,0.0
0.09062235465232618,0.0,0.0
0.09456245702851426,0.0,0.0
0.09850255940470236,0.0,0.0
0.10244266178089045,0.0,0.0
0.10638276415707855,0.0,0.0
0.11032286653326664,0.0,0.0
0.11426296890945474,0.0,0.0
0.11820307128564284,0.0,0.0
0.12214317366183093,0.0,0.0
0.12608327603801903,0.0,0.0
0.1300233784142071,0.0,0.0
0.13396348079039522,0.0,0.0
0.1379035831665833,0.0,0.0
0.1418436855427714,0.0,0.0
0.1457837879189595,0.0,0.0
0.1497238902951476,0.0,0.0
0.15366399267133568,0.0,0.0
0.1576040950475238,0.0,0.0
0.16154419742371187,0.0,0.0
0.16548429979989998,0.0,0.0
0.16942440217608806,0.0,0.0
0.17336450455227617,0.0,0.0
0.17730460692846425,0.0,0.0
0.18124470930465236,0.0,0.0
0.18518481168084044,0.0,0.0
0.18912491405702853,0.0,0.0
0.19306501643321664,0.0,0.0
0.19700511880940472,0.0,0.0
0.20094522118559283,0.0,0.0
0.2048853235617809,0.0,0.0
0.20882542593796902,0.0,0.0
0.2127655283141571,0.0,0.0
0.2167056306903452,0.0,0.0
0.2206457330665333,0.0,0.0
0.2245858354427214,0.0,0.0
0.22852593781890948,0.0,0.0
0.2324660401950976,0.0,0.0
0.23640614257128567,0.0,0.0
0.24034624494747378,0.0,0.0
0.24428634732366186,0.0,0.0
0.24822644969984997,0.0,0.0
0.25216655207603805,0.0,0.0
0.25610665445222613,0.0,0.0
0.2600467568284142,0.0,0.0
0.26398685920460235,0.0,0.0
0.26792696158079043,0.0,0.0
0.2718670639569785,0.0,0.0
0.2758071663331666,0.0,0.0
0.27974726870935473,0.0,0.0
0.2836873710855428,0.0,0.0
0.2876274734617309,0.0,0.0
0.291567575837919,0.0,0.0
0.2955076782141071,0.0,0.0
0.2994477805902952,0.0,0.0
0.3033878829664833,0.0,0.0
0.30732798534267136,0.0,0.0
0.3112680877188595,0.0,0.0
0.3152081900950476,0.0,0.0
0.31914829247123566,0.0,0.0
0.32308839484742374,0.0,0.0
0.3270284972236118,0.0,0.0
0.33096859959979996,0.0,0.0
0.33490870197598804,0.0,0.0
0.3388488043521761,0.0,0.0
0.3427889067283642,0.0,0.0
0.34672900910455234,0.0,0.0
0.3506691114807404,0.0,0.0
0.3546092138569285,0.0,0.0
0.3585493162331166,0.0,0.0
0.3624894186093047,0.0,0.0
0.3664295209854928,0.0,0.0
0.3703696233616809,0.0,0.0
0.37430972573786897,0.0,0.0
0.37824982811405705,0.0,0.0
0.3821899304902452,0.0,0.0
0.38613003286643327,0.0,0.0
0.39007013524262135,0.0,0.0
0.39401023761880943,0.0,0.0
0.39795033999499757,0.0,0.0
0.40189044237118565,0.0,0.0
0.40583054474737373,0.0,0.0
0.4097706471235618,0.0,0.0
0.41371074949974995,0.0,0.0
0.41765085187593803,0.0,0.0
0.4215909542521261,0.0,0.0
0.4255310566283142,0.0,0.0
0.42947115900450233,0.0,0.0
0.4334112613806904,0.0,0.0
0.4373513637568785,0.0,0.0
0.4412914661330666,0.0,0.0
0.44523156850925466,0.0,0.0
0.4491716708854428,0.0,0.0
0.4531117732616309,0.0,0.0
0.45705187563781896,0.0,0.0
0.46099197801400704,0.0,0.0
0.4649320803901952,0.0,0.0
0.46887218276638326,0.0,0.0
0.47281228514257134,0.0,0.0
0.4767523875187594,0.0,0.0
0.48069248989494756,0.0,0.0
0.48463259227113564,0.0,0.0
0.4885726946473237,0.0,0.0
0.4925127970235118,0.0,0.0
0.49645289939969994,0.0,0.0
0.500393001775888,0.0,0.0
0.5043331041520761,0.0,0.0
0.5082732065282642,0.0,0.0
0.5122133089044523,0.0,0.0
0.5161534112806404,0.0,0.0
0.5200935136568284,0.0,0.0
0.5240336160330166,0.0,0.0
0.5279737184092047,0.0,0.0
0.5319138207853927,0.0,0.0
0.5358539231615809,0.0,0.0
0.539794025537769,0.0,0.0
0.543734127913957,0.0,0.0
0.5476742302901452,0.0,0.0
0.5516143326663332,0.0,0.0
0.5555544350425213,0.0,0.0
0.5594945374187095,0.0,0.0
0.5634346397948975,0.0,0.0
0.5673747421710856,0.0,0.0
0.5713148445472737,0.0,0.0
0.5752549469234618,0.0,0.0
0.5791950492996499,0.0,0.0
0.583135151675838,0.0,0.0
0.5870752540520261,0.0,0.0
0.5910153564282142,0.0,0.0
0.5949554588044023,0.0,0.0
0.5988955611805904,0.0,0.0
0.6028356635567784,0.0,0.0
0.6067757659329666,0.0,0.0
0.6107158683091547,0.0,0.0
0.6146559706853427,0.0,0.0
0.6185960730615309,0.0,0.0
0.622536175437719,0.0,0.0
0.626476277813907,0.0,0.0
0.6304163801900952,0.0,0.0
0.6343564825662832,0.0,0.0
0.6382965849424713,0.0,0.0
0.6422366873186595,0.0,0.0
0.6461767896948475,0.0,0.0
0.6501168920710356,0.0,0.0
0.6540569944472236,0.0,0.0
0.6579970968234118,0.0,0.0
0.6619371991995999,0.0,0.0
0.665877301575788,0.0,0.0
0.6698174039519761,0.0,0.0
0.6737575063281642,0.0,0.0
0.6776976087043523,0.0,0.0
0.6816377110805404,0.0,0.0
0.6855778134567284,0.0,0.0
0.6895179158329166,0.0,0.0
0.6934580182091047,0.0,0.0
0.6973981205852927,0.0,0.0
0.7013382229614809,0.0,0.0
0.7052783253376689,0.0,0.0
0.709218427713857,0.0,0.0
0.7131585300900452,0.0,0.0
0.7170986324662332,0.0,0.0
0.7210387348424213,0.0,0.0
0.7249788372186095,0.0,0.0
0.7289189395947975,0.0,0.0
0.7328590419709856,0.0,0.0
0.7367991443471736,0.0,0.0
0.7407392467233618,0.0,0.0
0.7446793490995499,0.0,0.0
0.7486194514757379,0.0,0.0
0.7525595538519261,0.0,0.0
0.7564996562281141,0.0,0.0
0.7604397586043022,0.0,0.0
0.7643798609804904,0.0,0.0
0.7683199633566784,0.0,0.0
0.7722600657328665,0.0,0.0
0.7762001681090547,0.0,0.0
0.7801402704852427,0.0,0.0
0.7840803728614308,0.0,0.0
0.7880204752376189,0.0,0.0
0.791960577613807,0.0,0.0
0.7959006799899951,0.0,0.0
0.7998407823661832,0.0,0.0
0.8037808847423713,0.0,0.0
0.8077209871185594,0.0,0.0
0.8116610894947475,0.0,0.0
0.8156011918709356,0.0,0.0
0.8195412942471236,0.0,0.0
0.8234813966233118,0.0,0.0
0.8274214989994999,0.0,0.0
0.8313616013756879,0.0,0.0
0.8353017037518761,0.0,0.0
0.8392418061280641,0.0,0.0
0.8431819085042522,0.0,0.0
0.8471220108804404,0.0,0.0
0.8510621132566284,0.0,0.0
0.8550022156328165,0.0,0.0
0.8589423180090047,0.0,0.0
0.8628824203851927,0.0,0.0
0.8668225227613808,0.0,0.0
0.8707626251375689,0.0,0.0
0.874702727513757,0.0,0.0
0.8786428298899451,0.0,0.0
0.8825829322661332,0.0,0.0
0.8865230346423213,0.0,0.0
0.8904631370185093,0.0,0.0
0.8944032393946975,0.0,0.0
0.8983433417708856,0.0,0.0
0.9022834441470736,0.0,0.0
0.9062235465232618,0.0,0.0
0.9101636488994499,0.0,0.0
0.9141037512756379,0.0,0.0
0.9180438536518261,0.0,0.0
0.9219839560280141,0.0,0.0
0.9259240584042022,0.0,0.0
0.9298641607803904,0.0,0.0
0.9338042631565784,0.0,0.0
0.9377443655327665,0.0,0.0
0.9416844679089547,0.0,0.0
0.9456245702851427,0.0,0.0
0.9495646726613308,0.0,0.0
0.9535047750375188,0.0,0.0
0.957444877413707,0.0,0.0
0.9613849797898951,0.0,0.0
0.9653250821660831,0.0,0.0
0.9692651845422713,0.0,0.0
0.9732052869184593,0.0,0.0
0.9771453892946474,0.0,0.0
0.9810854916708356,0.0,0.0
0.9850255940470236,0.0,0.0
0.9889656964232117,0.0,0.0
0.9929057987993999,0.0,0.0
0.9968459011755879,0.0,0.0
1.000786003551776,0.0,0.0
1.0047261059279642,0.0,0.0
1.0086662083041522,0.0,0.0
1.0126063106803402,0.0,0.0
1.0165464130565285,0.0,0.0
1.0204865154327165,0.0,0.0
1.0244266178089045,0.0,0.0
1.0283667201850928,0.0,0.0
1.0323068225612808,0.0,0.0
1.0362469249374688,0.0,0.0
1.0401870273136569,0.0,0.0
1.0441271296898451,0.0,0.0
1.0480672320660331,0.0,0.0
1.0520073344422212,0.0,0.0
1.0559474368184094,0.0,0.0
1.0598875391945974,0.0,0.0
1.0638276415707855,0.0,0.0
1.0677677439469737,0.0,0.0
1.0717078463231617,0.0,0.0
1.0756479486993498,0.0,0.0
1.079588051075538,0.0,0.0
1.083528153451726,0.0,0.0
1.087468255827914,0.0,0.0
1.091408358204102,0.0,0.0
1.0953484605802903,0.0,0.0
1.0992885629564784,0.0,0.0
1.1032286653326664,0.0,0.0
1.1071687677088546,0.0,0.0
1.1111088700850427,0.0,2.0083086458051842e-05
1.1150489724612307,0.0,0.00013552631541603275
1.118989074837419,0.0,0.0002509695443740201
1.122929177213607,0.0,0.000366412773332001
1.126869279589795,0.0,0.0004818560022899819
1.1308093819659832,0.0,0.0005972992312479694
1.1347494843421713,0.0,0.0007127424602059502
1.1386895867183593,0.0,0.0008281856891639312
1.1426296890945473,0.0,0.000943628918121912
1.1465697914707356,0.0,0.0010590721470798994
1.1505098938469236,0.0,0.0011745153760378804
1.1544499962231116,0.0,0.0012899586049958613
1.1583900985992999,0.0,0.0014054018339538486
1.162330200975488,0.0,0.0015208450629118294
1.166270303351676,0.0,0.0016362882918698105
1.1702104057278642,0.0,0.0017517315208277979
1.1741505081040522,0.0,0.0018671747497857787
1.1780906104802402,0.0,0.0019826179787437595
1.1820307128564285,0.0,0.002098061207701747
1.1859708152326165,0.0,0.0022135044366597277
1.1899109176088045,0.0,0.002328947665617709
1.1938510199849928,0.0,0.0024443908945756963
1.1977911223611808,0.0,0.002559834123533677
1.2017312247373688,0.0,0.002675277352491658
1.2056713271135568,0.0,0.002790720581449639
1.209611429489745,0.0,0.0027335910309806764
1.2135515318659331,0.0,0.00263715959642261
1.2174916342421211,0.0,0.0025407281618645442
1.2214317366183094,0.0,0.0024442967273064727
1.2253718389944974,0.0,0.002347865292748407
1.2293119413706854,0.0,0.0022514338581903406
1.2332520437468737,0.0,0.0021550024236322695
1.2371921461230617,0.0,0.002058570989074203
1.2411322484992497,0.0,0.0019621395545161373
1.245072350875438,0.0,0.0018657081199580658
1.249012453251626,0.0,0.0017692766853999997
1.252952555627814,0.0,0.0016728452508419339
1.256892658004002,0.0,0.0015764138162838678
1.2608327603801903,0.0,0.0014799823817257963
1.2647728627563783,0.0,0.0013835509471677304
