# composition,0.5NaCl-0.5KCl
# source,Manga, 2014
# temperature_K,1100
# raw_file,0.5NaCl-0.5KCl_Manga_2014_1100.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),K-Cl,K-K,K-Na,Na-Cl,Na-Na
0.332502622158079,0.0,0.0,0.0,0.0,0.0
0.33746534786193094,0.0,0.0,0.0,0.0,0.0
0.34242807356578286,0.0,0.0,0.0,0.0,0.0
0.3473907992696348,0.0,0.0,0.0,0.0,0.0
0.3523535249734867,0.0,0.0,0.0,0.0,0.0
0.35731625067733863,0.0,0.0,0.0,0.0,0.0
0.3622789763811906,0.0,0.0,0.0,0.0,0.0
0.36724170208504253,0.0,0.0,0.0,0.0,0.0
0.37220442778889445,0.0,0.0,0.0,0.0,0.0
0.3771671534927464,0.0,0.0,0.0,0.0,0.0
0.3821298791965983,0.0,0.0,0.0,0.0,0.0
0.3870926049004502,0.0,0.0,0.0,0.0,0.0
0.39205533060430214,0.0,0.0,0.0,0.0,0.0
0.39701805630815407,0.0,0.0,0.0,0.0,0.0
0.401980782012006,0.0,0.0,0.0,0.0,0.0
0.4069435077158579,0.0,0.0,0.0,0.0,0.0
0.41190623341970983,0.0,0.0,0.0,0.0,0.0
0.41686895912356176,0.0,0.0,0.0,0.0,0.0
0.4218316848274137,0.0,0.0,0.0,0.0,0.0
0.4267944105312656,0.0,0.0,0.0,0.0,0.0
0.4317571362351175,0.0,0.0,0.0,0.0,0.0
0.4367198619389695,0.0,0.0,0.0,0.0,0.0
0.4416825876428214,0.0,0.0,0.0,0.0,0.0
0.44664531334667334,0.0,0.0,0.0,0.0,0.0
0.45160803905052527,0.0,0.0,0.0,0.0,0.0
0.4565707647543772,0.0,0.0,0.0,0.0,0.0
0.4615334904582291,0.0,0.0,0.0,0.0,0.0
0.46649621616208103,0.0,0.0,0.0,0.0,0.0
0.47145894186593296,0.0,0.0,0.0,0.0,0.0
0.4764216675697849,0.0,0.0,0.0,0.0,0.0
0.4813843932736368,0.0,0.0,0.0,0.0,0.0
0.4863471189774887,0.0,0.0,0.0,0.0,0.0
0.49130984468134065,0.0,0.0,0.0,0.0,0.0
0.49627257038519257,0.0,0.0,0.0,0.0,0.0
0.5012352960890445,0.0,0.0,0.0,0.0,0.0
0.5061980217928964,0.0,0.0,0.0,0.0,0.0
0.5111607474967483,0.0,0.0,0.0,0.0,0.0
0.5161234732006003,0.0,0.0,0.0,0.0,0.0
0.5210861989044522,0.0,0.0,0.0,0.0,0.0
0.5260489246083041,0.0,0.0,0.0,0.0,0.0
0.531011650312156,0.0,0.0,0.0,0.0,0.0
0.535974376016008,0.0,0.0,0.0,0.0,0.0
0.5409371017198599,0.0,0.0,0.0,0.0,0.0
0.5458998274237118,0.0,0.0,0.0,0.0,0.0
0.5508625531275637,0.0,0.0,0.0,0.0,0.0
0.5558252788314157,0.0,0.0,0.0,0.0,0.0
0.5607880045352677,0.0,0.0,0.0,0.0,0.0
0.5657507302391196,0.0,0.0,0.0,0.0,0.0
0.5707134559429715,0.0,0.0,0.0,0.0,0.0
0.5756761816468234,0.0,0.0,0.0,0.0,0.0
0.5806389073506754,0.0,0.0,0.0,0.0,0.0
0.5856016330545273,0.0,0.0,0.0,0.0,0.0
0.5905643587583792,0.0,0.0,0.0,0.0,0.0
0.5955270844622311,0.0,0.0,0.0,0.0,0.0
0.600489810166083,0.0,0.0,0.0,0.0,0.0
0.605452535869935,0.0,0.0,0.0,0.0,0.0
0.6104152615737869,0.0,0.0,0.0,0.0,0.0
0.6153779872776388,0.0,0.0,0.0,0.0,0.0
0.6203407129814907,0.0,0.0,0.0,0.0,0.0
0.6253034386853427,0.0,0.0,0.0,0.0,0.0
0.6302661643891946,0.0,0.0,0.0,0.0,0.0
0.6352288900930465,0.0,0.0,0.0,0.0,0.0
0.6401916157968984,0.0,0.0,0.0,0.0,0.0
0.6451543415007504,0.0,0.0,0.0,0.0,0.0
0.6501170672046023,0.0,0.0,0.0,0.0,0.0
0.6550797929084542,0.0,0.0,0.0,0.0,0.0
0.6600425186123061,0.0,0.0,0.0,0.0,0.0
0.665005244316158,0.0,0.0,0.0,0.0,0.0
0.66996797002001,0.0,0.0,0.0,0.0,0.0
0.6749306957238619,0.0,0.0,0.0,0.0,0.0
0.6798934214277138,0.0,0.0,0.0,0.0,0.0
0.6848561471315657,0.0,0.0,0.0,0.0,0.0
0.6898188728354177,0.0,0.0,0.0,0.0,0.0
0.6947815985392696,0.0,0.0,0.0,0.0,0.0
0.6997443242431215,0.0,0.0,0.0,0.0,0.0
0.7047070499469734,0.0,0.0,0.0,0.0,0.0
0.7096697756508253,0.0,0.0,0.0,0.0,0.0
0.7146325013546773,0.0,0.0,0.0,0.0,0.0
0.7195952270585293,0.0,0.0,0.0,0.0,0.0
0.7245579527623812,0.0,0.0,0.0,0.0,0.0
0.7295206784662331,0.0,0.0,0.0,0.0,0.0
0.7344834041700851,0.0,0.0,0.0,0.0,0.0
0.739446129873937,0.0,0.0,0.0,0.0,0.0
0.7444088555777889,0.0,0.0,0.0,0.0,0.0
0.7493715812816408,0.0,0.0,0.0,0.0,0.0
0.7543343069854928,0.0,0.0,0.0,0.0,0.0
0.7592970326893447,0.0,0.0,0.0,0.0,0.0
0.7642597583931966,0.0,0.0,0.0,0.0,0.0
0.7692224840970485,0.0,0.0,0.0,0.0,0.0
0.7741852098009004,0.0,0.0,0.0,0.0,0.0
0.7791479355047524,0.0,0.0,0.0,0.0,0.0
0.7841106612086043,0.0,0.0,0.0,0.0,0.0
0.7890733869124562,0.0,0.0,0.0,0.0,0.0
0.7940361126163081,0.0,0.0,0.0,0.0,0.0
0.79899883832016,0.0,0.0,0.0,0.0,0.0
0.803961564024012,0.0,0.0,0.0,0.0,0.0
0.8089242897278639,0.0,0.0,0.0,0.0,0.0
0.8138870154317158,0.0,0.0,0.0,0.0,0.0
0.8188497411355677,0.0,0.0,0.0,0.0,0.0
0.8238124668394197,0.0,0.0,0.0,0.0,0.0
0.8287751925432716,0.0,0.0,0.0,0.0,0.0
0.8337379182471235,0.0,0.0,0.0,0.0,0.0
0.8387006439509754,0.0,0.0,0.0,0.0,0.0
0.8436633696548274,0.0,0.0,0.0,0.0,0.0
0.8486260953586793,0.0,0.0,0.0,0.0,0.0
0.8535888210625312,0.0,0.0,0.0,0.0,0.0
0.8585515467663831,0.0,0.0,0.0,0.0,0.0
0.863514272470235,0.0,0.0,0.0,0.0,0.0
0.868476998174087,0.0,0.0,0.0,0.0,0.0
0.873439723877939,0.0,0.0,0.0,0.0,0.0
0.8784024495817909,0.0,0.0,0.0,0.0,0.0
0.8833651752856428,0.0,0.0,0.0,0.0,0.0
0.8883279009894948,0.0,0.0,0.0,0.0,0.0
0.8932906266933467,0.0,0.0,0.0,0.0,0.0
0.8982533523971986,0.0,0.0,0.0,0.0,0.0
0.9032160781010505,0.0,0.0,0.0,0.0,0.0
0.9081788038049025,0.0,0.0,0.0,0.0,0.0
0.9131415295087544,0.0,0.0,0.0,0.0,0.0
0.9181042552126063,0.0,0.0,0.0,0.0,0.0
0.9230669809164582,0.0,0.0,0.0,0.0,0.0
0.9280297066203101,0.0,0.0,0.0,0.0,0.0
0.9329924323241621,0.0,0.0,0.0,0.0,0.0
0.937955158028014,0.0,0.0,0.0,0.0,0.0
0.9429178837318659,0.0,0.0,0.0,0.0,0.0
0.9478806094357178,0.0,0.0,0.0,0.0,0.0
0.9528433351395698,0.0,0.0,0.0,0.0,0.0
0.9578060608434217,0.0,0.0,0.0,0.0,0.0
0.9627687865472736,0.0,0.0,0.0,0.0,0.0
0.9677315122511255,0.0,0.0,0.0,0.0,0.0
0.9726942379549774,0.0,0.0,0.0,0.0,0.0
0.9776569636588294,0.0,0.0,0.0,0.0,0.0
0.9826196893626813,0.0,0.0,0.0,0.0,0.0
0.9875824150665332,0.0,0.0,0.0,0.0,0.0
0.9925451407703851,0.0,0.0,0.0,0.0,0.0
0.9975078664742371,0.0,0.0,0.0,0.0,0.0
1.002470592178089,0.0,0.0,0.0,0.0,0.0
1.007433317881941,0.0,0.0,0.0,0.0,0.0
1.0123960435857928,0.0,0.0,0.0,0.0,0.0
1.0173587692896449,0.0,0.0,0.0,0.0,0.0
1.0223214949934967,0.0,0.0,0.0,0.0,0.0
1.0272842206973487,0.0,0.0,0.0,0.0,0.0
1.0322469464012005,0.0,0.0,0.0,0.0,0.0
1.0372096721050525,0.0,0.0,0.0,0.0,0.0
1.0421723978089044,0.0,0.0,0.0,0.0,0.0
1.0471351235127564,0.0,0.0,0.0,0.0,0.0
1.0520978492166082,0.0,0.0,0.0,0.0,0.0
1.0570605749204602,0.0,0.0,0.0,0.0,0.0
1.062023300624312,0.0,0.0,0.0,0.0,0.0
1.066986026328164,0.0,0.0,0.0,0.0,0.0
1.071948752032016,0.0,0.0,0.0,0.0,0.0
1.076911477735868,0.0,0.0,0.0,0.0,0.0
1.0818742034397197,0.0,0.0,0.0,0.0,0.0
1.0868369291435718,0.0,0.0,0.0,0.0,0.0
1.0917996548474236,0.0,0.0,0.0,0.0,0.0
1.0967623805512756,0.0,0.0,0.0,0.0,0.0
1.1017251062551274,0.0,0.0,0.0,0.0,0.0
1.1066878319589795,0.0,0.0,0.0,0.0,0.0
1.1116505576628315,0.0,0.0,0.0,0.0,0.0
1.1166132833666833,0.0,0.0,0.0,0.0,0.0
1.1215760090705353,0.0,0.0,0.0,0.0,0.0
1.1265387347743872,0.0,0.0,0.0,0.0,0.0
1.1315014604782392,0.0,0.0,0.0,0.0,0.0
1.136464186182091,0.0,0.0,0.0,0.0,0.0
1.141426911885943,0.0,0.0,0.0,0.0,0.0
1.1463896375897948,0.0,0.0,0.0,0.0,0.0
1.1513523632936469,0.0,0.0,0.0,0.0,0.0
1.1563150889974987,0.0,0.0,0.0,0.0,0.0
1.1612778147013507,0.0,0.0,0.0,0.0,0.0
1.1662405404052025,0.0,0.0,0.0,0.0,0.0
1.1712032661090546,0.0,0.0,0.0,0.0,0.0
1.1761659918129064,0.0,0.0,0.0,0.0,0.0
1.1811287175167584,0.0,0.0,0.0,0.0,0.0
1.1860914432206102,0.0,0.0,0.0,0.0,0.0
1.1910541689244623,0.0,0.0,0.0,0.0,0.0
1.196016894628314,0.0,0.0,0.0,0.0,0.0
1.200979620332166,0.0,0.0,0.0,0.0,0.0
1.205942346036018,0.0,0.0,0.0,0.0,0.0
1.21090507173987,0.0,0.0,0.0,0.0,0.0
1.2158677974437218,0.0,0.0,0.0,0.0,0.0
1.2208305231475738,0.0,0.0,0.0,0.0,0.0
1.2257932488514256,0.0,0.0,0.0,0.0,0.0
1.2307559745552776,0.0,0.0,0.0,0.0,0.0
1.2357187002591294,0.0,0.0,0.0,0.0,0.0
1.2406814259629815,0.0,0.0,0.0,0.0,0.0
1.2456441516668333,0.0,0.0,0.0,0.0,0.0
1.2506068773706853,0.0,0.0,0.0,0.0,0.0
1.2555696030745371,0.0,0.0,0.0,0.0,0.0
1.2605323287783892,0.0,0.0,0.0,0.0,0.0
1.265495054482241,0.0,0.0,0.0,0.0,0.0
1.270457780186093,0.0,0.0,0.0,0.0,0.0
1.275420505889945,0.0,0.0,0.0,0.0,0.0
1.2803832315937969,0.0,0.0,0.0,0.0,0.0
1.2853459572976489,0.0,0.0,0.0,0.0,0.0
1.2903086830015007,0.0,0.0,0.0,0.0,0.0
1.2952714087053527,0.0,0.0,0.0,0.0,0.0
1.3002341344092045,0.0,0.0,0.0,0.0,0.0
1.3051968601130566,0.0,0.0,0.0,0.0,0.0
1.3101595858169084,0.0,0.0,0.0,0.0,0.0
1.3151223115207604,0.0,0.0,0.0,0.0,0.0
1.3200850372246122,0.0,0.0,0.0,0.0,0.0
1.3250477629284643,0.0,0.0,0.0,0.0,0.0
1.330010488632316,0.0,0.0,0.0,0.0,0.0
1.3349732143361681,0.0,0.0,0.0,0.0,0.0
1.33993594004002,0.0,0.0,0.0,0.0,0.0
1.344898665743872,0.0,0.0,0.0,0.0,0.0
1.3498613914477238,0.0,0.0,0.0,0.0,0.0
1.3548241171515758,0.0,0.0,0.0,0.0,0.0
1.3597868428554276,0.0,0.0,0.0,0.0,0.0
1.3647495685592796,0.0,0.0,0.0,0.0,0.0
1.3697122942631315,0.0,0.0,0.0,0.0,0.0
1.3746750199669835,0.0,0.0,0.0,0.0,0.0
1.3796377456708353,0.0,0.0,0.0,0.0,0.0
1.3846004713746873,0.0,0.0,0.0,0.0,0.0
1.3895631970785391,0.0,0.0,0.0,0.0,0.0
1.3945259227823912,0.0,0.0,0.0,0.0,0.0
1.399488648486243,0.0,0.0,0.0,0.0,0.0
1.404451374190095,0.0,0.0,0.0,0.0,0.0
1.4094140998939468,0.0,0.0,0.0,0.0,0.0
1.4143768255977989,0.0,0.0,0.0,0.0,0.0
1.4193395513016507,0.0,0.0,0.0,0.0,0.0
1.4243022770055027,0.0,0.0,0.0,0.0,0.0
1.4292650027093545,0.0,0.0,0.0,0.0,0.0
1.4342277284132066,0.0,0.0,0.0,0.0,0.0
1.4391904541170586,0.0,0.0,0.0,0.0,0.0
1.4441531798209104,0.0,0.0,0.0,0.0,0.0
1.4491159055247624,0.0,0.0,0.0,0.0,0.0
1.4540786312286142,0.0,0.0,0.0,0.0,0.0
1.4590413569324663,0.0,0.0,0.0,0.0,0.0
1.464004082636318,0.0,0.0,0.0,0.0,0.0
1.4689668083401701,0.0,0.0,0.0,0.0,0.0
1.473929534044022,0.0,0.0,0.0,0.0,0.0
1.478892259747874,0.0,0.0,0.0,0.0,0.0
1.4838549854517258,0.0,0.0,0.0,0.0,0.0
1.4888177111555778,0.0,0.0,0.0,0.0,0.0
1.4937804368594296,0.0,0.0,0.0,0.0,0.0
1.4987431625632817,0.0,0.0,0.0,0.0,0.0
1.5037058882671335,0.0,0.0,0.0,0.0,0.0
1.5086686139709855,0.0,0.0,0.0,0.0,0.0
1.5136313396748373,0.0,0.0,0.0,0.0,0.0
1.5185940653786894,0.0,0.0,0.0,0.0,0.0
1.5235567910825412,0.0,0.0,0.0,0.0,0.0
1.5285195167863932,0.0,0.0,0.0,0.0,0.0
1.533482242490245,0.0,0.0,0.0,0.0,0.0
1.538444968194097,0.0,0.0,0.0,0.0,0.0
1.5434076938979489,0.0,0.0,0.0,0.0,0.0
1.5483704196018009,0.0,0.0,0.0,0.0,0.0
1.5533331453056527,0.0,0.0,0.0,0.0,0.0
1.5582958710095047,0.0,0.0,0.0,0.0,0.0
1.5632585967133565,0.0,0.0,0.0,0.0,0.0
1.5682213224172086,0.0,0.0,0.0,0.0,0.0
1.5731840481210604,0.0,0.0,0.0,0.0,0.0
1.5781467738249124,0.0,0.0,0.0,0.0,0.0
1.5831094995287642,0.0,0.0,0.0,0.0,0.0
1.5880722252326163,0.0,0.0,0.0,0.0,0.0
1.5930349509364683,0.0,0.0,0.0,0.0,0.0
1.59799767664032,0.0,0.0,0.0,0.0,0.0
1.6029604023441721,0.0,0.0,0.0,0.0,0.0
1.607923128048024,0.0,0.0,0.0,0.0,0.0
1.612885853751876,0.0,0.0,0.0,0.0,0.0
1.6178485794557278,0.0,0.0,0.0,0.0,0.0
1.6228113051595798,0.0,0.0,0.0,0.0,0.0
1.6277740308634316,0.0,0.0,0.0,0.0,0.0
1.6327367565672837,0.0,0.0,0.0,0.0,0.0
1.6376994822711355,0.0,0.0,0.0,0.0,0.0
1.6426622079749875,0.0,0.0,0.0,0.0,0.0
1.6476249336788393,0.0,0.0,0.0,0.0,0.0
1.6525876593826914,0.0,0.0,0.0,0.0,0.0
1.6575503850865432,0.0,0.0,0.0,0.0,0.0
1.6625131107903952,0.0,0.0,0.0,0.0,0.0
1.667475836494247,0.0,0.0,0.0,0.0,0.0
1.672438562198099,0.0,0.0,0.0,0.0,0.0
1.6774012879019509,0.0,0.0,0.0,0.0,0.0
1.682364013605803,0.0,0.0,0.0,0.0,0.0
1.6873267393096547,0.0,0.0,0.0,0.0,0.0
1.6922894650135067,0.0,0.0,0.0,0.0,0.0
1.6972521907173586,0.0,0.0,0.0,0.0,0.0
1.7022149164212106,0.0,0.0,0.0,0.0,0.0
1.7071776421250624,0.0,0.0,0.0,0.0,0.0
1.7121403678289144,0.0,0.0,0.0,0.0,0.0
1.7171030935327662,0.0,0.0,0.0,0.0,0.0
1.7220658192366183,0.0,0.0,0.0,0.0,0.0
1.72702854494047,0.0,0.0,0.0,0.0,0.0
1.7319912706443221,0.0,0.0,0.0,0.0,0.0
1.736953996348174,0.0,0.0,0.0,0.0,0.0
1.741916722052026,0.0,0.0,0.0,0.0,0.0
1.746879447755878,0.0,0.0,0.0,0.0,0.0
1.7518421734597298,0.0,0.0,0.0,0.0,0.0
1.7568048991635818,0.0,0.0,0.0,0.0,0.0
1.7617676248674337,0.0,0.0,0.0,0.0,0.0
1.7667303505712857,0.0,0.0,0.0,0.0,0.0
1.7716930762751375,0.0,0.0,0.0,0.0,0.0
1.7766558019789895,0.0,0.0,0.0,0.0,0.0
1.7816185276828413,0.0,0.0,0.0,0.0,0.0
1.7865812533866934,0.0,0.0,0.0,0.0,0.0
1.7915439790905452,0.0,0.0,0.0,0.0,0.0
1.7965067047943972,0.0,0.0,0.0,0.0,0.0
1.801469430498249,0.0,0.0,0.0,0.0,0.0
1.806432156202101,0.0,0.0,0.0,0.0,0.0
1.8113948819059529,0.0,0.0,0.0,0.0,0.0
1.816357607609805,0.0,0.0,0.0,0.0,0.0
1.8213203333136567,0.0,0.0,0.0,0.0,0.0
1.8262830590175088,0.0,0.0,0.0,0.0,0.0
1.8312457847213606,0.0,0.0,0.0,0.0,0.0
1.8362085104252126,0.0,0.0,0.0,0.0,0.0
1.8411712361290644,0.0,0.0,0.0,0.0,0.0
1.8461339618329164,0.0,0.0,0.0,0.0,0.0
1.8510966875367683,0.0,0.0,0.0,0.0,0.0
1.8560594132406203,0.0,0.0,0.0,0.0,0.0
1.861022138944472,0.0,0.0,0.0,0.0,0.0
1.8659848646483241,0.0,0.0,0.0,0.0,0.0
1.870947590352176,0.0,0.0,0.0,0.0,0.0
1.875910316056028,0.0,0.0,0.0,0.0,0.0
1.8808730417598798,0.0,0.0,0.0,0.0,0.0
1.8858357674637318,0.0,0.0,0.0,0.0,0.0
1.8907984931675836,0.0,0.0,0.0,0.0,0.0
1.8957612188714357,0.0,0.0,0.0,0.0,0.0
1.9007239445752875,0.0,0.0,0.0,0.0,0.0
1.9056866702791395,0.0,0.0,0.0,0.0,0.0
1.9106493959829915,0.0,0.0,0.0,0.0,0.0
1.9156121216868434,0.0,0.0,0.0,0.0,0.0
1.9205748473906954,0.0,0.0,0.0,0.0,0.0
1.9255375730945472,0.0,0.0,0.0,0.0,0.0
1.9305002987983992,0.0,0.0,0.0,0.0,0.0
1.935463024502251,0.0,0.0,0.0,0.0,0.0
1.940425750206103,0.0,0.0,0.0,0.0,0.0
1.945388475909955,0.0,0.0,0.0,0.0,0.0
1.950351201613807,0.0,0.0,0.0,0.0,0.0
1.9553139273176587,0.0,0.0,0.0,0.0,0.0
1.9602766530215108,0.0,0.0,0.0,0.0,0.0
1.9652393787253626,0.0,0.0,0.0,0.0,0.0
1.9702021044292146,0.0,0.0,0.0,0.0,0.0
1.9751648301330664,0.0,0.0,0.0,0.0,0.0
1.9801275558369185,0.0,0.0,0.0,0.0,0.0
1.9850902815407703,0.0,0.0,0.0,0.0,0.0
1.9900530072446223,0.0,0.0,0.0,0.0,0.0
1.9950157329484741,0.0,0.0,0.0,0.0,0.0
1.9999784586523262,0.0,0.0,0.0,0.0,0.0
2.004941184356178,0.0,0.0,0.0,0.0,0.0
2.00990391006003,0.0,0.0,0.0,0.0,0.0
2.014866635763882,0.0,0.0,0.0,0.0,0.0
2.0198293614677336,0.0,0.0,0.0,0.0045655384614634855,0.0
2.0247920871715857,0.0,0.0,0.0,0.009818620089133043,0.0
2.0297548128754377,0.0,0.0,0.0,0.0150717017168026,0.0
2.0347175385792897,0.0,0.0,0.0,0.020324783344472158,0.0
2.0396802642831413,0.0,0.0,0.0,0.025577864972141245,0.0
2.0446429899869933,0.0,0.0,0.0,0.030830946599810803,0.0
2.0496057156908454,0.0,0.0,0.0,0.03608402822748036,0.0
2.0545684413946974,0.0,0.0,0.0,0.04133710985514992,0.0
2.059531167098549,0.0,0.0,0.0,0.046590191482819,0.0
2.064493892802401,0.0,0.0,0.0,0.051843273110488565,0.0
2.069456618506253,0.0,0.0,0.0,0.05585233451739957,0.0
2.074419344210105,0.0,0.0,0.0,0.058374329881145964,0.0
2.079382069913957,0.0,0.0,0.0,0.060896325244892364,0.0
2.0843447956178087,0.0,0.0,0.0,0.06341832060863853,0.0
2.0893075213216608,0.0,0.0,0.0,0.06594031597238494,0.0
2.094270247025513,0.0,0.0,0.0,0.06846231133613133,0.0
2.099232972729365,0.0,0.0,0.0,0.07098430669987772,0.0
2.1041956984332164,0.0,0.0,0.0,0.0735063020636239,0.0
2.1091584241370684,0.0,0.0,0.0,0.0760282974273703,0.0
2.1141211498409205,0.0,0.0,0.0,0.0785502927911167,0.0
2.1190838755447725,0.0,0.0,0.0,0.08107228815486309,0.0
2.124046601248624,0.0,0.0,0.0,0.08359428351860926,0.0
2.129009326952476,0.0,0.0,0.0,0.08611627888235565,0.0
2.133972052656328,0.0,0.0,0.0,0.09411184186506107,0.0
2.13893477836018,0.0,0.0,0.0,0.10564843338368739,0.0
2.143897504064032,0.0,0.0,0.0,0.1171850249023127,0.0
2.148860229767884,0.0,0.0,0.0,0.12872161642093902,0.0
2.153822955471736,0.0,0.0,0.0,0.14025820793956534,0.0
2.158785681175588,0.0,0.0,0.0,0.15422766037660623,0.0
2.1637484068794395,0.0,0.0,0.0,0.17027496082121132,0.0
2.1687111325832915,0.0,0.0,0.0,0.18632226126581783,0.0
2.1736738582871435,0.0,0.0,0.0,0.20236956171042436,0.0
2.1786365839909956,0.0,0.0,0.0,0.2218395137975428,0.0
2.183599309694847,0.0,0.0,0.0,0.2654966950948752,0.0
2.188562035398699,0.0,0.0,0.0,0.30837233321623664,0.0
2.1935247611025512,0.0,0.0,0.0,0.3443985976705418,0.0
2.1984874868064033,0.0,0.0,0.0,0.38042486212484694,0.0
2.203450212510255,0.0,0.0,0.0,0.41585089259433566,0.0
2.208412938214107,0.0,0.0,0.0,0.44830071779002745,0.0
2.213375663917959,0.0,0.0,0.0,0.48075054298571923,0.0
2.218338389621811,0.0,0.0,0.0,0.513200368181411,0.0
2.223301115325663,0.0,0.0,0.0,0.5483507024033359,0.0
2.2282638410295146,0.0,0.0,0.0,0.589037707139655,0.0
2.2332265667333666,0.0,0.0,0.0,0.6297247118759777,0.0
2.2381892924372186,0.0,0.0,0.0,0.6655362159394619,0.0
2.2431520181410707,0.0,0.0,0.0,0.6983393357233237,0.0
2.2481147438449223,0.0,0.0,0.0,0.7311424555071827,0.0
2.2530774695487743,0.0,0.0,0.0,0.7639455752910446,0.0
2.2580401952526263,0.0,0.0,0.0,0.8050658327520621,0.0
2.2630029209564784,0.0,0.0,0.0,0.8467235557061938,0.0
2.26796564666033,0.0,0.0,0.0,0.9005133542170536,0.0
2.272928372364182,0.0,0.0,0.0,0.9694197070655808,0.0
2.277891098068034,0.0,0.0,0.0,1.0159073582022535,0.0
2.282853823771886,0.0,0.0,0.0,1.0883473466316962,0.0
2.2878165494757376,0.0,0.0,0.0,1.1584400849857799,0.0
2.2927792751795897,0.0,0.0,0.0,1.2084063813625785,0.0
