# composition,0.345NaF-0.065MgF2-0.59KF
# source,Solano, 2021
# temperature_K,1073
# raw_file,0.345NaF-0.065MgF2-0.59KF_Solano_2021_1073.0_AP.csv
# savgol,True
# grid_points,2000
r (A),F-F,K-F,Mg-F,Mg-Mg,Na-F
1.1708069882416208,0.0,0.0,0.0,0.0,0.0
1.173771056566283,0.0,0.0,0.0,0.0,0.0
1.1767351248909454,0.0,0.0,0.0,0.0,0.0
1.1796991932156078,0.0,0.0,0.0,0.0,0.0
1.1826632615402701,0.0,0.0,0.0,0.0,0.0
1.1856273298649325,0.0,0.0,0.0,0.0,0.0
1.1885913981895948,0.0,0.0,0.0,0.0,0.0
1.1915554665142571,0.0,0.0,0.0,0.0,0.0
1.1945195348389195,0.0,0.0,0.0,0.0,0.0
1.1974836031635818,0.0,0.0,0.0,0.0,0.0
1.2004476714882442,0.0,0.0,0.0,0.0,0.0
1.2034117398129065,0.0,0.0,0.0,0.0,0.0
1.2063758081375688,0.0,0.0,0.0,0.0,0.0
1.2093398764622312,0.0,0.0,0.0,0.0,0.0
1.2123039447868935,0.0,0.0,0.0,0.0,0.0
1.2152680131115559,0.0,0.0,0.0,0.0,0.0
1.2182320814362182,0.0,0.0,0.0,0.0,0.0
1.2211961497608805,0.0,0.0,0.0,0.0,0.0
1.2241602180855427,0.0,0.0,0.0,0.0,0.0
1.227124286410205,0.0,0.0,0.0,0.0,0.0
1.2300883547348673,0.0,0.0,0.0,0.0,0.0
1.2330524230595297,0.0,0.0,0.0,0.0,0.0
1.236016491384192,0.0,0.0,0.0,0.0,0.0
1.2389805597088543,0.0,0.0,0.0,0.0,0.0
1.2419446280335167,0.0,0.0,0.0,0.0,0.0
1.244908696358179,0.0,0.0,0.0,0.0,0.0
1.2478727646828414,0.0,0.0,0.0,0.0,0.0
1.2508368330075037,0.0,0.0,0.0,0.0,0.0
1.253800901332166,0.0,0.0,0.0,0.0,0.0
1.2567649696568284,0.0,0.0,0.0,0.0,0.0
