# composition,0.4903NaCl-0.5097CaCl2
# source,Wei, 2022
# temperature_K,1023
# raw_file,0.4903NaCl-0.5097CaCl2_Wei_2022_1023.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),Ca-Ca,Ca-Cl,Ca-Na,Cl-Cl,Na-Cl,Na-Na
2.270279523011506,0.0,0.15199593676682083,0.0,0.0,0.41634627989981005,0.0
2.2777230624312157,0.0,0.15782290205567073,0.0,0.0,0.44980433979055645,0.0
2.285166601850926,0.0,0.16784587479702096,0.0,0.0,0.48326239968130486,0.0
2.2926101412706354,0.0,0.18894775304778394,0.0,0.0,0.5167204595720513,0.0
2.300053680690345,0.0,0.2100496312985469,0.0,0.0,0.5501785194627976,0.0
2.307497220110055,0.0,0.23115150954931113,0.0,0.0,0.5836365793535461,0.0
2.314940759529765,0.0,0.2522533878000741,0.0,0.0,0.6170946392442924,0.0
2.322384298949475,0.0,0.2733552660508383,0.0,0.0,0.6629902743861552,0.0
2.3298278383691846,0.0,0.2944571443016013,0.0,0.0,0.7118989401706749,0.0
2.3372713777888947,0.0,0.3155590225523655,0.0,0.0,0.7608076059551976,0.0
2.3447149172086044,0.0,0.3366609008031285,0.0,0.0,0.8097162717397173,0.0
2.3521584566283145,0.0,0.35776277905389275,0.0,0.0,0.9035141587347445,0.0
2.359601996048024,0.0,0.4059197752148121,0.0,0.0,1.0145491058344909,0.0
2.3670455354677338,0.0,0.4639097488174995,0.0,0.0,1.062686699090814,0.0
2.374489074887444,0.0,0.5218997224201904,0.0,0.0,1.1087435377582142,0.0
2.3819326143071535,0.0,0.5897880483454548,0.0,0.0,1.1548003764256118,0.0
2.3893761537268636,0.0,0.6797320633427153,0.0,0.0,1.2008572150930121,0.0
2.3968196931465733,0.0,0.7696760783399703,0.0,0.0,1.2469140537604095,0.0
2.4042632325662834,0.0,0.8278322935561345,0.0,0.0,1.3118712509903983,0.0
2.411706771985993,0.0,0.8809972349267532,0.0,0.0,1.3825043888399213,0.0
2.419150311405703,0.0,0.9341621762973751,0.0,0.0,1.4531375266894484,0.0
2.426593850825413,0.0,0.9873271176679939,0.0,0.0,1.53962040338669,0.0
2.434037390245123,0.0,1.0404920590386157,0.0,0.0,1.667595783663008,0.0
2.4414809296648325,0.0,1.2349496703556004,0.0,0.0,1.7593981744189437,0.0
2.448924469084542,0.0,1.4271797237989252,0.0,0.0,1.817453383748253,0.0
2.4563680085042523,0.0,1.5897618748472204,0.0,0.0,1.8755085930775655,0.0
2.463811547923962,0.0,1.718343001046107,0.0,0.0,1.9335638024068744,0.0
2.471255087343672,0.0,1.8336192520769854,0.0,0.0,1.990902179855864,0.0
2.4786986267633817,0.0,1.9453270864161656,0.0,0.0,2.046540925018882,0.0
2.486142166183092,0.0,2.0423611397769026,0.0,0.0,2.1021796701819033,0.0
2.4935857056028015,0.0,2.1042511381773936,0.0,0.0,2.1578184153449214,0.0
2.5010292450225116,0.0,2.166141136577888,0.0,0.0,2.213457160507943,0.0
2.508472784442221,0.0,2.228031134978379,0.0,0.0,2.3259714809372003,0.0
2.515916323861931,0.0,2.2897258854727913,0.0,0.0,2.446019309129417,0.0
2.523359863281641,0.0,2.351099998207784,0.0,0.0,2.5000375147823886,0.0
2.5308034027013506,0.0,2.412474110942773,0.0,0.0,2.554055720435357,0.0
2.5382469421210607,0.0,2.473848223677766,0.0,0.0,2.6080739260883288,0.0
2.5456904815407704,0.0,2.533938128214192,0.0,0.0,2.6615738937607647,0.0
2.5531340209604805,0.0,2.57234647219175,0.0,0.0,2.681986612219688,0.0
2.56057756038019,0.0,2.6107548161693064,0.0,0.0,2.70239933067861,0.0
2.5680210997999002,0.0,2.6491631601468644,0.0,0.0,2.7228120491375334,0.0
2.57546463921961,0.0,2.68757150412442,0.0,0.0,2.743224767596455,0.0
2.58290817863932,0.0,2.725979848101978,0.0,0.0,2.7636374860553783,0.0
2.5903517180590296,0.0,2.762253947614164,0.0,0.0,2.7840502045143003,0.0006080456412749576
2.5977952574787393,0.0,2.767571766632795,0.0,0.0,2.8044629229732223,0.0023866132083276087
