# composition,1.0UCl3
# source,Okamoto, 2005
# temperature_K,1200
# raw_file,UCl3_Okamoto_2005_1200.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),Cl-Cl,U-Cl,U-U
0.6936576505852926,0.0,0.0012822137214761734,0.0
0.7010369872936468,0.0,0.0013243946467165217,0.0
0.7084163240020009,0.0,0.001366575571956869,0.0
0.7157956607103552,0.0,0.0014087564971972174,0.0
0.7231749974187093,0.0,0.0014509374224375648,0.0
0.7305543341270635,0.0,0.0014913786124547896,0.0
0.7379336708354177,0.0,0.0014815082515001316,0.0
0.7453130075437718,0.0,0.0014716378905454738,0.0
0.752692344252126,0.0,0.001461767529590816,0.0
0.7600716809604802,0.0,0.0014518971686361582,0.0
0.7674510176688344,0.0,0.0014420268076815001,0.0
0.7748303543771886,0.0,0.0014321564467268421,0.0
0.7822096910855427,0.0,0.0014222860857721843,0.0
0.789589027793897,0.0,0.0014124157248175263,0.0
0.7969683645022511,0.0,0.0014025453638628685,0.0
0.8043477012106053,0.0,0.0013926750029082107,0.0
0.8117270379189594,0.0,0.0013828046419535529,0.0
0.8191063746273136,0.0,0.0013729342809988949,0.0
0.8264857113356678,0.0,0.0013630639200442368,0.0
0.833865048044022,0.0,0.001353193559089579,0.0
0.8412443847523762,0.0,0.001343323198134921,0.0
0.8486237214607303,0.0,0.0013334528371802632,0.0
0.8560030581690845,0.0,0.0013235824762256054,0.0
0.8633823948774387,0.0,0.0013137121152709474,0.0
0.8707617315857928,0.0,0.0013038417543162896,0.0
0.8781410682941471,0.0,0.0012939713933616316,0.0
0.8855204050025012,0.0,0.0012841010324069738,0.0
0.8928997417108554,0.0,0.0012742306714523157,0.0
0.9002790784192095,0.0,0.001264360310497658,0.0
0.9076584151275637,0.0,0.0012544899495430001,0.0
0.915037751835918,0.0,0.001244619588588342,0.0
0.9224170885442721,0.0,0.0012347492276336843,0.0
0.9297964252526263,0.0,0.0012248788666790263,0.0
0.9371757619609804,0.0,0.0012150085057243685,0.0
0.9445550986693346,0.0,0.0012051381447697105,0.0
0.9519344353776888,0.0,0.0011952677838150527,0.0
0.959313772086043,0.0,0.0011853974228603946,0.0
0.9666931087943972,0.0,0.0011755270619057368,0.0
0.9740724455027513,0.0,0.001165656700951079,0.0
0.9814517822111055,0.0,0.001155786339996421,0.0
0.9888311189194597,0.0,0.001145915979041763,0.0
0.9962104556278139,0.0,0.0011360456180871052,0.0
1.003589792336168,0.0,0.0011261752571324474,0.0
1.0109691290445222,0.0,0.0011163048961777894,0.0
1.0183484657528763,0.0,0.0011064345352231318,0.0
1.0257278024612306,0.0,0.0010965641742684735,0.0
1.0331071391695847,0.0,0.0010866938133138157,0.0
1.0404864758779389,0.0,0.00106975904000511,0.0
1.0478658125862932,0.0,0.0010472577976505535,0.0
1.0552451492946473,0.0,0.0010247565552959977,0.0
1.0626244860030014,0.0,0.001002255312941442,0.0
1.0700038227113555,0.0,0.000979754070586886,0.0
1.0773831594197099,0.0,0.0009572528282323295,0.0
1.084762496128064,0.0,0.0009347515858777736,0.0
1.092141832836418,0.0,0.0009122503435232178,0.0
1.0995211695447724,0.0,0.0008897491011686612,0.0
1.1069005062531265,0.0,0.0008672478588141054,0.0
1.1142798429614806,0.0,0.0008447466164595496,0.0
1.121659179669835,0.0,0.0008222453741049931,0.0
1.129038516378189,0.0,0.0007997441317504372,0.0
1.1364178530865432,0.0,0.0007772428893958814,0.0
1.1437971897948973,0.0,0.0007547416470413254,0.0
1.1511765265032516,0.0,0.000732240404686769,0.0
1.1585558632116058,0.0,0.0007097391623322131,0.0
1.1659351999199599,0.0,0.0006872379199776573,0.0
1.1733145366283142,0.0,0.0006647366776231007,0.0
1.1806938733366683,0.0,0.0006422354352685448,0.0
1.1880732100450224,0.0,0.0006197341929139891,0.0
1.1954525467533765,0.0,0.0006197727581266168,0.0
1.2028318834617309,0.0,0.0006246844151601685,0.0
1.210211220170085,0.0,0.0006295960721937201,0.0
1.217590556878439,0.0,0.0006345077292272717,0.0
1.2249698935867934,0.0,0.0006394193862608235,0.0
1.2323492302951475,0.0,0.0006443310432943751,0.0
1.2397285670035016,0.0,0.0006492427003279267,0.0
1.247107903711856,0.0,0.0006541543573614784,0.0
1.25448724042021,0.0,0.00065906601439503,0.0
1.2618665771285642,0.0,0.0006639776714285816,0.0
1.2692459138369183,0.0,0.0006688893284621332,0.0
1.2766252505452726,0.0,0.000673800985495685,0.0
1.2840045872536268,0.0,0.0006787126425292366,0.0
1.2913839239619809,0.0,0.0006836242995627881,0.0
