# composition,0.66LiF-0.34BeF2
# source,Yin, 2025
# temperature_K,973
# raw_file,0.66LiF-0.34BeF2_Yin_2025_973.0_AP.csv
# savgol,True
# grid_points,2000
r (A),Be-Be,Be-F,F-F,Li-F,Li-Li
0.6412760870685342,0.0,0.0,0.0,0.0,0.0
0.6442587665432716,0.0,0.0,0.0,0.0,0.0
0.6472414460180089,0.0,0.0,0.0,0.0,0.0
0.6502241254927463,0.0,0.0,0.0,0.0,0.0
0.6532068049674837,0.0,0.0,0.0,0.0,0.0
0.6561894844422211,0.0,0.0,0.0,0.0,0.0
0.6591721639169584,0.0,0.0,0.0,0.0,0.0
0.6621548433916958,0.0,0.0,0.0,0.0,0.0
0.6651375228664332,0.0,0.0,0.0,0.0,0.0
0.6681202023411705,0.0,0.0,0.0,0.0,0.0
0.6711028818159079,0.0,0.0,0.0,0.0,0.0
0.6740855612906453,0.0,0.0,0.0,0.0,0.0
0.6770682407653826,0.0,0.0,0.0,0.0,0.0
0.68005092024012,0.0,0.0,0.0,0.0,0.0
0.6830335997148574,0.0,0.0,0.0,0.0,0.0
0.6860162791895947,0.0,0.0,0.0,0.0,0.0
0.6889989586643321,0.0,0.0,0.0,0.0,0.0
0.6919816381390695,0.0,0.0,0.0,0.0,0.0
0.6949643176138068,0.0,0.0,0.0,0.0,0.0
0.6979469970885442,0.0,0.0,0.0,0.0,0.0
0.7009296765632816,0.0,0.0,0.0,0.0,0.0
0.7039123560380189,0.0,0.0,0.0,0.0,0.0
0.7068950355127563,0.0,0.0,0.0,0.0,0.0
0.7098777149874937,0.0,0.0,0.0,0.0,0.0
0.712860394462231,0.0,0.0,0.0,0.0,0.0
0.7158430739369684,0.0,0.0,0.0,0.0,0.0
0.7188257534117058,0.0,0.0,0.0,0.0,0.0
0.7218084328864431,0.0,0.0,0.0,0.0,0.0
0.7247911123611805,0.0,0.0,0.0,0.0,0.0
0.727773791835918,0.0,0.0,0.0,0.0,0.0
0.7307564713106554,0.0,0.0,0.0,0.0,0.0
0.7337391507853926,0.0,0.0,0.0,0.0,0.0
0.73672183026013,0.0,0.0,0.0,0.0,0.0
0.7397045097348675,0.0,0.0,0.0,0.0,0.0
0.7426871892096047,0.0,0.0,0.0,0.0,0.0
0.7456698686843422,0.0,0.0,0.0,0.0,0.0
0.7486525481590796,0.0,0.0,0.0,0.0,0.0
0.7516352276338168,0.0,0.0,0.0,0.0,0.0
0.7546179071085543,0.0,0.0,0.0,0.0,0.0
0.7576005865832917,0.0,0.0,0.0,0.0,0.0
0.760583266058029,0.0,0.0,0.0,0.0,0.0
0.7635659455327664,0.0,0.0,0.0,0.0,0.0
0.7665486250075038,0.0,0.0,0.0,0.0,0.0
0.769531304482241,0.0,0.0,0.0,0.0,0.0
0.7725139839569785,0.0,0.0,0.0,0.0,0.0
0.7754966634317159,0.0,0.0,0.0,0.0,0.0
0.7784793429064532,0.0,0.0,0.0,0.0,0.0
0.7814620223811906,0.0,0.0,0.0,0.0,0.0
0.784444701855928,0.0,0.0,0.0,0.0,0.0
0.7874273813306653,0.0,0.0,0.0,0.0,0.0
0.7904100608054027,0.0,0.0,0.0,0.0,0.0
0.7933927402801401,0.0,0.0,0.0,0.0,0.0
0.7963754197548774,0.0,0.0,0.0,0.0,0.0
0.7993580992296148,0.0,0.0,0.0,0.0,0.0
0.8023407787043522,0.0,0.0,0.0,0.0,0.0
0.8053234581790896,0.0,0.0,0.0,0.0,0.0
0.8083061376538269,0.0,0.0,0.0,0.0,0.0
0.8112888171285643,0.0,0.0,0.0,0.0,0.0
0.8142714966033017,0.0,0.0,0.0,0.0,0.0
0.817254176078039,0.0,0.0,0.0,0.0,0.0
0.8202368555527764,0.0,0.0,0.0,0.0,0.0
0.8232195350275138,0.0,0.0,0.0,0.0,0.0
0.8262022145022511,0.0,0.0,0.0,0.0,0.0
0.8291848939769885,0.0,0.0,0.0,0.0,0.0
0.8321675734517259,0.0,0.0,0.0,0.0,0.0
0.8351502529264632,0.0,0.0,0.0,0.0,0.0
0.8381329324012006,0.0,0.0,0.0,0.0,0.0
0.841115611875938,0.0,0.0,0.0,0.0,0.0
0.8440982913506753,0.0,0.0,0.0,0.0,0.0
0.8470809708254127,0.0,0.0,0.0,0.0,0.0
0.8500636503001501,0.0,0.0,0.0,0.0,0.0
0.8530463297748874,0.0,0.0,0.0,0.0,0.0
0.8560290092496248,0.0,0.0,0.0,0.0,0.0
0.8590116887243622,0.0,0.0,0.0,0.0,0.0
0.8619943681990995,0.0,0.0,0.0,0.0,0.0
0.8649770476738369,0.0,0.0,0.0,0.0,0.0
0.8679597271485743,0.0,0.0,0.0,0.0,0.0
0.8709424066233116,0.0,0.0,0.0,0.0,0.0
0.873925086098049,0.0,0.0,0.0,0.0,0.0
0.8769077655727864,0.0,0.0,0.0,0.0,0.0
0.8798904450475238,0.0,0.0,0.0,0.0,0.0
0.8828731245222611,0.0,0.0,0.0,0.0,0.0
0.8858558039969985,0.0,0.0,0.0,0.0,0.0
0.8888384834717359,0.0,0.0,0.0,0.0,0.0
0.8918211629464732,0.0,0.0,0.0,0.0,0.0
0.8948038424212106,0.0,0.0,0.0,0.0,0.0
0.897786521895948,0.0,0.0,0.0,0.0,0.0
0.9007692013706853,0.0,0.0,0.0,0.0,0.0
0.9037518808454227,0.0,0.0,0.0,0.0,0.0
0.9067345603201601,0.0,0.0,0.0,0.0,0.0
0.9097172397948974,0.0,0.0,0.0,0.0,0.0
0.9126999192696348,0.0,0.0,0.0,0.0,0.0
0.9156825987443722,0.0,0.0,0.0,0.0,0.0
0.9186652782191095,0.0,0.0,0.0,0.0,0.0
0.9216479576938469,0.0,0.0,0.0,0.0,0.0
0.9246306371685843,0.0,0.0,0.0,0.0,0.0
0.9276133166433216,0.0,0.0,0.0,0.0,0.0
0.930595996118059,0.0,0.0,0.0,0.0,0.0
0.9335786755927964,0.0,0.0,0.0,0.0,0.0
0.9365613550675337,0.0,0.0,0.0,0.0,0.0
0.9395440345422711,0.0,0.0,0.0,0.0,0.0
0.9425267140170085,0.0,0.0,0.0,0.0,0.0
0.9455093934917458,0.0,0.0,0.0,0.0,0.0
0.9484920729664832,0.0,0.0,0.0,0.0,0.0
0.9514747524412206,0.0,0.0,0.0,0.0,0.0
0.954457431915958,0.0,0.0,0.0,0.0,0.0
0.9574401113906953,0.0,0.0,0.0,0.0,0.0
0.9604227908654327,0.0,0.0,0.0,0.0,0.0
0.9634054703401701,0.0,0.0,0.0,0.0,0.0
0.9663881498149074,0.0,0.0,0.0,0.0,0.0
0.9693708292896448,0.0,0.0,0.0,0.0,0.0
0.9723535087643822,0.0,0.0,0.0,0.0,0.0
0.9753361882391195,0.0,0.0,0.0,0.0,0.0
0.9783188677138569,0.0,0.0,0.0,0.0,0.0
0.9813015471885943,0.0,0.0,0.0,0.0,0.0
0.9842842266633316,0.0,0.0,0.0,0.0,0.0
0.987266906138069,0.0,0.0,0.0,0.0,0.0
0.9902495856128064,0.0,0.0,0.0,0.0,0.0
0.9932322650875437,0.0,0.0,0.0,0.0,0.0
0.9962149445622811,0.0,0.0,0.0,0.0,0.0
0.9991976240370185,0.0,0.0,0.0,0.0,0.0
1.0021803035117558,0.0,0.0,0.0,0.0,0.0
1.0051629829864932,0.0,0.0,0.0,0.0,0.0
1.0081456624612306,0.0,0.0,0.0,0.0,0.0
1.011128341935968,0.0,0.0,0.0,0.0,0.0
1.0141110214107054,0.0,0.0,0.0,0.0,0.0
1.0170937008854426,0.0,0.0,0.0,0.0,0.0
1.02007638036018,0.0,0.0,0.0,0.0,0.0
1.0230590598349174,0.0,0.0,0.0,0.0,0.0
1.0260417393096548,0.0,0.0,0.0,0.0,0.0
1.0290244187843922,0.0,0.0,0.0,0.0,0.0
1.0320070982591296,0.0,0.0,0.0,0.0,0.0
1.0349897777338668,0.0,0.0,0.0,0.0,0.0
1.0379724572086042,0.0,0.0,0.0,0.0,0.0
1.0409551366833416,0.0,0.0,0.0,0.0,0.0
1.043937816158079,0.0,0.0,0.0,0.0,0.0
1.0469204956328164,0.0,0.0,0.0,0.0,0.0
1.0499031751075538,0.0,0.0,0.0,0.0,0.0
1.052885854582291,0.0,0.0,0.0,0.0,0.0
1.0558685340570284,0.0,0.0,0.0,0.0,0.0
1.0588512135317658,0.0,0.0,0.0,0.0,0.0
1.0618338930065032,0.0,0.0,0.0,0.0,0.0
1.0648165724812406,0.0,0.0,0.0,0.0,0.0
1.067799251955978,0.0,0.0,0.0,0.0,0.0
1.0707819314307154,0.0,0.0,0.0,0.0,0.0
1.0737646109054526,0.0,0.0,0.0,0.0,0.0
1.07674729038019,0.0,0.0,0.0,0.0,0.0
1.0797299698549274,0.0,0.0,0.0,0.0,0.0
1.0827126493296648,0.0,0.0,0.0,0.0,0.0
1.0856953288044022,0.0,0.0,0.0,0.0,0.0
1.0886780082791396,0.0,0.0,0.0,0.0,0.0
1.0916606877538768,0.0,0.0,0.0,0.0,0.0
1.0946433672286142,0.0,0.0,0.0,0.0,0.0
1.0976260467033516,0.0,0.0,0.0,0.0,0.0
1.100608726178089,0.0,0.0,0.0,0.0,0.0
1.1035914056528264,0.0,0.0,0.0,0.0,0.0
1.1065740851275638,0.0,0.0,0.0,0.0,0.0
1.109556764602301,0.0,0.0,0.0,0.0,0.0
1.1125394440770384,0.0,0.0,0.0,0.0,0.0
1.1155221235517758,0.0,0.0,0.0,0.0,0.0
1.1185048030265132,0.0,0.0,0.0,0.0,0.0
1.1214874825012506,0.0,0.0,0.0,0.0,0.0
1.124470161975988,0.0,0.0,0.0,0.0,0.0
1.1274528414507252,0.0,0.0,0.0,0.0,0.0
1.1304355209254626,0.0,0.0,0.0,0.0,0.0
1.1334182004002,0.0,0.0,0.0,0.0,0.0
1.1364008798749374,0.0,0.0,0.0,0.0,0.0
1.1393835593496748,0.0,0.0,0.0,0.0,0.0
1.1423662388244122,0.0,0.0,0.0,0.0,0.0
1.1453489182991494,0.0,0.0,0.0,0.0,0.0
1.1483315977738868,0.0,0.0,0.0,0.0,0.0
1.1513142772486242,0.0,0.0,0.0,0.0,0.0
1.1542969567233616,0.0,0.0,0.0,0.0,0.0
1.157279636198099,0.0,0.0,0.0,0.0,0.0
1.1602623156728364,0.0,0.0,0.0,0.0,0.0
1.1632449951475738,0.0,0.0,0.0,0.0,0.0
1.166227674622311,0.0,0.0,0.0,0.0,0.0
1.1692103540970484,0.0,0.0,0.0,0.0,0.0
1.1721930335717858,0.0,0.0,0.0,0.0,0.0
1.1751757130465232,0.0,0.0,0.0,0.0,0.0
1.1781583925212606,0.0,0.0,0.0,0.0,0.0
1.181141071995998,0.0,0.0,0.0,0.0,0.0
1.1841237514707352,0.0,0.0,0.0,0.0,0.0
1.1871064309454726,0.0,0.0,0.0,0.0,0.0
1.19008911042021,0.0,0.0,0.0,0.0,0.0
1.1930717898949474,0.0,9.873631259220444e-17,0.0,0.0,0.0
1.1960544693696848,0.0,2.09491487217595e-16,0.0,0.0,0.0
1.1990371488444223,0.0,3.202466618429856e-16,0.0,0.0,0.0
1.2020198283191594,0.0,4.310018364683679e-16,0.0,0.0,0.0
1.2050025077938968,0.0,5.417570110937585e-16,0.0,0.0,0.0
1.2079851872686342,0.0,6.525121857191491e-16,0.0,0.0,0.0
1.2109678667433716,0.0,7.632673603445396e-16,0.0,0.0,0.0
1.213950546218109,0.0,8.740225349699302e-16,0.0,0.0,0.0
1.2169332256928465,0.0,9.847777095953207e-16,0.0,0.0,0.0
1.2199159051675836,0.0,1.0955328842207032e-15,0.0,0.0,0.0
1.222898584642321,0.0,1.2062880588460936e-15,0.0,0.0,0.0
1.2258812641170584,0.0,1.3170432334714842e-15,0.0,0.0,0.0
1.2288639435917958,0.0,1.4277984080968748e-15,0.0,0.0,0.0
1.2318466230665333,0.0,1.5385535827222654e-15,0.0,0.0,0.0
1.2348293025412707,0.0,1.649308757347656e-15,0.0,0.0,0.0
1.237811982016008,0.0,1.7600639319730466e-15,0.0,0.0,0.0
1.2407946614907452,0.0,0.0006833485588166317,0.0,0.0,0.0
1.2437773409654826,0.0,0.0015167017131941416,0.0,0.0,0.0
1.24676002044022,0.0,0.002350054867571651,0.0,0.0,0.0
1.2497426999149575,0.0,0.0031834080219491612,0.0,0.0,0.0
1.2527253793896949,0.0,0.004016761176326671,0.0,0.0,0.0
1.2557080588644323,0.0,0.004850114330704181,0.0,0.0,0.0
1.2586907383391694,0.0,0.005683467485081629,0.0,0.0,0.0
1.2616734178139069,0.0,0.006516820639459139,0.0,0.0,0.0
1.2646560972886443,0.0,0.007350173793836648,0.0,0.0,0.0
1.2676387767633817,0.0,0.008183526948214158,0.0,0.0,0.0
1.270621456238119,0.0,0.009016880102591667,0.0,0.0,0.0
1.2736041357128565,0.0,0.009850233256969178,0.0,0.0,0.0
1.2765868151875936,0.0,0.010683586411346625,0.0,0.0,0.0
1.279569494662331,0.0,0.011516939565724136,0.0,0.0,0.0
1.2825521741370685,0.0,0.012350292720101646,0.0,0.0,0.0
1.2855348536118059,0.0,0.013183645874479155,0.0,0.0,0.0
1.2885175330865433,0.0,0.014016999028856666,0.0,0.0,0.0
1.2915002125612807,0.0,0.014850352183234175,0.0,0.0,0.0
1.2944828920360179,0.0,0.015683705337611622,0.0,0.0,0.0
1.2974655715107553,0.0,0.016517058491989135,0.0,0.0,0.0
1.3004482509854927,0.0,0.017350411646366644,0.0,0.0,0.0
1.30343093046023,0.0,0.018183764800744153,0.0,0.0,0.0
1.3064136099349675,0.0,0.019017117955121662,0.0,0.0,0.0
1.3093962894097049,0.0,0.02450060519679073,0.0,0.0,0.0
1.3123789688844423,0.0,0.033012095667341784,0.0,0.0,0.0
1.3153616483591795,0.0,0.0415235861378922,0.0,0.0,0.0
1.3183443278339169,0.0,0.05003507660844325,0.0,0.0,0.0
1.3213270073086543,0.0,0.0585465670789943,0.0,0.0,0.0
1.3243096867833917,0.0,0.06705805754954536,0.0,0.0,0.0
1.327292366258129,0.0,0.07556954802009641,0.0,0.0,0.0
1.3302750457328665,0.0,0.08408103849064745,0.0,0.0,0.0
1.3332577252076037,0.0,0.09259252896119786,0.0,0.0,0.0
1.336240404682341,0.0,0.10110401943174892,0.0,0.0,0.0
1.3392230841570785,0.0,0.10961550990229997,0.0,0.0,0.0
1.3422057636318159,0.0,0.11858671603461449,0.0,0.0,0.0
1.3451884431065533,0.0,0.14701442486145827,0.0,0.0,0.0
1.3481711225812907,0.0,0.17544213368830205,0.0,0.0,0.0
1.3511538020560279,0.0,0.20386984251514373,0.0,0.0,0.0
1.3541364815307653,0.0,0.2322975513419875,0.0,0.0,0.0
1.3571191610055027,0.0,0.2607252601688313,0.0,0.0,0.0
1.36010184048024,0.0,0.2891529689956751,0.0,0.0,0.0
1.3630845199549775,0.0,0.31758067782251886,0.0,0.0,0.0
1.3660671994297149,0.0,0.3460083866493626,0.0,0.0,0.0
1.369049878904452,0.0,0.3744360954762043,0.0,0.0,0.0
