# composition,0.6LiF-0.4NaF
# source,Grizzi, 2024
# temperature_K,1473
# raw_file,0.6LiF-0.4NaF_Grizzi_2024_1473.0_AP.csv
# savgol,True
# grid_points,2000
r (A),F-F,Li-F,Na-F
0.35485044603001503,0.0,0.0,0.0
0.3576667194112056,0.0,0.0,0.0
0.3604829927923962,0.0,0.0,0.0
0.3632992661735868,0.0,0.0,0.0
0.3661155395547774,0.0,0.0,0.0
0.368931812935968,0.0,0.0,0.0
0.3717480863171586,0.0,0.0,0.0
0.37456435969834917,0.0,0.0,0.0
0.3773806330795398,0.0,0.0,0.0
0.3801969064607304,0.0,0.0,0.0
0.38301317984192096,0.0,0.0,0.0
0.3858294532231116,0.0,0.0,0.0
0.38864572660430213,0.0,0.0,0.0
0.39146199998549275,0.0,0.0,0.0
0.39427827336668336,0.0,0.0,0.0
0.3970945467478739,0.0,0.0,0.0
0.39991082012906454,0.0,0.0,0.0
0.40272709351025515,0.0,0.0,0.0
0.4055433668914457,0.0,0.0,0.0
0.4083596402726363,0.0,0.0,0.0
0.41117591365382694,0.0,0.0,0.0
0.4139921870350175,0.0,0.0,0.0
0.4168084604162081,0.0,0.0,0.0
0.41962473379739873,0.0,0.0,0.0
0.4224410071785893,0.0,0.0,0.0
0.4252572805597799,0.0,0.0,0.0
0.4280735539409705,0.0,0.0,0.0
0.4308898273221611,0.0,0.0,0.0
0.4337061007033517,0.0,0.0,0.0
0.4365223740845423,0.0,0.0,0.0
0.43933864746573287,0.0,0.0,0.0
0.4421549208469235,0.0,0.0,0.0
0.44497119422811404,0.0,0.0,0.0
0.44778746760930466,0.0,0.0,0.0
0.45060374099049527,0.0,0.0,0.0
0.45342001437168583,0.0,0.0,0.0
0.45623628775287645,0.0,0.0,0.0
0.45905256113406706,0.0,0.0,0.0
0.4618688345152576,0.0,0.0,0.0
0.46468510789644824,0.0,0.0,0.0
0.46750138127763885,0.0,0.0,0.0
0.4703176546588294,0.0,0.0,0.0
0.47313392804002,0.0,0.0,0.0
0.47595020142121064,0.0,0.0,0.0
0.4787664748024012,0.0,0.0,0.0
0.4815827481835918,0.0,0.0,0.0
0.48439902156478243,0.0,0.0,0.0
0.487215294945973,0.0,0.0,0.0
0.4900315683271636,0.0,0.0,0.0
0.49284784170835416,0.0,0.0,0.0
0.4956641150895448,0.0,0.0,0.0
0.4984803884707354,0.0,0.0,0.0
0.501296661851926,0.0,0.0,0.0
0.5041129352331166,0.0,0.0,0.0
0.5069292086143071,0.0,0.0,0.0
0.5097454819954977,0.0,0.0,0.0
0.5125617553766884,0.0,0.0,0.0
0.515378028757879,0.0,0.0,0.0
0.5181943021390696,0.0,0.0,0.0
0.5210105755202601,0.0,0.0,0.0
0.5238268489014507,0.0,0.0,0.0
0.5266431222826413,0.0,0.0,0.0
0.5294593956638319,0.0,0.0,0.0
0.5322756690450225,0.0,0.0,0.0
0.5350919424262132,0.0,0.0,0.0
0.5379082158074037,0.0,0.0,0.0
0.5407244891885943,0.0,0.0,0.0
0.5435407625697849,0.0,0.0,0.0
0.5463570359509755,0.0,0.0,0.0
0.5491733093321661,0.0,0.0,0.0
0.5519895827133567,0.0,0.0,0.0
0.5548058560945472,0.0,0.0,0.0
0.5576221294757379,0.0,0.0,0.0
0.5604384028569285,0.0,0.0,0.0
0.5632546762381191,0.0,0.0,0.0
0.5660709496193097,0.0,0.0,0.0
0.5688872230005002,0.0,0.0,0.0
0.5717034963816908,0.0,0.0,0.0
0.5745197697628814,0.0,0.0,0.0
0.577336043144072,0.0,0.0,0.0
0.5801523165252627,0.0,0.0,0.0
0.5829685899064533,0.0,0.0,0.0
0.5857848632876438,0.0,0.0,0.0
0.5886011366688344,0.0,0.0,0.0
0.591417410050025,0.0,0.0,0.0
0.5942336834312156,0.0,0.0,0.0
0.5970499568124062,0.0,0.0,0.0
0.5998662301935969,0.0,0.0,0.0
0.6026825035747874,0.0,0.0,0.0
0.605498776955978,0.0,0.0,0.0
0.6083150503371686,0.0,0.0,0.0
0.6111313237183592,0.0,0.0,0.0
0.6139475970995498,0.0,0.0,0.0
0.6167638704807404,0.0,0.0,0.0
0.6195801438619309,0.0,0.0,0.0
0.6223964172431216,0.0,0.0,0.0
0.6252126906243122,0.0,0.0,0.0
0.6280289640055028,0.0,0.0,0.0
0.6308452373866934,0.0,0.0,0.0
0.6336615107678839,0.0,0.0,0.0
0.6364777841490745,0.0,0.0,0.0
0.6392940575302651,0.0,0.0,0.0
0.6421103309114558,0.0,0.0,0.0
0.6449266042926464,0.0,0.0,0.0
0.647742877673837,0.0,0.0,0.0
0.6505591510550275,0.0,0.0,0.0
0.6533754244362181,0.0,0.0,0.0
0.6561916978174087,0.0,0.0,0.0
0.6590079711985993,0.0,0.0,0.0
0.6618242445797899,0.0,0.0,0.0
0.6646405179609806,0.0,0.0,0.0
0.6674567913421711,0.0,0.0,0.0
0.6702730647233617,0.0,0.0,0.0
0.6730893381045523,0.0,0.0,0.0
0.6759056114857429,0.0,0.0,0.0
0.6787218848669335,0.0,0.0,0.0
0.681538158248124,0.0,0.0,0.0
0.6843544316293146,0.0,0.0,0.0
0.6871707050105053,0.0,0.0,0.0
0.6899869783916959,0.0,0.0,0.0
0.6928032517728865,0.0,0.0,0.0
0.6956195251540771,0.0,0.0,0.0
0.6984357985352676,0.0,0.0,0.0
0.7012520719164582,0.0,0.0,0.0
0.7040683452976488,0.0,0.0,0.0
0.7068846186788394,0.0,0.0,0.0
0.7097008920600301,0.0,0.0,0.0
0.7125171654412207,0.0,0.0,0.0
0.7153334388224112,0.0,0.0,0.0
0.7181497122036018,0.0,0.0,0.0
0.7209659855847924,0.0,0.0,0.0
0.723782258965983,0.0,0.0,0.0
0.7265985323471736,0.0,0.0,0.0
0.7294148057283641,0.0,0.0,0.0
0.7322310791095548,0.0,0.0,0.0
0.7350473524907454,0.0,0.0,0.0
0.737863625871936,0.0,0.0,0.0
0.7406798992531266,0.0,0.0,0.0
0.7434961726343172,0.0,0.0,0.0
0.7463124460155077,0.0,0.0,0.0
0.7491287193966983,0.0,0.0,0.0
0.751944992777889,0.0,0.0,0.0
0.7547612661590796,0.0,0.0,0.0
0.7575775395402702,0.0,0.0,0.0
0.7603938129214608,0.0,0.0,0.0
0.7632100863026513,0.0,0.0,0.0
0.7660263596838419,0.0,0.0,0.0
0.7688426330650325,0.0,0.0,0.0
0.7716589064462231,0.0,0.0,0.0
0.7744751798274138,0.0,0.0,0.0
0.7772914532086043,0.0,0.0,0.0
0.7801077265897949,0.0,0.0,0.0
0.7829239999709855,0.0,0.0,0.0
0.7857402733521761,0.0,0.0,0.0
0.7885565467333667,0.0,0.0,0.0
0.7913728201145573,0.0,0.0,0.0
0.7941890934957478,0.0,0.0,0.0
0.7970053668769385,0.0,0.0,0.0
0.7998216402581291,0.0,0.0,0.0
0.8026379136393197,0.0,0.0,0.0
0.8054541870205103,0.0,0.0,0.0
0.8082704604017009,0.0,0.0,0.0
0.8110867337828914,0.0,0.0,0.0
0.813903007164082,0.0,0.0,0.0
0.8167192805452727,0.0,0.0,0.0
0.8195355539264633,0.0,0.0,0.0
0.8223518273076539,0.0,0.0,0.0
0.8251681006888444,0.0,0.0,0.0
0.827984374070035,0.0,0.0,0.0
0.8308006474512256,0.0,0.0,0.0
0.8336169208324162,0.0,0.0,0.0
0.8364331942136068,0.0,0.0,0.0
0.8392494675947975,0.0,0.0,0.0
0.842065740975988,0.0,0.0,0.0
0.8448820143571786,0.0,0.0,0.0
0.8476982877383692,0.0,0.0,0.0
0.8505145611195598,0.0,0.0,0.0
0.8533308345007504,0.0,0.0,0.0
0.856147107881941,0.0,0.0,0.0
0.8589633812631315,0.0,0.0,0.0
0.8617796546443222,0.0,0.0,0.0
0.8645959280255128,0.0,0.0,0.0
0.8674122014067034,0.0,0.0,0.0
0.870228474787894,0.0,0.0,0.0
0.8730447481690846,0.0,0.0,0.0
0.8758610215502751,0.0,0.0,0.0
0.8786772949314657,0.0,0.0,0.0
0.8814935683126564,0.0,0.0,0.0
0.884309841693847,0.0,0.0,0.0
0.8871261150750376,0.0,0.0,0.0
0.8899423884562281,0.0,0.0,0.0
0.8927586618374187,0.0,0.0,0.0
0.8955749352186093,0.0,0.0,0.0
0.8983912085997999,0.0,0.0,0.0
0.9012074819809905,0.0,0.0,0.0
0.9040237553621812,0.0,0.0,0.0
0.9068400287433717,0.0,0.0,0.0
0.9096563021245623,0.0,0.0,0.0
0.9124725755057529,0.0,0.0,0.0
0.9152888488869435,0.0,0.0,0.0
0.9181051222681341,0.0,0.0,0.0
0.9209213956493247,0.0,0.0,0.0
0.9237376690305152,0.0,0.0,0.0
0.9265539424117059,0.0,0.0,0.0
0.9293702157928965,0.0,0.0,0.0
0.9321864891740871,0.0,0.0,0.0
0.9350027625552777,0.0,0.0,0.0
0.9378190359364682,0.0,0.0,0.0
0.9406353093176588,0.0,0.0,0.0
0.9434515826988494,0.0,0.0,0.0
0.94626785608004,0.0,0.0,0.0
0.9490841294612307,0.0,0.0,0.0
0.9519004028424213,0.0,0.0,0.0
0.9547166762236118,0.0,0.0,0.0
0.9575329496048024,0.0,0.0,0.0
0.960349222985993,0.0,0.0,0.0
0.9631654963671836,0.0,0.0,0.0
0.9659817697483742,0.0,0.0,0.0
0.9687980431295649,0.0,0.0,0.0
0.9716143165107554,0.0,0.0,0.0
0.974430589891946,0.0,0.0,0.0
0.9772468632731366,0.0,0.0,0.0
0.9800631366543272,0.0,0.0,0.0
0.9828794100355178,0.0,0.0,0.0
0.9856956834167083,0.0,0.0,0.0
0.9885119567978989,0.0,0.0,0.0
0.9913282301790896,0.0,0.0,0.0
0.9941445035602802,0.0,0.0,0.0
0.9969607769414708,0.0,0.0,0.0
0.9997770503226614,0.0,0.0,0.0
1.002593323703852,0.0,0.0,0.0
1.0054095970850425,0.0,0.0,0.0
1.0082258704662332,0.0,0.0,0.0
1.0110421438474237,0.0,0.0,0.0
1.0138584172286143,0.0,0.0,0.0
1.016674690609805,0.0,0.0,0.0
1.0194909639909955,0.0,0.0,0.0
1.0223072373721862,0.0,0.0,0.0
1.0251235107533767,0.0,0.0,0.0
1.0279397841345672,0.0,0.0,0.0
1.030756057515758,0.0,0.0,0.0
1.0335723308969484,0.0,0.0,0.0
1.0363886042781392,0.0,0.0,0.0
1.0392048776593297,0.0,0.0,0.0
1.0420211510405202,0.0,0.0,0.0
1.044837424421711,0.0,0.0,0.0
1.0476536978029014,0.0,0.0,0.0
1.0504699711840921,0.0,0.0,0.0
1.0532862445652826,0.0,0.0,0.0
1.0561025179464734,0.0,0.0,0.0
1.0589187913276639,0.0,0.0,0.0
1.0617350647088544,0.0,0.0,0.0
1.064551338090045,0.0,0.0,0.0
1.0673676114712356,0.0,0.0,0.0
1.0701838848524263,0.0,0.0,0.0
1.0730001582336168,0.0,0.0,0.0
1.0758164316148073,0.0,0.0,0.0
1.078632704995998,0.0,0.0,0.0
1.0814489783771886,0.0,0.0,0.0
1.0842652517583793,0.0,0.0,0.0
1.0870815251395698,0.0,0.0,0.0
1.0898977985207603,0.0,0.0,0.0
1.092714071901951,0.0,0.0,0.0
1.0955303452831415,0.0,0.0,0.0
1.0983466186643323,0.0,0.0,0.0
1.1011628920455228,0.0,0.0,0.0
1.1039791654267135,0.0,0.0,0.0
1.106795438807904,0.0,0.0,0.0
1.1096117121890945,0.0,0.0,0.0
1.1124279855702852,0.0,0.0,0.0
1.1152442589514757,0.0,0.0,0.0
1.1180605323326664,0.0,0.0,0.0
1.120876805713857,0.0,0.0,0.0
1.1236930790950475,0.0,0.0,0.0
1.1265093524762382,0.0,0.0,0.0
1.1293256258574287,0.0,0.0,0.0
1.1321418992386194,0.0,0.0,0.0
1.13495817261981,0.0,0.0,0.0
1.1377744460010004,0.0,0.0,0.0
1.1405907193821911,0.0,0.0,0.0
1.1434069927633816,0.0,0.0,0.0
1.1462232661445724,0.0,0.0,0.0
1.1490395395257629,0.0,0.0,0.0
1.1518558129069536,0.0,0.0,0.0
1.154672086288144,0.0,0.0,0.0
1.1574883596693346,0.0,0.0,0.0
1.1603046330505253,0.0,0.0,0.0
1.1631209064317158,0.0,0.0,0.0
1.1659371798129066,0.0,0.0,0.0
1.168753453194097,0.0,0.0,0.0
1.1715697265752876,0.0,0.0,0.0
1.1743859999564783,0.0,0.0,0.0
1.1772022733376688,0.0,0.0,0.0
1.1800185467188595,0.0,0.0,0.0
1.18283482010005,0.0,0.0,0.0
1.1856510934812405,0.0,0.0,0.0
1.1884673668624313,0.0,0.0,0.0
1.1912836402436218,0.0,0.0,0.0
1.1940999136248125,0.0,0.0,0.0
1.196916187006003,0.0,0.0,0.0
1.1997324603871937,0.0,0.0,0.0
1.2025487337683842,0.0,0.0,0.0
1.2053650071495747,0.0,0.0,0.0
1.2081812805307655,0.0,0.0,0.0
1.210997553911956,0.0,0.0,0.0
1.2138138272931467,0.0,0.0,0.0
1.2166301006743372,0.0,0.0,0.0
1.2194463740555277,0.0,0.0,0.0
1.2222626474367184,0.0,0.0,0.0
1.225078920817909,0.0,0.0,0.0
1.2278951941990996,0.0,0.0,0.0
1.2307114675802902,0.0,0.0,0.0
1.2335277409614809,0.0,0.0,0.0
1.2363440143426714,0.0,0.0,0.0
1.2391602877238619,0.0,0.0,0.0
1.2419765611050526,0.0,0.0,0.0
1.2447928344862431,0.0,0.0,0.0
1.2476091078674338,0.0,0.0,0.0
1.2504253812486243,0.0,0.0,0.0
1.2532416546298148,0.0,0.0,0.0
1.2560579280110056,0.0,0.0,0.0
1.258874201392196,0.0,0.0,0.0
1.2616904747733868,0.0,0.0,0.0
1.2645067481545773,0.0,0.0,0.0
1.2673230215357678,0.0,0.0,0.0
1.2701392949169585,0.0,0.0,0.0
1.272955568298149,0.0,0.0,0.0
1.2757718416793398,0.0,0.0,0.0
1.2785881150605303,0.0,0.0,0.0
1.281404388441721,0.0,0.0,0.0
1.2842206618229115,0.0,0.0,0.0
1.287036935204102,0.0,0.0,0.0
1.2898532085852927,0.0,0.0,0.0
1.2926694819664832,0.0,0.0,0.0
1.295485755347674,0.0,0.0,0.0
1.2983020287288645,0.0,0.0,0.0
1.301118302110055,0.0,0.0,0.0
1.3039345754912457,0.0,0.0,0.0
1.3067508488724362,0.0,0.0,0.0
1.309567122253627,0.0,0.0,0.0
1.3123833956348174,0.0,0.0,0.0
1.315199669016008,0.0,0.0,0.0
1.3180159423971987,0.0,0.0,0.0
1.3208322157783892,0.0,0.0,0.0
1.3236484891595799,0.0,0.0,0.0
1.3264647625407704,0.0,0.0,0.0
1.3292810359219611,0.0,0.0,0.0
1.3320973093031516,0.0,0.0,0.0
1.3349135826843421,0.0,0.0,0.0
1.3377298560655329,0.0,0.0,0.0
1.3405461294467234,0.0,0.0,0.0
1.343362402827914,0.0,0.0,0.0
1.3461786762091046,0.0,0.0,0.0
1.348994949590295,0.0,0.0,0.0
1.3518112229714858,0.0,0.0,0.0
1.3546274963526763,0.0,0.0,0.0
1.357443769733867,0.0,0.0,0.0
1.3602600431150575,0.0,0.0,0.0
1.363076316496248,0.0,0.0,0.0
1.3658925898774388,0.0,0.0,0.0
1.3687088632586293,0.0,0.0,0.0
1.37152513663982,0.0,0.0,0.0
1.3743414100210105,0.0,0.0,0.0
1.3771576834022012,0.0,0.0,0.0
1.3799739567833917,0.0,0.0,0.0
1.3827902301645822,0.0,0.0,0.0
1.385606503545773,0.0,0.0,0.0
1.3884227769269635,0.0,0.0,0.0
1.3912390503081542,0.0,0.0,0.0
1.3940553236893447,0.0,0.0,0.0
1.3968715970705352,0.0,0.0,0.0
1.399687870451726,0.0,0.0,0.0
1.4025041438329164,0.0,0.0,0.0
1.4053204172141072,0.0,0.0,0.0
1.4081366905952977,0.0,0.0032307597740006085,0.0
1.4109529639764882,0.0,0.007354218622977038,0.0
1.413769237357679,0.0,0.011477677471953792,0.0
1.4165855107388694,0.0,0.015601136320930221,0.0
1.4194017841200601,0.0,0.019724595169906975,0.0
1.4222180575012506,0.0,0.023848054018883406,0.0
1.4250343308824414,0.0,0.02797151286786016,0.0
1.4278506042636319,0.0,0.03209497171683659,0.0
1.4306668776448224,0.0,0.03621843056581302,0.0
1.433483151026013,0.0,0.04034188941478977,0.0
1.4362994244072036,0.0,0.0444653482637662,0.0
1.4391156977883943,0.0,0.04858880711274295,0.0
1.4419319711695848,0.0,0.052712265961719386,0.0
1.4447482445507753,0.0,0.05683572481069581,0.0
1.447564517931966,0.0,0.06095918365967257,0.0
1.4503807913131566,0.0,0.065082642508649,0.0
1.4531970646943473,0.0,0.06920610135762575,0.0
1.4560133380755378,0.0,0.07332956020660218,0.0
1.4588296114567283,0.0,0.07822335758682492,0.0
1.461645884837919,0.0,0.08496694880621745,0.0
1.4644621582191095,0.0,0.09171054002560945,0.0
1.4672784316003002,0.0,0.09845413124500198,0.0
1.4700947049814908,0.0,0.10519772246439398,0.0
1.4729109783626815,0.0,0.11194131368378651,7.891011736970288e-05
1.475727251743872,0.0,0.11868490490317851,0.00025305867208742154
1.4785435251250625,0.0,0.1254284961225705,0.0004272072268051402
1.4813597985062532,0.0,0.13217208734196303,0.0006013557815228726
1.4841760718874437,0.0,0.13891567856135503,0.0007755043362405912
1.4869923452686344,0.0,0.14565926978074756,0.0009496528909583237
1.489808618649825,0.0,0.15240286100013956,0.0011238014456760423
1.4926248920310154,0.0,0.16273716949425102,0.001297950000393761
1.4954411654122062,0.0,0.17610119023378662,0.0014720985551114933
1.4982574387933967,0.0,0.18946521097332117,0.001646247109829212
1.5010737121745874,0.0,0.20282923171285677,0.0018203956645469444
1.503889985555778,0.0,0.21619325245239132,0.001994544219264663
1.5067062589369684,0.0,0.22955727319192587,0.002168692773982382
1.5095225323181591,0.0,0.24292129393146147,0.002342841328700114
1.5123388056993496,0.0,0.256285314670996,0.0025169898834178327
1.5151550790805404,0.0,0.26964933541053165,0.002691138438135565
1.5179713524617309,0.0,0.28459824868093375,0.002865286992853284
1.5207876258429216,0.0,0.3091979757452015,0.0030394355475710164
1.523603899224112,0.0,0.33379770280946736,0.003213584102288735
1.5264201726053026,0.0,0.35839742987373313,0.003250028000000002
1.5292364459864933,0.0,0.3829971569380009,0.003250028000000002
1.5320527193676838,0.0,0.40759688400226673,0.003250028000000002
1.5348689927488746,0.0,0.4378485407963764,0.003250028000000002
1.537685266130065,0.0,0.4690756001597994,0.003250028000000002
1.5405015395112556,0.0,0.5003026595232223,0.003250028000000002
1.5433178128924463,0.0,0.5315297188866478,0.003250028000000002
1.5461340862736368,0.0,0.5632835188813489,0.003250028000000002
1.5489503596548275,0.0,0.5979721949195709,0.003250028000000002
1.551766633036018,0.0,0.6326608709577901,0.003250028000000002
1.5545829064172085,0.0,0.6673495469960095,0.003250028000000002
1.5573991797983993,0.0,0.7020382230342315,0.003250028000000002
1.5602154531795898,0.0,0.7361726110945433,0.003250028000000002
1.5630317265607805,0.0,0.7696336569875009,0.003250028000000002
1.565847999941971,0.0,0.8030947028804557,0.003250028000000002
1.5686642733231617,0.0,0.8365557487734132,0.003250028000000002
1.5714805467043522,0.0,0.870016794666368,0.003250028000000002
1.5742968200855427,0.0,0.91248564140106,0.003250028000000002
1.5771130934667335,0.0,0.9567371120218306,0.003250028000000002
1.579929366847924,0.0,1.0009885826425977,0.003250028000000002
1.5827456402291147,0.0,1.0447073794540165,0.003250028000000002
1.5855619136103052,0.0,1.0883036109437458,0.003250028000000002
1.5883781869914957,0.0,1.1318998424334754,0.003250028000000002
1.5911944603726864,0.0,1.1892764799441928,0.003250028000000002
1.594010733753877,0.0,1.248621093979069,0.003250028000000002
1.5968270071350676,0.0,1.2987797379216013,0.003250028000000002
1.5996432805162581,0.0,1.3430319512373938,0.0032054594253032058
1.6024595538974487,0.0,1.3872841645531864,0.0031579006666761387
1.6052758272786394,0.0,1.4362421510923968,0.003110341908049068
1.6080921006598299,0.0,1.4885137604532372,0.0030627831494220016
1.6109083740410206,0.0,1.541122093342558,0.003015224390794931
1.6137246474222111,0.0,1.6016851854214558,0.0029676656321678645
1.6165409208034018,0.0,1.662248277500358,0.002920106873540794
1.6193571941845923,0.0,1.7092264525060719,0.0028725481149137273
1.6221734675657828,0.0,1.7544591630171615,0.0028249893562866607
1.6249897409469736,0.0,1.7996918735282548,0.0027774305976595902
1.627806014328164,0.0,1.8578809337576216,0.002729871839032523
1.6306222877093548,0.0,1.9181043236937227,0.0026823130804054527
1.6334385610905453,0.0,1.9768216539854895,0.0026343955056713935
1.6362548344717358,0.0,2.0345261555890457,0.0025520822724256396
1.6390711078529265,0.0,2.091836435187139,0.002469769039179879
1.641887381234117,0.0,2.1479486259025258,0.002387455805934125
1.6447036546153078,0.0,2.204060816617917,0.0023051425726883647
1.6475199279964983,0.0,2.2611716292422996,0.0022228293394426107
1.6503362013776888,0.0,2.318396799439327,0.0021405161061968567
1.6531524747588795,0.0,2.3731760729099887,0.0020582028729510963
1.65596874814007,0.0,2.4259291418726137,0.0019758896397053423
1.6587850215212607,0.0,2.4786822108352426,0.0018935764064595818
1.6616012949024512,0.0,2.538295761387521,0.0018112631732138279
1.664417568283642,0.0,2.5983103275591803,0.0017289499399680676
1.6672338416648325,0.0,2.652013290400364,0.0016466367067223136
1.670050115046023,0.0,2.7014102543061718,0.0015658206952191378
1.6728663884272137,0.0,2.750807218211983,0.001501433442172329
1.6756826618084042,0.0,2.8051106516651614,0.0014370461891255253
1.678498935189595,0.0,2.8599090838835903,0.0013726589360787166
1.6813152085707854,0.0,2.907685744779308,0.0013082716830319129
1.684131481951976,0.0,2.9499010542402027,0.001243884429985109
1.6869477553331667,0.0,2.9921163637011006,0.0011794971769383002
1.6897640287143572,0.0,3.0452096445272114,0.0011151099238914965
1.6925803020955479,0.0,3.104966641124831,0.0010507226708446876
1.6953965754767384,0.0,3.167599004192177,0.000986335417797884
1.6982128488579291,0.0,3.2335308974894996,0.0009219481647510752
1.7010291222391196,0.0,3.2850384877247265,0.0008575609117042714
1.7038453956203101,0.0,3.3225227615067103,0.0007931736586574676
1.7066616690015008,0.0,3.360007035288697,0.0008173292059976146
1.7094779423826914,0.0,3.3974913090706806,0.0013179156165411775
1.712294215763882,0.0,3.437649555439743,0.0018185020270847798
1.7151104891450726,0.0,3.477858046568438,0.002319088437628343
1.717926762526263,0.0,3.5180665376971323,0.002819674848171906
