Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Mg_x,J_Mg_y,J_Mg_z,J_Cl_x,J_Cl_y,J_Cl_z,J_K_x,J_K_y,J_K_z
135,8916.895277556101,0.00041789643,-0.0003375792,0.00026295302,14.16023160283681,-4.009329772490732,5.982693368517269,-15.200672269541325,14.276891292592344,-19.28329200098073,5.061414354468405,3.9486000675940582,-2.165603296048018
140,8916.895277556101,0.0004840111,-0.00052833586,0.0002036002,16.501151061580693,-7.324932955549288,5.406976462493823,-18.38877713868068,17.876367863501592,-19.469117189521263,5.90859978951118,3.664726528194265,-1.4040608162457182
145,8916.895277556101,0.00040568347,-0.0006388846,3.2851676e-06,17.915762065553515,-10.330378701399297,4.342625792173841,-20.609919402516333,21.13906203872213,-19.140229492561254,6.715131201645243,3.407478018307998,-0.6685979958081836
150,8916.895277556101,0.00020795332,-0.00063883216,-0.00030124042,18.333456010172327,-12.809806572377116,2.849465417252851,-21.75939873013786,23.870615570981663,-18.362829789675935,7.446916213908813,3.1553522619294796,0.047162835230822875
155,8916.895277556101,-3.1667456e-05,-0.00051371055,-0.0006274562,17.812109002705498,-14.371601621320284,0.9642065058497802,-21.868174807474958,25.697053557975963,-17.18703714065142,8.077039301346641,2.8907092212764525,0.7566291260001634
160,8916.895277556101,-0.00022973698,-0.0002863966,-0.00088990177,16.46724471565563,-14.510195557993999,-1.2880572505245245,-21.033476580815567,26.130540140017914,-15.658594924318285,8.587205466125276,2.5958166062234946,1.480450386464483
165,8916.895277556101,-0.00034201416,-1.3632453e-05,-0.0010385462,14.490896918563758,-12.88458308994274,-3.851173783100329,-19.434935876671176,24.852569934602514,-13.859131435227225,8.965012382681717,2.2481742593997898,2.24410363669692
170,8916.895277556101,-0.00037580033,0.00024547166,-0.0010719444,12.152500656157152,-9.544288843322704,-6.624932733932745,-17.330777090753045,21.94143127556888,-11.913950172991546,9.199250138358021,1.8190189345230148,3.0726819092985114
175,8916.895277556101,-0.0003654761,0.0004635786,-0.001015987,9.713773234021012,-4.90908232300541,-9.46101240484395,-14.968601535999277,17.847599189485848,-9.989213791908773,9.275802191609383,1.2776441028588725,3.9840251734373613
180,8916.895277556101,-0.0003445529,0.0006460705,-0.00088720414,7.350327142370027,0.4014050266577538,-12.113957406720964,-12.50597673003804,13.213472004965494,-8.334720833925607,9.17662342154346,0.6012837648420516,4.98247723646698
185,8916.895277556101,-0.00033769844,0.0007990433,-0.00068726565,5.2010306740134045,5.686784380641198,-14.208679427510013,-10.063789153355984,8.74124513028592,-7.313411579059972,8.88373225205634,-0.21186861538738863,6.055889732224999
190,8916.895277556101,-0.00036106032,0.00091200316,-0.0004337463,3.4967885350937493,10.271626554547709,-15.316802714195454,-7.8643874035914365,5.075265585264528,-7.326611738732101,8.388572230073457,-1.1307310665572317,7.177213681749593
195,8916.895277556101,-0.0004244727,0.00097293506,-0.00017027154,2.5744819695258987,13.685438066373475,-15.113121686620524,-6.257353661922844,2.61785973351808,-8.66321182465261,7.703845176216981,-2.08713691855813,8.310132822266198
200,8916.895277556101,-0.0005362726,0.0009830892,6.167183e-05,2.679469555493947,15.779314864414058,-13.538371958392327,-5.530109995312976,1.4231571339712064,-11.344444485562319,6.871613846392045,-2.986311060899638,9.416615893086302
205,8916.895277556101,-0.00069891126,0.0009562177,0.00024200112,3.733788635484766,16.647302566549055,-10.915052462239053,-5.674997763917315,1.301384358975798,-15.013878438974727,5.9621823449803,-3.732525983366244,10.462730640666148
210,8916.895277556101,-0.0008912116,0.0009093486,0.0003666493,5.318196461424471,16.453248060557538,-7.91852244387055,-6.360367534079966,2.022186373114624,-18.966981695655797,5.063144457174182,-4.2592738226805835,11.419304009618529
215,8916.895277556101,-0.0010627134,0.0008515919,0.0004363738,6.870790297126754,15.327886344590237,-5.342818587015152,-7.112479499037271,3.4372092273622057,-22.380750037857197,4.2626627915857345,-4.548934915309687,12.257368826431655
220,8916.895277556101,-0.0011589162,0.0007824081,0.00044558258,7.918404028130121,13.35830152993179,-3.783750517192764,-7.529274676595286,5.492401756333228,-24.624458109216093,3.6318446745723296,-4.634542728078699,12.942008883205446
225,8916.895277556101,-0.0011477631,0.00070501695,0.00038049894,8.199179018867092,10.639883240708455,-3.4546211192654472,-7.388029159017506,8.164212794077415,-25.44124557350017,3.209824189762566,-4.587935292339566,13.429666676042572
230,8916.895277556101,-0.0010210861,0.00063764496,0.00023661605,7.657268842425204,7.398273117329096,-4.216468483254083,-6.631487288945106,11.320714766974298,-24.921495818841414,2.9951922834594544,-4.502827524494236,13.67176427366455
235,8916.895277556101,-0.0007906087,0.00060572475,4.7104837e-05,6.37590711183055,4.094169176691081,-5.739533743146145,-5.302294775272358,14.59924523553101,-23.3507777910473,2.9473614072490992,-4.477254260981894,13.624111940462782
240,8916.895277556101,-0.00049371395,0.0006234272,-0.00011220381,4.511563071811345,1.33612554829409,-7.6580039465540235,-3.489030514508965,17.4756503214264,-21.06647581428304,2.998441300370013,-4.595615432002191,13.258280178050583
245,8916.895277556101,-0.00019334111,0.000683751,-0.0001692294,2.261627993871464,-0.3616444844756803,-9.635112492340703,-1.3118721256104307,19.488819129428258,-18.40070186915009,3.071218018056806,-4.911014648537488,12.56961468840261
250,8916.895277556101,4.51528e-05,0.00075937324,-0.00011430277,-0.14353683001046758,-0.7425806676129141,-11.374102913252862,1.0681110393962765,20.39012670553867,-15.669960307213023,3.096399895083432,-5.431386049710667,11.577863725981544
255,8916.895277556101,0.00018903402,0.00081620866,1.6739053e-06,-2.4806532124517764,0.14691849712647764,-12.605653463988709,3.477576897406027,20.183438708434288,-13.1807707714298,3.024050151456885,-6.114196956716326,10.320224791203756
260,8916.895277556101,0.00025473518,0.00083901035,0.000115387804,-4.565812935349292,1.984104579276333,-13.02570229255289,5.759050280196893,19.105245705848546,-11.281146681224618,2.82773638469427,-6.873189964613841,8.840649456777712
265,8916.895277556101,0.00028319855,0.0008357809,0.00018092713,-6.244349737184726,4.297190262897799,-12.328717429644168,7.762521761756132,17.51502842246732,-10.318693398997402,2.502801337185354,-7.59605835349633,7.18121128431055
270,8916.895277556101,0.00030076323,0.0008068036,0.00017068267,-7.453236924730496,6.615301053001473,-10.473437657378234,9.412472200391774,15.768708271823884,-10.3725427086466,2.061738128970883,-8.167848586517932,5.3797808769929105
275,8916.895277556101,0.00031211745,0.000733147,7.201543e-05,-8.289536854112718,8.559207939322675,-7.827742317824596,10.781265438106043,14.150102621077123,-11.111724221532407,1.5292452011059305,-8.493149547857895,3.473267565441958
280,8916.895277556101,0.0003144968,0.00060131546,-0.00010484256,-8.927787757870298,9.866244089131158,-4.926707012420955,12.010649587319776,12.861264283366795,-12.041643101658428,0.9381121613120014,-8.511346942605298,1.5021512693826224
285,8916.895277556101,0.00030641147,0.00043385022,-0.00031588628,-9.4798214946046,10.351239796636886,-2.134526813361297,13.174883166365461,12.066485115969003,-12.843782008311885,0.32591295694930356,-8.201563268605453,-0.48788990453915915
290,8916.895277556101,0.00029505376,0.0002953378,-0.0004970355,-9.895659005084429,9.86119910675546,0.5249870253443076,14.185437859003649,11.932351649947995,-13.540898379891678,-0.26880419880706696,-7.5773892774216005,-2.4502869439305224
295,8916.895277556101,0.00029514282,0.00025208425,-0.0006064133,-9.949659877555511,8.292736399944202,3.293723529100681,14.782014774606434,12.598473436726602,-14.413451562293721,-0.8113806303366635,-6.6750484377464385,-4.346470165938924
300,8916.895277556101,0.00031122038,0.00031585948,-0.0006479222,-9.40433254976653,5.645116941912361,6.36839091697548,14.700986498123616,14.11214983291935,-15.681487629401188,-1.2756798786935004,-5.541105039474344,-6.1531016197398705
305,8916.895277556101,0.0003312715,0.00043808934,-0.0006414189,-8.233540409139653,2.0413105682782184,9.57441847074151,13.901432548433068,16.399372469862513,-17.17870834419601,-1.6469181219357605,-4.224521054189821,-7.8619087490654485
310,8916.895277556101,0.00034050728,0.00055856147,-0.00058650016,-6.685461206911548,-2.2989731150483426,12.349000607862397,12.628371398493897,19.28863307945626,-18.342460960910195,-1.9219358821786776,-2.7734977732636557,-9.472738045791022
315,8916.895277556101,0.00033449943,0.0006484243,-0.00046641665,-5.1942224108321335,-7.08037051305661,14.051930038459975,11.322675548542882,22.530623905758112,-18.532329338031644,-2.1074787251340066,-1.2340912299534768,-10.985798884531807
320,8916.895277556101,0.00032833513,0.0007125523,-0.00027608022,-4.198482962409451,-11.88212656684124,14.309604456718805,10.436819179883871,25.746295922685896,-17.377789195499737,-2.2173617819856926,0.35199264086692583,-12.39801360547365
325,8916.895277556101,0.0003584653,0.000764803,-4.4041593e-05,-3.9168329700011038,-16.13735284525688,13.154674793809683,10.207699120430249,28.403427776357567,-14.917450679971891,-2.2698918518793834,1.9500871894022236,-13.703422458676712
330,8916.895277556101,0.00046137098,0.0008087462,0.00017278509,-4.23070180616616,-19.304189502469004,10.933439723824995,10.53804817144729,29.987179218988757,-11.504774390259717,-2.2863720179369746,3.5331724864852427,-14.894863701631792
335,8916.895277556101,0.00062398624,0.0008415382,0.00031729735,-4.810070292737342,-21.093813598658077,8.098910680827975,11.12133754173183,30.23180216170018,-7.600061570998248,-2.2902930403137196,5.078173413003939,-15.965047511478431
340,8916.895277556101,0.00076680066,0.0008652941,0.00034275552,-5.396329183455797,-21.43039469606453,5.0758186476465195,11.723440808771468,29.08776478340311,-3.6347523803470754,-2.3061376190338536,6.558791621446987,-16.90726430166508
345,8916.895277556101,0.0008072779,0.0008860598,0.00020452388,-5.923274465127739,-20.25698135494446,2.2146157041876022,12.301590735692933,26.53497407737901,0.03576996860820181,-2.357342476290234,7.93816880077499,-17.71658351670596
350,8916.895277556101,0.00072513276,0.0009071949,-0.00011362975,-6.374572760662537,-17.55046346174373,-0.24365498182159806,12.859238830034792,22.60040854445557,3.168893287285661,-2.463692850756506,9.1662159272462,-18.39143593381034
355,8916.895277556101,0.00055931637,0.0009243925,-0.0005535823,-6.67274439378945,-13.466451214319992,-2.1690884889263984,13.331556043507497,17.497613369404426,5.637327689282666,-2.637838431578875,10.18499847910131,-18.93443705806733
360,8916.895277556101,0.00036264246,0.00092060195,-0.000994977,-6.762659862554407,-8.336823191791213,-3.507747906261692,13.664565552682589,11.611896165480145,7.3936927523735845,-2.880932454805025,10.941087842006498,-19.35214277840153
365,8916.895277556101,0.00016532654,0.00086731394,-0.0013264675,-6.679768535749297,-2.5487128882878682,-4.208710564389229,13.879737104378322,5.365321113839821,8.39698464889979,-3.1789949064508427,11.399552835796172,-19.65447188537094
370,8916.895277556101,-1.8882898e-05,0.00073758594,-0.0014975689,-6.449811604933181,3.4979237115775828,-4.167005767028648,13.97357687872313,-0.8345120213589681,8.555216257043769,-3.502791458241863,11.552749003360773,-19.854408255401566
375,8916.895277556101,-0.00016563867,0.00052436,-0.001518174,-5.961792662278292,9.330263355311157,-3.2903828096329093,13.795569759570931,-6.53322439296157,7.791914736160736,-3.812803606382098,11.419121815824512,-19.967729666308358
380,8916.895277556101,-0.00023715466,0.0002568136,-0.0014331881,-4.970885999417639,14.374901464311677,-1.6463570452048313,13.059990334116442,-11.191190852785477,6.192202937122504,-4.068130875213123,11.032450291003567,-20.012043724041924
385,8916.895277556101,-0.00021277,3.5746098e-06,-0.0012941486,-3.255873841063127,18.076146145090146,0.48346937958408587,11.51292054216465,-14.287732767621526,4.055101030221423,-4.236073298688443,10.427747780886094,-20.004768021537373
390,8916.895277556101,-0.00011997345,-0.00016090584,-0.0011365435,-0.8597288374336278,20.09638139551947,2.706602133910884,9.18036688215416,-15.512114856730518,1.7877487743015994,-4.299664892455788,9.631894424471867,-19.96054866962534
395,8916.895277556101,-2.6655944e-05,-0.00020581012,-0.0009704689,1.8189347604887947,20.386512802378032,4.658022493038835,6.464018270253474,-14.834695650675746,-0.2349536554257643,-4.261979879974552,8.664343655030862,-19.88926633532499
400,8916.895277556101,9.883215e-06,-0.0001500147,-0.0007898434,4.280779898322529,19.079318952443774,6.0613763376371494,3.8869303015291816,-12.410732163440157,-1.73125427783007,-4.146736836114886,7.547573683692137,-19.7963197091445
405,8916.895277556101,-1.10161445e-05,-3.3033895e-05,-0.0005930249,6.261661129300941,16.38037885337229,6.747184996618991,1.753503945945524,-8.484337122239634,-2.527584378759556,-3.994191509696412,6.3201186176418265,-19.685798126645366
410,8916.895277556101,-4.7812526e-05,0.00010744974,-0.00039121325,7.77328932810486,12.54536105402343,6.678580534752065,0.0996104385923875,-3.3713048369336738,-2.5793169892082606,-3.8519261118666517,5.042104609349293,-19.565461173152997
415,8916.895277556101,-7.580144e-05,0.00024799365,-0.0002007675,8.957406909756521,7.889337895164258,5.931895707736068,-1.1744546011921582,2.538673171342422,-1.9470232956615954,-3.7619786038225183,3.788150198884084,-19.45107068500677
420,8916.895277556101,-0.00012002777,0.00038151405,-3.4836252e-05,9.98633912167714,2.779803927131921,4.577302885680502,-2.2173176311951455,8.80546909267829,-0.6757018326594872,-3.7480477573516335,2.630888646582224,-19.367799204033716
425,8916.895277556101,-0.00022381642,0.0005088717,9.5166746e-05,10.990722488450395,-2.3811581133759905,2.563472787920869,-3.1623971924489496,14.974483566000321,1.3179778752867914,-3.8073515583345223,1.6228359807655721,-19.34764881090253
430,8916.895277556101,-0.00039325902,0.0006284534,0.00017428293,11.951487563912798,-7.160193936708369,-0.21182026394458542,-4.0203230107497765,20.59353189344344,4.16852231097378,-3.9101905612732306,0.782822900314404,-19.422900430916187
435,8916.895277556101,-0.00058107387,0.0007298058,0.00018122575,12.620581624300378,-11.057146777709992,-3.639027442671841,-4.5919375214205465,25.18367361287796,7.789438261991879,-4.0076700347816585,0.08963390909868352,-19.616609215663473
440,8916.895277556101,-0.0007333742,0.00080097857,9.561673e-05,12.578347989225566,-13.50783669393974,-7.187486811615276,-4.511719596316461,28.23967187736067,11.654398164513028,-4.0456545348223525,-0.515674294419096,-19.933109460543918
445,8916.895277556101,-0.0008438751,0.0008441987,-7.769627e-05,11.477216669575125,-14.069744023161608,-10.02367882167314,-3.4748095438470035,29.403844823661473,14.910435728992377,-3.981433250899391,-1.1179396952384053,-20.35295501473577
450,8916.895277556101,-0.0009451722,0.0008677685,-0.00029265048,9.329804457953635,-12.665078891403082,-11.421807334672529,-1.5112957505250975,28.68878520145605,16.790627680592507,-3.797534710190922,-1.8075454630115813,-20.835018503552263
455,8916.895277556101,-0.0010637556,0.0008663652,-0.00047904387,6.566025722535765,-9.583310042866344,-11.122231494633205,0.961900237184814,26.45452859812481,16.980234078124884,-3.506952044608516,-2.6550577286206893,-21.32420052962682
460,8916.895277556101,-0.0012026761,0.00083094987,-0.0005796167,3.8061603311765646,-5.315079251051487,-9.373865055107352,3.3624022279356716,23.219697651099487,15.668096457739555,-3.1475884985683305,-3.6884574587029304,-21.760429584704823
465,8916.895277556101,-0.0013392677,0.0007715657,-0.0005833381,1.577470764707309,-0.49359032420221816,-6.728459967341813,5.212972604587051,19.593917949382515,13.346735538692522,-2.769469237639788,-4.8841671821786985,-22.08447366396997
470,8916.895277556101,-0.0014208035,0.0007155847,-0.0005358945,0.149692702351225,4.182560715418672,-3.806423239683589,6.292101272353143,16.21195848551266,10.57897631301476,-2.4208198923742024,-6.178359304379606,-22.238751393571718
475,8916.895277556101,-0.0013915882,0.0006869753,-0.0005102133,-0.4859510572965666,8.222604705735591,-1.1318617831683686,6.644532186684465,13.484962851166495,7.831622390177111,-2.1376067780078136,-7.49140745457718,-22.165958711349802
480,8916.895277556101,-0.0012465509,0.0006881028,-0.0005492637,-0.5040584316699244,11.416296633151376,0.9349659802856887,6.463229181975709,11.549140324202167,5.409282186984096,-1.9381963080671831,-8.749276806628965,-21.810446386731037
485,8916.895277556101,-0.0010374064,0.0006948386,-0.0006398411,-0.15022248742353916,13.60217364271551,2.2209390757226184,5.994569453523084,10.505960843763164,3.4380578906446724,-1.8233725446629085,-9.891974663448687,-21.125195249885863
490,8916.895277556101,-0.0008156495,0.00066562096,-0.00073269435,0.26051852476338144,14.62621529377969,2.7814323897719997,5.5417742005224255,10.462167792070396,1.8363003061159269,-1.781318198685205,-10.872223250290896,-20.083931264380066
495,8916.895277556101,-0.00058477407,0.00056951155,-0.0007665032,0.4229047851153007,14.528246150710334,2.8948805355931655,5.393861052536025,11.340316834278335,0.3322194116327202,-1.7957911841716685,-11.652403246241574,-18.6932984261801
500,8916.895277556101,-0.00031371505,0.00041529068,-0.00069084996,0.1984757564754398,13.625759691009026,2.9452731689262697,5.67485847721214,12.7943667736226,-1.4145794107361533,-1.8523600933207278,-12.203966666090688,-16.996892048984435
505,8916.895277556101,6.0853663e-06,0.00024782814,-0.00050483044,-0.31573266919041654,12.3397106163556,3.1947992964624987,6.274212833053262,14.385978751933152,-3.595722219954874,-1.9375058745157556,-12.509528951113149,-15.06527513388194
510,8916.895277556101,0.00033384725,0.000115052906,-0.00027011678,-0.8769762683110569,10.930196105671651,3.6270040432637884,6.928962259359164,15.851428063523322,-6.117745019653659,-2.031011969144293,-12.565463846215986,-12.975456669673651
515,8916.895277556101,0.0006051539,4.1774205e-05,-6.802521e-05,-1.2789916323414365,9.451864478121873,4.0304020721588145,7.398306322344489,17.146092612844484,-8.704914838203797,-2.098340514418284,-12.381796524184589,-10.791684978243055
520,8916.895277556101,0.00076613267,2.192892e-05,5.383986e-05,-1.4809855362433302,7.959920101335173,4.146498230743511,7.592356507719577,18.23459125931067,-11.055223851918447,-2.0903967295492993,-11.978350784325288,-8.557472337893913
525,8916.895277556101,0.00080637773,2.371816e-05,9.372603e-05,-1.6051935683677723,6.683791218501882,3.7297881797413552,7.579015144880451,18.911761119695903,-12.896387208003299,-1.9528472684218077,-11.37939191710158,-6.299598979336068
530,8916.895277556101,0.00078032474,1.2022232e-05,7.548602e-05,-1.8368964420256964,5.905905374518565,2.6639109929957177,7.498964024344296,18.91976949156352,-14.092284431673468,-1.641093389564391,-10.60951436098678,-4.037824524925128
535,8916.895277556101,0.00077159074,-2.2091903e-05,3.1557553e-05,-2.2737372917505274,5.682336100604457,1.1234840143580196,7.429136508752407,18.226000983643374,-14.796225121048037,-1.1344251963240612,-9.692176367230259,-1.7934568957173544
540,8916.895277556101,0.0008260352,-5.2874057e-05,-2.9674848e-06,-2.8012976108035357,5.769489998710865,-0.48046515614341745,7.265849969304746,17.097284374753784,-15.39284140519491,-0.44357853381041146,-8.650613817864196,0.407108306857225
545,8916.895277556101,0.00092369074,-4.1049378e-05,-1.7152161e-06,-3.1191481141209954,5.814247130780073,-1.7661682197803192,6.748277938954249,15.91172748075742,-16.233806732768848,0.3918436900563602,-7.5098138746483745,2.533776144574772
550,8916.895277556101,0.0010036002,3.1188134e-05,4.236256e-05,-2.9104144949884505,5.598969380094724,-2.5853538312666373,5.616489060310833,14.915184731479444,-17.43757946688109,1.3148994006038475,-6.29799321730154,4.556734768300344
555,8916.895277556101,0.0010127816,0.00014855816,0.000121704004,-2.0022949905902503,5.16400770009926,-3.0077676770423754,3.757035960187256,14.098773908805649,-18.90888380012599,2.266232801149828,-5.046620934089716,6.450452722293816
560,8916.895277556101,0.00094180426,0.00028762268,0.00022374075,-0.4062676199024431,4.7231529762229325,-3.169901498135822,1.2312848942169297,13.281616447388581,-20.492092575906817,3.195956459923421,-3.7886086628108595,8.195795507662666
565,8916.895277556101,0.0008260131,0.00043055112,0.00033327,1.7279509888943574,4.41604620218453,-3.192209908135645,-1.7765752304908737,12.3548970544842,-22.053569181428685,4.069597948997046,-2.554782525983156,9.77958034493841
570,8916.895277556101,0.0007151054,0.0005430784,0.00043464417,4.126864552756509,4.076406243564575,-3.240802552238982,-4.974785269586886,11.509449200581761,-23.41719420305143,4.8688942480508715,-1.3696949471899846,11.19179798610949
575,8916.895277556101,0.00063711085,0.0005716717,0.0005098133,6.3824120415851056,3.26185865518522,-3.5968330309487087,-7.95070700610772,11.203302221719094,-24.290897648890034,5.589268042550988,-0.2490006353158818,12.421532050240243
580,8916.895277556101,0.0005876589,0.0004965238,0.00053490524,8.052482946808944,1.605521021456239,-4.573685928466966,-10.266469870592616,11.810551159139171,-24.345817171889195,6.234960083172717,0.8000875029507161,13.453303997084191
585,8916.895277556101,0.00054321263,0.0003739837,0.00049837015,8.8417585175306,-0.870824173556743,-6.295744958516387,-11.633976528872648,13.310875335639894,-23.436577569599464,6.813190868495092,1.7761086315372983,14.266123501632507
590,8916.895277556101,0.00047953543,0.00029572845,0.00041886658,8.716136332292429,-3.7664405430678594,-8.556958513036896,-12.024707839378195,15.302192896939987,-21.74595551246685,7.3295442010781855,2.680407397377693,14.836715127075337
595,8916.895277556101,0.00038264878,0.00030752682,0.0003268495,7.880753558169439,-6.504373091809671,-10.920637185021313,-11.645772437750157,17.205595062888122,-19.691891835777735,7.785991954987929,3.5149377595094666,15.146330272861999
600,8916.895277556101,0.00025287643,0.0003798149,0.00023492902,6.550835227554111,-8.53595660791149,-12.922923585270745,-10.711411359546716,18.471354712290875,-17.732771914704166,8.181548872361983,4.280761614355995,15.189496795806377
605,8916.895277556101,0.00010725386,0.00044753222,0.00013561157,4.6743530210991455,-9.460295156122868,-14.183319200690587,-9.167967223454564,18.69883600897932,-16.264490017184386,8.514586890807205,4.977618574548233,14.981610528414791
