Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1250.0,-3.2617240313934133,10171.564140268898
1150.0,-3.2949175631148453,9831.681582568344
1050.0,-3.3295136704479034,9548.811321464862
950.0,-3.363516267134209,9305.42035530658
850.0,-3.3985608108330516,9042.487494183735
750.0,-3.436048863904827,8805.59029281642
