Freq_rad_ps,VDOS_K,VDOS_Mg
3.060371646547977065e+01,8.172196335676498377e-03,1.080675312756586987e-02
3.069346343458675008e+01,8.165402350430710915e-03,1.116982794614887649e-02
3.078321040369372952e+01,8.631029935275822199e-03,1.110897277969863199e-02
3.087295737280070540e+01,9.079959149799870718e-03,1.030049636614968796e-02
3.096270434190768484e+01,9.174597575438861105e-03,1.073768308639043954e-02
3.105245131101466427e+01,9.851948127107955366e-03,1.057234921010538273e-02
3.114219828012164371e+01,8.777703455778294861e-03,1.125413917058101787e-02
3.123194524922862314e+01,8.364560952501497865e-03,1.101400983081711991e-02
3.132169221833560258e+01,8.225619656126295642e-03,1.010918735253812234e-02
3.141143918744258201e+01,8.346254432411397486e-03,8.858114865863285850e-03
3.150118615654955434e+01,7.995995567122436351e-03,9.489152357162803503e-03
3.159093312565653378e+01,7.679122609899551900e-03,1.082550592937511422e-02
3.168068009476351321e+01,8.636616349746498861e-03,9.827648275381422119e-03
3.177042706387049265e+01,7.842459308674231550e-03,8.833471587389653268e-03
3.186017403297747208e+01,7.706000246281943800e-03,8.332230289207157720e-03
3.194992100208445152e+01,6.852705261851318140e-03,8.871552946848776031e-03
3.203966797119142740e+01,6.198886160306085920e-03,9.657782337652283042e-03
3.212941494029841039e+01,7.505955178518751783e-03,1.011238849277150409e-02
3.221916190940538627e+01,7.996088996998865564e-03,1.058811174318463957e-02
3.230890887851236926e+01,6.927684847540770130e-03,9.707703561816029281e-03
3.239865584761934514e+01,6.542551883823730964e-03,9.027662901699245318e-03
3.248840281672632813e+01,7.312049455376741676e-03,8.646132877210091841e-03
3.257814978583330401e+01,7.888630833650777524e-03,9.586275647837438213e-03
3.266789675494027989e+01,6.787576659757355545e-03,8.931654683849852422e-03
3.275764372404726288e+01,6.271056607674775629e-03,8.892419072704580568e-03
3.284739069315423876e+01,7.247390814918469766e-03,9.280090175802830146e-03
3.293713766226122175e+01,7.199051511717118046e-03,1.028620569756890160e-02
3.302688463136819763e+01,6.666977039195691977e-03,8.603156812085101246e-03
3.311663160047518062e+01,6.390431210331964755e-03,9.096983141602647469e-03
3.320637856958214940e+01,6.664486194759941529e-03,8.849815494689768774e-03
3.329612553868913238e+01,5.780851406406242038e-03,9.500214891003128798e-03
3.338587250779610827e+01,5.285055934615355035e-03,8.683191756414755311e-03
3.347561947690309125e+01,5.844234365438404598e-03,9.112661115852233387e-03
3.356536644601006714e+01,6.574649499077310846e-03,9.764369917416665379e-03
3.365511341511705012e+01,5.836462826821656874e-03,9.042553491331590046e-03
3.374486038422402601e+01,5.194352968258957558e-03,8.471146558782382055e-03
3.383460735333100899e+01,5.482563915413314788e-03,8.747037440094267494e-03
3.392435432243798488e+01,5.497064457847508460e-03,9.148815238107604192e-03
3.401410129154496076e+01,5.603852360165839305e-03,8.907531098007083134e-03
3.410384826065194375e+01,5.391492228934904353e-03,9.802735279695497586e-03
3.419359522975891963e+01,6.332712800284746348e-03,9.472418905492944324e-03
3.428334219886590262e+01,6.268416493290268621e-03,8.397990834418925590e-03
3.437308916797287850e+01,5.105866248725458335e-03,8.431142904960092083e-03
