formula,molecularWeight,comp,melt,melt_unc,melt_ref,boil,boil_unc,boil_ref,rho_a,rho_b,rho_range,rho_unc,rho_ref,mu_a,mu_b,mu_a2,mu_b2,mu_c,mu_range,mu_unc,mu_ref,k_a,k_b,k_range,k_unc,k_ref,cp_a,cp_b,cp_c,cp_d,cp_unc,cp_ref,sigma_a,sigma_b,sigma_range,sigma_unc,sigma_ref
BeF2-LiF,33.1031,0.34-0.66,733,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",1673,----,"Jerden, J. Molten Salt Thermophysical Properties Database Development: 2019 Update; Argonne, IL (United States), 2019. https://doi.org/10.2172/1559846.",2.41E+00,4.88E-04,787.7-1093.5,1,"Cantor, S. Density and Viscosity of Several Molten Fluoride Mixtures; Oak Ridge, TN (United States), 1973. https://doi.org/10.2172/4419855.",1.16E-01,3.12E+04,----,----,----,873-1073,15,"Cantor, S.; Cooke, J. W.; Dworkin, A. S.; Robbins, G. D.; Thoma, R. E.; Watson, G. M. PHYSICAL PROPERTIES OF MOLTEN-SALT REACTOR FUEL, COOLANT, AND FLUSH SALTS - ORNL - TM - 2316; Cantor, S., Ed.; Oak Ridge, TN (United States), 1968. https://doi.org/10.2172/4492893.",1.10E+00,0.00E+00,773-1173,25,"Rosenthal, M. W.; Briggs, R. B.; Kasten, P. R. MOLTEN-SALT REACTOR PROGRAM SEMIANNUAL PROGRESS REPORT FOR PERIOD ENDING AUGUST 31, 1968. ORNL-4344; IX: Oak Ridge, TN (United States), 1969. https://doi.org/10.2172/4805939.",79.90,----,----,----,10,"Rosenthal, M. W.; Briggs, R. B.; Kasten, P. R. MOLTEN-SALT REACTOR PROGRAM SEMIANNUAL PROGRESS REPORT FOR PERIOD ENDING AUGUST 31, 1968. ORNL-4344; IX: Oak Ridge, TN (United States), 1969. https://doi.org/10.2172/4805939.",----,----,--------,----,----
BeF2-LiF,33.5245,0.36-0.64,730,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,5.94E-02,3.83E+04,----,----,----,740-860,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,34.3672,0.4-0.6,715,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,35.4207,0.45-0.55,686,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,2.07E-02,4.96E+04,----,----,----,700-820,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,36.4742,0.5-0.5,654,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,2.35E+00,4.24E-04,800-1080,3,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",8.45E-03,5.87E+04,----,----,----,660-840,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,297.80,0.12,1898.0,3,"K. Yajima, H. Moriyama, J. Oishi, Y. Tominaga, ""Surface Tension of Lithium Fluoride and Beryllium Fluoride Binary Melt"", The Journal of Physical Chemistry, vol. 86, no. 21, pp. 4193-4196 (1982)"
BeF2-LiF,37.5277,0.55-0.45,661,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,6.27E-03,6.47E+04,----,----,----,680-840,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,38.5812,0.6-0.4,714,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,4.21E-03,7.25E+04,----,----,----,720-840,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,39.6346,0.65-0.35,750,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,3.11E-03,8.04E+04,----,----,----,740-980,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,40.6881,0.7-0.3,771,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,2.02E-03,8.99E+04,----,----,----,760-940,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,41.7416,0.75-0.25,778,5*,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,2.16E+00,2.39E-04,860-1130,3,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",9.20E-04,1.03E+05,----,----,----,780-960,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,42.7951,0.8-0.2,778,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,5.98E-04,1.15E+05,----,----,----,840-980,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,43.8486,0.85-0.15,772,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,4.57E-04,1.25E+05,----,----,----,820-1000,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,44.6913,0.89-0.11,768,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,2.08E+00,1.48E-04,1020-1130,3,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,44.902,0.9-0.1,768,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,1.71E-04,1.44E+05,----,----,----,880-1120,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,45.1127,0.91-0.09,769,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,1.99E-04,1.46E+05,----,----,----,820-1100,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,45.5341,0.93-0.07,774,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,1.05E-04,1.57E+05,----,----,----,860-1100,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,45.9555,0.95-0.05,782,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,7.69E-05,1.65E+05,----,----,----,840-1100,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,46.1662,0.96-0.04,788,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,6.05E-05,1.71E+05,----,----,----,880-1080,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,46.3769,0.97-0.03,796,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,2.31E-05,1.84E+05,----,----,----,880-1180,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,46.5876,0.98-0.02,804,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,6.62E-06,1.98E+05,----,----,----,900-1240,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,46.7983,0.99-0.01,814,15,"Benes, O.; Konings, R.J.M. Thermodynamic evaluation of the (LiF + NaF + BeF2 + PuF3) system: An actinide burner fuel. J. Chem. Thermodyn. 2009, 41 (10), 1086-1095.",----,----,----,----,----,----,----,----,1.53E-06,2.17E+05,----,----,----,980-1240,15,"Cantor, S.; Ward, W. T.; Moynihan, C. T. Viscosity and Density in Molten BeF2 -LiF Solutions. J. Chem. Phys. 1969, 50 (7), 2874-2879. https://doi.org/10.1063/1.1671478.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF,----,0.15-0.85,1038,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,340.80,0.12,2273.0,3,"K. Yajima, H. Moriyama, J. Oishi, Y. Tominaga, ""Surface Tension of Lithium Fluoride and Beryllium Fluoride Binary Melt"", The Journal of Physical Chemistry, vol. 86, no. 21, pp. 4193-4196 (1982)"
BeF2-LiF,----,0.25-0.75,916,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,328.50,0.13,2113.0,3,"K. Yajima, H. Moriyama, J. Oishi, Y. Tominaga, ""Surface Tension of Lithium Fluoride and Beryllium Fluoride Binary Melt"", The Journal of Physical Chemistry, vol. 86, no. 21, pp. 4193-4196 (1982)"
BeF2-LiF,----,0.33-0.67,733,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,323.50,0.13,2034.0,3,"K. Yajima, H. Moriyama, J. Oishi, Y. Tominaga, ""Surface Tension of Lithium Fluoride and Beryllium Fluoride Binary Melt"", The Journal of Physical Chemistry, vol. 86, no. 21, pp. 4193-4196 (1982)"
BeF2-LiF,----,0.67-0.33,758,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,295.80,0.12,1846.0,3,"K. Yajima, H. Moriyama, J. Oishi, Y. Tominaga, ""Surface Tension of Lithium Fluoride and Beryllium Fluoride Binary Melt"", The Journal of Physical Chemistry, vol. 86, no. 21, pp. 4193-4196 (1982)"
BeF2-LiF-NaF,36.9637,0.15-0.36-0.49,870,5*,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,2.48E+00,3.90E-04,870-1273,5,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",1.73E-01,2.53E+04,----,----,----,873-1073,10,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-NaF,39.2913,0.23-0.24-0.53,808,5*,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,2.45E+00,3.90E-04,808-1273,5,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",1.57E-01,2.63E+04,----,----,----,873-1073,10,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,----,----,99.79,----,----,----,25,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",----,----,--------,----,----
BeF2-LiF-NaF,40.8262,0.28-0.16-0.56,751,5*,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,2.33E+00,4.10E-04,751-1273,5,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",1.11E-01,2.90E+04,----,----,----,873-1073,10,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,----,----,90.47,----,----,----,25,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",----,----,--------,----,----
BeF2-LiF-NaF,42.2406,0.29-0.075-0.635,810,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,90.05,----,----,----,25,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",----,----,--------,----,----
BeF2-LiF-NaF,42.7422,0.31-0.05-0.64,828,5*,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,2.53E+00,5.00E-04,828-1273,5,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",1.38E-01,2.86E+04,----,----,----,873-1073,10,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,----,----,91.33,----,----,----,25,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",----,----,--------,----,----
BeF2-LiF-NaF,38.921,0.38-0.31-0.31,588,5*,"Williams, D. F. Assessment of Candidate Molten Salt Coolants for the Advanced High Temperature Reactor (AHTR); United States. Department of Energy: Oak Ridge, TN, 2006a. https://doi.org/10.2172/885975.",----,----,----,2.38E+00,4.75E-04,----,----,"Shishido, H.; Yusa, N.; Hashizume, H.; Ishii, Y.; Ohtori, N. Thermal Design Investigation for a Flinabe Blanket System. Fusion Sci. Technol. 2017, 72 (3), 1-7. https://doi.org/10.1080/15361055.2017.1330623.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-NaF,38.279,0.38-0.35-0.27,636,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,94.55,----,----,----,25,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",----,----,--------,----,----
BeF2-LiF-NaF-UF4,47.7831,0.2-0.21-0.56-0.03,778,5*,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,2.85E+00,4.80E-04,778-1273,5,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",7.37E-02,3.34E+04,----,----,----,873-1073,10,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,----,----,90.00,----,----,----,25,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",----,----,--------,----,----
BeF2-LiF-ThF4,71.4962,0.1499-0.6998-0.1503,715,----,MSTDB-TC,----,----,----,4.44E+00,9.53E-04,816.6-1022.7,1,"Cantor, S. Density and Viscosity of Several Molten Fluoride Mixtures; Oak Ridge, TN (United States), 1973. https://doi.org/10.2172/4419855.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-ThF4,61.97,0.157-0.727-0.116,757,----,MSTDB-TC,----,----,----,----,----,----,----,----,1.09E-01,3.40E+04,----,----,----,826-946,15,"Cantor, S. Density and Viscosity of Several Molten Fluoride Mixtures; Oak Ridge, TN (United States), 1973. https://doi.org/10.2172/4419855.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-ThF4,63.5182,0.1796-0.7006-0.1198,703,----,MSTDB-TC,----,----,----,4.04E+00,8.06E-04,806.4-1014.4,1,"Cantor, S. Density and Viscosity of Several Molten Fluoride Mixtures; Oak Ridge, TN (United States), 1973. https://doi.org/10.2172/4419855.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-ThF4,47.9246,0.2388-0.7011-0.0601,707,----,MSTDB-TC,----,----,----,3.30E+00,6.71E-04,828.3-980.6,1,"Cantor, S. Density and Viscosity of Several Molten Fluoride Mixtures; Oak Ridge, TN (United States), 1973. https://doi.org/10.2172/4419855.",6.60E-02,3.64E+04,----,----,----,799-926,15,"Cantor, S. Density and Viscosity of Several Molten Fluoride Mixtures; Oak Ridge, TN (United States), 1973. https://doi.org/10.2172/4419855.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
