Cl-Cl		Mg-Cl		Mg-Mg	
4.593750000	0.483720234	4.593750000	0.251169572	4.593750000	0.166321167
4.646250000	0.451162163	4.646250000	0.264618506	4.646250000	0.149910687
4.698750000	0.434003510	4.698750000	0.272256740	4.698750000	0.141954739
4.751250000	0.416767177	4.751250000	0.282889746	4.751250000	0.128580321
4.803750000	0.400899372	4.803750000	0.292627322	4.803750000	0.123488378
4.856250000	0.390600477	4.856250000	0.300521072	4.856250000	0.113875676
4.908750000	0.380519315	4.908750000	0.307427113	4.908750000	0.107183028
4.961250000	0.372839632	4.961250000	0.312978981	4.961250000	0.101870820
5.013750000	0.364964405	5.013750000	0.322087425	5.013750000	0.100601273
5.066250000	0.365374006	5.066250000	0.328993014	5.066250000	0.097130193
5.118750000	0.360908198	5.118750000	0.335607934	5.118750000	0.096085066
5.171250000	0.358244658	5.171250000	0.341894995	5.171250000	0.095834532
5.223750000	0.357349038	5.223750000	0.353253812	5.223750000	0.095388944
5.276250000	0.357295792	5.276250000	0.359809416	5.276250000	0.098945774
5.328750000	0.361656004	5.328750000	0.365454674	5.328750000	0.096827303
5.381250000	0.367533695	5.381250000	0.372285567	5.381250000	0.099832528
5.433750000	0.370188043	5.433750000	0.381139393	5.433750000	0.102822887
5.486250000	0.376398513	5.486250000	0.382468194	5.486250000	0.102016782
5.538750000	0.386050902	5.538750000	0.386422117	5.538750000	0.105173452
5.591250000	0.397323449	5.591250000	0.385331643	5.591250000	0.108568115
5.643750000	0.399489360	5.643750000	0.385972377	5.643750000	0.111806617
5.696250000	0.417360603	5.696250000	0.383471878	5.696250000	0.115376257
5.748750000	0.428775664	5.748750000	0.379917218	5.748750000	0.116049798
5.801250000	0.443710594	5.801250000	0.375573117	5.801250000	0.119633072
5.853750000	0.457273389	5.853750000	0.367891959	5.853750000	0.121773159
5.906250000	0.475523488	5.906250000	0.358558302	5.906250000	0.125282111
5.958750000	0.490505833	5.958750000	0.347738817	5.958750000	0.126574586
6.011250000	0.509961396	6.011250000	0.341050227	6.011250000	0.131286570
6.063750000	0.521635828	6.063750000	0.328575584	6.063750000	0.133803268
6.116250000	0.545642310	6.116250000	0.317080963	6.116250000	0.135933295
6.168750000	0.564427131	6.168750000	0.306232780	6.168750000	0.137387980
6.221250000	0.579666487	6.221250000	0.297689299	6.221250000	0.140969504
6.273750000	0.594121719	6.273750000	0.288274299	6.273750000	0.144590632
6.326250000	0.610481152	6.326250000	0.275979583	6.326250000	0.147322830
6.378750000	0.624860427	6.378750000	0.269652433	6.378750000	0.151545410
6.431250000	0.645837208	6.431250000	0.257417067	6.431250000	0.152284930
6.483750000	0.657390948	6.483750000	0.251602858	6.483750000	0.155103653
6.536250000	0.667529197	6.536250000	0.244477386	6.536250000	0.155997229
6.588750000	0.684919906	6.588750000	0.241263939	6.588750000	0.158045704
6.641250000	0.685725602	6.641250000	0.237031257	6.641250000	0.161821533
6.693750000	0.698126704	6.693750000	0.235124437	6.693750000	0.163085403
6.746250000	0.699568154	6.746250000	0.233218339	6.746250000	0.161541748
6.798750000	0.706320068	6.798750000	0.232712780	6.798750000	0.166931377
6.851250000	0.709180576	6.851250000	0.229406754	6.851250000	0.166491712
6.903750000	0.709984520	6.903750000	0.228417992	6.903750000	0.166945511
6.956250000	0.711789756	6.956250000	0.229415679	6.956250000	0.167205618
7.008750000	0.707523092	7.008750000	0.233207263	7.008750000	0.167272620
7.061250000	0.702004937	7.061250000	0.233550700	7.061250000	0.169734325
7.113750000	0.697330874	7.113750000	0.234530060	7.113750000	0.166699197
7.166250000	0.689719211	7.166250000	0.237872943	7.166250000	0.169888925
7.218750000	0.679299151	7.218750000	0.240130888	7.218750000	0.166746244
7.271250000	0.673245020	7.271250000	0.243357975	7.271250000	0.167369229
7.323750000	0.661327607	7.323750000	0.246335008	7.323750000	0.167484997
7.376250000	0.651761866	7.376250000	0.250483844	7.376250000	0.167995966
7.428750000	0.643306267	7.428750000	0.254991458	7.428750000	0.162437885
7.481250000	0.632299207	7.481250000	0.257454633	7.481250000	0.163174139
7.533750000	0.617318533	7.533750000	0.263195434	7.533750000	0.161848569
7.586250000	0.608588243	7.586250000	0.266116567	7.586250000	0.161593552
7.638750000	0.597313180	7.638750000	0.270762437	7.638750000	0.159025992
7.691250000	0.583625882	7.691250000	0.274405308	7.691250000	0.158298610
7.743750000	0.573384511	7.743750000	0.279965961	7.743750000	0.156464929
7.796250000	0.561144203	7.796250000	0.281591794	7.796250000	0.152832333
7.848750000	0.553360140	7.848750000	0.286991357	7.848750000	0.150275839
7.901250000	0.545229431	7.901250000	0.289350209	7.901250000	0.149671306
7.953750000	0.538147440	7.953750000	0.294743852	7.953750000	0.147387794
8.006250000	0.533019189	8.006250000	0.296634537	8.006250000	0.146221169
8.058750000	0.522919318	8.058750000	0.299690702	8.058750000	0.142653963
8.111250000	0.520263850	8.111250000	0.303746452	8.111250000	0.141251631
8.163750000	0.512377438	8.163750000	0.305689179	8.163750000	0.138610385
8.216250000	0.508982111	8.216250000	0.309582348	8.216250000	0.138738236
8.268750000	0.503906693	8.268750000	0.311980040	8.268750000	0.136503281
8.321250000	0.503562588	8.321250000	0.310899664	8.321250000	0.133733791
8.373750000	0.501942750	8.373750000	0.314774844	8.373750000	0.133901818
8.426250000	0.501411271	8.426250000	0.313387914	8.426250000	0.131557839
8.478750000	0.500816653	8.478750000	0.315794915	8.478750000	0.131532923
8.531250000	0.499015455	8.531250000	0.315445376	8.531250000	0.129790532
8.583750000	0.502006345	8.583750000	0.315927051	8.583750000	0.130080158
8.636250000	0.501387641	8.636250000	0.316252079	8.636250000	0.128080207
8.688750000	0.507524529	8.688750000	0.316400445	8.688750000	0.128297418
8.741250000	0.511650641	8.741250000	0.315721509	8.741250000	0.128627697
8.793750000	0.516033604	8.793750000	0.314771552	8.793750000	0.130442801
8.846250000	0.522388429	8.846250000	0.312062884	8.846250000	0.130248716
8.898750000	0.522527644	8.898750000	0.312202123	8.898750000	0.131260801
8.951250000	0.528771269	8.951250000	0.309013291	8.951250000	0.133446503
9.003750000	0.537221880	9.003750000	0.307839682	9.003750000	0.133139924
9.056250000	0.539704455	9.056250000	0.305036481	9.056250000	0.133862602
9.108750000	0.543221019	9.108750000	0.302121371	9.108750000	0.133338557
9.161250000	0.551618021	9.161250000	0.300352373	9.161250000	0.136216732
9.213750000	0.556727433	9.213750000	0.297046198	9.213750000	0.138506675
9.266250000	0.565616398	9.266250000	0.294987113	9.266250000	0.137731404
9.318750000	0.570576081	9.318750000	0.292975452	9.318750000	0.139105469
9.371250000	0.577509623	9.371250000	0.290614316	9.371250000	0.140812950
9.423750000	0.583982856	9.423750000	0.286904873	9.423750000	0.140920359
9.476250000	0.586636055	9.476250000	0.285203042	9.476250000	0.142717996
9.528750000	0.593190048	9.528750000	0.282623923	9.528750000	0.143454604
9.581250000	0.599337378	9.581250000	0.277709763	9.581250000	0.143826918
9.633750000	0.603397386	9.633750000	0.277501481	9.633750000	0.145370981
9.686250000	0.606255305	9.686250000	0.276773146	9.686250000	0.143334196
9.738750000	0.610619972	9.738750000	0.274336535	9.738750000	0.145474744
9.791250000	0.612772598	9.791250000	0.272846348	9.791250000	0.147492155
9.843750000	0.614856696	9.843750000	0.271428046	9.843750000	0.147648506
9.896250000	0.615317466	9.896250000	0.270032288	9.896250000	0.149349173
9.948750000	0.616232023	9.948750000	0.266788066	9.948750000	0.150533319
10.001250000	0.618652520	10.001250000	0.268784959	10.001250000	0.150262308
10.053750000	0.617070671	10.053750000	0.266827441	10.053750000	0.148211277
10.106250000	0.616950428	10.106250000	0.266219114	10.106250000	0.149766138
10.158750000	0.614837611	10.158750000	0.266127260	10.158750000	0.149736492
10.211250000	0.613963197	10.211250000	0.268011738	10.211250000	0.150058348
10.263750000	0.612514749	10.263750000	0.267043592	10.263750000	0.149744287
10.316250000	0.612390652	10.316250000	0.265776467	10.316250000	0.149542349
10.368750000	0.609138312	10.368750000	0.267629587	10.368750000	0.152062771
10.421250000	0.606948947	10.421250000	0.268898676	10.421250000	0.149960353
10.473750000	0.605794693	10.473750000	0.269959987	10.473750000	0.150212207
