Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1403.0,-3.187508366543422,10312.442810418372
1303.0,-3.219725328901685,10010.612572961742
1203.0,-3.25452737814525,9822.178598209253
1103.0,-3.290142858361888,9528.954450959012
1003.0,-3.3254400063732636,9296.238441269916
903.0,-3.3634760723376185,9023.111141509216
