Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Cl_x,J_Cl_y,J_Cl_z,J_K_x,J_K_y,J_K_z,J_Mg_x,J_Mg_y,J_Mg_z
90,8920.967318813196,-0.00025558998,-0.0007013087,-0.00078378664,1.6450029972165803,-13.770835309065214,-18.638091235005092,14.217893871307426,22.37112824550597,18.54886084423676,-9.57753517625785,-3.398258729012401,-8.452313695932817
95,8920.967318813196,-0.00035559697,-0.0005880826,-0.00060572,2.9331675512057753,-14.02534340374906,-15.923008094619988,14.094174171244628,21.939071468734866,16.92594314381974,-10.741979867759408,-2.7116937947106874,-9.544479053948157
100,8920.967318813196,-0.00043043078,-0.00048961194,-0.00044587054,3.5391348542379975,-14.008906174736252,-13.573495519134713,13.747827138867827,21.187783628631824,15.329127801561548,-11.001600331380512,-1.9768434336514709,-10.297176411448595
105,8920.967318813196,-0.0005186669,-0.0004289188,-0.00030612134,3.699160207414012,-13.938809684641923,-11.945709334866521,13.130773294949574,20.1514000648596,13.767980020470782,-10.544571982683163,-1.0105566549249718,-10.363814443917791
110,8920.967318813196,-0.0006318289,-0.00039838927,-0.00018217275,3.6920214517085608,-14.01065063817578,-11.138588391613713,12.213751832510422,18.846546392818407,12.261002675272973,-9.620411698663855,0.3661379418550257,-9.663957625875332
115,8920.967318813196,-0.00075217534,-0.0003891804,-7.237129e-05,3.700955929863996,-14.242475113247123,-10.923635422388582,10.989691012724176,17.282480483503303,10.829734521546268,-8.405285167145092,2.1620282572326452,-8.447642378349405
120,8920.967318813196,-0.0008592472,-0.00039623794,2.0070329e-05,3.7944555998360574,-14.444668895246208,-10.901009200393716,9.472597442010407,15.469305788744958,9.488512462095311,-6.981691314323295,4.177396941660458,-7.1290463726477125
125,8920.967318813196,-0.0009451808,-0.00039817384,8.941336e-05,3.928617183529239,-14.344961032800272,-10.72619828356805,7.6954215620695665,13.422931140004644,8.235373904766018,-5.338676779568384,6.124063599264968,-6.050718981627574
130,8920.967318813196,-0.0010074304,-0.0003590307,0.00013524253,3.9531093397990817,-13.746672744816825,-10.26937565800931,5.707018824315708,11.16754170710889,7.048645242551424,-3.3747662667675895,7.781164976222112,-5.320812975289728
135,8920.967318813196,-0.0010393491,-0.00025927465,0.00016429534,3.678447729530486,-12.561737001336516,-9.64098788733103,3.5661176435675213,8.73562576186229,5.890027933063971,-0.9592035462057238,9.028145204159564,-4.790583198715897
140,8920.967318813196,-0.0010360319,-0.000114246504,0.00018155386,2.956890428026777,-10.726582732213062,-9.089519007422535,1.3327577244546216,6.164510300207142,4.7096816098612875,1.9957136806759372,9.764106239577426,-4.161705790088011
145,8920.967318813196,-0.0010013471,3.5802743e-05,0.00018053154,1.7719731825109166,-8.111432426079334,-8.839323447906313,-0.9393567979999373,3.4896135535151798,3.4482250840276496,5.45274537445842,9.823852415800111,-3.1504448778873417
150,8920.967318813196,-0.00094202854,0.00014553018,0.00014964836,0.3411290029298426,-4.470929474956853,-8.937003642448005,-3.2066442317330788,0.7373131764294767,2.0357214817534217,9.150876978287517,8.93565004082445,-1.6402611151138196
155,8920.967318813196,-0.00086789014,0.00016744882,8.238253e-05,-0.9261653425783214,0.5009080872100515,-9.178895889916056,-5.434736216798554,-2.077561555018595,0.39305458260539705,12.646263508932709,6.778687361692913,0.24429812067640122
160,8920.967318813196,-0.0008053552,3.9445284e-05,-2.648533e-05,-1.572635006385105,6.89334582870514,-9.186916005426657,-7.593721230202717,-4.944368307669112,-1.5571815382888632,15.451718363902575,3.253056646843742,2.202554314520537
165,8920.967318813196,-0.00079264893,-0.00028394724,-0.00017042259,-1.195666802722834,14.196560267248513,-8.555681778681944,-9.651974401598062,-7.838901376556645,-3.8675681475167254,17.13300369520478,-1.15562497888941,3.8817070091240806
170,8920.967318813196,-0.0008369817,-0.0007618294,-0.00031329138,0.38027386083967496,21.32005405598602,-6.973905734485068,-11.573245770328292,-10.70681989789712,-6.537734914235191,17.478334517238938,-5.411200210347761,4.97009749103702
175,8920.967318813196,-0.00089443894,-0.0012609882,-0.0004033383,2.9717512007205134,27.174057729125252,-4.397859328964877,-13.320739764750545,-13.465678952344497,-9.497673451644662,16.634351066618212,-8.506345232575127,5.353989418013521
180,8920.967318813196,-0.0009070223,-0.0016300066,-0.00039529262,6.196971875642243,31.1830269486627,-1.1414067071601064,-14.86733866977498,-16.029497028517035,-12.614825677311021,14.955729105115854,-9.95149634295858,5.214689294494315
185,8920.967318813196,-0.0008324082,-0.001762453,-0.00026281265,9.713959238904401,33.30456206359212,2.2558147479575807,-16.205814845188222,-18.336825584133585,-15.719822094720005,12.777218033864148,-9.765703079764807,4.92246396354542
190,8920.967318813196,-0.00065629365,-0.001623846,-3.0979358e-05,13.287935905381797,33.79355219412083,5.199649567666668,-17.352774318079685,-20.359248838652384,-18.63361859808603,10.350200946325305,-8.232270122863428,4.892426083197757
195,8920.967318813196,-0.00041453075,-0.0012620216,0.00021314726,16.806946757277263,32.97459933465417,7.203206597407148,-18.345825898138504,-22.088021397404482,-21.184826863226338,7.824241864624884,-5.684545041317776,5.440077402380238
200,8920.967318813196,-0.0001748305,-0.0007796221,0.00037881391,20.30346048153182,31.06488031253228,8.033088546037067,-19.236146749133116,-23.515958316307042,-23.2216223498933,5.218048778085023,-2.346888957393547,6.646991035419456
205,8920.967318813196,2.5056283e-05,-0.00028753706,0.00043004513,23.864910928877183,28.170319383674723,7.799297419945973,-20.073965355307667,-24.629511182656472,-24.629315060878735,2.4944174752880217,1.6612250995810411,8.288474685089136
210,8920.967318813196,0.00019844402,0.00012409288,0.00038201248,27.472275599629018,24.514977605595952,6.995235282183744,-20.884986735803405,-25.413674298828326,-25.35673055105937,-0.30192575413199574,6.1007302799359415,9.819952174437757
215,8920.967318813196,0.00036903046,0.00040394222,0.00027554674,30.88595409068056,20.58441409655188,6.353162657220269,-21.64780313578864,-25.864703028733693,-25.44071670583865,-2.9527879149983773,10.482322827515144,10.54601075425901
220,8920.967318813196,0.00053636,0.0005470472,0.00016213761,33.63942118950036,16.98008076938367,6.490837281367891,-22.289792602475575,-26.001817340622274,-25.010806335027812,-5.06426549342829,14.2237701819492,9.978425557330889
225,8920.967318813196,0.00068877055,0.00058342656,7.586148e-05,35.21721106727001,14.241853670527226,7.636426073006269,-22.708138279003254,-25.869385429055747,-24.26438655933519,-6.22370982496174,16.829565260714567,8.08641719353775
230,8920.967318813196,0.00083086855,0.0005570096,8.990546e-06,35.338019698757755,12.792831115818439,9.6267643360538,-22.80472720235172,-25.528819414403024,-23.422457527013396,-6.247929168335001,17.93802214947454,5.254149968981916
235,8920.967318813196,0.0009804844,0.0005034612,-7.654329e-05,34.056008140779774,12.881123194864804,12.10103400705471,-22.516454407771892,-25.046702176168722,-22.685129959889974,-5.254190349188471,17.36761270182133,2.042552836172515
240,8920.967318813196,0.001136939,0.00043712254,-0.00021812017,31.635626822260274,14.522454185266712,14.71683627751549,-21.827175743311603,-24.48406669809988,-22.197448964005826,-3.523087594462747,15.163646488140055,-1.0609305232805788
245,8920.967318813196,0.0012659176,0.00035388704,-0.00043269072,28.42191858071737,17.49026129509092,17.240899384545585,-20.75833401617398,-23.88709146269315,-22.02684290318096,-1.3782212100424376,11.598864129375853,-3.755599972254889
250,8920.967318813196,0.0013264761,0.00024556258,-0.0007146791,24.824558709521174,21.286611652391905,19.52145008835393,-19.347173048846678,-23.27981702114625,-22.15457834379843,0.8079773232373855,7.195239255825707,-5.908415273742752
255,8920.967318813196,0.0013089845,0.00011545128,-0.0010401544,21.31190989167364,25.152947916193618,21.468680371459364,-17.62760182819999,-22.662046414554375,-22.486476711062867,2.6010549114351607,2.7111321346334982,-7.523747085538593
260,8920.967318813196,0.0012410663,-1.3354862e-05,-0.0013684484,18.265415397903336,28.268972934015423,23.042494029043112,-15.623398798857455,-22.015034334257464,-22.883527022757193,3.6433464779464266,-1.0519049435800305,-8.70051048253979
265,8920.967318813196,0.0011599289,-0.00010613331,-0.0016509115,15.782179403818649,30.057816257201004,24.155540071271346,-13.35294142643885,-21.313476708775802,-23.203278241060477,3.8561251880808713,-3.542305654785469,-9.493805225868961
270,8920.967318813196,0.0010913501,-0.00013794405,-0.0018405335,13.650440158043693,30.354719155115145,24.598787169459634,-10.840225106262885,-20.539814959745797,-23.33589487612321,3.475148178512275,-4.612870262755041,-9.804435382920452
275,8920.967318813196,0.0010501236,-9.758935e-05,-0.0018985475,11.519354446536,29.349189550827738,24.147150908647696,-8.127427206517826,-19.696794636487482,-23.221471707642056,2.893436277233225,-4.450360801195804,-9.46722224158609
280,8920.967318813196,0.0010295918,2.8579647e-05,-0.0017991596,9.09858051196306,27.424834901714334,22.664999363001648,-5.282799252401098,-18.813596610661946,-22.845804430616997,2.469582501746875,-3.4092043476205633,-8.360737916914761
285,8920.967318813196,0.0009882062,0.00024644737,-0.0015364635,6.284690016349036,25.026368351647754,20.020801298207466,-2.3973437674988944,-17.942562481433875,-22.222017988307787,2.398017907987044,-1.8817717897848536,-6.34032652103949
290,8920.967318813196,0.0008770749,0.00052420463,-0.0011397015,3.1929631081234193,22.567269752579016,16.034834908547005,0.4308151903920949,-17.14782714371355,-21.369292595561863,2.6615858440626043,-0.217408480684118,-3.2070852783103625
295,8920.967318813196,0.0006870232,0.0007976329,-0.00067977374,0.08583828251130221,20.356299957139065,10.658250303854356,3.1165281448289854,-16.491110814298686,-20.297022120481284,3.082997599026233,1.3368450960794673,1.0972288086018374
300,8920.967318813196,0.00046098966,0.0010061897,-0.00024082407,-2.746240295582999,18.596318416819926,4.194522611618552,5.600672592469567,-16.02025459950523,-18.997643501068392,3.4309313841138955,2.625970485531706,6.26157835554889
305,8920.967318813196,0.000253519,0.0011225101,0.0001226445,-5.042493195528097,17.486777941761368,-2.65017318756513,7.849664864407386,-15.763018620542375,-17.44841068857918,3.478191699562406,3.4782749901266463,11.557041422184307
310,8920.967318813196,6.883468e-05,0.0011537442,0.00038553742,-6.548294058077318,17.228907073174454,-8.956885432391617,9.843616838661209,-15.723590914589245,-15.624296670961353,2.990040682509819,3.6967184174997776,16.03963990794412
315,8920.967318813196,-0.00013624167,0.001113994,0.0005211231,-7.051034840602825,17.81616254014896,-13.963457942478314,11.560534280731762,-15.876451538761067,-13.523327527385712,1.7758640907766976,3.2623240257805257,18.94524329139361
320,8920.967318813196,-0.0003770254,0.0010121283,0.0005087252,-6.518497003191901,18.93219508450872,-17.300313754611174,12.964659610617336,-16.160088140706605,-11.194397639817772,-0.1607991450520485,2.4299282977432997,19.95316905159827
325,8920.967318813196,-0.0006025475,0.00086656347,0.00035455675,-5.199670175454686,20.13696324087958,-18.93273692070948,14.008017676447825,-16.484523085797207,-8.7445567168505,-2.5229843134813263,1.5495948290469628,19.135751294158155
330,8920.967318813196,-0.00073203084,0.0006991945,8.584219e-05,-3.6001702546350405,21.15092901519254,-18.997431154653945,14.651352740622425,-16.76154972111175,-6.312928247898502,-4.765819194312978,0.8126557376951491,16.76881707909026
335,8920.967318813196,-0.00070496474,0.00050720386,-0.00025516955,-2.2749047920228884,22.02513711250684,-17.60212295962269,14.897212443857033,-16.941117192211053,-4.028780102293214,-6.336943848983689,0.11801552126298631,13.089360874565068
340,8920.967318813196,-0.0005068956,0.00028441852,-0.0006036622,-1.5500443445566843,22.9880551482729,-14.755707170115834,14.811817787618685,-17.024300664190328,-1.9838358047199796,-6.976409542047956,-0.7617190157773628,8.198001242603393
345,8920.967318813196,-0.00018031444,6.6861125e-05,-0.00089313014,-1.468413842874722,24.06791501286716,-10.684081152066984,14.515030414195405,-17.042994314477205,-0.22602829722743634,-6.761252453690002,-1.8228849979653217,2.3685677983708295
350,8920.967318813196,0.00016940814,-8.3903935e-05,-0.0011061837,-1.9362220526991196,24.943142453403304,-6.102017123859736,14.143035911956883,-17.02506285385602,1.2389203898783534,-5.921449671464113,-2.7160439722659255,-3.678444774155171
355,8920.967318813196,0.00040830937,-0.00012777415,-0.0012776471,-2.8640126436016518,25.160294085593364,-1.923028592655144,13.809562232176301,-16.9706849461531,2.44522178645823,-4.660185453126512,-2.98757360094287,-9.063735158214945
360,8920.967318813196,0.0004770235,-6.9603986e-05,-0.0014294983,-4.246807302717111,24.426832712857156,1.194848401711126,13.586969230096788,-16.850828951006648,3.4579876886237138,-3.0547978653277528,-2.373968420915208,-13.194378067655157
365,8920.967318813196,0.00043343613,5.0500363e-05,-0.0015351947,-6.090131935128274,22.780725830694443,2.9002873175504273,13.507872507527399,-16.621623935845562,4.353724989032369,-1.1323766220186084,-0.9570666714037563,-15.795554366897226
370,8920.967318813196,0.0003649042,0.00018780732,-0.0015581076,-8.277844712335998,20.57554778420456,3.030945844538972,13.57511472618183,-16.242253039292407,5.198691176668966,0.9880935952340537,0.8687407137428629,-16.771178912469146
375,8920.967318813196,0.0003080457,0.00031513476,-0.0014984013,-10.598398473660836,18.290861577839323,1.5751940390600394,13.770788054500951,-15.687989315300074,6.03543536075815,3.112973530029948,2.5991630862942667,-16.152171270372015
380,8920.967318813196,0.00024844147,0.00042958293,-0.0013808074,-12.8232693237583,16.261629204680162,-1.3838082556085682,14.063045661300865,-14.955167755401206,6.880233781403167,5.045586972681879,3.8955737217863327,-14.037967247484152
385,8920.967318813196,0.000155846,0.00053985347,-0.0012131212,-14.675436694923999,14.55877183081577,-5.6896049093166265,14.413020889967026,-14.059240045331837,7.7275988861001865,6.547779020572155,4.702503383096607,-10.5795359299477
390,8920.967318813196,8.352479e-06,0.0006448739,-0.0009938652,-15.786822024041175,13.14345259678486,-11.035760399617217,14.78353077135047,-13.029814779234886,8.55620465715039,7.2886546653743,5.088397159818394,-6.061986135300206
395,8920.967318813196,-0.00020220455,0.0007285831,-0.00074973854,-15.780587130989726,12.054760942424414,-16.90431370463834,15.14890147922791,-11.906149164583287,9.332514290734274,6.917049312570118,5.053422997991855,-0.9697427459136383
400,8920.967318813196,-0.00047344313,0.00076743984,-0.0005361229,-14.443140806644362,11.414848437867121,-22.633897073164057,15.502172184151402,-10.734506046627605,10.013417253110692,5.226332343691713,4.521692143524613,4.078937559247176
405,8920.967318813196,-0.0007935229,0.00073971297,-0.00040038282,-11.869783891568211,11.307406281280796,-27.57558448099467,15.854924007453647,-9.567531180948965,10.552328588368276,2.3002240725753227,3.4621595088726282,8.4817133525253
410,8920.967318813196,-0.0011343784,0.00064182136,-0.00035348788,-8.478582260645897,11.695993718989135,-31.204512841218317,16.22847226151147,-8.463867084140322,10.911513053804832,-1.4645258747779433,1.96990729045201,11.751457051007067
415,8920.967318813196,-0.0014478536,0.00050074735,-0.000367938,-4.852404852211744,12.427972369506834,-33.17166926549093,16.639793686048634,-7.484716604648231,11.077666689863715,-5.502024717433566,0.2587780527871466,13.552460157069186
420,8920.967318813196,-0.001675033,0.0003556909,-0.0004007636,-1.4972129636403242,13.268520776574961,-33.36018252732634,17.087882719101014,-6.68518543063222,11.073145728660183,-9.305305808907331,-1.381301575103226,13.745494200525647
425,8920.967318813196,-0.0017632049,0.00022012707,-0.00043122578,1.302911115430561,13.981724419157777,-31.882490011984423,17.545484125261407,-6.101517317877399,10.956097148904535,-12.56303112011771,-2.6781734428907864,12.384850205262891
430,8920.967318813196,-0.001686477,7.6028715e-05,-0.00047473682,3.3931925771016704,14.461192361689987,-28.951493320365486,17.959243976209233,-5.738925807759036,10.807346560432073,-15.067072436571074,-3.520232982754626,9.602604248028479
435,8920.967318813196,-0.0014658262,-7.2553376e-05,-0.0005633797,4.541624686472458,14.773529140220143,-24.817397145830952,18.260158406268726,-5.565961774510318,10.706683544594874,-16.516419043307145,-4.005534050443478,5.5691710234118785
440,8920.967318813196,-0.0011661662,-0.00016533972,-0.0007106243,4.455315537818935,15.036055823085567,-19.959816000262485,18.381863488483372,-5.5190088845073015,10.706512022348782,-16.551814716608682,-4.315013726339478,0.7117614543663227
445,8920.967318813196,-0.00085618265,-0.00015242265,-0.00088473235,2.955515589265806,15.252200379410732,-15.193791391704554,18.279011328814317,-5.516090700816524,10.814793043060511,-14.949162393052728,-4.534076383318553,-4.1625440539660055
450,8920.967318813196,-0.00057157676,-5.751899e-05,-0.0010382974,0.06429962655511812,15.266130618477847,-11.406833957384201,17.93815101251,-5.474108821759575,10.996001539751912,-11.717086047353558,-4.589988720016937,-8.13070986321097
455,8920.967318813196,-0.00032414272,5.518976e-05,-0.0011706287,-4.008235530021009,14.787498830493513,-9.21391354706616,17.379815005355862,-5.322181690094871,11.188836663597638,-7.086214976571834,-4.263284159237901,-10.516465498601494
460,8920.967318813196,-0.00011800126,0.00015246503,-0.0013196605,-8.9011462617027,13.484890594259566,-8.756007742775228,16.655152242427516,-5.008295000446951,11.330104808672356,-1.4686414334984574,-3.2745626717181047,-11.115639700836685
465,8920.967318813196,6.311264e-05,0.00025244785,-0.0014965344,-14.04970165373651,11.312403204774109,-9.626339059470457,15.839669440240481,-4.503523471419458,11.371687804578892,4.495396435430696,-1.606846320846035,-10.2868916691036
470,8920.967318813196,0.00023761007,0.0003840427,-0.0016626378,-18.661994589091602,8.616542705190456,-11.025305116856586,15.022783594044604,-3.8084349411254435,11.282322138527917,9.924575312735065,0.39392579265831884,-8.798560286649693
475,8920.967318813196,0.00039281012,0.00054748333,-0.001765066,-21.957381314686256,5.617690938991802,-12.237367052801389,14.291400565327947,-2.9587930303138887,11.0350589241589,13.951345185373462,2.543135764314412,-7.339235141767379
480,8920.967318813196,0.0005131556,0.00070634566,-0.0017686354,-23.485140990590498,2.192624496464636,-13.02104156446697,13.710378491536702,-2.02124719186823,10.591273446918446,16.06012711065963,5.0306565631151,-6.111775172710143
485,8920.967318813196,0.00059873424,0.00078822643,-0.0016647573,-23.193392466187102,-1.672873518967676,-13.522470337637102,13.306726230821894,-1.0742104466232427,9.895109500788774,16.172031009892486,7.949117757282419,-4.914182651245459
490,8920.967318813196,0.0006598092,0.00071860594,-0.001469549,-21.35902674333283,-5.552115882950957,-13.864133389004607,13.06360771684247,-0.1816770279189841,8.883819965778478,14.580783949789144,10.935826380566775,-3.561230131886507
495,8920.967318813196,0.00071972643,0.00049352087,-0.0012106107,-18.521027768948453,-8.737596560924784,-13.874253078436638,12.928582812016046,0.6255262336319829,7.511568546879086,11.877809811298754,13.314103438821531,-2.178858962036859
500,8920.967318813196,0.00080305274,0.00019075327,-0.0009175295,-15.277549396626458,-10.54325214488234,-13.257205518060843,12.836932628143199,1.351083726488735,5.784119061079789,8.725981557569714,14.394201295898435,-1.068457393539095
505,8920.967318813196,0.00090969197,-0.00010131583,-0.0006231621,-12.052692291211304,-10.51138021370606,-11.910332997587872,12.74028066780427,2.017885122598538,3.7928446860915095,5.5977765609812495,13.695527936197957,-0.4240556202525765
510,8920.967318813196,0.0010039629,-0.00033044777,-0.0003716464,-9.037075151632042,-8.614611999201212,-9.978693125946663,12.621247091935015,2.6461541360816128,1.7161722855617199,2.7011927540614424,11.170490617846278,-0.2790230152708971
515,8920.967318813196,0.0010366427,-0.0004683538,-0.00021677562,-6.20913389448924,-5.333742661820349,-7.691972648751094,12.482383117014773,3.237938185707472,-0.23604810736103587,0.012115650550943435,7.297837394854193,-0.6135231535876944
520,8920.967318813196,0.0009872098,-0.0004977552,-0.0001933865,-3.375084205484205,-1.3839750521596077,-5.2860518975983615,12.320052895942876,3.774639063683291,-1.9078065256926315,-2.6596033899960885,2.811368646481877,-1.347685810469077
525,8920.967318813196,0.000879995,-0.00042177003,-0.00028884254,-0.32273069084203776,2.70004560623521,-3.057328867339307,12.106827946562202,4.223795490721647,-3.2478329501227314,-5.498731710821783,-1.7218084489252772,-2.2363825390925474
530,8920.967318813196,0.0007691809,-0.00027484,-0.0004547108,2.9309010883835027,6.657911327395698,-1.2889168621630178,11.795050427025057,4.546263827455084,-4.2948563560111985,-8.440586201341983,-6.0021422425309545,-2.957770978813161
535,8920.967318813196,0.00071608153,-0.00012097199,-0.0006444706,5.9979206498846915,10.284503592815883,-0.04458418739458203,11.335022929166666,4.698659490332181,-5.125564402920627,-11.047578035960367,-9.781130187937652,-3.371395542955244
540,8920.967318813196,0.0007541042,-2.6959773e-05,-0.00083680457,8.287877047718204,13.238011790284068,0.8577050237297108,10.694484954458243,4.633937852286442,-5.811046383240846,-12.69699611775756,-12.669916940005628,-3.5882028262999235
545,8920.967318813196,0.00085959636,-3.0613926e-05,-0.0010292694,9.378272149588156,15.066230999677936,1.6000659594507844,9.871498738055333,4.306125044077172,-6.401601169330189,-12.964404886549499,-14.170323192895287,-3.740009024331333
550,8920.967318813196,0.0009635032,-0.0001327373,-0.0012148869,9.140833597325118,15.454688805927725,2.139554736761692,8.899641571382698,3.681298576015517,-6.930870696010039,-11.755109506096385,-13.933954321688637,-3.750228108313852
555,8920.967318813196,0.0010063606,-0.00029125472,-0.0013587719,7.560477772989992,14.472955876793767,2.217293567854264,7.846233356327002,2.750781928600456,-7.420503945329057,-9.121345364384222,-12.021704756098465,-3.338333876046338
560,8920.967318813196,0.0009879543,-0.00042161078,-0.0013968376,4.675551974655268,12.54590047439921,1.6050617419611655,6.803054140892482,1.539748940700786,-7.874681903490431,-5.193240541929451,-8.883616223898846,-2.271923943800605
565,8920.967318813196,0.0009497152,-0.00044358784,-0.0012862536,0.7614054670302708,10.237320681968749,0.3693483952744865,5.8689391679699385,0.10720829613664429,-8.269511927880536,-0.34497894477059887,-5.14249556974055,-0.6413802966326081
570,8920.967318813196,0.0009334729,-0.00035004807,-0.001066576,-3.6352475778512616,8.01260444627438,-1.2006138752656588,5.128486331927836,-1.4614863395906523,-8.549831222252553,4.792127183266378,-1.3490842159629208,1.2089011345383613
575,8920.967318813196,0.0009774764,-0.00020224835,-0.00082965824,-7.840140925556626,6.0800547769252855,-2.8689257934282066,4.632090490279507,-3.0642301390868916,-8.641344946733604,9.49341631527098,2.1862091486506863,2.9687268547573034
580,8920.967318813196,0.0011020786,-6.747328e-05,-0.0006360304,-11.058813788502457,4.476884719333941,-4.522951981828369,4.3814447099548,-4.587837098417107,-8.477121600472831,12.962734892548575,5.312986038643155,4.4585296145383175
585,8920.967318813196,0.001273598,1.993047e-05,-0.0004887032,-12.513253332941538,3.274730804143803,-6.066713844146575,4.330004811880781,-5.909475984576222,-8.028991315157302,14.468614023636142,7.836778886925183,5.554161289525406
590,8920.967318813196,0.0014031889,6.518677e-05,-0.00036725757,-11.843156598759386,2.6370879249592356,-7.342233777787255,4.405938393797399,-6.899640779998177,-7.3286850064832585,13.722583648100077,9.464586404621238,6.129374857719564
595,8920.967318813196,0.0013924112,9.699677e-05,-0.00026371173,-9.286404523249075,2.594841910868457,-8.115619348933972,4.54818518714178,-7.433169250930822,-6.464976761373667,11.023585090827357,10.040360970804342,6.039052202152132
600,8920.967318813196,0.0012075711,0.00013692798,-0.000188299,-5.422948435667412,2.7430180985505617,-8.13817316175191,4.733502605607055,-7.408565586213588,-5.554467711659503,6.974811612409059,9.867581389236603,5.151096719310343
605,8920.967318813196,0.0009096581,0.00018690462,-0.000153194,-0.8001907505849655,2.4101314428302105,-7.395670717094433,4.979756977899809,-6.765932180594025,-4.700209856651758,2.105799689145745,9.55783478744315,3.5543366874849456
610,8920.967318813196,0.0005873102,0.00024432442,-0.00016090261,4.212795121989099,1.1487654128053322,-6.361003806377811,5.329619411025773,-5.490725874623382,-3.9601801607879885,-3.25704831640284,9.543994594921696,1.7796404759215207
