Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1238.0,-3.2698869717294303,7417.690839715699
1138.0,-3.3053562708150293,7216.650606773473
1038.0,-3.340690610728191,6999.159893118046
938.0,-3.378790154525136,6793.038411922108
838.0,-3.415515229623755,6616.753288808849
738.0,-3.4522635783679823,6432.722417139986
