Freq_rad_ps,VDOS_Li,VDOS_K
0.000000000000000000e+00,7.584991837749443730e-03,3.851345948016647591e-02
8.974696910697879670e-02,3.265069335649312815e-03,1.637383009317977881e-02
1.794939382139575934e-01,2.121031721171982593e-03,8.238622797227748359e-03
2.692409073209364179e-01,2.171059650320484452e-03,8.558021215083807393e-03
3.589878764279151868e-01,2.073759454888949531e-03,8.912158779153585286e-03
4.487348455348939558e-01,1.964728957119976378e-03,9.019958656274534511e-03
5.384818146418728357e-01,2.016083276285637275e-03,7.939343350040171943e-03
6.282287837488516047e-01,1.987733952213768546e-03,8.543645797255363175e-03
7.179757528558303736e-01,2.119433235135017787e-03,9.508629841763059642e-03
8.077227219628092536e-01,2.369320952289802849e-03,1.017506882386701346e-02
8.974696910697879115e-01,2.393387096154923292e-03,9.262427148613245134e-03
9.872166601767666805e-01,2.311494705886900890e-03,9.093598546073449959e-03
1.076963629283745671e+00,2.413704575139628654e-03,1.065134391208655100e-02
1.166710598390724440e+00,2.258564420403131809e-03,8.754043501673946723e-03
1.256457567497703209e+00,2.210620997590768619e-03,9.277282666317006321e-03
1.346204536604681978e+00,2.542679031789526253e-03,1.127261154567961096e-02
1.435951505711660747e+00,2.466236498986073503e-03,1.219514100758916676e-02
1.525698474818639516e+00,2.603076336461468670e-03,1.018779372616941854e-02
1.615445443925618507e+00,2.370254821785499049e-03,1.145822474345118552e-02
1.705192413032597054e+00,2.556356041795861990e-03,1.104360739697388648e-02
1.794939382139575823e+00,2.935199067291151698e-03,1.127381981334874342e-02
1.884686351246554592e+00,2.760424147659932929e-03,1.135429407165395102e-02
1.974433320353533361e+00,2.806655143891485012e-03,1.205967528074535465e-02
2.064180289460512352e+00,2.915255515945255546e-03,1.167707114171735901e-02
2.153927258567491343e+00,2.789871506321976290e-03,1.215477711045062810e-02
2.243674227674469890e+00,2.800063498544056503e-03,1.340438991174647439e-02
2.333421196781448881e+00,2.625115787486213305e-03,1.441613904495441835e-02
2.423168165888427428e+00,2.876086044413955507e-03,1.499042031986513521e-02
2.512915134995406419e+00,3.090195791785254990e-03,1.413692772117620435e-02
2.602662104102385410e+00,3.563252354094847453e-03,1.610899311233345357e-02
2.692409073209363957e+00,3.784358794687199112e-03,1.516780634844884165e-02
2.782156042316342948e+00,3.143826400144439891e-03,1.554913999714464465e-02
2.871903011423321495e+00,3.206698832215984073e-03,1.702579908774762979e-02
2.961649980530300041e+00,3.396922398793226876e-03,1.580832550709811504e-02
3.051396949637279032e+00,3.255738062996107671e-03,1.609729369339294933e-02
3.141143918744257579e+00,3.005293162895173505e-03,1.881062049399372452e-02
3.230890887851237014e+00,3.452428687256566767e-03,1.920468695714911203e-02
3.320637856958215117e+00,3.918969751493093026e-03,1.944898338812533004e-02
3.410384826065194108e+00,3.587418737381478130e-03,1.906877823213697087e-02
3.500131795172173543e+00,4.080429371827979865e-03,1.991563166177304223e-02
3.589878764279151646e+00,4.032367045355949274e-03,2.001869832375902103e-02
3.679625733386131081e+00,3.903417356933933970e-03,1.903944336290214201e-02
3.769372702493109184e+00,3.504353438681185109e-03,2.046832893581816692e-02
3.859119671600088175e+00,4.283734383164585977e-03,1.961328551864480879e-02
3.948866640707066722e+00,4.230528653947325871e-03,2.236742900908452250e-02
4.038613609814046157e+00,3.935194230673717472e-03,2.384982470015910294e-02
4.128360578921024704e+00,3.789012713027189398e-03,2.398769753210260730e-02
4.218107548028003251e+00,4.318290751097167771e-03,2.642226014402745959e-02
4.307854517134982686e+00,4.136871770805550762e-03,2.208039786383463390e-02
4.397601486241961233e+00,4.050484544675193865e-03,2.167125996285701461e-02
4.487348455348939780e+00,4.470907068334903367e-03,2.360727746835667232e-02
4.577095424455918327e+00,4.435928925413054787e-03,2.276538649576237416e-02
4.666842393562897762e+00,3.924863925813776126e-03,2.656040594139438132e-02
4.756589362669876309e+00,4.096197681973171717e-03,2.619056966657714106e-02
4.846336331776854855e+00,4.238528090016064134e-03,2.311824474323673911e-02
4.936083300883834291e+00,4.957723084400203657e-03,2.449210158047894145e-02
5.025830269990812837e+00,4.292808904722864721e-03,2.756813586142119535e-02
5.115577239097791384e+00,3.983294639822729591e-03,2.478203353340986334e-02
5.205324208204770819e+00,4.430152469401983130e-03,2.307598279726183130e-02
5.295071177311749366e+00,4.611446171143989553e-03,2.521716760567201815e-02
5.384818146418727913e+00,4.438551067682794914e-03,3.090931932932743792e-02
5.474565115525706460e+00,4.888687441762481697e-03,2.867508887790586741e-02
5.564312084632685895e+00,5.432526282113656242e-03,2.697430342950628973e-02
5.654059053739663554e+00,5.481717822274728008e-03,2.765559501024471636e-02
5.743806022846642989e+00,5.478651169906569897e-03,2.623585095560848970e-02
5.833552991953622424e+00,4.989646223802624361e-03,2.661739533467345764e-02
5.923299961060600083e+00,4.693849406988684879e-03,3.086440194312196905e-02
6.013046930167579518e+00,4.256421685888430069e-03,3.132181551767588418e-02
6.102793899274558065e+00,4.615936867110069682e-03,3.069190223480314228e-02
6.192540868381537500e+00,5.389554891620098459e-03,3.183752304614656525e-02
6.282287837488515159e+00,5.445124929812813520e-03,3.187644973084195754e-02
6.372034806595494594e+00,5.508136512300454077e-03,3.247126647163384172e-02
6.461781775702474029e+00,5.532623593461971807e-03,3.216925715889812354e-02
6.551528744809452576e+00,5.262150298601953220e-03,3.200302214338262424e-02
6.641275713916430234e+00,5.490340494558810375e-03,3.039184721360143823e-02
6.731022683023409670e+00,5.505632280718025968e-03,3.318934235766856505e-02
6.820769652130388216e+00,5.223094158824590806e-03,3.136216798312831122e-02
6.910516621237367652e+00,5.586427163662118292e-03,3.082927755701334732e-02
7.000263590344347087e+00,5.226598647368351468e-03,3.412838896719368881e-02
7.090010559451324745e+00,4.908827548608864222e-03,3.222300724742268446e-02
7.179757528558303292e+00,4.819510000805946395e-03,3.069757551446426411e-02
7.269504497665282727e+00,5.908065976495539481e-03,3.154798404078247576e-02
7.359251466772262162e+00,5.959510613571064076e-03,3.407942005451571749e-02
7.448998435879239821e+00,5.256495070583054943e-03,3.333374634504795986e-02
7.538745404986218368e+00,5.017259650036010737e-03,3.270664329892313676e-02
7.628492374093197803e+00,5.908744824453089628e-03,3.544346311356963430e-02
7.718239343200176350e+00,6.298580404987410598e-03,3.451362409120233010e-02
7.807986312307155785e+00,5.338426788876135705e-03,3.209780034325050019e-02
7.897733281414133444e+00,4.808493729848071357e-03,2.909619103480488508e-02
7.987480250521112879e+00,5.167799427447722013e-03,2.950831030975024222e-02
8.077227219628092314e+00,5.105621593094273637e-03,3.522091410884969909e-02
8.166974188735069973e+00,4.985786105239875705e-03,3.916174032642596309e-02
8.256721157842049408e+00,6.321509427664164828e-03,3.835369677307441660e-02
8.346468126949027067e+00,5.364884390919929559e-03,3.927308139475090693e-02
8.436215096056006502e+00,5.588572817370889706e-03,4.045912920960379605e-02
8.525962065162985937e+00,5.699854844283791175e-03,3.455039411980644765e-02
8.615709034269965372e+00,5.817553109398364980e-03,3.319970718141845162e-02
8.705456003376944807e+00,5.600903047547476331e-03,4.062141962300792192e-02
8.795202972483922466e+00,5.686819749913779587e-03,3.784467027658729860e-02
8.884949941590900124e+00,5.633239845032657518e-03,4.119340080234022705e-02
8.974696910697879559e+00,5.188836872859363403e-03,4.346736557460308126e-02
9.064443879804858994e+00,5.134238061564076923e-03,4.237322336729534150e-02
9.154190848911836653e+00,5.453027084492257856e-03,4.117183054624173194e-02
9.243937818018816088e+00,6.134310875740982792e-03,4.157799968177114391e-02
9.333684787125795523e+00,6.606154749744312139e-03,4.019469206019936347e-02
9.423431756232773182e+00,5.113511700107552065e-03,4.092182934794066917e-02
9.513178725339752617e+00,5.390668923630736499e-03,4.001855746011914045e-02
9.602925694446730276e+00,5.963524496209590339e-03,3.849568137523937811e-02
9.692672663553709711e+00,6.002278956082903599e-03,3.701306686539521801e-02
9.782419632660689146e+00,6.004284504019226018e-03,3.934724375890376324e-02
9.872166601767668581e+00,5.212335001778504659e-03,4.314937930234655217e-02
9.961913570874646240e+00,5.727638813337283114e-03,4.016887196645758940e-02
1.005166053998162567e+01,6.400163232620902955e-03,4.180404260901910557e-02
1.014140750908860333e+01,6.324686169004153057e-03,4.100835835858857026e-02
1.023115447819558277e+01,6.461041941973149488e-03,3.792467771127578519e-02
1.032090144730256220e+01,5.743875521379182732e-03,3.622850105349239430e-02
1.041064841640954164e+01,6.271317889856940081e-03,4.044979552894983205e-02
1.050039538551651930e+01,6.744039043881962583e-03,4.543196235229946672e-02
1.059014235462349873e+01,6.980544839709309016e-03,4.138300269342171100e-02
1.067988932373047639e+01,6.764619406822945484e-03,3.915501892205292683e-02
1.076963629283745583e+01,6.315374573606003308e-03,4.054107615611308307e-02
1.085938326194443349e+01,6.819624791164716031e-03,4.251217920599746625e-02
1.094913023105141292e+01,6.077080673275630888e-03,4.222666175700441615e-02
1.103887720015839236e+01,6.295868552655566747e-03,4.404482028153010320e-02
1.112862416926537179e+01,6.575045742110352184e-03,3.852745400297798856e-02
1.121837113837234945e+01,6.797297611049350763e-03,4.512805298730197118e-02
1.130811810747932711e+01,5.784268676434192909e-03,4.478094567722450819e-02
1.139786507658630654e+01,5.549987214592888747e-03,4.698270918556076564e-02
1.148761204569328598e+01,5.882600814852883934e-03,4.338688923292049332e-02
1.157735901480026541e+01,6.175521448800375991e-03,4.258341530336356984e-02
1.166710598390724485e+01,6.163518252929067222e-03,4.533023356889569894e-02
1.175685295301422251e+01,6.291190509496834803e-03,4.733297451681164891e-02
1.184659992212120017e+01,6.351183405757564529e-03,4.259646523940404522e-02
1.193634689122817960e+01,5.645798762113880299e-03,3.983016843509941396e-02
1.202609386033515904e+01,5.423267192758084512e-03,4.301275698604750675e-02
1.211584082944213847e+01,6.044017673812220048e-03,4.223011477943568182e-02
1.220558779854911613e+01,6.608547988895706847e-03,4.557263063298194750e-02
1.229533476765609556e+01,6.234447263477229349e-03,4.588576372738208120e-02
1.238508173676307500e+01,6.926486258767631382e-03,4.238156867731682209e-02
1.247482870587005266e+01,7.090281405203493516e-03,4.387014682726523424e-02
1.256457567497703032e+01,7.216418865625707016e-03,4.168562784788171910e-02
1.265432264408400975e+01,6.863804930516721227e-03,4.152245137461117730e-02
1.274406961319098919e+01,6.795758699986125320e-03,4.753700379601417253e-02
1.283381658229796862e+01,6.366922114938431722e-03,4.648162632001429789e-02
1.292356355140494806e+01,6.589945924240968311e-03,4.346930602464506993e-02
1.301331052051192572e+01,7.969151030333198465e-03,4.036415878443695704e-02
1.310305748961890515e+01,8.095789653058417176e-03,4.187096709012590179e-02
1.319280445872588103e+01,6.546969801723034020e-03,4.467534621392495880e-02
1.328255142783286047e+01,6.471555385245326454e-03,4.271565505091573511e-02
1.337229839693983990e+01,6.319405815387665534e-03,4.082146257756792684e-02
1.346204536604681934e+01,7.001639458784064164e-03,4.784565535703592942e-02
1.355179233515379877e+01,7.202404063391202801e-03,4.934067390187781704e-02
1.364153930426077643e+01,7.212680320326753797e-03,4.651962053849400397e-02
1.373128627336775587e+01,6.725090437772899069e-03,4.900073157148630149e-02
1.382103324247473530e+01,7.155048488927370602e-03,4.769578646850868714e-02
1.391078021158171474e+01,6.975527588874780999e-03,4.877825909602973020e-02
1.400052718068869417e+01,6.858502959806416464e-03,4.241580318446128151e-02
1.409027414979567006e+01,6.987469817617262581e-03,4.161874637475905525e-02
1.418002111890264949e+01,6.623612574452688619e-03,4.359358585969376476e-02
1.426976808800962893e+01,6.357854777697406062e-03,4.385726844267850283e-02
1.435951505711660658e+01,7.420485403053552441e-03,4.645872226472402139e-02
1.444926202622358602e+01,7.637408351678978517e-03,4.694675222619592442e-02
1.453900899533056545e+01,7.091687324877212102e-03,4.969532915676175971e-02
1.462875596443754489e+01,7.186075072817681673e-03,4.608653336280747748e-02
1.471850293354452432e+01,7.411255552979880042e-03,4.364925243800347326e-02
1.480824990265150198e+01,6.646639679979403706e-03,3.918126101188083160e-02
1.489799687175847964e+01,5.921184205375972648e-03,4.133048165084624720e-02
1.498774384086545730e+01,7.141178331904706605e-03,4.184859127250233762e-02
1.507749080997243674e+01,7.399290466324006527e-03,4.322615009568900324e-02
1.516723777907941617e+01,6.712585318048494738e-03,4.125246709047344223e-02
1.525698474818639561e+01,6.954482282665175666e-03,3.995438618206001435e-02
1.534673171729337504e+01,7.168386321366283960e-03,4.336693867376850003e-02
1.543647868640035270e+01,6.416052470511567421e-03,4.373425510000637090e-02
1.552622565550733214e+01,6.510282808445717537e-03,4.232630569691499256e-02
1.561597262461431157e+01,7.472858022897340899e-03,3.711845921365974910e-02
1.570571959372129101e+01,6.955027474658564968e-03,4.027208793854582247e-02
1.579546656282826689e+01,5.964921770123482112e-03,3.990216736384396418e-02
1.588521353193524632e+01,6.406224427728252416e-03,4.590851555013899382e-02
1.597496050104222576e+01,6.690164297325234058e-03,4.246750221332584729e-02
1.606470747014920519e+01,7.598082226180829200e-03,4.143955278127971903e-02
1.615445443925618463e+01,7.969865729360632242e-03,4.658556176468237747e-02
1.624420140836316406e+01,7.742290716941445210e-03,4.321557045393960295e-02
1.633394837747013995e+01,6.747090399856508006e-03,3.930532665824135879e-02
1.642369534657711938e+01,6.673692187312676820e-03,4.275857349813108610e-02
1.651344231568409882e+01,6.406851272430245763e-03,4.133892886544224265e-02
1.660318928479107470e+01,7.300162595190264926e-03,3.983187851664979351e-02
1.669293625389805413e+01,7.437350158347036562e-03,3.811942197267251947e-02
1.678268322300503357e+01,6.651257087044082708e-03,3.507952810735662230e-02
1.687243019211201300e+01,7.473777515566069896e-03,4.016299952315618982e-02
1.696217716121899244e+01,7.370950712113693779e-03,4.490962952651739171e-02
1.705192413032597187e+01,6.602489068808509685e-03,4.604749556542494376e-02
1.714167109943295131e+01,6.368315339282347269e-03,4.377722465724904338e-02
1.723141806853993074e+01,7.197704710673451592e-03,4.046145969325706804e-02
1.732116503764691018e+01,7.856143642660580462e-03,4.076351476644334004e-02
1.741091200675388961e+01,7.542845885901592815e-03,4.390846436553359766e-02
1.750065897586086550e+01,7.739267678718624900e-03,4.008069817155034825e-02
1.759040594496784493e+01,8.048441471945227618e-03,4.114963931374225614e-02
1.768015291407482081e+01,7.903925478143270650e-03,3.927333203249886578e-02
1.776989988318180025e+01,6.969957149562402109e-03,3.370526168957896362e-02
1.785964685228877968e+01,6.790516648375726286e-03,3.911506662281558772e-02
1.794939382139575912e+01,7.098977668517495940e-03,4.024599718772423063e-02
1.803914079050273855e+01,7.572094599744971267e-03,3.929570716927811153e-02
1.812888775960971799e+01,7.825537338979466490e-03,4.158401942131730727e-02
1.821863472871669742e+01,8.063002174359288829e-03,4.288464899737894770e-02
1.830838169782367331e+01,7.817005398786875184e-03,3.932443136607424033e-02
1.839812866693065274e+01,7.841052802017415418e-03,3.485142653124559398e-02
1.848787563603763218e+01,7.393721092197105653e-03,3.110559424526441671e-02
1.857762260514461161e+01,7.420231726694988261e-03,3.443531107982755746e-02
1.866736957425159105e+01,6.164227271470327542e-03,3.821656235732270868e-02
1.875711654335857048e+01,6.830571701127060615e-03,3.833485821870582372e-02
1.884686351246554636e+01,7.485056435107500725e-03,3.718873926650648198e-02
1.893661048157252580e+01,7.612322851119153813e-03,3.447115010059646767e-02
1.902635745067950523e+01,7.484182878131994017e-03,3.555453248017667600e-02
1.911610441978648467e+01,8.134363192838223178e-03,3.666446190392221027e-02
1.920585138889346055e+01,8.157791168601366549e-03,3.929874952123038612e-02
1.929559835800043999e+01,8.220401305750479198e-03,4.036412374211865994e-02
1.938534532710741942e+01,7.383061979509299849e-03,4.555242644052002327e-02
1.947509229621439886e+01,7.371706114057158254e-03,4.329671621699181933e-02
1.956483926532137829e+01,7.253103912295153811e-03,3.726626581020171802e-02
1.965458623442835773e+01,6.224607002888704090e-03,3.658767904280520872e-02
1.974433320353533716e+01,7.063528711284921061e-03,3.649727522242337402e-02
1.983408017264231660e+01,8.049358787825528286e-03,3.510688333680786477e-02
1.992382714174929248e+01,7.236516175018920492e-03,3.335443997761892987e-02
2.001357411085627191e+01,7.254486783877718038e-03,3.347507562039035711e-02
2.010332107996325135e+01,7.911603808212484476e-03,3.795985825868973540e-02
2.019306804907022723e+01,7.833410749244467536e-03,3.823302543771319589e-02
2.028281501817720667e+01,8.616335966810061836e-03,3.462383224555359851e-02
2.037256198728418610e+01,8.109034802185249857e-03,3.331849070086130571e-02
2.046230895639116554e+01,8.367306828383252321e-03,3.279511340140214143e-02
2.055205592549814497e+01,7.388767928701943551e-03,3.056834259584052110e-02
2.064180289460512441e+01,7.883287172565684939e-03,3.309238077333946648e-02
2.073154986371210384e+01,7.945746995308259480e-03,3.207594572312090497e-02
2.082129683281908328e+01,8.332221515985142532e-03,3.171033599357243188e-02
2.091104380192605916e+01,8.528558733108855192e-03,3.080555673325262311e-02
2.100079077103303860e+01,8.064559916390849278e-03,3.305243704340819072e-02
2.109053774014001803e+01,8.183037582748570529e-03,3.251846261973399127e-02
2.118028470924699747e+01,7.790758573676944548e-03,2.949281371670228746e-02
2.127003167835397335e+01,8.204928436091774024e-03,2.992517571315417985e-02
2.135977864746095278e+01,8.249236189316716886e-03,3.185440320014838733e-02
2.144952561656793222e+01,8.284884933617620018e-03,3.049597205636721264e-02
2.153927258567491165e+01,8.278513305950531767e-03,3.156789562889195100e-02
2.162901955478189109e+01,8.158566595410404049e-03,3.355712359552313201e-02
2.171876652388886697e+01,9.627964505365066775e-03,3.307348750104194268e-02
2.180851349299584641e+01,1.000504141121923325e-02,2.878479314525695526e-02
2.189826046210282584e+01,9.447272275542288253e-03,2.376748118788005529e-02
2.198800743120980528e+01,8.619329507975427573e-03,2.410725218767279313e-02
