Freq_rad_ps,VDOS_Li,VDOS_K
2.207775440031678471e+01,9.460594924857792035e-03,2.672491222609435155e-02
2.216750136942376415e+01,9.316935285006119546e-03,3.001383647025432713e-02
2.225724833853074358e+01,8.427634638315922508e-03,2.755927290285405812e-02
2.234699530763772302e+01,8.262313200061799021e-03,2.656588846813556087e-02
2.243674227674469890e+01,7.897136599544149482e-03,2.554596547177979959e-02
2.252648924585167833e+01,8.219911557578025302e-03,2.588897652534057417e-02
2.261623621495865422e+01,8.294287372408146869e-03,2.821257880516456554e-02
2.270598318406563365e+01,7.981134295032360493e-03,2.602714321358451030e-02
2.279573015317261309e+01,7.916237480181751579e-03,2.389231684881995901e-02
2.288547712227959252e+01,8.367764638976970051e-03,2.309908400951759394e-02
2.297522409138657196e+01,7.829161956273736692e-03,2.718411814511378227e-02
2.306497106049355139e+01,7.878934266194030991e-03,2.547242920563903140e-02
2.315471802960053083e+01,8.255189534677962945e-03,2.328391874154591909e-02
2.324446499870751026e+01,1.011576521807850369e-02,2.397438121825922613e-02
2.333421196781448970e+01,9.629746045675778923e-03,2.304604579281217466e-02
2.342395893692146558e+01,9.402089425615245064e-03,2.466182801258801419e-02
2.351370590602844501e+01,8.323515992299820518e-03,2.424428090778860817e-02
2.360345287513542445e+01,8.112725020461866027e-03,2.545623670395174773e-02
2.369319984424240033e+01,8.434667486636734240e-03,2.608135155611961478e-02
2.378294681334937977e+01,9.328535651758819436e-03,2.398628691563663498e-02
2.387269378245635920e+01,9.276188938102041676e-03,2.440504083861335174e-02
2.396244075156333864e+01,8.979912146638855189e-03,2.647331128950624127e-02
2.405218772067031807e+01,8.772030216220328205e-03,2.857451865698692681e-02
2.414193468977729751e+01,9.080346933169872528e-03,2.645941354908282542e-02
2.423168165888427694e+01,8.577262568732193712e-03,2.302880343545260153e-02
2.432142862799125282e+01,8.404728738710858307e-03,2.262720861889180174e-02
2.441117559709823226e+01,9.340121587865637953e-03,2.319016541793517128e-02
2.450092256620521169e+01,9.237888742362383027e-03,2.267818571532667637e-02
2.459066953531219113e+01,8.711103519205967705e-03,2.262764627787996335e-02
2.468041650441917056e+01,7.540439800612060497e-03,2.553415560172611967e-02
2.477016347352615000e+01,8.001142139174313717e-03,2.371177118053835811e-02
2.485991044263312588e+01,9.548825500626523244e-03,2.325482005929986259e-02
2.494965741174010532e+01,1.003274138943225854e-02,2.444998200845188360e-02
2.503940438084708475e+01,9.448886299098922803e-03,2.316464785830162076e-02
2.512915134995406063e+01,8.786603126606232911e-03,2.044829491721570844e-02
2.521889831906104007e+01,8.491145329229820779e-03,2.296824177119372382e-02
2.530864528816801950e+01,9.128836035225686499e-03,2.170410816141450303e-02
2.539839225727499894e+01,8.057317233960432229e-03,2.179020287311164358e-02
2.548813922638197838e+01,8.964887883530458373e-03,2.328102754925056098e-02
2.557788619548895781e+01,9.489390290598646166e-03,2.370799413606647019e-02
2.566763316459593725e+01,9.561336277765520794e-03,2.365872567769938470e-02
2.575738013370291668e+01,8.961875453598484517e-03,2.156942605773184279e-02
2.584712710280989612e+01,1.013608473918314185e-02,2.032936822264682850e-02
2.593687407191687555e+01,9.285534924002242577e-03,2.035513623968879596e-02
2.602662104102385143e+01,8.427880575919394213e-03,1.879196577249154718e-02
2.611636801013083087e+01,9.126402319618549114e-03,1.826001029514086674e-02
2.620611497923781030e+01,1.008864115114520461e-02,1.889860930270189504e-02
2.629586194834478974e+01,9.690304699821959342e-03,1.843355476338599808e-02
2.638560891745176207e+01,9.459283199909082965e-03,1.710803790579074751e-02
2.647535588655874150e+01,8.947593055244666693e-03,1.982116720218354486e-02
2.656510285566572094e+01,1.001472510037332807e-02,2.040534938028084125e-02
2.665484982477270037e+01,1.054737978883513866e-02,1.844738948461827760e-02
2.674459679387967981e+01,9.081015422104363188e-03,1.652839255487386846e-02
2.683434376298665924e+01,8.118622542154205896e-03,1.513780726509892857e-02
2.692409073209363868e+01,8.024202643311639446e-03,1.623235324005689248e-02
2.701383770120061811e+01,8.864072746412210435e-03,1.767005523716626975e-02
2.710358467030759755e+01,8.607301042148645179e-03,1.835297720425474802e-02
2.719333163941457698e+01,1.056635570735521557e-02,1.638555464958817848e-02
2.728307860852155287e+01,1.109141874371103766e-02,1.655801324335599845e-02
2.737282557762853230e+01,1.020248849822713404e-02,1.626185296305677347e-02
2.746257254673551174e+01,9.870107377019432526e-03,1.880957366633981623e-02
2.755231951584249117e+01,8.553658756382606296e-03,1.835634092409875115e-02
2.764206648494947061e+01,1.049422544519400952e-02,1.642958059942592128e-02
2.773181345405645004e+01,1.046779992585536966e-02,1.609174871964292111e-02
2.782156042316342948e+01,1.016090917694199847e-02,1.622958525634077276e-02
2.791130739227040891e+01,1.026959347089276969e-02,1.601271400736644854e-02
2.800105436137738835e+01,1.059978976895041905e-02,1.552226876808728180e-02
2.809080133048436068e+01,9.785497469037443205e-03,1.652773135976372265e-02
2.818054829959134011e+01,9.464309290158868029e-03,1.667408087576195339e-02
2.827029526869831955e+01,9.164741477897843380e-03,1.610127063806471304e-02
2.836004223780529898e+01,9.649353039417211952e-03,1.429389764417665458e-02
2.844978920691227842e+01,9.498031318456258421e-03,1.396682852953764521e-02
2.853953617601925785e+01,9.502124941667255270e-03,1.546065107667504365e-02
2.862928314512623373e+01,1.084241028719545863e-02,1.497988830661929616e-02
2.871903011423321317e+01,8.952448169844709480e-03,1.619062677832077551e-02
2.880877708334019260e+01,9.938155000511202791e-03,1.689180029468110092e-02
2.889852405244717204e+01,1.091274977904602671e-02,1.619196757359554414e-02
2.898827102155415147e+01,1.074738774001981687e-02,1.558842303117956296e-02
2.907801799066113091e+01,1.017002022657893627e-02,1.623337811014717927e-02
2.916776495976811034e+01,1.043184286139593048e-02,1.455469358996315174e-02
2.925751192887508978e+01,1.184737394851545847e-02,1.392786854733926022e-02
2.934725889798206921e+01,1.162053528424127069e-02,1.290576356763846813e-02
2.943700586708904865e+01,1.074934463625485011e-02,1.234940094091773258e-02
2.952675283619602453e+01,1.031035322909783225e-02,1.285562644098733366e-02
2.961649980530300397e+01,1.025079650297452440e-02,1.343656348266947589e-02
2.970624677440998340e+01,9.774773261397397273e-03,1.245541745773023033e-02
2.979599374351695928e+01,9.516785791752413459e-03,1.326153582835017802e-02
2.988574071262393872e+01,1.077513015122926084e-02,1.442826727800534080e-02
2.997548768173091460e+01,1.013989610136535255e-02,1.314896660025564705e-02
3.006523465083789404e+01,1.075650844090982571e-02,1.338240932865268629e-02
3.015498161994487347e+01,1.049625212943864315e-02,1.363279880335096367e-02
3.024472858905185291e+01,1.060313625364803398e-02,1.270091907553056072e-02
3.033447555815883234e+01,1.041304058800806079e-02,1.155221144560542208e-02
3.042422252726581178e+01,1.032108156213824499e-02,1.265323096684696676e-02
3.051396949637279121e+01,1.105735311673309955e-02,1.470549995848309359e-02
3.060371646547977065e+01,1.060889429514654154e-02,1.460450638738390941e-02
3.069346343458675008e+01,8.680670592972639446e-03,1.281943404144568477e-02
3.078321040369372952e+01,9.695362527279932294e-03,1.430056146261064753e-02
3.087295737280070540e+01,9.611558204258239743e-03,1.129708337564533718e-02
3.096270434190768484e+01,9.130935896081351227e-03,1.081060246290479164e-02
3.105245131101466427e+01,1.036362340759618833e-02,1.111108220489068210e-02
3.114219828012164371e+01,1.173301311352605361e-02,1.124185644225422602e-02
3.123194524922862314e+01,1.150472834970438403e-02,1.150086542001777130e-02
3.132169221833560258e+01,1.116985599279971507e-02,1.064730920175589388e-02
3.141143918744258201e+01,1.130521378694610869e-02,9.411467955961049653e-03
3.150118615654955434e+01,1.167961615633961864e-02,1.054565481909595058e-02
3.159093312565653378e+01,1.169652035130024428e-02,1.051076882148779118e-02
3.168068009476351321e+01,1.103880822159779111e-02,9.740530243436013383e-03
3.177042706387049265e+01,9.213617669189648474e-03,9.283478501915649189e-03
3.186017403297747208e+01,9.973270974176898229e-03,9.882158962719623033e-03
3.194992100208445152e+01,1.136172739927883424e-02,9.031467233652898732e-03
3.203966797119142740e+01,1.075685136238527240e-02,8.936691235145267920e-03
3.212941494029841039e+01,9.877055029331732391e-03,9.408844091768578388e-03
3.221916190940538627e+01,1.004283827953093150e-02,1.018364992576986476e-02
3.230890887851236926e+01,1.057193744307158983e-02,1.036852434521099917e-02
3.239865584761934514e+01,1.389672383838218631e-02,9.097952880132086431e-03
3.248840281672632813e+01,1.383670173801329270e-02,9.348259433460364212e-03
3.257814978583330401e+01,1.129384403217731023e-02,9.791847309944548550e-03
3.266789675494027989e+01,1.089370567572176506e-02,9.220994063864491538e-03
3.275764372404726288e+01,1.078023196967629362e-02,8.658174315723061662e-03
3.284739069315423876e+01,1.044706644278388039e-02,9.408918181473886755e-03
3.293713766226122175e+01,1.153114915772167175e-02,9.734620197540679379e-03
3.302688463136819763e+01,1.199159422333520401e-02,9.542836965631214599e-03
3.311663160047518062e+01,1.144073499661403016e-02,9.360841038395380578e-03
3.320637856958214940e+01,1.089007448235104585e-02,9.607192747042444039e-03
3.329612553868913238e+01,1.113772212356300799e-02,9.089014186401437115e-03
3.338587250779610827e+01,1.175421804411544598e-02,8.555692305552024812e-03
3.347561947690309125e+01,1.240229531118771343e-02,9.151721837407762739e-03
3.356536644601006714e+01,1.165016112630776896e-02,9.129070803922296334e-03
3.365511341511705012e+01,1.141694550722124717e-02,7.941003588026301560e-03
3.374486038422402601e+01,1.190114340852638057e-02,8.668141355343170554e-03
3.383460735333100899e+01,1.283037107243799498e-02,8.276562321510059356e-03
3.392435432243798488e+01,1.292830489879939759e-02,7.590073791247878982e-03
3.401410129154496076e+01,1.148857137896697883e-02,7.951351657643769902e-03
3.410384826065194375e+01,1.126663900238245725e-02,7.054154786443702675e-03
3.419359522975891963e+01,1.160969258922304667e-02,7.833413629437905451e-03
3.428334219886590262e+01,1.166578833667150650e-02,8.836536885115528484e-03
3.437308916797287850e+01,1.196931100622017873e-02,7.474951801102408012e-03
3.446283613707986149e+01,1.031332081789496265e-02,7.557231063291053146e-03
3.455258310618683737e+01,1.045153112538354558e-02,7.549646768195867295e-03
3.464233007529382036e+01,1.131646688872899216e-02,7.150166091995318815e-03
