Salt,Temperatures_K,Thermal_Conductivity_W_mK
0.5455LiF-0.2727BeF2-0.1818ThF4,"713.150000,718.067677,722.985354,727.903030,732.820707,737.738384,742.656061,747.573737,752.491414,757.409091,762.326768,767.244444,772.162121,777.079798,781.997475,786.915152,791.832828,796.750505,801.668182,806.585859,811.503535,816.421212,821.338889,826.256566,831.174242,836.091919,841.009596,845.927273,850.844949,855.762626,860.680303,865.597980,870.515657,875.433333,880.351010,885.268687,890.186364,895.104040,900.021717,904.939394,909.857071,914.774747,919.692424,924.610101,929.527778,934.445455,939.363131,944.280808,949.198485,954.116162,959.033838,963.951515,968.869192,973.786869,978.704545,983.622222,988.539899,993.457576,998.375253,1003.292929,1008.210606,1013.128283,1018.045960,1022.963636,1027.881313,1032.798990,1037.716667,1042.634343,1047.552020,1052.469697,1057.387374,1062.305051,1067.222727,1072.140404,1077.058081,1081.975758,1086.893434,1091.811111,1096.728788,1101.646465,1106.564141,1111.481818,1116.399495,1121.317172,1126.234848,1131.152525,1136.070202,1140.987879,1145.905556,1150.823232,1155.740909,1160.658586,1165.576263,1170.493939,1175.411616,1180.329293,1185.246970,1190.164646,1195.082323,1200.000000","0.110313,0.110165,0.110016,0.109867,0.109718,0.109569,0.109420,0.109271,0.109122,0.108972,0.108823,0.108674,0.108524,0.108374,0.108225,0.108075,0.107925,0.107775,0.107625,0.107475,0.107325,0.107175,0.107025,0.106875,0.106724,0.106574,0.106423,0.106272,0.106122,0.105971,0.105820,0.105669,0.105518,0.105367,0.105216,0.105065,0.104913,0.104762,0.104610,0.104459,0.104307,0.104155,0.104003,0.103852,0.103700,0.103548,0.103395,0.103243,0.103091,0.102938,0.102786,0.102633,0.102481,0.102328,0.102175,0.102022,0.101869,0.101716,0.101563,0.101410,0.101257,0.101103,0.100950,0.100796,0.100643,0.100489,0.100335,0.100181,0.100027,0.099873,0.099719,0.099565,0.099410,0.099256,0.099101,0.098947,0.098792,0.098637,0.098482,0.098327,0.098172,0.098017,0.097862,0.097707,0.097551,0.097396,0.097240,0.097084,0.096929,0.096773,0.096617,0.096461,0.096305,0.096148,0.095992,0.095836,0.095679,0.095523,0.095366,0.095209"
0.5LiCl-0.5KCl,"738.000000,741.656566,745.313131,748.969697,752.626263,756.282828,759.939394,763.595960,767.252525,770.909091,774.565657,778.222222,781.878788,785.535354,789.191919,792.848485,796.505051,800.161616,803.818182,807.474747,811.131313,814.787879,818.444444,822.101010,825.757576,829.414141,833.070707,836.727273,840.383838,844.040404,847.696970,851.353535,855.010101,858.666667,862.323232,865.979798,869.636364,873.292929,876.949495,880.606061,884.262626,887.919192,891.575758,895.232323,898.888889,902.545455,906.202020,909.858586,913.515152,917.171717,920.828283,924.484848,928.141414,931.797980,935.454545,939.111111,942.767677,946.424242,950.080808,953.737374,957.393939,961.050505,964.707071,968.363636,972.020202,975.676768,979.333333,982.989899,986.646465,990.303030,993.959596,997.616162,1001.272727,1004.929293,1008.585859,1012.242424,1015.898990,1019.555556,1023.212121,1026.868687,1030.525253,1034.181818,1037.838384,1041.494949,1045.151515,1048.808081,1052.464646,1056.121212,1059.777778,1063.434343,1067.090909,1070.747475,1074.404040,1078.060606,1081.717172,1085.373737,1089.030303,1092.686869,1096.343434,1100.000000","0.437220,0.436549,0.435879,0.435209,0.434539,0.433869,0.433199,0.432529,0.431859,0.431188,0.430518,0.429848,0.429178,0.428508,0.427838,0.427168,0.426498,0.425827,0.425157,0.424487,0.423817,0.423147,0.422477,0.421807,0.421137,0.420466,0.419796,0.419126,0.418456,0.417786,0.417116,0.416446,0.415776,0.415105,0.414435,0.413765,0.413095,0.412425,0.411755,0.411085,0.410414,0.409744,0.409074,0.408404,0.407734,0.407064,0.406394,0.405724,0.405053,0.404383,0.403713,0.403043,0.402373,0.401703,0.401033,0.400363,0.399692,0.399022,0.398352,0.397682,0.397012,0.396342,0.395672,0.395002,0.394331,0.393661,0.392991,0.392321,0.391651,0.390981,0.390311,0.389641,0.388970,0.388300,0.387630,0.386960,0.386290,0.385620,0.384950,0.384280,0.383609,0.382939,0.382269,0.381599,0.380929,0.380259,0.379589,0.378919,0.378248,0.377578,0.376908,0.376238,0.375568,0.374898,0.374228,0.373558,0.372887,0.372217,0.371547,0.370877"
0.637LiCl-0.363KCl,"665.150000,669.542424,673.934848,678.327273,682.719697,687.112121,691.504545,695.896970,700.289394,704.681818,709.074242,713.466667,717.859091,722.251515,726.643939,731.036364,735.428788,739.821212,744.213636,748.606061,752.998485,757.390909,761.783333,766.175758,770.568182,774.960606,779.353030,783.745455,788.137879,792.530303,796.922727,801.315152,805.707576,810.100000,814.492424,818.884848,823.277273,827.669697,832.062121,836.454545,840.846970,845.239394,849.631818,854.024242,858.416667,862.809091,867.201515,871.593939,875.986364,880.378788,884.771212,889.163636,893.556061,897.948485,902.340909,906.733333,911.125758,915.518182,919.910606,924.303030,928.695455,933.087879,937.480303,941.872727,946.265152,950.657576,955.050000,959.442424,963.834848,968.227273,972.619697,977.012121,981.404545,985.796970,990.189394,994.581818,998.974242,1003.366667,1007.759091,1012.151515,1016.543939,1020.936364,1025.328788,1029.721212,1034.113636,1038.506061,1042.898485,1047.290909,1051.683333,1056.075758,1060.468182,1064.860606,1069.253030,1073.645455,1078.037879,1082.430303,1086.822727,1091.215152,1095.607576,1100.000000","0.476836,0.476017,0.475198,0.474379,0.473560,0.472740,0.471921,0.471102,0.470283,0.469464,0.468645,0.467826,0.467007,0.466188,0.465369,0.464549,0.463730,0.462911,0.462092,0.461273,0.460454,0.459635,0.458815,0.457996,0.457177,0.456358,0.455539,0.454720,0.453901,0.453081,0.452262,0.451443,0.450624,0.449805,0.448986,0.448166,0.447347,0.446528,0.445709,0.444890,0.444070,0.443251,0.442432,0.441613,0.440794,0.439974,0.439155,0.438336,0.437517,0.436697,0.435878,0.435059,0.434240,0.433420,0.432601,0.431782,0.430963,0.430143,0.429324,0.428505,0.427686,0.426866,0.426047,0.425228,0.424409,0.423589,0.422770,0.421951,0.421131,0.420312,0.419493,0.418673,0.417854,0.417035,0.416215,0.415396,0.414577,0.413757,0.412938,0.412119,0.411299,0.410480,0.409661,0.408841,0.408022,0.407203,0.406383,0.405564,0.404745,0.403925,0.403106,0.402286,0.401467,0.400648,0.399828,0.399009,0.398189,0.397370,0.396550,0.395731"
0.5NaCl-0.5KCl,"930.000000,932.727273,935.454545,938.181818,940.909091,943.636364,946.363636,949.090909,951.818182,954.545455,957.272727,960.000000,962.727273,965.454545,968.181818,970.909091,973.636364,976.363636,979.090909,981.818182,984.545455,987.272727,990.000000,992.727273,995.454545,998.181818,1000.909091,1003.636364,1006.363636,1009.090909,1011.818182,1014.545455,1017.272727,1020.000000,1022.727273,1025.454545,1028.181818,1030.909091,1033.636364,1036.363636,1039.090909,1041.818182,1044.545455,1047.272727,1050.000000,1052.727273,1055.454545,1058.181818,1060.909091,1063.636364,1066.363636,1069.090909,1071.818182,1074.545455,1077.272727,1080.000000,1082.727273,1085.454545,1088.181818,1090.909091,1093.636364,1096.363636,1099.090909,1101.818182,1104.545455,1107.272727,1110.000000,1112.727273,1115.454545,1118.181818,1120.909091,1123.636364,1126.363636,1129.090909,1131.818182,1134.545455,1137.272727,1140.000000,1142.727273,1145.454545,1148.181818,1150.909091,1153.636364,1156.363636,1159.090909,1161.818182,1164.545455,1167.272727,1170.000000,1172.727273,1175.454545,1178.181818,1180.909091,1183.636364,1186.363636,1189.090909,1191.818182,1194.545455,1197.272727,1200.000000","0.414850,0.414322,0.413793,0.413264,0.412735,0.412206,0.411677,0.411148,0.410619,0.410090,0.409561,0.409032,0.408503,0.407974,0.407445,0.406916,0.406387,0.405858,0.405329,0.404800,0.404271,0.403742,0.403213,0.402684,0.402155,0.401626,0.401097,0.400569,0.400040,0.399511,0.398982,0.398453,0.397924,0.397395,0.396866,0.396337,0.395808,0.395279,0.394750,0.394221,0.393692,0.393163,0.392634,0.392105,0.391576,0.391047,0.390518,0.389989,0.389460,0.388931,0.388402,0.387873,0.387344,0.386815,0.386287,0.385758,0.385229,0.384700,0.384171,0.383642,0.383113,0.382584,0.382055,0.381526,0.380997,0.380468,0.379939,0.379410,0.378881,0.378352,0.377823,0.377294,0.376765,0.376236,0.375707,0.375178,0.374649,0.374120,0.373591,0.373062,0.372534,0.372005,0.371476,0.370947,0.370418,0.369889,0.369360,0.368831,0.368302,0.367773,0.367244,0.366715,0.366186,0.365657,0.365128,0.364599,0.364070,0.363541,0.363012,0.362483"
0.3CaCl2-0.7LiCl,"771.150000,776.491919,781.833838,787.175758,792.517677,797.859596,803.201515,808.543434,813.885354,819.227273,824.569192,829.911111,835.253030,840.594949,845.936869,851.278788,856.620707,861.962626,867.304545,872.646465,877.988384,883.330303,888.672222,894.014141,899.356061,904.697980,910.039899,915.381818,920.723737,926.065657,931.407576,936.749495,942.091414,947.433333,952.775253,958.117172,963.459091,968.801010,974.142929,979.484848,984.826768,990.168687,995.510606,1000.852525,1006.194444,1011.536364,1016.878283,1022.220202,1027.562121,1032.904040,1038.245960,1043.587879,1048.929798,1054.271717,1059.613636,1064.955556,1070.297475,1075.639394,1080.981313,1086.323232,1091.665152,1097.007071,1102.348990,1107.690909,1113.032828,1118.374747,1123.716667,1129.058586,1134.400505,1139.742424,1145.084343,1150.426263,1155.768182,1161.110101,1166.452020,1171.793939,1177.135859,1182.477778,1187.819697,1193.161616,1198.503535,1203.845455,1209.187374,1214.529293,1219.871212,1225.213131,1230.555051,1235.896970,1241.238889,1246.580808,1251.922727,1257.264646,1262.606566,1267.948485,1273.290404,1278.632323,1283.974242,1289.316162,1294.658081,1300.000000","0.418725,0.418051,0.417377,0.416703,0.416029,0.415355,0.414680,0.414006,0.413332,0.412658,0.411984,0.411310,0.410636,0.409961,0.409287,0.408613,0.407939,0.407265,0.406591,0.405917,0.405242,0.404568,0.403894,0.403220,0.402546,0.401872,0.401198,0.400523,0.399849,0.399175,0.398501,0.397827,0.397153,0.396479,0.395804,0.395130,0.394456,0.393782,0.393108,0.392434,0.391760,0.391085,0.390411,0.389737,0.389063,0.388389,0.387715,0.387041,0.386366,0.385692,0.385018,0.384344,0.383670,0.382996,0.382322,0.381647,0.380973,0.380299,0.379625,0.378951,0.378277,0.377603,0.376928,0.376254,0.375580,0.374906,0.374232,0.373558,0.372883,0.372209,0.371535,0.370861,0.370187,0.369513,0.368839,0.368164,0.367490,0.366816,0.366142,0.365468,0.364794,0.364120,0.363445,0.362771,0.362097,0.361423,0.360749,0.360075,0.359401,0.358726,0.358052,0.357378,0.356704,0.356030,0.355356,0.354681,0.354007,0.353333,0.352659,0.351985"
0.5097CaCl2-0.4903NaCl,"779.150000,784.411111,789.672222,794.933333,800.194444,805.455556,810.716667,815.977778,821.238889,826.500000,831.761111,837.022222,842.283333,847.544444,852.805556,858.066667,863.327778,868.588889,873.850000,879.111111,884.372222,889.633333,894.894444,900.155556,905.416667,910.677778,915.938889,921.200000,926.461111,931.722222,936.983333,942.244444,947.505556,952.766667,958.027778,963.288889,968.550000,973.811111,979.072222,984.333333,989.594444,994.855556,1000.116667,1005.377778,1010.638889,1015.900000,1021.161111,1026.422222,1031.683333,1036.944444,1042.205556,1047.466667,1052.727778,1057.988889,1063.250000,1068.511111,1073.772222,1079.033333,1084.294444,1089.555556,1094.816667,1100.077778,1105.338889,1110.600000,1115.861111,1121.122222,1126.383333,1131.644444,1136.905556,1142.166667,1147.427778,1152.688889,1157.950000,1163.211111,1168.472222,1173.733333,1178.994444,1184.255556,1189.516667,1194.777778,1200.038889,1205.300000,1210.561111,1215.822222,1221.083333,1226.344444,1231.605556,1236.866667,1242.127778,1247.388889,1252.650000,1257.911111,1263.172222,1268.433333,1273.694444,1278.955556,1284.216667,1289.477778,1294.738889,1300.000000","0.402781,0.402092,0.401402,0.400713,0.400023,0.399334,0.398644,0.397955,0.397266,0.396576,0.395887,0.395197,0.394508,0.393818,0.393129,0.392439,0.391750,0.391061,0.390371,0.389682,0.388992,0.388303,0.387613,0.386924,0.386234,0.385545,0.384856,0.384166,0.383477,0.382787,0.382098,0.381408,0.380719,0.380029,0.379340,0.378650,0.377961,0.377272,0.376582,0.375893,0.375203,0.374514,0.373824,0.373135,0.372445,0.371756,0.371067,0.370377,0.369688,0.368998,0.368309,0.367619,0.366930,0.366240,0.365551,0.364861,0.364172,0.363483,0.362793,0.362104,0.361414,0.360725,0.360035,0.359346,0.358656,0.357967,0.357278,0.356588,0.355899,0.355209,0.354520,0.353830,0.353141,0.352451,0.351762,0.351072,0.350383,0.349694,0.349004,0.348315,0.347625,0.346936,0.346246,0.345557,0.344867,0.344178,0.343488,0.342799,0.342110,0.341420,0.340731,0.340041,0.339352,0.338662,0.337973,0.337283,0.336594,0.335904,0.335215,0.334526"
0.282CaCl2-0.718KCl,"921.150000,924.976768,928.803535,932.630303,936.457071,940.283838,944.110606,947.937374,951.764141,955.590909,959.417677,963.244444,967.071212,970.897980,974.724747,978.551515,982.378283,986.205051,990.031818,993.858586,997.685354,1001.512121,1005.338889,1009.165657,1012.992424,1016.819192,1020.645960,1024.472727,1028.299495,1032.126263,1035.953030,1039.779798,1043.606566,1047.433333,1051.260101,1055.086869,1058.913636,1062.740404,1066.567172,1070.393939,1074.220707,1078.047475,1081.874242,1085.701010,1089.527778,1093.354545,1097.181313,1101.008081,1104.834848,1108.661616,1112.488384,1116.315152,1120.141919,1123.968687,1127.795455,1131.622222,1135.448990,1139.275758,1143.102525,1146.929293,1150.756061,1154.582828,1158.409596,1162.236364,1166.063131,1169.889899,1173.716667,1177.543434,1181.370202,1185.196970,1189.023737,1192.850505,1196.677273,1200.504040,1204.330808,1208.157576,1211.984343,1215.811111,1219.637879,1223.464646,1227.291414,1231.118182,1234.944949,1238.771717,1242.598485,1246.425253,1250.252020,1254.078788,1257.905556,1261.732323,1265.559091,1269.385859,1273.212626,1277.039394,1280.866162,1284.692929,1288.519697,1292.346465,1296.173232,1300.000000","0.334581,0.334040,0.333499,0.332958,0.332416,0.331875,0.331334,0.330793,0.330251,0.329710,0.329169,0.328628,0.328086,0.327545,0.327004,0.326463,0.325921,0.325380,0.324839,0.324298,0.323756,0.323215,0.322674,0.322133,0.321591,0.321050,0.320509,0.319968,0.319427,0.318885,0.318344,0.317803,0.317262,0.316720,0.316179,0.315638,0.315097,0.314556,0.314014,0.313473,0.312932,0.312391,0.311849,0.311308,0.310767,0.310226,0.309685,0.309143,0.308602,0.308061,0.307520,0.306978,0.306437,0.305896,0.305355,0.304814,0.304272,0.303731,0.303190,0.302649,0.302108,0.301566,0.301025,0.300484,0.299943,0.299401,0.298860,0.298319,0.297778,0.297237,0.296695,0.296154,0.295613,0.295072,0.294531,0.293989,0.293448,0.292907,0.292366,0.291825,0.291284,0.290742,0.290201,0.289660,0.289119,0.288578,0.288036,0.287495,0.286954,0.286413,0.285872,0.285330,0.284789,0.284248,0.283707,0.283166,0.282625,0.282083,0.281542,0.281001"
0.42KF-0.465LiF-0.115NaF,"735.000000,740.707071,746.414141,752.121212,757.828283,763.535354,769.242424,774.949495,780.656566,786.363636,792.070707,797.777778,803.484848,809.191919,814.898990,820.606061,826.313131,832.020202,837.727273,843.434343,849.141414,854.848485,860.555556,866.262626,871.969697,877.676768,883.383838,889.090909,894.797980,900.505051,906.212121,911.919192,917.626263,923.333333,929.040404,934.747475,940.454545,946.161616,951.868687,957.575758,963.282828,968.989899,974.696970,980.404040,986.111111,991.818182,997.525253,1003.232323,1008.939394,1014.646465,1020.353535,1026.060606,1031.767677,1037.474747,1043.181818,1048.888889,1054.595960,1060.303030,1066.010101,1071.717172,1077.424242,1083.131313,1088.838384,1094.545455,1100.252525,1105.959596,1111.666667,1117.373737,1123.080808,1128.787879,1134.494949,1140.202020,1145.909091,1151.616162,1157.323232,1163.030303,1168.737374,1174.444444,1180.151515,1185.858586,1191.565657,1197.272727,1202.979798,1208.686869,1214.393939,1220.101010,1225.808081,1231.515152,1237.222222,1242.929293,1248.636364,1254.343434,1260.050505,1265.757576,1271.464646,1277.171717,1282.878788,1288.585859,1294.292929,1300.000000","0.695463,0.694075,0.692688,0.691300,0.689913,0.688525,0.687138,0.685750,0.684363,0.682976,0.681588,0.680201,0.678813,0.677426,0.676038,0.674651,0.673263,0.671876,0.670488,0.669101,0.667713,0.666326,0.664938,0.663551,0.662163,0.660776,0.659388,0.658001,0.656613,0.655226,0.653838,0.652451,0.651063,0.649676,0.648288,0.646900,0.645513,0.644125,0.642738,0.641350,0.639963,0.638575,0.637187,0.635800,0.634412,0.633025,0.631637,0.630250,0.628862,0.627474,0.626087,0.624699,0.623311,0.621924,0.620536,0.619149,0.617761,0.616373,0.614986,0.613598,0.612210,0.610823,0.609435,0.608047,0.606660,0.605272,0.603884,0.602497,0.601109,0.599721,0.598334,0.596946,0.595558,0.594170,0.592783,0.591395,0.590007,0.588620,0.587232,0.585844,0.584456,0.583069,0.581681,0.580293,0.578905,0.577518,0.576130,0.574742,0.573354,0.571967,0.570579,0.569191,0.567803,0.566415,0.565028,0.563640,0.562252,0.560864,0.559476,0.558088"
0.59KF-0.065MgF2-0.345NaF,"958.000000,961.454545,964.909091,968.363636,971.818182,975.272727,978.727273,982.181818,985.636364,989.090909,992.545455,996.000000,999.454545,1002.909091,1006.363636,1009.818182,1013.272727,1016.727273,1020.181818,1023.636364,1027.090909,1030.545455,1034.000000,1037.454545,1040.909091,1044.363636,1047.818182,1051.272727,1054.727273,1058.181818,1061.636364,1065.090909,1068.545455,1072.000000,1075.454545,1078.909091,1082.363636,1085.818182,1089.272727,1092.727273,1096.181818,1099.636364,1103.090909,1106.545455,1110.000000,1113.454545,1116.909091,1120.363636,1123.818182,1127.272727,1130.727273,1134.181818,1137.636364,1141.090909,1144.545455,1148.000000,1151.454545,1154.909091,1158.363636,1161.818182,1165.272727,1168.727273,1172.181818,1175.636364,1179.090909,1182.545455,1186.000000,1189.454545,1192.909091,1196.363636,1199.818182,1203.272727,1206.727273,1210.181818,1213.636364,1217.090909,1220.545455,1224.000000,1227.454545,1230.909091,1234.363636,1237.818182,1241.272727,1244.727273,1248.181818,1251.636364,1255.090909,1258.545455,1262.000000,1265.454545,1268.909091,1272.363636,1275.818182,1279.272727,1282.727273,1286.181818,1289.636364,1293.090909,1296.545455,1300.000000","0.571971,0.571216,0.570461,0.569706,0.568950,0.568195,0.567440,0.566685,0.565929,0.565174,0.564419,0.563664,0.562908,0.562153,0.561398,0.560643,0.559887,0.559132,0.558377,0.557622,0.556866,0.556111,0.555356,0.554601,0.553845,0.553090,0.552335,0.551580,0.550824,0.550069,0.549314,0.548559,0.547804,0.547048,0.546293,0.545538,0.544783,0.544027,0.543272,0.542517,0.541762,0.541006,0.540251,0.539496,0.538741,0.537986,0.537230,0.536475,0.535720,0.534965,0.534209,0.533454,0.532699,0.531944,0.531189,0.530433,0.529678,0.528923,0.528168,0.527412,0.526657,0.525902,0.525147,0.524392,0.523636,0.522881,0.522126,0.521371,0.520616,0.519860,0.519105,0.518350,0.517595,0.516840,0.516084,0.515329,0.514574,0.513819,0.513064,0.512308,0.511553,0.510798,0.510043,0.509288,0.508532,0.507777,0.507022,0.506267,0.505512,0.504756,0.504001,0.503246,0.502491,0.501736,0.500980,0.500225,0.499470,0.498715,0.497960,0.497204"
0.22KCl-0.45MgCl2-0.33NaCl,"658.150000,664.633333,671.116667,677.600000,684.083333,690.566667,697.050000,703.533333,710.016667,716.500000,722.983333,729.466667,735.950000,742.433333,748.916667,755.400000,761.883333,768.366667,774.850000,781.333333,787.816667,794.300000,800.783333,807.266667,813.750000,820.233333,826.716667,833.200000,839.683333,846.166667,852.650000,859.133333,865.616667,872.100000,878.583333,885.066667,891.550000,898.033333,904.516667,911.000000,917.483333,923.966667,930.450000,936.933333,943.416667,949.900000,956.383333,962.866667,969.350000,975.833333,982.316667,988.800000,995.283333,1001.766667,1008.250000,1014.733333,1021.216667,1027.700000,1034.183333,1040.666667,1047.150000,1053.633333,1060.116667,1066.600000,1073.083333,1079.566667,1086.050000,1092.533333,1099.016667,1105.500000,1111.983333,1118.466667,1124.950000,1131.433333,1137.916667,1144.400000,1150.883333,1157.366667,1163.850000,1170.333333,1176.816667,1183.300000,1189.783333,1196.266667,1202.750000,1209.233333,1215.716667,1222.200000,1228.683333,1235.166667,1241.650000,1248.133333,1254.616667,1261.100000,1267.583333,1274.066667,1280.550000,1287.033333,1293.516667,1300.000000","0.415600,0.414713,0.413827,0.412940,0.412053,0.411167,0.410280,0.409393,0.408507,0.407620,0.406734,0.405847,0.404960,0.404074,0.403187,0.402301,0.401414,0.400527,0.399641,0.398754,0.397868,0.396981,0.396094,0.395208,0.394321,0.393435,0.392548,0.391661,0.390775,0.389888,0.389002,0.388115,0.387228,0.386342,0.385455,0.384569,0.383682,0.382795,0.381909,0.381022,0.380136,0.379249,0.378363,0.377476,0.376589,0.375703,0.374816,0.373930,0.373043,0.372156,0.371270,0.370383,0.369497,0.368610,0.367723,0.366837,0.365950,0.365064,0.364177,0.363291,0.362404,0.361517,0.360631,0.359744,0.358858,0.357971,0.357085,0.356198,0.355311,0.354425,0.353538,0.352652,0.351765,0.350879,0.349992,0.349105,0.348219,0.347332,0.346446,0.345559,0.344673,0.343786,0.342899,0.342013,0.341126,0.340240,0.339353,0.338467,0.337580,0.336694,0.335807,0.334920,0.334034,0.333147,0.332261,0.331374,0.330488,0.329601,0.328715,0.327828"
0.41KCl-0.38MgCl2-0.21NaCl,"660.150000,666.613131,673.076263,679.539394,686.002525,692.465657,698.928788,705.391919,711.855051,718.318182,724.781313,731.244444,737.707576,744.170707,750.633838,757.096970,763.560101,770.023232,776.486364,782.949495,789.412626,795.875758,802.338889,808.802020,815.265152,821.728283,828.191414,834.654545,841.117677,847.580808,854.043939,860.507071,866.970202,873.433333,879.896465,886.359596,892.822727,899.285859,905.748990,912.212121,918.675253,925.138384,931.601515,938.064646,944.527778,950.990909,957.454040,963.917172,970.380303,976.843434,983.306566,989.769697,996.232828,1002.695960,1009.159091,1015.622222,1022.085354,1028.548485,1035.011616,1041.474747,1047.937879,1054.401010,1060.864141,1067.327273,1073.790404,1080.253535,1086.716667,1093.179798,1099.642929,1106.106061,1112.569192,1119.032323,1125.495455,1131.958586,1138.421717,1144.884848,1151.347980,1157.811111,1164.274242,1170.737374,1177.200505,1183.663636,1190.126768,1196.589899,1203.053030,1209.516162,1215.979293,1222.442424,1228.905556,1235.368687,1241.831818,1248.294949,1254.758081,1261.221212,1267.684343,1274.147475,1280.610606,1287.073737,1293.536869,1300.000000","0.393715,0.392796,0.391877,0.390958,0.390040,0.389121,0.388202,0.387283,0.386365,0.385446,0.384527,0.383608,0.382690,0.381771,0.380852,0.379933,0.379015,0.378096,0.377177,0.376258,0.375340,0.374421,0.373502,0.372584,0.371665,0.370746,0.369827,0.368909,0.367990,0.367071,0.366153,0.365234,0.364315,0.363396,0.362478,0.361559,0.360640,0.359722,0.358803,0.357884,0.356966,0.356047,0.355128,0.354209,0.353291,0.352372,0.351453,0.350535,0.349616,0.348697,0.347779,0.346860,0.345941,0.345023,0.344104,0.343185,0.342267,0.341348,0.340429,0.339511,0.338592,0.337674,0.336755,0.335836,0.334918,0.333999,0.333080,0.332162,0.331243,0.330324,0.329406,0.328487,0.327569,0.326650,0.325731,0.324813,0.323894,0.322975,0.322057,0.321138,0.320220,0.319301,0.318382,0.317464,0.316545,0.315627,0.314708,0.313790,0.312871,0.311952,0.311034,0.310115,0.309197,0.308278,0.307360,0.306441,0.305522,0.304604,0.303685,0.302767"
0.525CaCl2-0.058KCl-0.417NaCl,"769.450000,774.809091,780.168182,785.527273,790.886364,796.245455,801.604545,806.963636,812.322727,817.681818,823.040909,828.400000,833.759091,839.118182,844.477273,849.836364,855.195455,860.554545,865.913636,871.272727,876.631818,881.990909,887.350000,892.709091,898.068182,903.427273,908.786364,914.145455,919.504545,924.863636,930.222727,935.581818,940.940909,946.300000,951.659091,957.018182,962.377273,967.736364,973.095455,978.454545,983.813636,989.172727,994.531818,999.890909,1005.250000,1010.609091,1015.968182,1021.327273,1026.686364,1032.045455,1037.404545,1042.763636,1048.122727,1053.481818,1058.840909,1064.200000,1069.559091,1074.918182,1080.277273,1085.636364,1090.995455,1096.354545,1101.713636,1107.072727,1112.431818,1117.790909,1123.150000,1128.509091,1133.868182,1139.227273,1144.586364,1149.945455,1155.304545,1160.663636,1166.022727,1171.381818,1176.740909,1182.100000,1187.459091,1192.818182,1198.177273,1203.536364,1208.895455,1214.254545,1219.613636,1224.972727,1230.331818,1235.690909,1241.050000,1246.409091,1251.768182,1257.127273,1262.486364,1267.845455,1273.204545,1278.563636,1283.922727,1289.281818,1294.640909,1300.000000","0.419531,0.418797,0.418063,0.417328,0.416594,0.415860,0.415126,0.414392,0.413658,0.412924,0.412190,0.411455,0.410721,0.409987,0.409253,0.408519,0.407785,0.407051,0.406316,0.405582,0.404848,0.404114,0.403380,0.402646,0.401912,0.401177,0.400443,0.399709,0.398975,0.398241,0.397507,0.396773,0.396038,0.395304,0.394570,0.393836,0.393102,0.392368,0.391634,0.390899,0.390165,0.389431,0.388697,0.387963,0.387229,0.386495,0.385760,0.385026,0.384292,0.383558,0.382824,0.382090,0.381356,0.380621,0.379887,0.379153,0.378419,0.377685,0.376951,0.376216,0.375482,0.374748,0.374014,0.373280,0.372546,0.371812,0.371077,0.370343,0.369609,0.368875,0.368141,0.367407,0.366673,0.365938,0.365204,0.364470,0.363736,0.363002,0.362268,0.361533,0.360799,0.360065,0.359331,0.358597,0.357863,0.357128,0.356394,0.355660,0.354926,0.354192,0.353458,0.352724,0.351989,0.351255,0.350521,0.349787,0.349053,0.348319,0.347584,0.346850"
