Composition,Method,Temperature_K,Thermal_Conductivity_W_mK
"KTM, Mix Data","Gheribi-KT24, Mix Data",923.0,0.1897450600230591
"KTM, Mix Data","Gheribi-KT24, Mix Data",926.8080808080808,0.18939052709407883
"KTM, Mix Data","Gheribi-KT24, Mix Data",930.6161616161617,0.18903594842068772
"KTM, Mix Data","Gheribi-KT24, Mix Data",934.4242424242424,0.188681323864137
"KTM, Mix Data","Gheribi-KT24, Mix Data",938.2323232323232,0.1883266532851163
"KTM, Mix Data","Gheribi-KT24, Mix Data",942.040404040404,0.18797193654375105
"KTM, Mix Data","Gheribi-KT24, Mix Data",945.8484848484849,0.18761717349959833
"KTM, Mix Data","Gheribi-KT24, Mix Data",949.6565656565657,0.187262364011646
"KTM, Mix Data","Gheribi-KT24, Mix Data",953.4646464646464,0.18690750793830818
"KTM, Mix Data","Gheribi-KT24, Mix Data",957.2727272727273,0.18655260513742294
"KTM, Mix Data","Gheribi-KT24, Mix Data",961.0808080808081,0.1861976554662494
"KTM, Mix Data","Gheribi-KT24, Mix Data",964.8888888888889,0.1858426587814646
"KTM, Mix Data","Gheribi-KT24, Mix Data",968.6969696969697,0.18548761493916105
"KTM, Mix Data","Gheribi-KT24, Mix Data",972.5050505050505,0.18513252379484268
"KTM, Mix Data","Gheribi-KT24, Mix Data",976.3131313131313,0.18477738520342296
"KTM, Mix Data","Gheribi-KT24, Mix Data",980.1212121212121,0.18442219901922147
"KTM, Mix Data","Gheribi-KT24, Mix Data",983.929292929293,0.18406696509596004
"KTM, Mix Data","Gheribi-KT24, Mix Data",987.7373737373737,0.18371168328676143
"KTM, Mix Data","Gheribi-KT24, Mix Data",991.5454545454545,0.18335635344414467
"KTM, Mix Data","Gheribi-KT24, Mix Data",995.3535353535353,0.18300097542002244
"KTM, Mix Data","Gheribi-KT24, Mix Data",999.1616161616162,0.18264554906569835
"KTM, Mix Data","Gheribi-KT24, Mix Data",1002.969696969697,0.1822900742318637
"KTM, Mix Data","Gheribi-KT24, Mix Data",1006.7777777777778,0.1819345507685936
"KTM, Mix Data","Gheribi-KT24, Mix Data",1010.5858585858585,0.18157897852534477
"KTM, Mix Data","Gheribi-KT24, Mix Data",1014.3939393939394,0.18122335735095152
"KTM, Mix Data","Gheribi-KT24, Mix Data",1018.2020202020202,0.1808676870936233
"KTM, Mix Data","Gheribi-KT24, Mix Data",1022.010101010101,0.18051196760094093
"KTM, Mix Data","Gheribi-KT24, Mix Data",1025.8181818181818,0.18015619871985317
"KTM, Mix Data","Gheribi-KT24, Mix Data",1029.6262626262626,0.17980038029667436
"KTM, Mix Data","Gheribi-KT24, Mix Data",1033.4343434343434,0.17944451217708016
"KTM, Mix Data","Gheribi-KT24, Mix Data",1037.2424242424242,0.17908859420610423
"KTM, Mix Data","Gheribi-KT24, Mix Data",1041.050505050505,0.1787326262281365
"KTM, Mix Data","Gheribi-KT24, Mix Data",1044.858585858586,0.17837660808691708
"KTM, Mix Data","Gheribi-KT24, Mix Data",1048.6666666666667,0.1780205396255353
"KTM, Mix Data","Gheribi-KT24, Mix Data",1052.4747474747473,0.1776644206864252
"KTM, Mix Data","Gheribi-KT24, Mix Data",1056.2828282828282,0.17730825111136217
"KTM, Mix Data","Gheribi-KT24, Mix Data",1060.090909090909,0.17695203074145976
"KTM, Mix Data","Gheribi-KT24, Mix Data",1063.8989898989898,0.17659575941716588
"KTM, Mix Data","Gheribi-KT24, Mix Data",1067.7070707070707,0.17623943697825978
"KTM, Mix Data","Gheribi-KT24, Mix Data",1071.5151515151515,0.1758830632638479
"KTM, Mix Data","Gheribi-KT24, Mix Data",1075.3232323232323,0.1755266381123611
"KTM, Mix Data","Gheribi-KT24, Mix Data",1079.1313131313132,0.17517016136155092
"KTM, Mix Data","Gheribi-KT24, Mix Data",1082.939393939394,0.17481363284848478
"KTM, Mix Data","Gheribi-KT24, Mix Data",1086.7474747474748,0.1744570524095447
"KTM, Mix Data","Gheribi-KT24, Mix Data",1090.5555555555557,0.17410041988042133
"KTM, Mix Data","Gheribi-KT24, Mix Data",1094.3636363636363,0.17374373509611182
"KTM, Mix Data","Gheribi-KT24, Mix Data",1098.171717171717,0.17338699789091602
"KTM, Mix Data","Gheribi-KT24, Mix Data",1101.979797979798,0.17303020809843184
"KTM, Mix Data","Gheribi-KT24, Mix Data",1105.7878787878788,0.17267336555155222
"KTM, Mix Data","Gheribi-KT24, Mix Data",1109.5959595959596,0.17231647008246184
"KTM, Mix Data","Gheribi-KT24, Mix Data",1113.4040404040404,0.1719595215226325
"KTM, Mix Data","Gheribi-KT24, Mix Data",1117.2121212121212,0.1716025197028196
"KTM, Mix Data","Gheribi-KT24, Mix Data",1121.020202020202,0.17124546445305833
"KTM, Mix Data","Gheribi-KT24, Mix Data",1124.828282828283,0.1708883556026607
"KTM, Mix Data","Gheribi-KT24, Mix Data",1128.6363636363635,0.17053119298020955
"KTM, Mix Data","Gheribi-KT24, Mix Data",1132.4444444444443,0.17017397641355733
"KTM, Mix Data","Gheribi-KT24, Mix Data",1136.2525252525252,0.16981670572982027
"KTM, Mix Data","Gheribi-KT24, Mix Data",1140.060606060606,0.16945938075537467
"KTM, Mix Data","Gheribi-KT24, Mix Data",1143.8686868686868,0.16910200131585404
"KTM, Mix Data","Gheribi-KT24, Mix Data",1147.6767676767677,0.1687445672361442
"KTM, Mix Data","Gheribi-KT24, Mix Data",1151.4848484848485,0.1683870783403791
"KTM, Mix Data","Gheribi-KT24, Mix Data",1155.2929292929293,0.1680295344519378
"KTM, Mix Data","Gheribi-KT24, Mix Data",1159.1010101010102,0.16767193539343894
"KTM, Mix Data","Gheribi-KT24, Mix Data",1162.909090909091,0.16731428098673834
"KTM, Mix Data","Gheribi-KT24, Mix Data",1166.7171717171718,0.16695657105292327
"KTM, Mix Data","Gheribi-KT24, Mix Data",1170.5252525252524,0.16659880541230962
"KTM, Mix Data","Gheribi-KT24, Mix Data",1174.3333333333333,0.16624098388443684
"KTM, Mix Data","Gheribi-KT24, Mix Data",1178.141414141414,0.1658831062880643
"KTM, Mix Data","Gheribi-KT24, Mix Data",1181.949494949495,0.16552517244116646
"KTM, Mix Data","Gheribi-KT24, Mix Data",1185.7575757575758,0.16516718216092957
"KTM, Mix Data","Gheribi-KT24, Mix Data",1189.5656565656566,0.16480913526374624
"KTM, Mix Data","Gheribi-KT24, Mix Data",1193.3737373737374,0.1644510315652122
"KTM, Mix Data","Gheribi-KT24, Mix Data",1197.1818181818182,0.16409287088012128
"KTM, Mix Data","Gheribi-KT24, Mix Data",1200.9898989898988,0.1637346530224613
"KTM, Mix Data","Gheribi-KT24, Mix Data",1204.7979797979797,0.1633763778054093
"KTM, Mix Data","Gheribi-KT24, Mix Data",1208.6060606060605,0.16301804504132825
"KTM, Mix Data","Gheribi-KT24, Mix Data",1212.4141414141413,0.16265965454176115
"KTM, Mix Data","Gheribi-KT24, Mix Data",1216.2222222222222,0.16230120611742715
"KTM, Mix Data","Gheribi-KT24, Mix Data",1220.030303030303,0.1619426995782176
"KTM, Mix Data","Gheribi-KT24, Mix Data",1223.8383838383838,0.16158413473319078
"KTM, Mix Data","Gheribi-KT24, Mix Data",1227.6464646464647,0.1612255113905676
"KTM, Mix Data","Gheribi-KT24, Mix Data",1231.4545454545455,0.16086682935772678
"KTM, Mix Data","Gheribi-KT24, Mix Data",1235.2626262626263,0.16050808844120082
"KTM, Mix Data","Gheribi-KT24, Mix Data",1239.0707070707072,0.16014928844667042
"KTM, Mix Data","Gheribi-KT24, Mix Data",1242.878787878788,0.15979042917896105
"KTM, Mix Data","Gheribi-KT24, Mix Data",1246.6868686868686,0.15943151044203685
"KTM, Mix Data","Gheribi-KT24, Mix Data",1250.4949494949494,0.15907253203899674
"KTM, Mix Data","Gheribi-KT24, Mix Data",1254.3030303030303,0.15871349377206964
"KTM, Mix Data","Gheribi-KT24, Mix Data",1258.111111111111,0.15835439544260918
"KTM, Mix Data","Gheribi-KT24, Mix Data",1261.919191919192,0.15799523685108907
"KTM, Mix Data","Gheribi-KT24, Mix Data",1265.7272727272727,0.1576360177970988
"KTM, Mix Data","Gheribi-KT24, Mix Data",1269.5353535353536,0.15727673807933765
"KTM, Mix Data","Gheribi-KT24, Mix Data",1273.3434343434344,0.15691739749561043
"KTM, Mix Data","Gheribi-KT24, Mix Data",1277.151515151515,0.15655799584282246
"KTM, Mix Data","Gheribi-KT24, Mix Data",1280.9595959595958,0.15619853291697472
"KTM, Mix Data","Gheribi-KT24, Mix Data",1284.7676767676767,0.15583900851315813
"KTM, Mix Data","Gheribi-KT24, Mix Data",1288.5757575757575,0.15547942242554907
"KTM, Mix Data","Gheribi-KT24, Mix Data",1292.3838383838383,0.15511977444740435
"KTM, Mix Data","Gheribi-KT24, Mix Data",1296.1919191919192,0.15476006437105566
"KTM, Mix Data","Gheribi-KT24, Mix Data",1300.0,0.15440029198790434
