Composition,Method,Temperature_K,Thermal_Conductivity_W_mK
"SCM, Mix Data","Present Model, Mix Data",923.0,0.5808348687329907
"SCM, Mix Data","Present Model, Mix Data",926.8080808080808,0.5797454312079919
"SCM, Mix Data","Present Model, Mix Data",930.6161616161617,0.5786554233883959
"SCM, Mix Data","Present Model, Mix Data",934.4242424242424,0.5775648484489695
"SCM, Mix Data","Present Model, Mix Data",938.2323232323232,0.5764737095867191
"SCM, Mix Data","Present Model, Mix Data",942.040404040404,0.5753820100209145
"SCM, Mix Data","Present Model, Mix Data",945.8484848484849,0.5742897529931137
"SCM, Mix Data","Present Model, Mix Data",949.6565656565657,0.5731969417671852
"SCM, Mix Data","Present Model, Mix Data",953.4646464646464,0.5721035796293309
"SCM, Mix Data","Present Model, Mix Data",957.2727272727273,0.5710096698881071
"SCM, Mix Data","Present Model, Mix Data",961.0808080808081,0.5699152158744458
"SCM, Mix Data","Present Model, Mix Data",964.8888888888889,0.568820220941674
"SCM, Mix Data","Present Model, Mix Data",968.6969696969697,0.5677246884655335
"SCM, Mix Data","Present Model, Mix Data",972.5050505050505,0.5666286218441988
"SCM, Mix Data","Present Model, Mix Data",976.3131313131313,0.5655320244982953
"SCM, Mix Data","Present Model, Mix Data",980.1212121212121,0.5644348998709151
"SCM, Mix Data","Present Model, Mix Data",983.929292929293,0.5633372514276342
"SCM, Mix Data","Present Model, Mix Data",987.7373737373737,0.5622390826565262
"SCM, Mix Data","Present Model, Mix Data",991.5454545454545,0.5611403970681778
"SCM, Mix Data","Present Model, Mix Data",995.3535353535353,0.5600411981957015
"SCM, Mix Data","Present Model, Mix Data",999.1616161616162,0.5589414895947491
"SCM, Mix Data","Present Model, Mix Data",1002.969696969697,0.5578412748435222
"SCM, Mix Data","Present Model, Mix Data",1006.7777777777778,0.5567405575427843
"SCM, Mix Data","Present Model, Mix Data",1010.5858585858585,0.5556393413158701
"SCM, Mix Data","Present Model, Mix Data",1014.3939393939394,0.5545376298086956
"SCM, Mix Data","Present Model, Mix Data",1018.2020202020202,0.5534354266897654
"SCM, Mix Data","Present Model, Mix Data",1022.010101010101,0.552332735650181
"SCM, Mix Data","Present Model, Mix Data",1025.8181818181818,0.551229560403647
"SCM, Mix Data","Present Model, Mix Data",1029.6262626262626,0.5501259046864768
"SCM, Mix Data","Present Model, Mix Data",1033.4343434343434,0.5490217722575979
"SCM, Mix Data","Present Model, Mix Data",1037.2424242424242,0.547917166898555
"SCM, Mix Data","Present Model, Mix Data",1041.050505050505,0.546812092413514
"SCM, Mix Data","Present Model, Mix Data",1044.858585858586,0.5457065526292638
"SCM, Mix Data","Present Model, Mix Data",1048.6666666666667,0.5446005513952167
"SCM, Mix Data","Present Model, Mix Data",1052.4747474747473,0.5434940925834103
"SCM, Mix Data","Present Model, Mix Data",1056.2828282828282,0.5423871800885055
"SCM, Mix Data","Present Model, Mix Data",1060.090909090909,0.5412798178277856
"SCM, Mix Data","Present Model, Mix Data",1063.8989898989898,0.5401720097411539
"SCM, Mix Data","Present Model, Mix Data",1067.7070707070707,0.5390637597911302
"SCM, Mix Data","Present Model, Mix Data",1071.5151515151515,0.5379550719628461
"SCM, Mix Data","Present Model, Mix Data",1075.3232323232323,0.5368459502640408
"SCM, Mix Data","Present Model, Mix Data",1079.1313131313132,0.5357363987250532
"SCM, Mix Data","Present Model, Mix Data",1082.939393939394,0.5346264213988161
"SCM, Mix Data","Present Model, Mix Data",1086.7474747474748,0.533516022360848
"SCM, Mix Data","Present Model, Mix Data",1090.5555555555557,0.5324052057092431
"SCM, Mix Data","Present Model, Mix Data",1094.3636363636363,0.5312939755646618
"SCM, Mix Data","Present Model, Mix Data",1098.171717171717,0.5301823360703201
"SCM, Mix Data","Present Model, Mix Data",1101.979797979798,0.5290702913919764
"SCM, Mix Data","Present Model, Mix Data",1105.7878787878788,0.5279578457179195
"SCM, Mix Data","Present Model, Mix Data",1109.5959595959596,0.5268450032589547
"SCM, Mix Data","Present Model, Mix Data",1113.4040404040404,0.5257317682483879
"SCM, Mix Data","Present Model, Mix Data",1117.2121212121212,0.5246181449420104
"SCM, Mix Data","Present Model, Mix Data",1121.020202020202,0.5235041376180818
"SCM, Mix Data","Present Model, Mix Data",1124.828282828283,0.5223897505773116
"SCM, Mix Data","Present Model, Mix Data",1128.6363636363635,0.521274988142841
"SCM, Mix Data","Present Model, Mix Data",1132.4444444444443,0.5201598546602217
"SCM, Mix Data","Present Model, Mix Data",1136.2525252525252,0.5190443544973962
"SCM, Mix Data","Present Model, Mix Data",1140.060606060606,0.5179284920446753
"SCM, Mix Data","Present Model, Mix Data",1143.8686868686868,0.5168122717147142
"SCM, Mix Data","Present Model, Mix Data",1147.6767676767677,0.5156956979424903
"SCM, Mix Data","Present Model, Mix Data",1151.4848484848485,0.5145787751852758
"SCM, Mix Data","Present Model, Mix Data",1155.2929292929293,0.5134615079226132
"SCM, Mix Data","Present Model, Mix Data",1159.1010101010102,0.5123439006562878
"SCM, Mix Data","Present Model, Mix Data",1162.909090909091,0.5112259579102987
