Mode_Index,Frequency_cm-1,Type,Participation_Ratio
0,114.51072928005334j,Real,0.007297588511946149
1,95.35944480630724j,Real,0.009240479675653935
2,90.89827007678274j,Real,0.00955669171211023
3,88.49018332444733j,Real,0.022345862472022606
4,87.65661476764282j,Real,0.014813163530276341
5,83.22851004863485j,Real,0.03159862742274713
6,76.38981830336317j,Real,0.018769831189239042
7,69.12100447084752j,Real,0.03169666161781415
8,65.91057858075348j,Real,0.010385470287923708
9,65.11834406829082j,Real,0.08126357584446924
10,64.35877549854291j,Real,0.024869328672131947
11,62.2666097075872j,Real,0.03497199910069012
12,59.65337907201033j,Real,0.04679968584226003
13,59.45382562276824j,Real,0.05169133121027512
14,57.775535778201274j,Real,0.06755590661981953
15,57.50194260026762j,Real,0.12497768003051407
16,57.015949643166735j,Real,0.06128034572414466
17,56.2346410878438j,Real,0.06477466211498871
18,54.43751581561603j,Real,0.10416900797228737
19,54.09911867885733j,Real,0.050919500716191245
20,53.01100952045393j,Real,0.08947837800587427
21,52.15617037601623j,Real,0.057488122558095524
22,51.84442482244228j,Real,0.16240346651489834
23,51.499079478858704j,Real,0.040794649344246224
24,49.50296438888356j,Real,0.057775646831237946
25,49.07826087534278j,Real,0.0835891040618798
26,47.758485406175176j,Real,0.15567371013902745
27,47.40392570455702j,Real,0.09118828121343703
28,45.37266663904464j,Real,0.14449261581805162
29,45.26682743808079j,Real,0.2183587000719851
30,44.481491657737294j,Real,0.14953563962346997
31,44.33392084185543j,Real,0.1182568665435156
32,43.13075315855252j,Real,0.2731712662639412
33,42.507389840541215j,Real,0.20854767006407732
34,41.37864947392602j,Real,0.15200851690678652
35,40.850265519560764j,Real,0.2286844690916647
36,40.52815636925048j,Real,0.19654830000842344
37,38.96604443596018j,Real,0.11370888144514431
38,38.45020694332824j,Real,0.2742021042120899
39,37.908450695503554j,Real,0.16097228404906827
40,36.939060591012684j,Real,0.21202935608671347
41,36.31540075756438j,Real,0.2339658089270965
42,35.21287334594749j,Real,0.09966167413462956
43,34.768559383508865j,Real,0.229834962955076
44,34.190571290130876j,Real,0.15249621660963641
45,33.35314507189944j,Real,0.26621999110072003
46,32.67030488444199j,Real,0.13749633109532786
47,31.52544541162078j,Real,0.293714327209277
48,31.3747918431041j,Real,0.19652507510362358
49,29.965619097795916j,Real,0.1884972941178081
50,29.54143104533885j,Real,0.19729615516950202
51,28.40601601756869j,Real,0.2546712280417733
52,27.810353761900878j,Real,0.33085838448625443
53,27.26198467252621j,Real,0.2951187570890128
54,26.594141811087308j,Real,0.33427483278227355
55,26.329013471266848j,Real,0.29930795605878946
56,25.37880186268654j,Real,0.39882588592969037
57,24.338231315333015j,Real,0.1185351493693253
58,24.07871162731447j,Real,0.3966625705306425
59,23.567289048619042j,Real,0.29067510202930696
60,22.462855994712566j,Real,0.4068727547639875
61,21.93028399054335j,Real,0.3272654781887116
62,21.74997297754388j,Real,0.38843298652619984
63,21.027341106248414j,Real,0.39276524300039584
64,20.05094336415025j,Real,0.3937126248945818
65,19.019090132997224j,Real,0.3666559166583454
66,17.47876394222934j,Real,0.3649478905624848
67,16.97194371366951j,Real,0.309577236935392
68,15.996290752692893j,Real,0.3348478430778881
69,15.0992394239298j,Real,0.40606352626256037
70,14.153470623951753j,Real,0.4322917910152906
71,13.07444347474385j,Real,0.33062966942168576
72,12.537734475840466j,Real,0.3660750957940855
73,10.414845581825904j,Real,0.46179977484332996
74,8.76431330530603j,Real,0.39501188414099647
75,7.1624384938828545j,Real,0.38323691967570195
76,2.4248175055010486j,Real,0.3409460596078864
77,0.2192234606882184j,Real,0.9999421533593916
78,(0.17314944205267266+0j),Real,0.9998241327133659
79,(0.268218481353937+0j),Real,0.9996805826428866
80,(2.9941487793256156+0j),Real,0.44963919276630604
81,(7.331942931252833+0j),Real,0.31484347825750586
82,(8.162822365319672+0j),Real,0.4285317678947055
83,(8.44080166253857+0j),Real,0.40237611479659935
84,(11.900958480205768+0j),Real,0.41964771576428955
85,(12.933785854958343+0j),Real,0.45839449117700476
86,(13.57950974205956+0j),Real,0.4281791295716003
87,(14.223067670139493+0j),Real,0.1862026284258986
88,(15.698819950639946+0j),Real,0.42663045444836944
89,(16.33933036436042+0j),Real,0.4790890992278116
90,(17.204884849434684+0j),Real,0.4227491664933096
91,(17.85025149865635+0j),Real,0.5039077131488592
92,(18.899590551957143+0j),Real,0.43552432042052525
93,(19.410181661680195+0j),Real,0.49394574314800954
94,(20.417816769127256+0j),Real,0.520768523842689
95,(20.511470591275327+0j),Real,0.5594602162279473
96,(20.980746841967548+0j),Real,0.3642293380139172
97,(21.498774717943803+0j),Real,0.4705903950712689
98,(22.12258809898933+0j),Real,0.3676268615342637
99,(22.610355010247382+0j),Real,0.44113520767087977
100,(23.06643013604461+0j),Real,0.4500208264027575
