Freq_rad_ps,VDOS_Na,VDOS_K,VDOS_Mg
3.500131795172173543e+00,1.405497920700457017e-02,1.930751961255396457e-02,6.843365589651863486e-03
3.589878764279151646e+00,1.293875511412311691e-02,1.859505815660759953e-02,6.841636237199791824e-03
3.679625733386131081e+00,1.448738417251432646e-02,1.749603403954813619e-02,7.562726390205381545e-03
3.769372702493109184e+00,1.432986671892591546e-02,2.090736524524033219e-02,7.167344917421469494e-03
3.859119671600088175e+00,1.286716424708396651e-02,1.963594938656969269e-02,7.097434632591125003e-03
3.948866640707066722e+00,1.129518156856048824e-02,2.069767350126812747e-02,7.910382985571605755e-03
4.038613609814046157e+00,1.551245573707055875e-02,2.735452055466499818e-02,9.155952714333330522e-03
4.128360578921024704e+00,1.879134706420582113e-02,2.532710451323466616e-02,9.327029383832865367e-03
4.218107548028003251e+00,1.639423414568503753e-02,2.633941698170794501e-02,8.850669088433344225e-03
4.307854517134982686e+00,1.652896035284723980e-02,3.084367140586528888e-02,8.723013775267664249e-03
4.397601486241961233e+00,1.651628078490391741e-02,3.378330029514395316e-02,9.706868659250623282e-03
4.487348455348939780e+00,1.596281234545007463e-02,2.974815253274907048e-02,9.846819599528428349e-03
4.577095424455918327e+00,1.528111758767342239e-02,2.798552965166912349e-02,9.665445558197290413e-03
4.666842393562897762e+00,1.739480481689638716e-02,2.775474795695177105e-02,1.101258544858325569e-02
4.756589362669876309e+00,1.731597892329041211e-02,2.785334281156840244e-02,9.077116288821395276e-03
4.846336331776854855e+00,1.826706337615585998e-02,2.902827227441985569e-02,8.982555886314769547e-03
4.936083300883834291e+00,1.911493275046312335e-02,2.792671117498604985e-02,9.517632775178986801e-03
5.025830269990812837e+00,1.945023762040670040e-02,3.047887172457365568e-02,8.916912716073512046e-03
5.115577239097791384e+00,1.852644295935964441e-02,2.929800095721258463e-02,9.322851733845564232e-03
5.205324208204770819e+00,1.809131820889623571e-02,2.650407720018144175e-02,9.065747993547632055e-03
5.295071177311749366e+00,1.927673826546826008e-02,3.083515017638037772e-02,8.174221725275912856e-03
5.384818146418727913e+00,1.965929431228697136e-02,3.249618398765829336e-02,9.279254604817203933e-03
5.474565115525706460e+00,2.073107813294521734e-02,3.194952946729808646e-02,9.649504919633018762e-03
5.564312084632685895e+00,2.176014808382293816e-02,2.679415919958094347e-02,9.135757793506229033e-03
5.654059053739663554e+00,2.194627128747766998e-02,2.988442194572268548e-02,9.841652145357765100e-03
5.743806022846642989e+00,1.910436861564875077e-02,3.488522991995959138e-02,1.106297279833852107e-02
5.833552991953622424e+00,2.176993454445395534e-02,2.769900064129196190e-02,1.108838968714683133e-02
5.923299961060600083e+00,2.171983491223306376e-02,2.937422669028972450e-02,9.679623574928870183e-03
6.013046930167579518e+00,2.025817934096987155e-02,3.335536870045595348e-02,9.921550425616479027e-03
6.102793899274558065e+00,2.002534878704727642e-02,3.370372185668657483e-02,9.861637146985201274e-03
6.192540868381537500e+00,1.855717202588729950e-02,3.568257259096740963e-02,9.820478016767747453e-03
6.282287837488515159e+00,1.565915305782536807e-02,3.946282842844951733e-02,9.317993491933891301e-03
6.372034806595494594e+00,1.770167882475520357e-02,3.420356401300225779e-02,9.736039888258113048e-03
6.461781775702474029e+00,1.975580331775672951e-02,3.251009377107026005e-02,1.232876100914953067e-02
6.551528744809452576e+00,1.627102612946752791e-02,3.247041067415947641e-02,1.088730409119564868e-02
6.641275713916430234e+00,1.864664123331000872e-02,2.625862242187088774e-02,9.138972083997921880e-03
6.731022683023409670e+00,2.288239775983810093e-02,2.937113192680559925e-02,8.589041005657223338e-03
6.820769652130388216e+00,2.151122198701628865e-02,4.282893136066254908e-02,1.058741033819351855e-02
6.910516621237367652e+00,1.992518699803307036e-02,4.205724520961091201e-02,1.206820014528357972e-02
7.000263590344347087e+00,1.847106004311770827e-02,3.207902517720410268e-02,1.228335175168360563e-02
7.090010559451324745e+00,2.191492894655484511e-02,3.850772451460490048e-02,1.178699211841737621e-02
7.179757528558303292e+00,2.232717081107168933e-02,4.504239021876319665e-02,1.087496891293755416e-02
7.269504497665282727e+00,2.069162967841898376e-02,4.183839510555552310e-02,1.114134213975631789e-02
7.359251466772262162e+00,1.873275454683802702e-02,4.518763175476979421e-02,1.113118293893857261e-02
7.448998435879239821e+00,1.996384757008590888e-02,4.231144683484735353e-02,1.123960789848624589e-02
7.538745404986218368e+00,2.201338294252530928e-02,4.096325806485880128e-02,1.046477123439812189e-02
7.628492374093197803e+00,1.929267577791401664e-02,3.319827631640227816e-02,1.147320364119459174e-02
7.718239343200176350e+00,2.290240881735082154e-02,3.939451134855206926e-02,1.246150045477590479e-02
7.807986312307155785e+00,2.291243615177615545e-02,4.417449097862666957e-02,1.088891532486461686e-02
7.897733281414133444e+00,2.030204283005381666e-02,4.114335411864756403e-02,1.149299273948586539e-02
7.987480250521112879e+00,2.081020852813740898e-02,4.005529778714615741e-02,1.065398866868780270e-02
8.077227219628092314e+00,2.329237125770339603e-02,4.191771338656065382e-02,1.219224964111819028e-02
8.166974188735069973e+00,2.393070343108473844e-02,4.734198321577359758e-02,1.013548674636990249e-02
8.256721157842049408e+00,2.174354228663081395e-02,4.474736912587420207e-02,9.477611558232214295e-03
8.346468126949027067e+00,2.160010051041271958e-02,4.495540063327641001e-02,1.142091670781899757e-02
8.436215096056006502e+00,2.245190995334480147e-02,4.461650343026768439e-02,9.944991673833726911e-03
8.525962065162985937e+00,2.204186698024640859e-02,4.869760230052059408e-02,1.030852992347890823e-02
8.615709034269965372e+00,2.266701965211678771e-02,4.377318765549334523e-02,1.031091626281272107e-02
8.705456003376944807e+00,2.495786493781802784e-02,3.633643327264304834e-02,1.229461941084679898e-02
8.795202972483922466e+00,2.206358990141398316e-02,4.112400141341041732e-02,1.163551762501826778e-02
8.884949941590900124e+00,1.921407606415393224e-02,5.092987747492216943e-02,1.238152609226935916e-02
8.974696910697879559e+00,2.499319042847984035e-02,4.516580745622340853e-02,1.081816830702619220e-02
9.064443879804858994e+00,2.582578681091653519e-02,3.888253481217186780e-02,1.096034535996096709e-02
9.154190848911836653e+00,3.045275937393520857e-02,4.580428404243687412e-02,1.082886967781238920e-02
9.243937818018816088e+00,2.995382688521197947e-02,4.428649133601381821e-02,1.067090333714395406e-02
9.333684787125795523e+00,2.593678271867440668e-02,4.450504167279960288e-02,1.027461606561222429e-02
9.423431756232773182e+00,3.057437083803688643e-02,4.740565450479351794e-02,1.132928747211733346e-02
9.513178725339752617e+00,2.854233591689580088e-02,4.192634878685988498e-02,1.287833421124033595e-02
9.602925694446730276e+00,2.678012172951748857e-02,4.260534410087230689e-02,1.300044381447455419e-02
9.692672663553709711e+00,2.301084011507919733e-02,4.074030811001574243e-02,1.274619599624777361e-02
9.782419632660689146e+00,2.983671136880491903e-02,5.538182549006073069e-02,1.101393354281301508e-02
9.872166601767668581e+00,3.331574516381680812e-02,4.549503106206522624e-02,8.910236242373895457e-03
9.961913570874646240e+00,2.819530111349428242e-02,3.328121633218396325e-02,1.026761182451283241e-02
1.005166053998162567e+01,2.608428689747750370e-02,3.022771552190363017e-02,1.087339178737867403e-02
1.014140750908860333e+01,2.261432059441715464e-02,4.351283166380074535e-02,1.093348043231558500e-02
1.023115447819558277e+01,1.993335754700400336e-02,4.995517496182245304e-02,1.097572283418667138e-02
1.032090144730256220e+01,2.255628485825539667e-02,4.851073092269665016e-02,1.235657192070833965e-02
1.041064841640954164e+01,2.772519444865372343e-02,5.005377933113483446e-02,1.120066396635101789e-02
1.050039538551651930e+01,2.659054225210733327e-02,4.238812779319069829e-02,1.068207070987473722e-02
1.059014235462349873e+01,3.050593143034373289e-02,4.175266491321703161e-02,1.023815275851035211e-02
1.067988932373047639e+01,3.336245686135017735e-02,4.967413776802490077e-02,1.019959725450761238e-02
1.076963629283745583e+01,2.873515511063473582e-02,5.074539949839671632e-02,1.064862553896820871e-02
1.085938326194443349e+01,2.472142850668227615e-02,4.189378634665908568e-02,1.071055622987984388e-02
1.094913023105141292e+01,2.296352056344771672e-02,4.281043393562859734e-02,1.137403789992066233e-02
1.103887720015839236e+01,2.781251041162863258e-02,4.566538061989808273e-02,1.019857724021748860e-02
1.112862416926537179e+01,2.369527915959802541e-02,3.868613162665997945e-02,1.000214610741018834e-02
1.121837113837234945e+01,2.575400989654577991e-02,4.418748078271222263e-02,1.119189705045439860e-02
1.130811810747932711e+01,3.016100862447615785e-02,4.418885998893307132e-02,1.153882273201242183e-02
1.139786507658630654e+01,2.659619941323863174e-02,4.424211574856935780e-02,1.051667813924906519e-02
1.148761204569328598e+01,2.908883502402296109e-02,5.042903639074269168e-02,1.157128380008236312e-02
1.157735901480026541e+01,3.359889664465132847e-02,4.494641570264074765e-02,1.104696145382353528e-02
1.166710598390724485e+01,3.265798179018671032e-02,4.981975819594784693e-02,1.100294775909951145e-02
1.175685295301422251e+01,3.294209619756436475e-02,4.829995425609295845e-02,1.290795487077488375e-02
1.184659992212120017e+01,3.290945947824527179e-02,4.501379229569196089e-02,1.163612588875886054e-02
1.193634689122817960e+01,3.297825559645144178e-02,4.297809231868773144e-02,1.071201893119725322e-02
1.202609386033515904e+01,3.399212523515716955e-02,3.679648822954698084e-02,1.060818720864897813e-02
1.211584082944213847e+01,3.167881912716610099e-02,4.193460876297961520e-02,1.194261922516489348e-02
1.220558779854911613e+01,3.433424082525953630e-02,4.314192914839250909e-02,1.303637264963124383e-02
1.229533476765609556e+01,3.102141214477123488e-02,4.713330005630841923e-02,1.134316663718798121e-02
1.238508173676307500e+01,2.510067602636655709e-02,4.669474270017108519e-02,1.102594502005293554e-02
1.247482870587005266e+01,2.722969997715415924e-02,4.611910717793618608e-02,1.061307014348611237e-02
1.256457567497703032e+01,2.982570062746168343e-02,4.352717262363015732e-02,1.206266232645020892e-02
1.265432264408400975e+01,3.295028339820708918e-02,4.758446115777466984e-02,1.066883186287030660e-02
1.274406961319098919e+01,3.023339000375892260e-02,4.572945185493438452e-02,1.001871721626149646e-02
1.283381658229796862e+01,3.166355278995875572e-02,3.960426357352995336e-02,1.129925209224555416e-02
1.292356355140494806e+01,3.049083202020867397e-02,3.417977192814068005e-02,1.133051755302195811e-02
1.301331052051192572e+01,2.580474351002414943e-02,4.135500116329107051e-02,9.843282869165864354e-03
1.310305748961890515e+01,2.847932152111442086e-02,4.865135143572326543e-02,1.029766079627731853e-02
1.319280445872588103e+01,2.899800329814385472e-02,5.671081328258314319e-02,1.222154621692880978e-02
1.328255142783286047e+01,2.946373290521573513e-02,5.093670337795876829e-02,1.170314127406613981e-02
1.337229839693983990e+01,2.875079759133078797e-02,4.173388244725748097e-02,1.142039672294547711e-02
1.346204536604681934e+01,3.306639321947258542e-02,4.486937802980588835e-02,1.279705059201138861e-02
1.355179233515379877e+01,3.007209277816335138e-02,4.867479384183381191e-02,1.167523798213131354e-02
1.364153930426077643e+01,3.292948495697171907e-02,4.499652739397579093e-02,1.172932759519353281e-02
1.373128627336775587e+01,3.358136508612397098e-02,4.480639881125508123e-02,1.106317703323639150e-02
1.382103324247473530e+01,3.104025764798451492e-02,3.701849562412889288e-02,1.096792758200497084e-02
1.391078021158171474e+01,2.861652789710407083e-02,3.920634265533155804e-02,1.034505067793558414e-02
1.400052718068869417e+01,2.570425542245559358e-02,4.288152254600861857e-02,1.074870212801225244e-02
1.409027414979567006e+01,2.291718401099257507e-02,4.662894968639943322e-02,1.107367398121984932e-02
1.418002111890264949e+01,2.709710708064859766e-02,4.277067430491220817e-02,1.187687958036697140e-02
1.426976808800962893e+01,3.354767128212641364e-02,4.177999475401392160e-02,1.146101421255558972e-02
1.435951505711660658e+01,3.077613857652717819e-02,4.208552213071798526e-02,1.105045921939131447e-02
1.444926202622358602e+01,2.941316228304911851e-02,4.421815799809354630e-02,1.098030726998101142e-02
1.453900899533056545e+01,2.571592698709528058e-02,4.601529945765091278e-02,1.016117372108836514e-02
1.462875596443754489e+01,3.050717320943430524e-02,3.630310370490188315e-02,1.125755706602419096e-02
1.471850293354452432e+01,3.319453844313877133e-02,3.618805532210495751e-02,1.266700783538537468e-02
1.480824990265150198e+01,2.931337031865541981e-02,4.956278391863353644e-02,1.155111648968165129e-02
1.489799687175847964e+01,2.538789510324757082e-02,4.757295695717033562e-02,1.306602231676274629e-02
1.498774384086545730e+01,2.759944861253351561e-02,4.049527729096052964e-02,1.242366400890766373e-02
1.507749080997243674e+01,2.898384705140037709e-02,3.734727330587537392e-02,1.072714198885865895e-02
1.516723777907941617e+01,3.126760794032598656e-02,4.287260647339481007e-02,1.089023909125169665e-02
1.525698474818639561e+01,2.792141165108835005e-02,3.580173124588090228e-02,1.054172390789177155e-02
1.534673171729337504e+01,3.302281508315360603e-02,3.955597337202480801e-02,1.054054864671795898e-02
1.543647868640035270e+01,2.627653389854048629e-02,4.053691113036702459e-02,1.105348299486675658e-02
1.552622565550733214e+01,3.436772962979380702e-02,4.716110773232409792e-02,1.148307281847792821e-02
1.561597262461431157e+01,3.652149170865425648e-02,3.760391476021644058e-02,1.107497914173314127e-02
1.570571959372129101e+01,3.189088748532665357e-02,3.272873683068463352e-02,1.164331231597041244e-02
1.579546656282826689e+01,3.223214587608266152e-02,4.336778964514918094e-02,1.175837317562343325e-02
1.588521353193524632e+01,3.136949642729702781e-02,4.795076512474007874e-02,1.063599361800973697e-02
1.597496050104222576e+01,3.289969760784242081e-02,4.919980415580332833e-02,1.061126320939580724e-02
1.606470747014920519e+01,3.218464605199018724e-02,4.595048061053878807e-02,1.059458646693711703e-02
1.615445443925618463e+01,3.449246140455431570e-02,3.607157753930588517e-02,1.032217462717035031e-02
1.624420140836316406e+01,3.320006387865723219e-02,4.067434530376646401e-02,1.073742060841733487e-02
1.633394837747013995e+01,3.576877454068719958e-02,5.070141357943443866e-02,1.127268341785952858e-02
1.642369534657711938e+01,3.380058784688802498e-02,4.325138610026859481e-02,1.007628284597667651e-02
1.651344231568409882e+01,3.073244219889356352e-02,3.753470670857690650e-02,9.340701433764069667e-03
1.660318928479107470e+01,3.586697759562409993e-02,3.594308750874333075e-02,1.130522124905376791e-02
1.669293625389805413e+01,3.138283635169288044e-02,5.053185219202410705e-02,1.228418257644661900e-02
1.678268322300503357e+01,2.952106205821630747e-02,4.751689392167286752e-02,1.170285887756492352e-02
1.687243019211201300e+01,2.997388440073337976e-02,4.608923027847521003e-02,1.031431919011176895e-02
1.696217716121899244e+01,3.439432723154588201e-02,4.335491980873822093e-02,1.107086278928218724e-02
1.705192413032597187e+01,4.033843776723886748e-02,4.414905144803722703e-02,1.179343451491080171e-02
1.714167109943295131e+01,3.286869801731108487e-02,3.671806682577734293e-02,1.061915771347833430e-02
1.723141806853993074e+01,2.935495304760513818e-02,4.162766519127365089e-02,1.128801659092028981e-02
1.732116503764691018e+01,3.350584012773279163e-02,4.070705117110923893e-02,1.151057214090034017e-02
1.741091200675388961e+01,3.015736544202211877e-02,3.681380885182337220e-02,1.133973538647981873e-02
1.750065897586086550e+01,3.520392387100604314e-02,3.684460697364037862e-02,1.084252606243540050e-02
1.759040594496784493e+01,2.919667033951639512e-02,3.692497861898253603e-02,1.123610533164130440e-02
1.768015291407482081e+01,3.576354275863436599e-02,3.857078560761169339e-02,1.201956641555178631e-02
1.776989988318180025e+01,3.410301552859962282e-02,4.759549389162578276e-02,1.189070071726272722e-02
1.785964685228877968e+01,2.580800307990503348e-02,4.413910318073041572e-02,1.088398083034012621e-02
1.794939382139575912e+01,2.469860337807647591e-02,4.020550801892149723e-02,1.118088806062780133e-02
1.803914079050273855e+01,2.744007829853482502e-02,4.574000960563828766e-02,1.386505035931756384e-02
1.812888775960971799e+01,2.405762468687887984e-02,3.953434617746073160e-02,1.240815925247661274e-02
1.821863472871669742e+01,2.963711239033395978e-02,3.909471612990979977e-02,1.099582318214698852e-02
1.830838169782367331e+01,2.943500787928124418e-02,3.563269322562218067e-02,9.465435638672123342e-03
1.839812866693065274e+01,2.670127542314421759e-02,3.520563445842813527e-02,1.076919215809948698e-02
1.848787563603763218e+01,3.063387724046975208e-02,3.227399100242588081e-02,1.260426000156162664e-02
1.857762260514461161e+01,3.308102788156588175e-02,3.626327014816253802e-02,1.302564086993542210e-02
1.866736957425159105e+01,3.226358784612523567e-02,3.336477826555998144e-02,1.268953761254329286e-02
1.875711654335857048e+01,3.114545453980194570e-02,4.034037776231168271e-02,1.143761986244007552e-02
1.884686351246554636e+01,2.963964353967171728e-02,4.202823032439616940e-02,1.051287708466729608e-02
1.893661048157252580e+01,2.781784139817294887e-02,3.906453405687865255e-02,1.133030691767226115e-02
1.902635745067950523e+01,3.102745802285898635e-02,3.646247448378724804e-02,1.025545026978869588e-02
1.911610441978648467e+01,3.563504882769084892e-02,4.186633121655615464e-02,1.110354452177736602e-02
1.920585138889346055e+01,4.189290389157114547e-02,4.540598072174344135e-02,1.169835694019440847e-02
1.929559835800043999e+01,3.213512771477286534e-02,3.703806200681512145e-02,1.185329416786231986e-02
1.938534532710741942e+01,2.873841363090382656e-02,3.065645536740362054e-02,1.306249259002065059e-02
1.947509229621439886e+01,3.040092646244694011e-02,2.769427397567975069e-02,1.301282058657005948e-02
1.956483926532137829e+01,2.994137730983496490e-02,3.036072897678583626e-02,1.144950279544098941e-02
1.965458623442835773e+01,2.903035132729569687e-02,3.060755776987472698e-02,1.309004938901025400e-02
1.974433320353533716e+01,2.759311088630500217e-02,3.349009714699805601e-02,1.220626758704547801e-02
1.983408017264231660e+01,2.685468255123071510e-02,3.425582475361658996e-02,1.006281271232690837e-02
1.992382714174929248e+01,2.602920090248473164e-02,3.090926922238123112e-02,1.051573207626191678e-02
2.001357411085627191e+01,2.929482439000146224e-02,3.637267505474094109e-02,1.108600829924252969e-02
2.010332107996325135e+01,3.067525846215674035e-02,3.616795096512866181e-02,1.221611896892461566e-02
2.019306804907022723e+01,3.122903325196717608e-02,3.627699773675258782e-02,1.139093958578007992e-02
2.028281501817720667e+01,2.534039779802937931e-02,3.645360842324232159e-02,1.083209681947209027e-02
2.037256198728418610e+01,2.672904808983507519e-02,4.009320808840863976e-02,1.190237329893674076e-02
2.046230895639116554e+01,2.498114899195282013e-02,3.954308781919117777e-02,1.194494623101451797e-02
2.055205592549814497e+01,3.221141630943662182e-02,3.606626744793734601e-02,1.266991952084429128e-02
2.064180289460512441e+01,3.200460173818659576e-02,3.215955833807727232e-02,1.149129143164604600e-02
2.073154986371210384e+01,3.501465706874091338e-02,2.516576431272286515e-02,1.204225092200528896e-02
2.082129683281908328e+01,3.582739717231849669e-02,3.111907022586628269e-02,1.253977389926951014e-02
2.091104380192605916e+01,3.238149329784830582e-02,3.307500022823026131e-02,1.218020339308952329e-02
2.100079077103303860e+01,3.329657237883094922e-02,3.371996901670189922e-02,1.167961667986357373e-02
2.109053774014001803e+01,3.202236193917578494e-02,3.351533860995421776e-02,1.128345027738441100e-02
2.118028470924699747e+01,2.766018476751033392e-02,3.122879181236571169e-02,1.134176818625362744e-02
2.127003167835397335e+01,2.991069499120208378e-02,3.229629558492316810e-02,1.147428391220885711e-02
2.135977864746095278e+01,2.984938766435998869e-02,3.129560750129443264e-02,1.209242522011112590e-02
2.144952561656793222e+01,2.833128855910846053e-02,2.487454783546052053e-02,1.159513716699776993e-02
2.153927258567491165e+01,2.487244121519471829e-02,2.375702160750169101e-02,1.216188696734032265e-02
2.162901955478189109e+01,2.562162914302322514e-02,2.681624688529043662e-02,1.111529191836496677e-02
2.171876652388886697e+01,2.542247025421837114e-02,2.645745943530188743e-02,1.043333920449268995e-02
2.180851349299584641e+01,2.723181826109170173e-02,2.242165668721610855e-02,1.000383160856749276e-02
2.189826046210282584e+01,3.096650858191711195e-02,2.634456427411019722e-02,1.252038365771270326e-02
2.198800743120980528e+01,3.117988094351304557e-02,3.358072659758284950e-02,1.294661536225892064e-02
2.207775440031678471e+01,2.783606646979342944e-02,2.962583904603215829e-02,1.315787516266059970e-02
2.216750136942376415e+01,2.546606607144999770e-02,2.753022598138279292e-02,1.314043815871569938e-02
2.225724833853074358e+01,2.533879357434686008e-02,2.628250946105658431e-02,1.313057795928143992e-02
2.234699530763772302e+01,2.452460940762818745e-02,2.662492066354430614e-02,1.254343636595254760e-02
2.243674227674469890e+01,2.753848819647343460e-02,3.078868328441041954e-02,1.251718316731639802e-02
2.252648924585167833e+01,3.066073148009908558e-02,3.911641159772002302e-02,1.203911852476871776e-02
2.261623621495865422e+01,2.766865325441502516e-02,3.128207625997216079e-02,1.050496504570765446e-02
2.270598318406563365e+01,2.268643675729605305e-02,2.782711270105194673e-02,1.195295343634847525e-02
2.279573015317261309e+01,2.385852194953401451e-02,2.610679041216773522e-02,1.398441747083056796e-02
2.288547712227959252e+01,2.423535671890533066e-02,2.484022415016838223e-02,1.615486390608468839e-02
2.297522409138657196e+01,2.740764755937218772e-02,2.248506195479802253e-02,1.572007353436767965e-02
2.306497106049355139e+01,2.532006696734653145e-02,2.232774680928841307e-02,1.249412095347311041e-02
2.315471802960053083e+01,2.774769977995155887e-02,2.727522832814011436e-02,1.143493628765794752e-02
2.324446499870751026e+01,2.807265644315773065e-02,2.835037222882106495e-02,1.221416331832745998e-02
2.333421196781448970e+01,2.571680256196845482e-02,2.598847726046531539e-02,1.197994023858958527e-02
2.342395893692146558e+01,2.371848812317068136e-02,2.353651481449877542e-02,1.224717469658159925e-02
2.351370590602844501e+01,2.425118548410272468e-02,2.173660141734327228e-02,1.390396826682527287e-02
2.360345287513542445e+01,2.071148484612583482e-02,2.384629959452239795e-02,1.317455667286747574e-02
2.369319984424240033e+01,2.331947889463493670e-02,2.129615604541814852e-02,1.169327731335570962e-02
2.378294681334937977e+01,2.790712586102967255e-02,2.744860628095520394e-02,1.076376042070336866e-02
2.387269378245635920e+01,3.192433933429338760e-02,2.959874187858144851e-02,1.034478970184143573e-02
2.396244075156333864e+01,3.262009759747033083e-02,2.359295778758211531e-02,1.103067380448265709e-02
2.405218772067031807e+01,3.208825335772760162e-02,2.406878822983912411e-02,1.201909582143185877e-02
2.414193468977729751e+01,2.617743118753584897e-02,1.949552865967439305e-02,1.183650800192062591e-02
2.423168165888427694e+01,2.671842357298052570e-02,2.097857470949035519e-02,1.104728963675314160e-02
2.432142862799125282e+01,2.920413588892945000e-02,2.590661695440743539e-02,1.256188896596707044e-02
2.441117559709823226e+01,2.361186572720812976e-02,2.058896651021772592e-02,1.186380419589103292e-02
2.450092256620521169e+01,2.509493055103873688e-02,2.070447038704056539e-02,1.158566188362244315e-02
2.459066953531219113e+01,2.468368842679959790e-02,2.428038672097697012e-02,1.250464192748002544e-02
2.468041650441917056e+01,2.689195035115446442e-02,2.209291742553179394e-02,1.321346787413823012e-02
2.477016347352615000e+01,2.828339815830837461e-02,2.127975552888562716e-02,1.387354589753836930e-02
2.485991044263312588e+01,2.886971561109386714e-02,2.138574057949511192e-02,1.192017152552598928e-02
2.494965741174010532e+01,2.490737423655044885e-02,2.143366679992803406e-02,1.323671249253731245e-02
2.503940438084708475e+01,2.480440289423662542e-02,2.072664693488259283e-02,1.198406976425853664e-02
2.512915134995406063e+01,2.578592760233116774e-02,2.052585910002531489e-02,1.290351930030012723e-02
2.521889831906104007e+01,2.196543190670983275e-02,1.984230148075805111e-02,1.175403409060916948e-02
2.530864528816801950e+01,2.289287843309284129e-02,1.976350988304678702e-02,1.306893506879492489e-02
2.539839225727499894e+01,2.176399249322110221e-02,1.833739647162343014e-02,1.198676987642283143e-02
2.548813922638197838e+01,2.230201275774170919e-02,1.615349431787095613e-02,1.119587840731174969e-02
2.557788619548895781e+01,2.680501090505100006e-02,1.776429207342663727e-02,1.376921803234028990e-02
2.566763316459593725e+01,2.414358016953710440e-02,2.127944159691391723e-02,1.270490589204764827e-02
2.575738013370291668e+01,2.250415572192285968e-02,1.868647872297610549e-02,1.354760825962132709e-02
2.584712710280989612e+01,2.677238438746602778e-02,2.094316909399833448e-02,1.159244677783455128e-02
2.593687407191687555e+01,2.836914085674283048e-02,1.889063014073329855e-02,1.184374475164196201e-02
