Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1180.0,-3.261580905956369,9010.243199754477
1080.0,-3.296009238655859,8731.718820401837
980.0,-3.330645229857706,8511.614900982036
880.0,-3.364711178131182,8280.714010433803
780.0,-3.4004741578297977,8075.230647833209
