Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_K_x,J_K_y,J_K_z,J_Cl_x,J_Cl_y,J_Cl_z,J_Mg_x,J_Mg_y,J_Mg_z,J_Na_x,J_Na_y,J_Na_z
2870,7922.875316480056,-0.00023170494,0.00087010703,0.00024207206,-2.215297784413224,2.275237775579826,-0.6865373263094829,10.264821486599585,-8.32773308247733,6.449578858331285,-12.298976050597311,12.789249386949505,-0.5694515032811092,5.332452061458735,-3.8053786605036226,-1.7419924921981007
2875,7922.875316480056,-0.00029206224,0.00076466025,0.00048090325,-0.7761034907823614,2.2865391524366894,-0.38342925916506143,9.5435610635988,-10.054272933633975,8.29234616071472,-11.561945571180594,13.883184979326016,-2.3587351511815564,3.877487754918529,-3.184075880506854,-2.098584493323237
2880,7922.875316480056,-0.00037661724,0.00069261895,0.00073898194,0.8072488468380925,2.228576162078043,-0.09409118924442961,7.106146564516926,-10.8564730661347,9.754261559184334,-8.992539422144809,14.129011210743608,-3.694978881540103,2.1621440513172097,-2.5697387264539353,-2.5135938443948405
2885,7922.875316480056,-0.0004985672,0.00064840476,0.0009794175,2.48675337879763,2.0976490208097127,0.1634767194777682,3.1843214404824143,-10.557004808619304,10.96339215463855,-4.849108269954097,13.372766170990923,-4.566581300736382,0.26103345670524436,-1.982034866205496,-3.108689812053221
2890,7922.875316480056,-0.0006512723,0.00061841134,0.0011632368,4.2144242331626165,1.889941950086013,0.37345517257243177,-1.6938598985990696,-9.095532438761502,11.976916781092998,0.33128237099363833,11.593623193553922,-4.967800571001228,-1.768846833025254,-1.4566572374045714,-3.9309735212494203
2895,7922.875316480056,-0.0008182872,0.000587141,0.0012611176,5.943554641510898,1.6009332440928299,0.5222349877735555,-6.817821605921526,-6.5841226960511205,12.758668390365747,5.823680159585554,8.964443098337194,-4.874680778506537,-3.866413204794317,-1.0498786201518588,-4.954624390918347
2900,7922.875316480056,-0.0009898654,0.00055012765,0.0012638045,7.6311994240888925,1.2265201802158296,0.5980227816330466,-11.453701631127078,-3.348102155465379,13.210619314203777,10.851206014522823,5.869949638718081,-4.242772773170238,-5.945703961444469,-0.8169925775749941,-6.114271855495923
2905,7922.875316480056,-0.0011620858,0.00051722437,0.0011857724,9.239820492813351,0.7659634773746982,0.5906972345987764,-14.990278734904816,0.07972925299320455,13.237637353116272,14.717751646655156,2.8680281907637024,-3.0365914775175966,-7.88429330384135,-0.7823457538683138,-7.340146081948936
2910,7922.875316480056,-0.0013230764,0.000503341,0.0010703926,10.73603500595641,0.2259452058580962,0.49196081883608933,-16.996947144761325,3.0722607441784344,12.83515861467208,16.870390583154144,0.553853213892177,-1.296750555851851,-9.526478085043,-0.920684024763788,-8.578771890349621
2915,7922.875316480056,-0.0014547249,0.0005196019,0.000990317,12.08653545191487,-0.37563829399621795,0.29523529366950463,-17.210093119654776,5.16469495552513,12.2151891948281,16.912289563101428,-0.6965698713747255,0.7370513099885088,-10.705731717019283,-1.161111779088416,-9.795878890309998
2920,7922.875316480056,-0.0015469901,0.00056560285,0.0010168374,13.253857013430434,-1.0083503007179209,-0.004420155652513413,-15.548946807300272,6.249252657816608,11.841421261667401,14.664116973589184,-0.8970254536352007,2.581206877615748,-11.286026890732522,-1.4125019201359386,-10.966610759428756
2925,7922.875316480056,-0.0016006357,0.00062152,0.0011712351,14.195187938191566,-1.6319954033959032,-0.40934213242919104,-12.2003889559866,6.4868098832861785,12.180021056011592,10.293784048707224,-0.3275299260193991,3.745070531054715,-11.205582715826512,-1.5959096322016117,-12.064152350406678
2930,7922.875316480056,-0.0016171655,0.0006553793,0.0014096029,14.865428213098536,-2.2026723491133273,-0.9166337525607728,-7.68668597999309,6.1239761642877335,13.366951182387554,4.401510764226903,0.6756923108305797,4.057721326736917,-10.49725259873323,-1.6656207732206827,-13.05644192441587
2935,7922.875316480056,-0.0015900333,0.00064168125,0.001652903,15.223376714722008,-2.679380271313476,-1.5145712113085383,-2.804787524713136,5.421434087745579,15.136858404877117,-2.059858787534988,1.8006488727378915,3.7405231382271253,-9.275729796224386,-1.611327140433234,-13.911213270778992
2940,7922.875316480056,-0.0015119099,0.0005747374,0.001825669,15.238636449047817,-3.0296317784220985,-2.1792707475620032,1.5563135880900845,4.617105473780099,16.974636082585924,-8.008638273581976,2.790871043985187,3.2590366986386456,-7.7033112800900385,-1.4469692176620734,-14.602804939740329
2945,7922.875316480056,-0.001395356,0.0004707211,0.0018780509,14.897060857863153,-3.2343363662210143,-2.872646958371223,4.616953659383249,3.8976883286645165,18.32410032055602,-12.47870921083749,3.4629995031037266,3.1157014775361844,-5.952304901385124,-1.1949755913134528,-15.115558020387928
2950,7922.875316480056,-0.001271864,0.00036328152,0.0018001191,14.203698189160832,-3.2914877053106286,-3.543278758458218,5.8884103954083855,3.4165277403366696,18.85209936826982,-14.830608537616436,3.679706125481114,3.585844474886379,-4.1784995535317835,-0.8733704359264198,-15.443068160567515
2955,7922.875316480056,-0.0011628905,0.00029447454,0.0016301917,13.182819790930125,-3.215745421911179,-4.132527914124257,5.357304511655769,3.274707992455375,18.646082626980615,-14.946253190362118,3.365720148977797,4.522155696713433,-2.5108701617328,-0.4933068728504555,-15.584113767253532
2960,7922.875316480056,-0.0010727758,0.00029349086,0.001431778,11.874098576178994,-3.0312078554223083,-4.5862474560203905,3.5382824836482056,3.45977365968855,18.10869408573241,-13.27891756960097,2.5742779757757104,5.465169918139416,-1.0504626494103109,-0.0714677037984921,-15.536020381924848
2965,7922.875316480056,-0.0010072733,0.000355585,0.0012500505,10.325073357536212,-2.7595549557397865,-4.867577672114309,1.2274295805039843,3.8587807658811366,17.623620561299738,-10.6023294285399,1.481204616958218,5.983809063442003,0.13282718273419925,0.3509457379051213,-15.288255718939856
2970,7922.875316480056,-0.0009796359,0.00045406132,0.0010964912,8.583061648208286,-2.4106927060154524,-4.9641017574818,-0.8695511580287101,4.346296732139934,17.344422669242036,-7.638119105703743,0.2917813951653967,5.892422490067382,1.007609135352122,0.7039903975029205,-14.821146952667098
2975,7922.875316480056,-0.0009969214,0.0005625451,0.0009700699,6.690522782340167,-1.9813292640708644,-4.886510526563616,-2.3758098865934265,4.851956776398484,17.243382017336657,-4.816263374089696,-0.8514060360930148,5.206454617376856,1.584551209977671,0.9121541155555937,-14.11172992389975
2980,7922.875316480056,-0.0010476611,0.00066120055,0.0008785802,4.685259540590096,-1.4609288945382835,-4.661335933944902,-3.2865853812172325,5.346618133950247,17.227620939331032,-2.226510341062105,-1.883129057047829,4.028265352511788,1.910836926240317,0.9288153471216978,-13.142954187176933
2985,7922.875316480056,-0.0011058548,0.000733315,0.0008361932,2.604050501842039,-0.8405238848525007,-4.322384347082804,-3.8223812010926608,5.759478452881303,17.166732718313376,0.24267037988348217,-2.7420222697446137,2.5178471590169442,2.0586609960746314,0.7544429370692409,-11.91059902893931
2990,7922.875316480056,-0.0011477433,0.0007569083,0.0008497145,0.486956188610975,-0.12023152261352177,-3.9037696985137886,-4.1854940634746285,5.922907509568463,16.852762310049243,2.6691531574130822,-3.3021621926936335,0.9288584329023237,2.1123855003724925,0.43086132671406485,-10.426254611593599
2995,7922.875316480056,-0.0011663792,0.00070204097,0.0009098957,-1.6206572146063536,0.6868308289678859,-3.4351484974581767,-4.3507674045483995,5.622752311992653,15.98857613918996,4.8978571427021125,-3.403177148623347,-0.38343237859917423,2.156568154959113,0.024969220009650073,-8.718399228368348
3000,7922.875316480056,-0.0011724544,0.00054673624,0.0009949913,-3.670230792828761,1.554949848662745,-2.9387151215528498,-4.0270214390928025,4.704070780193718,14.28348043162467,6.514751404766418,-2.94288904035506,-1.0607107079541476,2.2655012234508645,-0.3847563827356608,-6.832458578981736
3005,7922.875316480056,-0.0011849465,0.0002991006,0.0010799017,-5.615882789634953,2.4498567240345617,-2.4277148722253674,-2.8496589558288,3.12920146960852,11.63199427250425,7.057278285976924,-1.9286118346107672,-0.9254447843578397,2.4912639889343877,-0.719071043815249,-4.827238631435016
3010,7922.875316480056,-0.0012233511,2.1135684e-06,0.0011455875,-7.421333707613258,3.3345263404964687,-1.9066163973880226,-0.6467122798001377,0.9584082463202837,8.225930139875583,6.304128548984142,-0.4495097281514444,-0.10116598651993591,2.846917976346031,-0.9120499790232248,-2.766551741057178
3015,7922.875316480056,-0.0013014916,-0.00028229167,0.0011824839,-9.064690174977613,4.174485911721803,-1.37323774803055,2.442809523305387,-1.695969890017703,4.481724738318246,4.409145985317722,1.3778315198024367,1.0557758907797492,3.2957358302346433,-0.9249727097275287,-0.7126668444400861
3020,7922.875316480056,-0.0014165858,-0.00049972004,0.0011844446,-10.539225586812563,4.94135075882261,-0.822212494688318,6.011537674308984,-4.688688996633981,0.8584834003247676,1.840831819553121,3.427284347521943,2.144841801096753,3.7698575110325505,-0.7485717353637416,1.2704831350417367
3025,7922.875316480056,-0.0015433374,-0.0006283967,0.0011470101,-11.850054567627694,5.614635649534849,-0.2482204208177048,9.48129553413148,-7.8323121094467085,-2.2715842496006546,-0.7666565318552712,5.541210099489998,2.861766513886233,4.218416919996326,-0.39215903569574284,3.109633899214437
3030,7922.875316480056,-0.001641781,-0.00067923433,0.0010806477,-13.008191226288773,6.182563199768283,0.35244180818288573,12.24705186586673,-10.897771895439679,-4.649492494180541,-2.8012364783692574,7.5193496634392964,3.0240525405223693,4.645377451793119,0.12723365263000996,4.72459392156879
3035,7922.875316480056,-0.0016732784,-0.00067230023,0.0010141598,-14.024387170100683,6.642199722167079,0.9818791916218115,13.846169082115214,-13.643095479741017,-6.127360872881349,-3.8420494676295602,9.144558164561257,2.553534208751352,5.103269356614855,0.7877124211509976,6.043543284799576
3040,7922.875316480056,-0.0016170533,-0.00062478817,0.00097047555,-14.90498547660377,6.998372735282119,1.6412929893226482,14.055795874085081,-15.825960298016458,-6.693252359557613,-3.7203973150656493,10.196145678987756,1.483875429445014,5.652588648684268,1.5628169399416105,7.019679935398649
3045,7922.875316480056,-0.001481496,-0.00055522367,0.00094247726,-15.650640206682738,7.260666489136583,2.3320919305219663,12.893456416052206,-17.165257111251258,-6.489201572953557,-2.4799146414637026,10.411628736184008,-0.03059812989713584,6.320100163930856,2.424337156552709,7.639303759785157
3050,7922.875316480056,-0.0013013148,-0.00047449375,0.0008997769,-16.25699733299757,7.4385825496003415,3.0577982510217057,10.570468607881573,-17.316257848423845,-5.79071593697949,-0.3112583577942969,9.463952809886049,-1.7354965416253452,7.080788732312594,3.3450976689774583,7.9200099522538
3055,7922.875316480056,-0.0011150868,-0.00036646094,0.0008098241,-16.715985708595554,7.536144102779163,3.8263235975023067,7.467687849269144,-15.987205687744279,-4.966724265408397,2.4619018134059925,7.084797944692634,-3.3096722036008046,7.869397631157862,4.297638955350619,7.901668730567231
3060,7922.875316480056,-0.00093879696,-0.00019952029,0.0006465709,-17.017042025561977,7.547765072764578,4.650906818016193,4.220866729993738,-13.228040522184017,-4.440534665943001,5.2675777835636,3.3629166145047362,-4.392090160870886,8.611599337916214,5.248734565851107,7.633314367311591
3065,7922.875316480056,-0.0007594648,2.0588088e-05,0.00042380564,-17.14888167205595,7.457613603515911,5.547635382484697,1.7721676692244472,-9.60817409820578,-4.647268322648182,7.204126764004021,-1.0713907719245448,-4.608704594900793,9.255589129616947,6.153326487116927,7.1599338362181655
3070,7922.875316480056,-0.00056968303,0.00022916603,0.00024044726,-17.102735188780798,7.2452378457948905,6.528477706873201,0.9560436194342206,-5.893407805856843,-5.9324465501720125,7.443170018351073,-5.371840393235236,-3.6581811720517194,9.786523371377353,6.951385426508849,6.513746693487242
3075,7922.875316480056,-0.00040785462,0.00035025334,0.00020438971,-16.875793340781684,6.898263856184912,7.591240385343082,1.925660921574468,-2.5625615529729107,-8.319976071787766,5.812944447711478,-8.97336026421448,-1.5319866323171498,10.220189695474783,7.569033048580521,5.712319164031847
3080,7922.875316480056,-0.00034343757,0.0003446221,0.00031888983,-16.472494889675772,6.427011400779718,8.710335554641897,4.203798104933392,0.238849145140704,-11.340669870264488,2.765988123614723,-11.659253367549299,1.3194765301831453,10.585710161317348,7.9247678203310965,4.762454717366104
3085,7922.875316480056,-0.0004266891,0.00022111164,0.0004927534,-15.90376396786019,5.869403149851876,9.834324218303191,7.139262029068936,2.510388174336698,-14.16980099177521,-1.0604135943697581,-13.38944238461312,4.119772577885577,10.907917018371318,7.94102596623189,3.667301399957701
3090,7922.875316480056,-0.000652905,1.689132e-05,0.00063379906,-15.185790574774044,5.2773886815477615,10.89498848094034,10.13148995612298,4.2576036156083905,-15.957753879273461,-5.057265964581613,-14.163348125954998,6.079464847849428,11.19456814502426,7.559730534786566,2.4348977357319157
3095,7922.875316480056,-0.00096407835,-0.0002246743,0.0007009655,-14.338970261159602,4.691526638466912,11.82511980809748,12.557522805855086,5.388825826534743,-16.10717196901964,-8.565606619374458,-13.908951501120958,6.6457052902423115,11.430055676158169,6.759973646846545,1.087943622757571
3100,7922.875316480056,-0.0012864568,-0.00047242545,0.0006834639,-13.38671054254451,4.1229030306342045,12.574559552550891,13.806301996581146,5.676886988926131,-14.396105469019624,-10.913010564019071,-12.443028211818222,5.599069164936644,11.576420757744,5.574612423318383,-0.32592614448304125
3105,7922.875316480056,-0.0015738878,-0.0007200946,0.00058290624,-12.35402363486287,3.5547951876262394,13.116393659394344,13.543839402915154,4.879586007883119,-10.964757391987172,-11.690270803080505,-9.598884631594906,3.028890977717218,11.583456803039535,4.095877981700239,-1.7289304556336944
3110,7922.875316480056,-0.0018232153,-0.00097019685,0.0004243392,-11.266479216617203,2.958723634632377,13.44458989533221,11.861108536064393,2.979654603480016,-6.26036309122241,-10.918835323243265,-5.464197667220053,-0.7100304605538454,11.407207862342126,2.457193801789897,-3.0225995524390816
3115,7922.875316480056,-0.002057637,-0.0011985601,0.00025264686,-10.149910408144251,2.31114284136308,13.569178487883146,9.117709988826363,0.30990392859035776,-0.9994327896372361,-8.913486080867454,-0.48281106619737546,-5.004067818415116,11.02868850414141,0.7931383475216616,-4.114080791450127
3120,7922.875316480056,-0.002294817,-0.0013461882,0.00010317107,-9.030429578398298,1.6028101069441343,13.511911696532007,5.71868423557678,-2.57469043609984,3.9876743239361847,-6.066614043590828,4.701284982388696,-9.102921775093002,10.461361126493085,-0.7980303264165665,-4.9450672079122375
3125,7922.875316480056,-0.0025272062,-0.0013529187,-1.8505008e-05,-7.934090416657682,0.8408243435823985,13.301525874306645,2.055472014344538,-5.123907737666227,8.09291906928531,-2.782430865304643,9.479511754486394,-12.437252750811332,9.744050924068667,-2.265054381551537,-5.505595451905996
3130,7922.875316480056,-0.0027286138,-0.001201352,-0.0001294725,-6.886140622443464,0.04585358459186839,12.967476105153292,-1.4502698782489691,-6.927874796470346,11.178042668364759,0.49315010468372567,13.401316958167678,-14.864762676357802,8.926261888816022,-3.587921568291578,-5.829159437483489
3135,7922.875316480056,-0.0028737208,-0.00093105005,-0.00024135389,-5.910365919972946,-0.7531807717569156,12.53235133100996,-4.351116210735222,-7.751162549589421,13.498687265425641,3.2896576935406374,16.192034365137317,-16.602808625757554,8.054825734229762,-4.756317134172507,-5.976633196064817
3140,7922.875316480056,-0.0029498558,-0.0006146825,-0.00033802603,-5.02864910291396,-1.524712289929112,12.004860743774298,-6.248145286522705,-7.531958828337733,15.406452363246729,5.193624207003002,17.75050603277583,-17.9450255826233,7.1661711496699185,-5.762460943643321,-6.01469106252744
3145,7922.875316480056,-0.0029570132,-0.0003160266,-0.0003808846,-4.260429539818687,-2.2389406838392736,11.376111701104929,-6.907075997486141,-6.382392727189141,17.065123123464502,5.966177511591657,18.164439632114465,-18.997751615766997,6.284329121642239,-6.611732377835225,-5.99188663330397
3150,7922.875316480056,-0.0028985243,-6.295567e-05,-0.00033989392,-3.62174128129027,-2.8705152781444365,10.621345487753825,-6.364145167088763,-4.551162770901498,18.341890952989445,5.6457974781612466,17.688883381307335,-19.591129252789056,5.423090554458193,-7.335831489251078,-5.920510727440437
3155,7922.875316480056,-0.0027722316,0.00015005405,-0.0002217825,-3.123828552713348,-3.3997639773178028,9.707556630058644,-4.9285870235658225,-2.3077499524183045,18.89447214541071,4.544232396367723,16.629648096620315,-19.37638723565042,4.591184819398885,-7.990760140951252,-5.774045314662821
3160,7922.875316480056,-0.002567741,0.00034145842,-7.2719304e-05,-2.7718307229433776,-3.813116326246841,8.605858742517267,-3.023335393558705,0.16731261021464938,18.348736411148202,3.0794004934211516,15.215110874466573,-18.002835501858595,3.798767310638577,-8.637932863352848,-5.500163649944902
3165,7922.875316480056,-0.002273322,0.0005229001,4.616232e-05,-2.5638868524902136,-4.103044852631597,7.306657165721373,-0.9507977649959876,2.790504803841535,16.46034844293473,1.5357961666520241,13.565319385002168,-15.276765415736104,3.061890324481718,-9.321405003506598,-5.038644104917061
3170,7922.875316480056,-0.0018942652,0.0006895983,9.5256124e-05,-2.490668494158172,-4.267606100302969,5.834248761816963,1.1957305867649408,5.522606139861233,13.211175351901446,-0.024149413839306355,11.729966155756356,-11.2585802640534,2.4020889163825627,-10.05359204864807,-4.335247580585296
3175,7922.875316480056,-0.0014634888,0.00081971515,7.440176e-05,-2.5353560951245973,-4.309579196610599,4.255161800272146,3.3842198255110576,8.334568033308237,8.81051221669924,-1.6075423835066358,9.717348435472614,-6.262916910396689,1.841680203086507,-10.81096291706207,-3.351160653034917
3180,7922.875316480056,-0.001025446,0.000878852,5.5390574e-06,-2.674737667863382,-4.235455520893907,2.673420718692324,5.47298354606707,11.177593739707447,3.6243164646542203,-3.112479619471098,7.523291560603918,-0.7748892754244494,1.3972353412341176,-11.534055431286916,-2.0712513270130373
3185,7922.875316480056,-0.0006145185,0.0008291405,-8.7451604e-05,-2.8825701125517744,-4.054667907598654,1.2105989851474819,7.227240024348443,13.936867540996513,-1.8877094344540484,-4.334643223519645,5.180506139892765,4.640321866281645,1.0729749728948086,-12.131331577985193,-0.5116149471335163
3190,7922.875316480056,-0.0002527977,0.0006413571,-0.00017825185,-3.1353274195919303,-3.778788478130905,-0.021689153619735002,8.448847996121206,16.408666660561337,-7.201636010861583,-5.085567290189185,2.7976913686298372,9.397540665980976,0.8550482382438354,-12.49619497169705,1.277380821814127
3195,7922.875316480056,4.342363e-05,0.00031164,-0.00023935222,-3.4183160533777928,-3.4193225526040854,-0.9430857093625669,9.0584381037763,18.325526815638646,-11.784937045544831,-5.264725872242972,0.5676592120590227,12.96301125303571,0.7076053173536643,-12.542489205182296,3.2166079112746004
3200,7922.875316480056,0.000258515,-0.00012802605,-0.00025702122,-3.729227121721351,-2.9836463905593567,-1.5110468588068393,9.072636020390934,19.429712719360012,-15.224962413384386,-4.832884906420342,-1.2731177261220559,14.976100281222806,0.5724771635163783,-12.241574782578837,5.211505327885511
3205,7922.875316480056,0.0003677318,-0.0006217046,-0.00023028355,-4.077503301660045,-2.4710078946681326,-1.7152894048163212,8.510922661836236,19.60515176437145,-17.421430691946338,-3.726652116987945,-2.5732414424555294,15.42123229284325,0.37623381638739417,-11.629528985845258,7.167084157318362
3210,7922.875316480056,0.00034305037,-0.0011103873,-0.00014826219,-4.479160556662691,-1.8718899030081095,-1.568742283922365,7.33964078261781,19.028464377941013,-18.77094504430869,-1.8253062934166264,-3.4490611597638647,14.793000976649544,0.04782723078299567,-10.77613974693567,8.998282958599427
3215,7922.875316480056,0.0002020936,-0.0015277395,-8.109915e-07,-4.947364390455049,-1.1736956396506733,-1.1015818626697342,5.498665713435198,18.079006106261254,-20.066290027245202,0.9882369221520166,-4.22735308333262,13.986057212867216,-0.4565371280021009,-9.74658341556541,10.633411361681913
3220,7922.875316480056,7.54372e-06,-0.0017950911,0.00018232834,-5.480822250994833,-0.3724539837075147,-0.3599709389250343,2.9544311580586573,16.909216392281962,-21.96202073638932,4.742126567165276,-5.018478819091744,13.760786871000072,-1.1327346308223882,-8.586909677825034,12.012801151292203
3225,7922.875316480056,-0.00020829553,-0.0018594518,0.00034120993,-6.055365421713076,0.5154803670940007,0.593549134982351,-0.18988608164617204,15.294360383899921,-24.52658986200884,9.253365065438363,-5.548187186074703,14.298456547343356,-1.9251122297553316,-7.330279862609035,13.086180595152376
3230,7922.875316480056,-0.0004544201,-0.0017294268,0.00043128882,-6.625471842961132,1.4507362370842154,1.6842847305683621,-3.588739159397644,12.997353563876981,-27.277295743682494,14.039666965809111,-5.512330620032063,15.234135038013754,-2.742454688626612,-6.004385238148545,13.810472073665276
3235,7922.875316480056,-0.0007329816,-0.0014652236,0.00044501075,-7.137945240529235,2.380455263226481,2.83789346348338,-6.7140629013186155,10.063475842724586,-29.480125939222205,18.419319247144546,-4.880582365766664,15.94616673819646,-3.4843104456283713,-4.631974594237265,14.147661761888864
3240,7922.875316480056,-0.0010115748,-0.0011409789,0.00040408835,-7.551126769269333,3.2527348153726923,3.995762176361933,-9.030301369550012,6.7247867208002985,-30.445557890528733,21.730018988187762,-3.816193550307564,15.839099513335803,-4.065590191455858,-3.229953961947915,14.062291937478856
3245,7922.875316480056,-0.0012277127,-0.00081467914,0.00033745513,-7.848662339156592,4.025344206709719,5.122892177912473,-10.16285091880652,3.150067552503572,-29.749198512501323,23.52632521371717,-2.4307945953687,14.557888770270345,-4.431811022839401,-1.8132435387586998,13.520013402294987
3250,7922.875316480056,-0.0013225523,-0.0005189264,0.00025685327,-8.040902672192034,4.665477780332453,6.203613844599642,-9.997755843059874,-0.6236111839302181,-27.36728121084223,23.685654533148142,-0.7081084125156325,12.123346880745796,-4.563994959877409,-0.40238534760182354,12.49191605890764
3255,7922.875316480056,-0.0012856789,-0.00026323984,0.00015156383,-8.155476221020084,5.145273251602789,7.230046506230321,-8.647146518631216,-4.522956418341378,-23.664799068494794,22.362163914856605,1.3379866892692531,8.916614629893868,-4.476540434356384,0.9710690461007365,10.969733660384643
3260,7922.875316480056,-0.001160626,-3.9982682e-05,1.523347e-05,-8.223897870435618,5.438392255675439,8.19181981241989,-6.349772078272311,-8.268671676606061,-19.228885618330125,19.867590560630298,3.495305159701327,5.496793746859019,-4.210919617588179,2.2663465317829,8.991868007737773
3265,7922.875316480056,-0.0010018584,0.00016222181,-0.00013410303,-8.270828328599467,5.519020343277675,9.07198774257402,-3.4517349627656397,-11.420202582240048,-14.65205104078875,16.63109795987267,5.389608767739499,2.3644275876848937,-3.825533382518434,3.442945672090998,6.667231471895045
3270,7922.875316480056,-0.0008350851,0.00034217222,-0.00026777247,-8.309631076825326,5.362778662403884,9.849326186450963,-0.40221870763504963,-13.598239170007613,-10.3767009758373,13.17726902383739,6.694398009317463,-0.19401933698291174,-3.3824181862549,4.472434659380368,4.172990177815061
3275,7922.875316480056,-0.0006552161,0.00048351576,-0.00036862178,-8.346367928277918,4.950746165404866,10.503836138422667,2.340565626573359,-14.694836978439014,-6.6490127509338715,10.024014745149277,7.332547157752796,-2.1178346194611573,-2.935211363410663,5.342915870013811,1.7146074160871834
3280,7922.875316480056,-0.00045302967,0.0005660336,-0.00043974043,-8.393074843226948,4.278572049068289,11.019786898280909,4.453161795541952,-14.902439498970523,-3.54600756721873,7.546164507629971,7.502220470186382,-3.4920815226561004,-2.5232502597084663,6.0530191571570935,-0.5301014199187009
3285,7922.875316480056,-0.00024354795,0.0005773739,-0.0004933977,-8.484961081616124,3.368669085722872,11.382762512630036,5.874854926651299,-14.546000018725351,-1.0090715380962916,5.865158691145287,7.502012538150491,-4.476269049459098,-2.172051120609712,6.60669052270269,-2.44582563360489
3290,7922.875316480056,-6.9049296e-05,0.0005146487,-0.0005287496,-8.686995276715379,2.276475311578765,11.574314692729313,6.837629342490086,-13.910439433455792,1.121242957544668,4.829294962620868,7.54559742387806,-5.26454787250814,-1.8969271116150317,7.019738765416248,-3.9794136557076665
3295,7922.875316480056,2.5768546e-05,0.00037732598,-0.0005302965,-9.077062229149075,1.0809730315539532,11.571924010309413,7.74387115496776,-13.221460245847535,3.0355176052829105,4.123215072382398,7.740448206308936,-6.0359375774988635,-1.7070220999378485,7.331410961630452,-5.119907903780749
3300,7922.875316480056,2.5467762e-05,0.00016460358,-0.0004904038,-9.712193151691967,-0.13863468871400553,11.357101093698912,8.973931164668297,-12.669478845716636,4.87879821412327,3.4284162434593854,8.137788207152477,-6.902863987239563,-1.6071527077658798,7.601697258968768,-5.881438956979019
3305,7922.875316480056,-4.4110166e-05,-0.000119259705,-0.0004179614,-10.601973084248812,-1.3244934549785787,10.926351111743752,10.738044998959783,-12.331821505456446,6.730923406620898,2.5407697281586543,8.703850747666872,-7.9060354664526145,-1.5938405890876943,7.88383666096807,-6.299642713454141
3310,7922.875316480056,-0.00013750995,-0.0004578688,-0.00031600712,-11.705812140120319,-2.4459523294991925,10.297932397295408,13.001147874149147,-12.083354819989381,8.62174599937436,1.4350549486514028,9.273902140323623,-9.032363086660645,-1.6473898684546562,8.186777550098766,-6.435719087710076
3315,7922.875316480056,-0.00022470226,-0.0008180216,-0.00017056942,-12.948581302960296,-3.490770513461171,9.511590229999895,15.50250505886876,-11.634774218445727,10.502390916260373,0.26273160102910686,9.595342984415362,-10.190521616792559,-1.7336543337135204,8.461574495214434,-6.371863586169119
3320,7922.875316480056,-0.00030725423,-0.0011528251,2.3472654e-05,-14.239162238096242,-4.452496807442146,8.622445536382187,17.92571198637638,-10.646041150848305,12.198810475423047,-0.7752482661347053,9.399698978479647,-11.179417144490891,-1.8283005375481203,8.63021185241915,-6.190243118455037
3325,7922.875316480056,-0.00040683814,-0.0014143944,0.00024142108,-15.484183968786738,-5.321574911127897,7.691511269845692,20.13562479592333,-8.832244072441881,13.45692798337342,-1.6169855793525967,8.452793327553591,-11.744260018238585,-1.951454223867831,8.632398391103479,-5.952583493331695
3330,7922.875316480056,-0.00053862075,-0.0015642366,0.00045344714,-16.59818558416714,-6.081440826588874,6.776042289134679,22.25673930968374,-6.082851850418138,14.0833399440374,-2.3956999490040216,6.644146320117723,-11.70448413664608,-2.1798530476146603,8.451519284052765,-5.703302274095841
3335,7922.875316480056,-0.00069043686,-0.0015749017,0.00065964984,-17.512280248265377,-6.70885365144764,5.923499964058902,24.48944669366797,-2.588461362769066,14.045382326104411,-3.287928984064176,4.1236897037511495,-11.02593954075028,-2.606236824354955,8.104998329477082,-5.49134729853693
3340,7922.875316480056,-0.0008363079,-0.0014378674,0.000866229,-18.180454798151693,-7.177745942257531,5.170868979531843,26.820034875174745,1.1616047287266174,13.42539555900232,-4.3129231962378,1.3437241549168517,-9.763774496847056,-3.243656512710249,7.6037903464831365,-5.3808948949642215
3345,7922.875316480056,-0.0009796986,-0.0011765927,0.0010363152,-18.581386931866064,-7.4650602765888445,4.547728823961261,28.9669415461362,4.68669889252715,12.319309733719203,-5.3597734791112925,-1.1983016554817754,-7.987607841199498,-3.9427810467643836,6.908035972880596,-5.427835512154779
3350,7922.875316480056,-0.001150161,-0.00083538145,0.001131839,-18.715122492168803,-7.5563531464705695,4.080028162888521,30.583756677421167,7.846922164721486,10.778155010381232,-6.342992585472795,-3.302083228694248,-5.767354003314814,-4.442641534846434,5.942886963120243,-5.639233820465671
3355,7922.875316480056,-0.0013515756,-0.00046519184,0.0011664538,-18.59599489939842,-7.448986191737418,3.7922854382463633,31.40063989068626,10.740864898147727,8.77467249170906,-7.186293817300149,-5.043888444193219,-3.1546048715982593,-4.535351352755487,4.683382582236945,-5.960757853555769
3360,7922.875316480056,-0.0015473347,-0.00011864118,0.0011751261,-18.243989668298816,-7.151743229229537,3.7077093546372275,31.2575209551073,13.414999616940356,6.233327768041202,-7.772703048016676,-6.537360012883657,-0.18952896343498793,-4.157828591680546,3.2054762437229396,-6.299912909516642
