Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1434.0,-3.118486823531997,8980.207124618171
1334.0,-3.1545726688150393,8638.952062085482
1234.0,-3.1893829284575927,8381.668532421156
1134.0,-3.226341973614521,8128.581747872085
1034.0,-3.262032994985538,7894.098682763044
934.0,-3.298924639347846,7682.675959482315
