Mode_Index,Frequency_cm-1,Type,Participation_Ratio
0,162.32285222118807j,Real,0.005494418408855613
1,126.6439490809013j,Real,0.006048363501675217
2,124.97179138261437j,Real,0.006599710800313866
3,115.12678503754377j,Real,0.009144171914679282
4,104.57381726239304j,Real,0.007545060410743828
5,90.18025474894816j,Real,0.017103964307168637
6,86.11233790644623j,Real,0.010593563841978404
7,84.17405535479716j,Real,0.010646795682526855
8,80.85863181973453j,Real,0.009110902705647893
9,75.72768419665768j,Real,0.025898030583157296
10,71.23022078753398j,Real,0.01938451892134607
11,69.21445539271586j,Real,0.017146593688928714
12,68.07436969738403j,Real,0.059202051278554706
13,66.70127521141191j,Real,0.04250385089329219
14,63.957449599744834j,Real,0.09012105655869436
15,63.09022256601094j,Real,0.06300950294925842
16,62.539846898396384j,Real,0.0385025600289743
17,61.94425674150796j,Real,0.04520517153209977
18,61.34871974210837j,Real,0.06404590077721094
19,58.66005093163271j,Real,0.06066065831783576
20,57.305280996136844j,Real,0.11356438528927248
21,56.64080031573785j,Real,0.0691960876053347
22,55.949972867396774j,Real,0.1741340938370887
23,55.721610886840864j,Real,0.058129158741614166
24,55.20247798162721j,Real,0.0873644819760805
25,54.31906730433535j,Real,0.11748719268834278
26,54.1768810206038j,Real,0.15825844679137235
27,52.85013686323806j,Real,0.13284582277991405
28,52.22458592444436j,Real,0.08956704500532583
29,52.013210968225906j,Real,0.19679300915762254
30,50.860339407382334j,Real,0.1866414022297587
31,50.384444661373415j,Real,0.22282124512438772
32,49.733135951619296j,Real,0.19133220181859725
33,48.941377098382716j,Real,0.1785749383423735
34,47.66901998447922j,Real,0.1971419777754762
35,47.214741817670244j,Real,0.21316803594361414
36,46.76682689334316j,Real,0.24433178947752665
37,46.48718614011624j,Real,0.25766839109825634
38,45.981471218710766j,Real,0.1673186311318576
39,45.37485461309105j,Real,0.29487412986353845
40,45.234309616589925j,Real,0.1291680543437207
41,44.18689743381113j,Real,0.28214593404611965
42,43.573173844708634j,Real,0.2592117473732575
43,43.50332945718229j,Real,0.24746408435855613
44,43.01496756692989j,Real,0.351041253875498
45,41.176778216722646j,Real,0.29253412323346983
46,41.139862740272996j,Real,0.34299251568884725
47,40.51281845377647j,Real,0.22423517324472234
48,39.67813104401968j,Real,0.3763223508499293
49,39.079895246362405j,Real,0.29440735561518133
50,38.784468175732144j,Real,0.23803398412366497
51,38.28469253915016j,Real,0.26639919311266175
52,37.825125107169995j,Real,0.2546471188478663
53,37.484244623469074j,Real,0.30834843506251614
54,36.541970725697546j,Real,0.3534755481429344
55,36.414017552827296j,Real,0.3112900631288521
56,35.92690074243396j,Real,0.37999044289000067
57,35.480067035415985j,Real,0.30528528217002093
58,35.16581022057524j,Real,0.3734090842539002
59,34.70294514304732j,Real,0.42451110431531847
