Freq_rad_ps,VDOS_Li,VDOS_K
1.669293625389805413e+01,6.878360046945202963e-03,4.096861323167125951e-02
1.678268322300503357e+01,5.551103103838174110e-03,4.293045667957967604e-02
1.687243019211201300e+01,5.486148972534374800e-03,4.455097203356025298e-02
1.696217716121899244e+01,6.030754836566919186e-03,4.277323654681671611e-02
1.705192413032597187e+01,6.616311289427577978e-03,3.885848866853033878e-02
1.714167109943295131e+01,7.896385343943827101e-03,3.772756180548176436e-02
1.723141806853993074e+01,6.718353546846520148e-03,3.635779979183303978e-02
1.732116503764691018e+01,4.468110974047060854e-03,3.787569857611302465e-02
1.741091200675388961e+01,5.749949635568365157e-03,3.953468011764318946e-02
1.750065897586086550e+01,5.515845682636688618e-03,3.743499554556448117e-02
1.759040594496784493e+01,6.148800999016615365e-03,3.905716418255458788e-02
1.768015291407482081e+01,5.333290455906838402e-03,4.166172429438642910e-02
1.776989988318180025e+01,5.946830063643489088e-03,3.506843585135423214e-02
1.785964685228877968e+01,6.630130298501673604e-03,3.321190293234058122e-02
1.794939382139575912e+01,6.251340531236676372e-03,3.588730569555408784e-02
1.803914079050273855e+01,5.673718988854183770e-03,3.648721176576161240e-02
1.812888775960971799e+01,6.383656113334938362e-03,3.934199516353302506e-02
1.821863472871669742e+01,6.544017460265395304e-03,4.253652261874871915e-02
1.830838169782367331e+01,6.255652246476896619e-03,3.709659262942409386e-02
1.839812866693065274e+01,6.188505364251480935e-03,3.497326569018580772e-02
1.848787563603763218e+01,5.939528460746564507e-03,3.838045427829397255e-02
1.857762260514461161e+01,5.897393792276952283e-03,3.600553159769333961e-02
1.866736957425159105e+01,6.607016729289782488e-03,3.316762963743900144e-02
1.875711654335857048e+01,6.452388895577939806e-03,3.527378640787479785e-02
1.884686351246554636e+01,6.653490169558660267e-03,3.437391138537219948e-02
1.893661048157252580e+01,6.948166430033500540e-03,3.405345307712823871e-02
1.902635745067950523e+01,5.934779907123530207e-03,3.199454834030211747e-02
1.911610441978648467e+01,7.654576800285270953e-03,3.402050232199289870e-02
1.920585138889346055e+01,6.358093068547048671e-03,3.301687060179982203e-02
1.929559835800043999e+01,7.795338112183731669e-03,3.152353211658567161e-02
1.938534532710741942e+01,8.022961218771093583e-03,3.119013076953909558e-02
