r (A),g(r)_weighted_Li-F,g(r)_weighted_F-F,g(r)_weighted_Na-F,S_i_Li-F,S_i_Na-F,Average_SCL,lambda_BC
0.21403677697048526,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.21685305035167585,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.21966932373286643,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.22248559711405702,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.22530187049524764,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.22811814387643822,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2309344172576288,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.23375069063881942,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.23656696402001,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2393832374012006,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.24219951078239121,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2450157841635818,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2478320575447724,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.250648330925963,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.25346460430715356,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2562808776883442,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2590971510695348,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.26191342445072535,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.26472969783191597,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2675459712131066,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.27036224459429714,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.27317851797548776,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.27599479135667837,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.27881106473786893,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.28162733811905954,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2844436115002501,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2872598848814407,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.29007615826263133,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2928924316438219,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2957087050250125,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.2985249784062031,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3013412517873937,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3041575251685843,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3069737985497749,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.30979007193096547,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3126063453121561,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3154226186933467,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.31823889207453726,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3210551654557279,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3238714388369185,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.32668771221810905,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.32950398559929966,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3323202589804903,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.33513653236168084,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.33795280574287145,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.340769079124062,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.34358535250525263,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.34640162588644324,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3492178992676338,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3520341726488244,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.35485044603001503,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3576667194112056,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3604829927923962,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3632992661735868,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.3661155395547774,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
