r (A),g(r)_weighted_Na-Na,g(r)_weighted_Na-Cl,g(r)_weighted_K-K,g(r)_weighted_K-Cl,g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,S_i_Na-Cl,S_i_K-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.7952324538929494,0
0.007454145737868934,7.199108332842524e-05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.7952324538929494,0
0.014908291475737868,0.00014398216665685047,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.7952324538929494,0
0.0223624372136068,0.0002159732499852757,0.0,0.0,0.0007622453434450071,0.0,0.005859079186100063,1.0,1.0,1.0,2.7952324538929494,0
0.029816582951475736,0.00028796433331370095,0.0,0.0,0.0007652770857551661,0.0,0.005944920347172422,1.0,1.0,1.0,2.7952324538929494,0
0.03727072868934467,0.00035995541664212615,0.0,0.0,0.0007683088280653251,0.0,0.006030761508244782,1.0,1.0,1.0,2.7952324538929494,0
0.0447248744272136,0.0004319464999705514,0.0,0.0,0.0007713405703754841,0.0,0.00611660266931714,1.0,1.0,1.0,2.7952324538929494,0
0.05217902016508254,0.0005039375832989767,0.0,0.0,0.0007743723126856433,0.0,0.0062024438303894995,1.0,1.0,1.0,2.7952324538929494,0
0.05963316590295147,0.0005759286666274019,0.0,0.0,0.0007774040549958023,0.0,0.006288284991461859,1.0,1.0,1.0,2.7952324538929494,0
0.06708731164082041,0.0006479197499558271,0.0,0.0,0.0007804357973059613,0.0,0.006374126152534217,1.0,1.0,1.0,2.7952324538929494,0
0.07454145737868934,0.0007199108332842523,0.0,0.0,0.0007834675396161203,0.0017814233996390556,0.006459967313606576,1.0,1.0,1.0,2.7952324538929494,0
0.08199560311655828,0.0007919019166126776,0.00017681355050063724,0.0,0.0007864992819262794,0.0017773843681464744,0.006545808474678936,1.0,1.0,1.0,2.7952324538929494,0
0.0894497488544272,0.0008638929999411028,0.0004906591054592833,0.0,0.0007895310242364384,0.001773345336653893,0.006631649635751294,1.0,1.0,1.0,2.7952324538929494,0
0.09690389459229615,0.0009358840832695281,0.0008045046604179299,3.7007129085476133e-07,0.0007925627665465975,0.0017693063051613118,0.0067174907968236535,1.0,1.0,1.0,2.7952324538929494,0
0.10435804033016507,0.0010078751665979534,0.0011183502153765761,9.343444472869562e-07,0.0007955945088567566,0.0017652672736687305,0.006803331957896013,1.0,1.0,1.0,2.7952324538929494,0
0.11181218606803402,0.0010798662499263787,0.0014321957703352227,1.498617603719152e-06,0.0007986262511669156,0.0017612282421761492,0.006889173118968371,1.0,1.0,1.0,2.7952324538929494,0
0.11926633180590294,0.0011518573332548038,0.0017460413252938687,2.062890760151347e-06,0.0008006320963845842,0.001757189210683568,0.006973869217297581,1.0,1.0,1.0,2.7952324538929494,0
0.1267204775437719,0.001223848416583229,0.0020598868802525153,2.627163916583543e-06,0.0008018831662645463,0.0017531501791909867,0.007027960174789042,1.0,1.0,1.0,2.7952324538929494,0
0.13417462328164081,0.0012958394999116542,0.0023737324352111613,3.191437073015738e-06,0.0008031342361445082,0.0017491111476984054,0.007082051132280504,1.0,1.0,1.0,2.7952324538929494,0
0.14162876901950974,0.0013233289622880577,0.0026875779901698073,3.755710229447933e-06,0.0008043853060244702,0.0017450721162058241,0.007136142089771964,1.0,1.0,1.0,2.7952324538929494,0
0.14908291475737867,0.0013227238653823177,0.0030014235451284533,4.319983385880128e-06,0.0008056363759044322,0.0017410330847132428,0.007190233047263426,1.0,1.0,1.0,2.7952324538929494,0
0.15653706049524763,0.0013221187684765775,0.003275112482351528,4.884256542312325e-06,0.0008068874457843943,0.0017369940532206616,0.007244324004754887,1.0,1.0,1.0,2.7952324538929494,0
0.16399120623311655,0.0013215136715708374,0.0032721534574937363,5.44852969874452e-06,0.0008081385156643563,0.00173295502172808,0.007298414962246348,1.0,1.0,1.0,2.7952324538929494,0
0.17144535197098548,0.0013209085746650972,0.0032691944326359457,6.012802855176715e-06,0.0008093895855443183,0.0017293852094690727,0.007352505919737809,1.0,1.0,1.0,2.7952324538929494,0
0.1788994977088544,0.001320303477759357,0.0032662354077781547,6.5770760116089095e-06,0.0008106406554242803,0.0017258506489706135,0.00740659687722927,1.0,1.0,1.0,2.7952324538929494,0
0.18635364344672334,0.0013196983808536167,0.003263276382920364,6.963099675947141e-06,0.0008118917253042424,0.0017223160884721545,0.0074606878347207315,1.0,1.0,1.0,2.7952324538929494,0
0.1938077891845923,0.0013190932839478766,0.0032603173580625726,6.955463284271748e-06,0.0008131427951842043,0.001718781527973695,0.007514778792212193,1.0,1.0,1.0,2.7952324538929494,0
0.20126193492246122,0.0013184881870421366,0.003257358333204782,6.947826892596355e-06,0.0008143938650641663,0.001715246967475236,0.007568869749703655,1.0,1.0,1.0,2.7952324538929494,0
0.20871608066033015,0.0013178830901363963,0.0032543993083469914,6.94019050092096e-06,0.0008156449349441283,0.001711712406976777,0.007622960707195115,1.0,1.0,1.0,2.7952324538929494,0
0.21617022639819908,0.001317277993230656,0.0032514402834892004,6.932554109245567e-06,0.0008136392500984103,0.0017081778464783175,0.007640695343476461,1.0,1.0,1.0,2.7952324538929494,0
0.22362437213606803,0.0013166728963249158,0.0032484812586314094,6.9249177175701745e-06,0.0008115544092550716,0.0017046432859798583,0.007609560493821,1.0,1.0,1.0,2.7952324538929494,0
0.23107851787393696,0.0013160677994191758,0.0032455222337736183,6.917281325894782e-06,0.0008094695684117328,0.0017011087254813994,0.007578425644165541,1.0,1.0,1.0,2.7952324538929494,0
0.2385326636118059,0.0013154627025134358,0.0032425632089158277,6.909644934219387e-06,0.0008073847275683938,0.0016975741649829402,0.007547290794510081,1.0,1.0,1.0,2.7952324538929494,0
0.24598680934967482,0.00131474918724497,0.0032396041840580363,6.902008542543994e-06,0.000805299886725055,0.001694039604484481,0.007516155944854621,1.0,1.0,1.0,2.7952324538929494,0
0.2534409550875438,0.0013138648136350815,0.0032366451592002457,6.894372150868601e-06,0.0008032150458817162,0.0016905050439860218,0.007485021095199161,1.0,1.0,1.0,2.7952324538929494,0
0.2608951008254127,0.0013129804400251928,0.003233686134342455,6.8867357591932085e-06,0.0008011302050383774,0.0016879284002528792,0.0074538862455437015,1.0,1.0,1.0,2.7952324538929494,0
0.26834924656328163,0.0013120960664153043,0.003229495538217626,6.879099367517814e-06,0.0007990453641950385,0.0016872639819438895,0.0074227513958882415,1.0,1.0,1.0,2.7952324538929494,0
0.2758033923011506,0.0013112116928054157,0.0032251708049662203,6.871462975842421e-06,0.0007969605233516996,0.0016865995636348998,0.0073916165462327805,1.0,1.0,1.0,2.7952324538929494,0
0.2832575380390195,0.0013103273191955272,0.003220846071714815,6.861549959983918e-06,0.0007948756825083608,0.0016859351453259103,0.0073604816965773204,1.0,1.0,1.0,2.7952324538929494,0
0.29071168377688844,0.0013094429455856385,0.0032165213384634087,6.8506408341710225e-06,0.000792790841665022,0.0016852707270169208,0.007329346846921861,1.0,1.0,1.0,2.7952324538929494,0
0.29816582951475734,0.00130855857197575,0.0032121966052120034,6.839731708358129e-06,0.0007907060008216831,0.0016846063087079313,0.007298211997266401,1.0,1.0,1.0,2.7952324538929494,0
0.3056199752526263,0.0013076741983658615,0.0032078718719605976,6.828822582545234e-06,0.0007893484865138647,0.0016839418903989416,0.007267077147610941,1.0,1.0,1.0,2.7952324538929494,0
0.31307412099049525,0.001306789824755973,0.0032035471387091923,6.8179134567323405e-06,0.0007891949346636391,0.0016832774720899522,0.007258335681624053,1.0,1.0,1.0,2.7952324538929494,0
0.32052826672836415,0.0013059054511460842,0.0031992224054577865,6.807004330919447e-06,0.0007890413828134137,0.0016826130537809627,0.007254606370601921,1.0,1.0,1.0,2.7952324538929494,0
0.3279824124662331,0.0013050210775361957,0.0031948976722063808,6.796095205106552e-06,0.0007888878309631882,0.0016819486354719732,0.007250877059579789,1.0,1.0,1.0,2.7952324538929494,0
0.335436558204102,0.0013041367039263072,0.0031905729389549754,6.7851860792936586e-06,0.0007887342791129626,0.0016812842171629832,0.007247147748557656,1.0,1.0,1.0,2.7952324538929494,0
0.34289070394197096,0.0013032523303164187,0.0031862482057035697,6.7742769534807634e-06,0.0007885807272627371,0.0016806197988539938,0.007243418437535523,1.0,1.0,1.0,2.7952324538929494,0
0.3503448496798399,0.0013023793665517878,0.0031819234724521643,6.76336782766787e-06,0.0007884271754125115,0.0016799553805450043,0.0072396891265133914,1.0,1.0,1.0,2.7952324538929494,0
0.3577989954177088,0.00130156481196532,0.0031775987392007586,6.7524587018549766e-06,0.000788273623562286,0.0016788830733081503,0.007235959815491258,1.0,1.0,1.0,2.7952324538929494,0
0.3652531411555778,0.001300750257378852,0.003173274005949353,6.7415495760420815e-06,0.0007881200717120605,0.0016776654978203735,0.007232230504469126,1.0,1.0,1.0,2.7952324538929494,0
0.3727072868934467,0.001299935702792384,0.003169180351997732,6.730510206188209e-06,0.000787966519861835,0.0016764479223325965,0.007228501193446994,1.0,1.0,1.0,2.7952324538929494,0
0.38016143263131563,0.0012991211482059164,0.003165197043433534,6.717964707758308e-06,0.0007878129680116094,0.0016752303468448198,0.00722477188242486,1.0,1.0,1.0,2.7952324538929494,0
0.3876155783691846,0.0012983065936194485,0.003161213734869336,6.705419209328406e-06,0.0007876594161613839,0.0016740127713570428,0.0072210425714027285,1.0,1.0,1.0,2.7952324538929494,0
0.3950697241070535,0.0012974920390329808,0.0031572304263051383,6.692873710898503e-06,0.0007875058643111583,0.001672795195869266,0.007217313260380596,1.0,1.0,1.0,2.7952324538929494,0
0.40252386984492244,0.0012966774844465128,0.0031532471177409403,6.680328212468601e-06,0.0007871691363530395,0.0016715776203814893,0.0072131843771320115,1.0,1.0,1.0,2.7952324538929494,0
0.4099780155827914,0.001295862929860045,0.0031492638091767428,6.667782714038698e-06,0.0007867798159211356,0.0016703600448937123,0.007207530669209614,1.0,1.0,1.0,2.7952324538929494,0
0.4174321613206603,0.0012950483752735772,0.003145280500612545,6.655237215608796e-06,0.0007863904954892319,0.0016691424694059355,0.007201876961287217,1.0,1.0,1.0,2.7952324538929494,0
0.42488630705852926,0.0012942338206871093,0.003141297192048347,6.642691717178894e-06,0.000786001175057328,0.0016679248939181586,0.007196223253364819,1.0,1.0,1.0,2.7952324538929494,0
0.43234045279639816,0.0012934192661006414,0.003137313883484149,6.630146218748992e-06,0.0007856118546254241,0.0016667073184303818,0.007190569545442422,1.0,1.0,1.0,2.7952324538929494,0
0.4397945985342671,0.0012926047115141735,0.0031333305749199516,6.61760072031909e-06,0.0007852225341935203,0.001665489742942605,0.007184915837520024,1.0,1.0,1.0,2.7952324538929494,0
0.44724874427213607,0.0012917901569277055,0.003129347266355754,6.605055221889188e-06,0.0007848332137616163,0.0016642721677033942,0.0071792621295976265,1.0,1.0,1.0,2.7952324538929494,0
0.45470289001000497,0.0012909756023412376,0.003125363957791556,6.592509723459286e-06,0.0007844438933297125,0.001663054593978317,0.007173608421675229,1.0,1.0,1.0,2.7952324538929494,0
0.4621570357478739,0.0012901610481128954,0.003121380649227358,6.5799642250293825e-06,0.0007840545728978087,0.0016618370202532398,0.007167954713752833,1.0,1.0,1.0,2.7952324538929494,0
0.4696111814857428,0.0012893464939079684,0.0031173973406631605,6.567924415382322e-06,0.0007836652524659047,0.0016606194465281626,0.007162301005830435,1.0,1.0,1.0,2.7952324538929494,0
0.4770653272236118,0.0012885319397030416,0.003113222578042611,6.5564698153856525e-06,0.000783275932034001,0.0016594018728030857,0.007156647297908038,1.0,1.0,1.0,2.7952324538929494,0
0.48451947296148073,0.0012877173854981148,0.00310881554466928,6.545015215388982e-06,0.0007828866116020972,0.0016581842990780083,0.007150993589985641,1.0,1.0,1.0,2.7952324538929494,0
0.49197361869934964,0.0012869028312931879,0.0031044085112959486,6.533560615392312e-06,0.0007824972911306193,0.0016569667253529313,0.007145339882063243,1.0,1.0,1.0,2.7952324538929494,0
0.4994277644372186,0.0012860882770882609,0.0031000014779226175,6.5221060153956416e-06,0.0007821079704754647,0.0016557491516278543,0.0071396861705846585,1.0,1.0,1.0,2.7952324538929494,0
0.5068819101750875,0.001285273722883334,0.0030955944445492864,6.510651415398973e-06,0.0007817186498203099,0.0016545315779027772,0.007134032456717037,1.0,1.0,1.0,2.7952324538929494,0
0.5143360559129565,0.0012844591686784071,0.0030911874111759553,6.499196815402303e-06,0.0007813293291651551,0.0016533140041777,0.007128378742849414,1.0,1.0,1.0,2.7952324538929494,0
0.5217902016508253,0.0012836446144734804,0.0030867803778026246,6.487742215405632e-06,0.0007809400085100004,0.0016520964304526228,0.007122725028981792,1.0,1.0,1.0,2.7952324538929494,0
0.5292443473886943,0.0012828300602685534,0.003082373344429293,6.4762876154089626e-06,0.0007805506878548455,0.0016508788567275458,0.007117071315114168,1.0,1.0,1.0,2.7952324538929494,0
0.5366984931265633,0.0012820155060636264,0.0030779663110559624,6.464833015412292e-06,0.0007801613671996907,0.0016496612830024686,0.007111417601246546,1.0,1.0,1.0,2.7952324538929494,0
0.5441526388644322,0.0012812009518586994,0.003073559277682631,6.453378415415622e-06,0.000779772046544536,0.0016484437085334616,0.007105763887378924,1.0,1.0,1.0,2.7952324538929494,0
0.5516067846023012,0.0012803863976537729,0.0030691522443093,6.441923815418953e-06,0.0007793827258893813,0.0016472261334424868,0.0071001101735113014,1.0,1.0,1.0,2.7952324538929494,0
0.55906093034017,0.0012795718434488459,0.0030647452109359686,6.430469215422283e-06,0.0007789934052342265,0.001646008558351512,0.007094456459643678,1.0,1.0,1.0,2.7952324538929494,0
0.566515076078039,0.001278757289788636,0.003060338177562638,6.356107300520708e-06,0.0007786040845790716,0.001644790983260537,0.0070888027457760554,1.0,1.0,1.0,2.7952324538929494,0
0.5739692218159079,0.0012779427363467913,0.0030559311441893068,6.270426832624433e-06,0.0007782147639239169,0.0016435734081695621,0.007083149031908433,1.0,1.0,1.0,2.7952324538929494,0
0.5814233675537769,0.0012771281829049464,0.0030518124949552227,6.184746364728158e-06,0.0007778254432687622,0.0016423558330785873,0.007077495318040811,1.0,1.0,1.0,2.7952324538929494,0
0.5888775132916458,0.0012763136294631013,0.0030486766452183104,6.099065896831883e-06,0.0007776865118202023,0.0016411382579876123,0.007071841604173187,1.0,1.0,1.0,2.7952324538929494,0
0.5963316590295147,0.0012754990760212566,0.0030455407954813984,6.013385428935609e-06,0.0007777306964532735,0.0016399206828966375,0.007066187888346253,1.0,1.0,1.0,2.7952324538929494,0
0.6037858047673836,0.0012746845225794117,0.0030424049457444856,5.927704961039335e-06,0.0007777748810863447,0.0016387031078056624,0.007060534172496889,1.0,1.0,1.0,2.7952324538929494,0
0.6112399505052526,0.0012738699691375666,0.0030392690960075732,5.84202449314306e-06,0.0007778190657194158,0.0016374855327146874,0.007054880456647524,1.0,1.0,1.0,2.7952324538929494,0
0.6186940962431215,0.0012730554156957217,0.003036133246270661,5.756344025246785e-06,0.000777863250352487,0.0016362679576237126,0.00704922674079816,1.0,1.0,1.0,2.7952324538929494,0
0.6261482419809905,0.001272240862253877,0.003032997396533748,5.6706635573505095e-06,0.0007779074349855581,0.0016350503825327376,0.0070435730249487965,1.0,1.0,1.0,2.7952324538929494,0
0.6336023877188594,0.001271426308812032,0.0030298615467968357,5.584983089454236e-06,0.0007779516196186293,0.0016338328074417627,0.007037919309099432,1.0,1.0,1.0,2.7952324538929494,0
0.6410565334567283,0.001270611755370187,0.0030267256970599237,5.499302621557961e-06,0.0007779958042517005,0.0016335091506603557,0.007032265593250068,1.0,1.0,1.0,2.7952324538929494,0
0.6485106791945973,0.0012697972019283421,0.003023589847323011,5.4136221536616855e-06,0.0007780399888847716,0.001633234252528537,0.007026611877400704,1.0,1.0,1.0,2.7952324538929494,0
0.6559648249324662,0.001268982648486497,0.0030204539975860986,5.369176500600905e-06,0.0007780841735178427,0.0016329593543967182,0.00702095816155134,1.0,1.0,1.0,2.7952324538929494,0
0.6634189706703352,0.0012681680950446523,0.0030173181478491858,5.461638151727357e-06,0.0007781283581509139,0.0016326844562648993,0.007015304445701976,1.0,1.0,1.0,2.7952324538929494,0
0.670873116408204,0.0012683987972669265,0.0030141822981122734,5.554099802853808e-06,0.0007781725427839851,0.0016324095581330804,0.007009650729852611,1.0,1.0,1.0,2.7952324538929494,0
0.678327262146073,0.0012697215739017012,0.0030110464483753614,5.646561453980261e-06,0.0007782167274170563,0.0016321346600012615,0.007003997014003247,1.0,1.0,1.0,2.7952324538929494,0
0.6857814078839419,0.001271044350536476,0.0030079150479314786,5.739023105106713e-06,0.0007764634775170255,0.0016318597618694428,0.006996030197820939,1.0,1.0,1.0,2.7952324538929494,0
