r (A),g(r)_weighted_Na-Na,g(r)_weighted_Na-Cl,g(r)_weighted_K-K,g(r)_weighted_K-Cl,g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,S_i_Na-Cl,S_i_K-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
0.6932355536218109,0.0012723671271712507,0.003007133898369092,5.8314847562331655e-06,0.0007746696481348283,0.001631584863737624,0.00698427661976851,1.0,1.0,1.0,2.7952324538929494,0
0.7006896993596798,0.0012736899038060254,0.003006352748806705,5.9239464073596185e-06,0.0007728758187526311,0.001631309965605805,0.0069725230417160815,1.0,1.0,1.0,2.7952324538929494,0
0.7081438450975487,0.0012750126804408,0.003005571599244318,6.01640805848607e-06,0.0007710819893704338,0.0016310350674739861,0.006960769463663652,1.0,1.0,1.0,2.7952324538929494,0
0.7155979908354176,0.0012763354570755746,0.0030047904496819317,6.108869709612523e-06,0.0007692881599882367,0.0016307601693421674,0.0069490158856112235,1.0,1.0,1.0,2.7952324538929494,0
0.7230521365732866,0.0012776582337103491,0.003004009300119545,6.201331360738976e-06,0.0007674943306060395,0.0016304852712103485,0.006937262307558796,1.0,1.0,1.0,2.7952324538929494,0
0.7305062823111556,0.001278981010345124,0.003003228150557158,6.293793011865427e-06,0.0007657005012238422,0.0016283165355372644,0.006925508729506367,1.0,1.0,1.0,2.7952324538929494,0
0.7379604280490245,0.0012803037869798986,0.003002447000994771,6.38625466299188e-06,0.000763906671841645,0.0016226600019248825,0.0069137551514539385,1.0,1.0,1.0,2.7952324538929494,0
0.7454145737868934,0.0012816265636146733,0.0030016658514323844,6.478716314118331e-06,0.0007621128424594478,0.0016170034683125009,0.006902001573401509,1.0,1.0,1.0,2.7952324538929494,0
0.7528687195247623,0.0012829493402494478,0.0030008847018699976,6.6990844911252776e-06,0.0007603190130772505,0.0016113469347001188,0.0068902479953490805,1.0,1.0,1.0,2.7952324538929494,0
0.7603228652626313,0.0012842721168842225,0.003000103552307611,6.999378619530815e-06,0.0007585251836950533,0.0016056904010877371,0.006878494417296652,1.0,1.0,1.0,2.7952324538929494,0
0.7677770110005002,0.0012855948935189974,0.002999322402745224,7.299672747936352e-06,0.0007567313543128561,0.0016000338674753553,0.006866740839244223,1.0,1.0,1.0,2.7952324538929494,0
0.7752311567383692,0.0012842477647582568,0.002998541253182837,7.599966876341889e-06,0.0007538751806948262,0.0015943773338629736,0.0068549872611917955,1.0,1.0,1.0,2.7952324538929494,0
0.782685302476238,0.001275467076093469,0.0029977601036204507,7.900261004747421e-06,0.0007492727913971791,0.0015887208002505918,0.006880624785095685,1.0,1.0,1.0,2.7952324538929494,0
0.790139448214107,0.0012666863874286813,0.002996978954058064,8.200555133152959e-06,0.0007446704020995319,0.00158306426663821,0.006917448190408927,1.0,1.0,1.0,2.7952324538929494,0
0.7975935939519759,0.0012579056987638935,0.003010071270788169,8.500849261558496e-06,0.0007400680128018845,0.001577407733025828,0.006954271595722169,1.0,1.0,1.0,2.7952324538929494,0
0.8050477396898449,0.0012491250100991056,0.0030271420177505593,8.801143389964034e-06,0.0007354656235042372,0.0015717511994134464,0.006991095001035412,1.0,1.0,1.0,2.7952324538929494,0
0.8125018854277138,0.0012403443214343175,0.0030442127647129498,9.10143751836957e-06,0.00073086323420659,0.0015660946658010645,0.0070279184063486546,1.0,1.0,1.0,2.7952324538929494,0
0.8199560311655828,0.0012315636327695297,0.003061283511675341,9.401731646775109e-06,0.0007262608449089427,0.0015604381321886825,0.007064741811661896,1.0,1.0,1.0,2.7952324538929494,0
0.8274101769034516,0.001222782944104742,0.003078354258637731,9.702025775180641e-06,0.0007216584556112955,0.0015568841484483902,0.007101565216975138,1.0,1.0,1.0,2.7952324538929494,0
0.8348643226413206,0.001214002255439954,0.003095425005600122,1.0002319903586179e-05,0.0007170560663136484,0.0015540104648362433,0.007138388622288381,1.0,1.0,1.0,2.7952324538929494,0
0.8423184683791896,0.0012052215667751663,0.0031124957525625126,1.0302614031991715e-05,0.000712453677016001,0.001551136781224096,0.0071752120276016235,1.0,1.0,1.0,2.7952324538929494,0
0.8497726141170585,0.0011964408781103785,0.003129566499524903,1.0460110446373396e-05,0.0007078512877183537,0.0015482630976119491,0.007212035432914865,1.0,1.0,1.0,2.7952324538929494,0
0.8572267598549275,0.0011876601894455906,0.003146637246487294,1.061751974716971e-05,0.0007032488984207065,0.001545389413999802,0.007248858838228107,1.0,1.0,1.0,2.7952324538929494,0
0.8646809055927963,0.0011788795007808028,0.003163707993449684,1.0774929047966022e-05,0.0006986465091230592,0.001542515730387655,0.00728568224354135,1.0,1.0,1.0,2.7952324538929494,0
0.8721350513306653,0.001170098812116015,0.003180778740412075,1.0932338348762337e-05,0.0006947372929617366,0.001539642046775508,0.007308212297050188,1.0,1.0,1.0,2.7952324538929494,0
0.8795891970685342,0.0011609550934063902,0.0031978494873744654,1.1089747649558654e-05,0.0006924379712864775,0.001536768363163361,0.007255842924249179,1.0,1.0,1.0,2.7952324538929494,0
0.8870433428064032,0.001142975720152814,0.0032149202343368564,1.1247156950354969e-05,0.0006901386496112185,0.001533894679551214,0.00720347355144817,1.0,1.0,1.0,2.7952324538929494,0
0.8944974885442721,0.001124996346899238,0.0032319909812992473,1.1404566251151286e-05,0.0006878393279359594,0.0015310209959390668,0.007151104178647162,1.0,1.0,1.0,2.7952324538929494,0
0.901951634282141,0.0011070169736456619,0.003238527824175435,1.1561975551947599e-05,0.0006855400062607005,0.0015281473123269199,0.007098734805846154,1.0,1.0,1.0,2.7952324538929494,0
0.9094057800200099,0.0010890376003920858,0.0032365368736228237,1.1719384852743914e-05,0.0006832406845854414,0.001525273628714773,0.007046365433045146,1.0,1.0,1.0,2.7952324538929494,0
0.9168599257578789,0.0010710582271385096,0.003234545923070212,1.1876794153540229e-05,0.0006809413629101824,0.0015223999451026257,0.006993996060244138,1.0,1.0,1.0,2.7952324538929494,0
0.9243140714957478,0.0010530788538849333,0.0032325549725176,1.2034203454336544e-05,0.0006786420412349233,0.0015183757218478933,0.00694162668744313,1.0,1.0,1.0,2.7952324538929494,0
0.9317682172336168,0.001035099480631357,0.0032305640219649884,1.2191612755132859e-05,0.0006763427195596643,0.0015123618415127462,0.006889257314642121,1.0,1.0,1.0,2.7952324538929494,0
0.9392223629714856,0.0010171201073777812,0.0032285730714123767,1.228784493469128e-05,0.0006740433978844054,0.0015063479611775996,0.006836887941841114,1.0,1.0,1.0,2.7952324538929494,0
0.9466765087093546,0.000999140734124205,0.003226582120859765,1.228566858343977e-05,0.0006717440762091463,0.0015003340808424528,0.006784518569040105,1.0,1.0,1.0,2.7952324538929494,0
0.9541306544472236,0.0009811613608706287,0.003224591170307153,1.228349223218826e-05,0.0006694447545338872,0.001494320200507306,0.006732149196239097,1.0,1.0,1.0,2.7952324538929494,0
0.9615848001850925,0.0009631819876170525,0.0032226002197545413,1.2281315880936749e-05,0.0006671454328586281,0.0014883063201721592,0.006679779823438088,1.0,1.0,1.0,2.7952324538929494,0
0.9690389459229615,0.0009452026143634763,0.0032206092692019296,1.2279139529685237e-05,0.000670759873007417,0.0014822924398370124,0.00662741045063708,1.0,1.0,1.0,2.7952324538929494,0
0.9764930916608303,0.0009272232411099003,0.0032186183186493178,1.2276963178433726e-05,0.0006758359562769448,0.0014762785595018655,0.006585692755276473,1.0,1.0,1.0,2.7952324538929494,0
0.9839472373986993,0.0009092438678563241,0.003216627368096706,1.2274786827182217e-05,0.0006809120395464731,0.001470264679166719,0.0065462066073597456,1.0,1.0,1.0,2.7952324538929494,0
0.9914013831365682,0.0009043973806975527,0.0032146364175440942,1.2272610475930704e-05,0.0006859881228160011,0.0014642507988315721,0.006506720459443018,1.0,1.0,1.0,2.7952324538929494,0
0.9988555288744372,0.0009025384172233421,0.003212645466991483,1.2270434124679193e-05,0.0006910642060855291,0.0014582369184964253,0.0064672343115262905,1.0,1.0,1.0,2.7952324538929494,0
1.0063096746123061,0.0009006794537491313,0.0032106545164388707,1.2268257773427683e-05,0.0006961402893550571,0.0014522230381612785,0.006427748163609563,1.0,1.0,1.0,2.7952324538929494,0
1.013763820350175,0.0008988204902749205,0.0032086635658862585,1.2266081422176173e-05,0.0007012163726245852,0.0014507809121691142,0.006388262015692835,1.0,1.0,1.0,2.7952324538929494,0
1.021217966088044,0.0008969615268007098,0.003206672615333647,1.226390507092466e-05,0.0007062924558941133,0.001452890256662027,0.006348775867776107,1.0,1.0,1.0,2.7952324538929494,0
1.028672111825913,0.0008951025633264991,0.0032046816647810354,1.226172871967315e-05,0.0007113685391636413,0.0014549996011549399,0.0063092897198593805,1.0,1.0,1.0,2.7952324538929494,0
1.0361262575637817,0.0008932435998522884,0.0032026907142284236,1.2137100817481161e-05,0.0007164446224331692,0.0014571089456478525,0.006269803571942653,1.0,1.0,1.0,2.7952324538929494,0
1.0435804033016507,0.0008913846363780777,0.0032006997636758122,1.197533879753705e-05,0.0007215207057026973,0.0014592182901407653,0.006230317424025926,1.0,1.0,1.0,2.7952324538929494,0
1.0510345490395196,0.000889525672903867,0.0031987088131232,1.181357677759294e-05,0.0007265967889722253,0.001461327634633678,0.006190831276109199,1.0,1.0,1.0,2.7952324538929494,0
1.0584886947773886,0.0008876667094296563,0.0031967178625705883,1.1651814757648829e-05,0.0007316728722417535,0.0014634369791265906,0.006160886632430259,1.0,1.0,1.0,2.7952324538929494,0
1.0659428405152576,0.0008858077459554455,0.0031944574688274443,1.1490052737704718e-05,0.0007379490490772706,0.0014655463236195035,0.006145264654005724,1.0,1.0,1.0,2.7952324538929494,0
1.0733969862531265,0.0008839487824812347,0.0031815487027215114,1.1328290717760609e-05,0.0007442588785581601,0.001467655668112416,0.0061296426755811885,1.0,1.0,1.0,2.7952324538929494,0
1.0808511319909955,0.0008820898190070241,0.003168639936615579,1.11665286978165e-05,0.0007505687080390497,0.001469765012605329,0.006114020697156654,1.0,1.0,1.0,2.7952324538929494,0
1.0883052777288644,0.0008824967695071868,0.0031557311705096465,1.1004766677872389e-05,0.0007568785375199393,0.0014718743570982416,0.006098398718732119,1.0,1.0,1.0,2.7952324538929494,0
1.0957594234667334,0.0008963628342730848,0.003142822404403714,1.084300465792828e-05,0.0007631883670008289,0.0014739837015911544,0.006082776740307582,1.0,1.0,1.0,2.7952324538929494,0
1.1032135692046023,0.0009102288990389825,0.0031299136382977816,1.068124263798417e-05,0.0007694981964817185,0.0014760930460840673,0.006067154761883047,1.0,1.0,1.0,2.7952324538929494,0
1.110667714942471,0.00092409496380488,0.0031170048721918496,1.0519480618040063e-05,0.0007758080259626077,0.001477184165888849,0.006051532783458512,1.0,1.0,1.0,2.7952324538929494,0
1.11812186068034,0.0009379610285707779,0.0031040961060859167,1.0357718598095954e-05,0.0007821178554434973,0.0014782399181394487,0.006035910805033976,1.0,1.0,1.0,2.7952324538929494,0
1.125576006418209,0.0009518270933366757,0.0030911873399799843,1.017181627761781e-05,0.000788427684924387,0.0014792956703900484,0.00602028882660944,1.0,1.0,1.0,2.7952324538929494,0
