r (A),g(r)_weighted_Li-Li,g(r)_weighted_Ca-Li,g(r)_weighted_Li-Cl,g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_Cl-Cl,S_i_Li-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
0.30674677998339833,0.0,0.00011731300289669946,0.0016759316538994759,0.00016575148225379018,0.00039736567595610516,0.008273437349995545,1.0,1.0,2.7701897594140767,0
0.31169430869280795,0.0,0.0001329927481198306,0.0016741649220433459,0.00016557675053175552,0.00039660850516062395,0.008270156276548458,1.0,1.0,2.7701897594140767,0
0.31664183740221763,0.0,0.0001486724933429619,0.001672398190187216,0.00016540201880972088,0.00039585133436514274,0.008266875203101372,1.0,1.0,2.7701897594140767,0
0.3215893661116273,0.0,0.00016435223856609322,0.0016706314583310863,0.00016522728708768625,0.0003950941635696616,0.008263594129654288,1.0,1.0,2.7701897594140767,0
0.3265368948210369,0.0,0.00018003198378922433,0.0016688647264749567,0.00016505255536565158,0.00039433699277418037,0.008260313056207204,1.0,1.0,2.7701897594140767,0
0.3314844235304466,0.0,0.00019571172901235563,0.001667097994618827,0.00016487782364361695,0.00039357982197869916,0.00825703198276012,1.0,1.0,2.7701897594140767,0
0.3364319522398562,0.0,0.00021139147423548677,0.001665331262762697,0.0001647030919215823,0.00039282265118321794,0.008253750909313032,1.0,1.0,2.7701897594140767,0
0.3413794809492659,0.0,0.0002270712194586181,0.0016635645309065678,0.00016452836019954765,0.0003920654803877368,0.008250469835865947,1.0,1.0,2.7701897594140767,0
0.3463270096586755,0.0,0.0002427509646817492,0.0016617977990504398,0.00016435362847751298,0.0003913083095922556,0.008247188762418863,1.0,1.0,2.7701897594140767,0
0.3512745383680852,0.0,0.0002584307099048805,0.0016600310671943117,0.00016417889675547837,0.0003905511387967744,0.008243907688971758,1.0,1.0,2.7701897594140767,0
0.3562220670774948,0.0,0.00027411045512801166,0.0016582643353381834,0.0001640041650334437,0.0003897939680012932,0.00824062661552465,1.0,1.0,2.7701897594140767,0
0.3611695957869045,0.0,0.00028979020035114296,0.0016564976034820554,0.00016382943331140904,0.000389036797205812,0.008237345542077543,1.0,1.0,2.7701897594140767,0
0.3661171244963141,0.0,0.0003054699455742741,0.0016547308716259273,0.0001636547015893744,0.0003882796264103308,0.008234064468630434,1.0,1.0,2.7701897594140767,0
0.3710646532057238,0.0,0.0003211496907974054,0.0016529641397697993,0.00016347996986733977,0.00038752245561484957,0.008230783395183327,1.0,1.0,2.7701897594140767,0
0.3760121819151334,0.0,0.0003368294360205365,0.0016511974079136712,0.0001633052381453051,0.0003867652848193684,0.00822750232173622,1.0,1.0,2.7701897594140767,0
0.3809597106245431,0.0,0.0003525091812436678,0.0016494306760575432,0.00016313050642327047,0.0003860081140238872,0.008224221248289112,1.0,1.0,2.7701897594140767,0
0.3859072393339527,0.0,0.00036818892646679893,0.001647663944201415,0.00016295577470123583,0.00038525094322840604,0.008220940174842003,1.0,1.0,2.7701897594140767,0
0.3908547680433624,0.0,0.00037982243361815005,0.0016458972123452869,0.00016278104297920117,0.0003844937724329204,0.008217659101394896,1.0,1.0,2.7701897594140767,0
0.395802296752772,0.0,0.00037941472626673524,0.0016441304804891588,0.00016260631125716653,0.00038373660163743396,0.008214378027947788,1.0,1.0,2.7701897594140767,0
0.4007498254621817,0.0,0.0003790070189153205,0.0016423637486330308,0.0001624315795351319,0.0003829794308419475,0.008211096954500681,1.0,1.0,2.7701897594140767,0
0.40569735417159136,0.0,0.0003785993115639056,0.0016405970167769025,0.00016225684781309723,0.0003822222600464611,0.008207815881053572,1.0,1.0,2.7701897594140767,0
0.410644882881001,0.0,0.0003781916042124908,0.0016388302849207747,0.0001620821160910626,0.0003814650892509747,0.008204534807606464,1.0,1.0,2.7701897594140767,0
0.41559241159041066,0.0,0.000377783896861076,0.0016370635530646464,0.00016190738436902796,0.0003807079184554883,0.008201253734159357,1.0,1.0,2.7701897594140767,0
0.4205399402998203,0.0,0.0003773761895096612,0.0016352968212085183,0.0001617326526469933,0.00037995074766000183,0.008197972660712248,1.0,1.0,2.7701897594140767,0
0.42548746900922996,0.0,0.00037696848215824637,0.0016335300893523903,0.00016155792092495863,0.0003791935768645154,0.008194691587265142,1.0,1.0,2.7701897594140767,0
0.4304349977186396,0.0,0.0003765607748068316,0.001631763357496262,0.00016138318920292402,0.00037843640606902905,0.008191410513818035,1.0,1.0,2.7701897594140767,0
0.43538252642804925,0.0,0.0003761530674554168,0.001629996625640134,0.0001612084574808895,0.00037767923527354263,0.008188129440370933,1.0,1.0,2.7701897594140767,0
0.4403300551374589,0.0,0.000375745360104002,0.001628229893784006,0.000161033725758855,0.0003769220644780562,0.008184848366923847,1.0,1.0,2.7701897594140767,0
0.44527758384686855,0.0,0.0003753376527525871,0.0016264631619278779,0.00016085899403682046,0.00037616489368256975,0.008181567293476761,1.0,1.0,2.7701897594140767,0
0.4502251125562782,0.0,0.0003749299454011723,0.0016246964300717496,0.00016068426231478594,0.00037540772288708333,0.008178286220029677,1.0,1.0,2.7701897594140767,0
0.45517264126568785,0.0,0.0003745222380497575,0.0016229296982156216,0.00016050953059275143,0.00037465055209159697,0.008175005146582592,1.0,1.0,2.7701897594140767,0
0.46012016997509747,0.0,0.00037411453069834274,0.0016211629663594935,0.00016033479887071688,0.00037389338129611055,0.008171724073135506,1.0,1.0,2.7701897594140767,0
0.46506769868450715,0.0,0.0003737068233469279,0.0016193962345033655,0.00016016006714868235,0.0003731362105006241,0.00816844299968842,1.0,1.0,2.7701897594140767,0
0.47001522739391677,0.0,0.0003732991159955131,0.0016176295026472372,0.00015998533542664785,0.00037237903970513766,0.008165161926241336,1.0,1.0,2.7701897594140767,0
0.47496275610332644,0.0,0.0003728914086440983,0.0016158627707911094,0.00015981060370461332,0.0003716218689096528,0.00816188085279425,1.0,1.0,2.7701897594140767,0
0.4799102848127361,0.0,0.0003724837012926835,0.0016140960389349815,0.0001596358719825788,0.0003708646981141716,0.008158599779347166,1.0,1.0,2.7701897594140767,0
0.48485781352214574,0.0,0.0003720759939412686,0.0016123293070788576,0.0001594611402605443,0.00037010752731869045,0.008155318705900081,1.0,1.0,2.7701897594140767,0
0.4898053422315554,0.0,0.00037166828658985387,0.0016105625752227339,0.00015928640853850976,0.00036935035652320924,0.008152037632452994,1.0,1.0,2.7701897594140767,0
0.49475287094096504,0.0,0.00037126057923843905,0.0016087958433666097,0.00015911167681647524,0.0003685931857277281,0.00814875655900591,1.0,1.0,2.7701897594140767,0
0.4997003996503747,0.0,0.0003708528718870243,0.0016070291115104858,0.0001589369450944407,0.00036783601493224687,0.008145475485558825,1.0,1.0,2.7701897594140767,0
0.5046479283597843,0.0,0.00037044516453561084,0.001605262379654362,0.00015876221337240618,0.00036707884413676565,0.008142194412111739,1.0,1.0,2.7701897594140767,0
0.509595457069194,0.0,0.00037003745718419733,0.001603495647798238,0.00015858748165037168,0.00036632167334128444,0.008138913338664655,1.0,1.0,2.7701897594140767,0
0.5145429857786037,0.0,0.0003696297498327838,0.0016017289159421142,0.00015841274992833715,0.0003655645025458033,0.008135632265217569,1.0,1.0,2.7701897594140767,0
0.5194905144880133,0.0,0.00036922204248137036,0.0015999621840859903,0.00015823801820630262,0.00036480733175032207,0.008132351191770483,1.0,1.0,2.7701897594140767,0
0.5244380431974229,0.0,0.0003688143351299569,0.0015981954522298666,0.00015806328648426812,0.0003640501609548409,0.008129070118323398,1.0,1.0,2.7701897594140767,0
0.5293855719068326,0.0,0.00036840662777854345,0.0015964287203737424,0.0001578885547622336,0.0003632929901593597,0.008125789044876314,1.0,1.0,2.7701897594140767,0
0.5343331006162423,0.0,0.00036799892042712994,0.0015946619885176187,0.00015771382304019906,0.0003625358193638785,0.008122507971429228,1.0,1.0,2.7701897594140767,0
0.5392806293256519,0.0,0.0003675912130757164,0.0015928952566614948,0.00015753909131816453,0.0003617786485683973,0.008119226897982144,1.0,1.0,2.7701897594140767,0
0.5442281580350615,0.0,0.00036718350572430297,0.0015911285248053708,0.00015736435959613,0.00036102147777291606,0.008115945824535058,1.0,1.0,2.7701897594140767,0
0.5491756867444711,0.0,0.0003667757983728895,0.001589361792949247,0.00015718962787409548,0.0003602643069774349,0.008112664751087973,1.0,1.0,2.7701897594140767,0
0.5541232154538809,0.0,0.00036636809102147605,0.001587595061093123,0.000157014896152061,0.0003595071361819537,0.008109383677640887,1.0,1.0,2.7701897594140767,0
0.5590707441632905,0.0,0.00036596038367006254,0.0015858283292369993,0.00015684016443002656,0.00035874996538647253,0.008106102604193803,1.0,1.0,2.7701897594140767,0
0.5640182728727001,0.0,0.0003655526763186491,0.0015840615973808751,0.00015666543270799208,0.0003579927945909913,0.008102821530746719,1.0,1.0,2.7701897594140767,0
0.5689658015821099,0.0,0.0003651449689672356,0.0015822948655247514,0.00015649070098595758,0.0003572356237955101,0.008099540457299631,1.0,1.0,2.7701897594140767,0
0.5739133302915195,0.0,0.0003647372616158221,0.0015805281336686275,0.00015631596926392313,0.0003564784530000289,0.008096259383852547,1.0,1.0,2.7701897594140767,0
0.5788608590009291,0.0,0.00036432955426440866,0.0015787614018125038,0.00015614123754188866,0.00035572128220454774,0.008092978310405462,1.0,1.0,2.7701897594140767,0
0.5838083877103387,0.0,0.00036392184691299515,0.0015769946699563796,0.00015596650581985419,0.00035496411140906653,0.008089697236958376,1.0,1.0,2.7701897594140767,0
0.5887559164197484,0.0,0.0003635141395615817,0.0015752279381002557,0.0001557917740978197,0.0003542069406135853,0.008086416163511292,1.0,1.0,2.7701897594140767,0
0.5937034451291581,0.0,0.0003631064322101682,0.001573461206244132,0.00015561704237578527,0.00035344976981810416,0.008083135090064206,1.0,1.0,2.7701897594140767,0
0.5986509738385677,0.0,0.00036269872485875473,0.0015716944743880078,0.0001554423106537508,0.0003526925990226229,0.00807985401661712,1.0,1.0,2.7701897594140767,0
0.6035985025479773,0.0,0.00036229101750734127,0.0015699277425318841,0.00015526757893171632,0.00035193542822714173,0.008076572943170036,1.0,1.0,2.7701897594140767,0
0.608546031257387,0.0,0.00036188331015592776,0.0015681610106757602,0.00015509284720968184,0.0003511782574316605,0.008073291869722946,1.0,1.0,2.7701897594140767,0
0.6134935599667967,0.0,0.0003614756028045143,0.0015663942788196365,0.00015491811548764737,0.00035042108663617936,0.008070010796275838,1.0,1.0,2.7701897594140767,0
0.6184410886762063,0.0,0.0003610678954531008,0.0015646275469635123,0.0001547433837656129,0.00034966391584069815,0.00806672972282873,1.0,1.0,2.7701897594140767,0
0.6233886173856159,0.0,0.00036066018810168734,0.0015628608151073886,0.00015456865204357842,0.000348906745045217,0.008063448649381624,1.0,1.0,2.7701897594140767,0
0.6283361460950256,0.0,0.0003602524807502739,0.0015610940832512647,0.00015439392032154395,0.0003481495742497357,0.008060167575934515,1.0,1.0,2.7701897594140767,0
0.6332836748044353,0.0,0.00035984477339886037,0.001559327351395141,0.0001542191885995095,0.00034739240345425457,0.008056886502487409,1.0,1.0,2.7701897594140767,0
0.6382312035138449,0.0,0.0003594370660474469,0.0015575606195390168,0.000154044456877475,0.00034663523265877335,0.0080536054290403,1.0,1.0,2.7701897594140767,0
0.6431787322232546,0.0,0.0003590293586960334,0.0015557938876828929,0.00015386972515544052,0.00034587806186329214,0.008050324355593193,1.0,1.0,2.7701897594140767,0
0.6481262609326642,0.0,0.00035862165134461994,0.0015540271558267692,0.00015369499343340608,0.00034512089106780995,0.008047043282146085,1.0,1.0,2.7701897594140767,0
0.6530737896420739,0.0,0.00035821394399320616,0.001552260423970645,0.0001535202617113716,0.00034436372027232354,0.008043762208698976,1.0,1.0,2.7701897594140767,0
0.6580213183514835,0.0,0.00035780623664179227,0.0015504936921145213,0.00015334552998933713,0.0003436065494768371,0.008040481135251869,1.0,1.0,2.7701897594140767,0
0.6629688470608932,0.0,0.0003573985292903784,0.0015892550528996965,0.00015317079826730265,0.0003428493786813507,0.00803720006180476,1.0,1.0,2.7701897594140767,0
0.6679163757703028,0.0,0.00035699082193896454,0.0016427539019180709,0.00015299606654526818,0.00034209220788586434,0.008033918988357652,1.0,1.0,2.7701897594140767,0
0.6728639044797124,0.0,0.0003565831145875506,0.0016962527509364453,0.0001528213348232337,0.00034133503709037787,0.008030637914910547,1.0,1.0,2.7701897594140767,0
0.6778114331891221,0.0,0.00035617540723613676,0.0017497515999548195,0.00015264660310119923,0.00034057786629489146,0.008027356841463438,1.0,1.0,2.7701897594140767,0
0.6827589618985318,0.0,0.0003557676998847229,0.001803250448973195,0.00015247187137916479,0.00033982069549940504,0.00802407576801633,1.0,1.0,2.7701897594140767,0
0.6877064906079414,0.0,0.000355359992533309,0.0018567492979915693,0.0001522971396571303,0.0003390635247039186,0.008020794694569223,1.0,1.0,2.7701897594140767,0
0.692654019317351,0.0,0.0003549522851818951,0.0019102481470099435,0.00015212240793509584,0.00033830635390843226,0.008017513621122114,1.0,1.0,2.7701897594140767,0
0.6976015480267607,0.0,0.0003545445778304812,0.0019637469960283177,0.00015194767621306136,0.00033754918311294584,0.00801423254767502,1.0,1.0,2.7701897594140767,0
0.7025490767361704,0.0,0.0003541368704790673,0.0020172458450466936,0.0001517729444910269,0.0003367920123174594,0.008010951474227935,1.0,1.0,2.7701897594140767,0
0.70749660544558,0.0,0.0003537291631276534,0.002070744694065068,0.00015159821276899241,0.00033603484152197296,0.00800767040078085,1.0,1.0,2.7701897594140767,0
0.7124441341549896,0.0,0.00035332145577623953,0.002124243543083442,0.00015142348104695794,0.00033527767072648654,0.008004389327333765,1.0,1.0,2.7701897594140767,0
0.7173916628643994,0.0,0.00035291374842482564,0.0021777423921018175,0.00015124874932492347,0.0003345204999310001,0.00800110825388668,1.0,1.0,2.7701897594140767,0
0.722339191573809,0.0,0.0003525060410734118,0.0022312412411201916,0.00015107401760288878,0.0003337633291355137,0.007997827180439593,1.0,1.0,2.7701897594140767,0
0.7272867202832186,0.0,0.00035209833372199786,0.0022847400901385663,0.0001508992858808539,0.0003330061583400273,0.007994546106992509,1.0,1.0,2.7701897594140767,0
0.7322342489926282,0.0,0.00035169062637058397,0.0023382389391569404,0.00015072455415881901,0.0003322489875445409,0.007991265033545424,1.0,1.0,2.7701897594140767,0
0.737181777702038,0.0,0.00035128291901917013,0.002391737788175316,0.00015054982243678413,0.0003314918167490578,0.007987983960098338,1.0,1.0,2.7701897594140767,0
0.7421293064114476,0.0,0.00035087521166775624,0.00244523663719369,0.00015037509071474928,0.0003307346459535766,0.007984702886651254,1.0,1.0,2.7701897594140767,0
0.7470768351208572,0.0,0.0003504675043163423,0.0024987354862120643,0.0001502003589927144,0.0003299774751580954,0.007981421813204168,1.0,1.0,2.7701897594140767,0
0.7520243638302668,0.0,0.00035005979696492846,0.002552234335230439,0.00015002562727067955,0.0003292203043626142,0.007978140739757082,1.0,1.0,2.7701897594140767,0
0.7569718925396766,0.0,0.00034965208961351457,0.0026057331842488144,0.00014985089554864466,0.000328463133567133,0.007974859666309998,1.0,1.0,2.7701897594140767,0
0.7619194212490862,0.0,0.00034924438226210074,0.0026592320332671886,0.00014967616382660978,0.0003277059627716518,0.007971578592862913,1.0,1.0,2.7701897594140767,0
0.7668669499584958,0.0,0.0003488366749106868,0.002712730882285563,0.00014950143210457493,0.00032694879197617065,0.007968297519415827,1.0,1.0,2.7701897594140767,0
0.7718144786679054,0.0,0.000348428967559273,0.0027662297313039374,0.00014932670038254005,0.00032619162118068944,0.007965016445968743,1.0,1.0,2.7701897594140767,0
0.7767620073773152,0.0,0.0003480212602078592,0.002819728580322313,0.00014915196866050517,0.0003254344503852082,0.007961735372521657,1.0,1.0,2.7701897594140767,0
0.7817095360867248,0.0,0.00034761355285644545,0.0028732274293406875,0.0001489772369384703,0.000324677279589727,0.007958454299074571,1.0,1.0,2.7701897594140767,0
0.7866570647961344,0.0,0.00034720584550503166,0.002926726278359061,0.00014880250521643543,0.0003239201087942458,0.007955173225627464,1.0,1.0,2.7701897594140767,0
0.791604593505544,0.0,0.00034679813815361794,0.0029802251273774354,0.00014862777349440055,0.00032316293799876465,0.007951892152180355,1.0,1.0,2.7701897594140767,0
0.7965521222149538,0.0,0.00034639043080220415,0.0030337239763958113,0.0001484530417723657,0.00032240576720328343,0.007948611078733247,1.0,1.0,2.7701897594140767,0
0.8014996509243634,0.0,0.0003459827234507904,0.0030872228254141855,0.00014827831005033082,0.0003216485964078022,0.00794533000528614,1.0,1.0,2.7701897594140767,0
0.806447179633773,0.0,0.00034557501609937664,0.0031407216744325597,0.00014810357832829597,0.000320891425612321,0.007942048931839031,1.0,1.0,2.7701897594140767,0
0.8113947083431827,0.0,0.00034516730874796286,0.003194220523450935,0.00014792884660626109,0.0003201342548168398,0.007938767858391923,1.0,1.0,2.7701897594140767,0
0.8163422370525923,0.0,0.0003447596013965491,0.0032477193724693093,0.0001477541148842262,0.00031937708402135864,0.007935486784944816,1.0,1.0,2.7701897594140767,0
0.821289765762002,0.0,0.00034435189404513535,0.003277660569842189,0.00014757938316219132,0.000318619913225877,0.007932205711497707,1.0,1.0,2.7701897594140767,0
0.8262372944714116,0.0,0.00034394418669372157,0.0032758938379860575,0.00014740465144015644,0.0003178627424303906,0.007928924638050599,1.0,1.0,2.7701897594140767,0
0.8311848231808213,0.0,0.0003435364793423078,0.003274127106129926,0.0001472299197181216,0.00031710557163490416,0.007925643564603494,1.0,1.0,2.7701897594140767,0
0.8361323518902309,0.0,0.000343128771990894,0.003272360374273794,0.0001470551879960867,0.00031634840083941774,0.007922362491156385,1.0,1.0,2.7701897594140767,0
