r (A),g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_Cl-Cl,S_i_K-Cl,Average_SCL,lambda_BC
1.4667843451425713,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.4742299509554777,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.4816755567683841,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.4891211625812906,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.496566768394197,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5040123742071037,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.51145798002001,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5189035858329165,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.526349191645823,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5337947974587294,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5412404032716358,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5486860090845422,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5561316148974487,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.563577220710355,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5710228265232615,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5784684323361682,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.5859140381490746,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.593359643961981,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6008052497748875,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.608250855587794,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6156964614007003,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6231420672136068,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6305876730265132,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6380332788394196,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.645478884652326,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6529244904652327,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6603700962781391,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6678157020910456,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.675261307903952,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6827069137168584,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6901525195297649,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.6975981253426713,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7050437311555777,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7124893369684842,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7199349427813906,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7273805485942972,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7348261544072037,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.74227176022011,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7497173660330165,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.757162971845923,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7646085776588294,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7720541834717358,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7794997892846423,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7869453950975487,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.7943910009104551,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8018366067233618,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8092822125362682,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8167278183491746,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.824173424162081,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8316190299749875,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.839064635787894,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8465102416008004,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8539558474137068,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8614014532266132,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8688470590395196,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8762926648524263,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8837382706653327,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8911838764782392,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.8986294822911456,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.906075088104052,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9135206939169584,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9209662997298649,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9284119055427713,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9358575113556777,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9433031171685844,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9507487229814908,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9581943287943973,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9656399346073037,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9730855404202101,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9805311462331165,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.987976752046023,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
1.9954223578589294,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.002867963671836,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0103135694847425,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0177591752976487,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0252047811105554,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0326503869234616,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.040095992736368,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0475415985492744,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.054987204362181,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0624328101750877,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.069878415987994,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0773240218009006,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.084769627613807,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0922152334267134,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.0996608392396197,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1071064450525263,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1145520508654325,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.121997656678339,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.129443262491246,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.136888868304152,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1443344741170587,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.151780079929965,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1592256857428715,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1666712915557778,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1741168973686844,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1815625031815906,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1890081089944973,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.1964537148074035,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.20389932062031,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.211344926433217,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.218790532246123,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.2262361380590296,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.233681743871936,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.2411273496848425,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.2485729554977487,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.2560185613106554,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.2634641671235616,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.2709097729364682,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.278355378749375,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.285800984562281,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.2932465903751877,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.300692196188094,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.3081378020010006,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.315583407813907,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.3230290136268135,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.3304746194397197,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.3379202252526263,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.3453658310655325,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.352811436878439,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.360257042691346,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.367702648504252,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.3751482543171587,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.382593860130065,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.3900394659429716,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.3974850717558778,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.4049306775687844,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.4123762833816906,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.4198218891945973,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.427267495007504,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.43471310082041,0.0,0.0,0.0,1.0,5.101972575117579,4.47675
2.442158706633317,0.0008734417459234035,0.0,0.0,1.0,5.101972575117579,4.47675
2.449604312446223,0.002479693427059294,0.0,0.0,1.0,5.101972575117579,4.47675
2.4570499182591297,0.00408594510819528,0.0,0.0,1.0,5.101972575117579,4.47675
2.464495524072036,0.005692196789331171,0.0,0.0,1.0,5.101972575117579,4.47675
2.4719411298849425,0.007298448470467157,0.0,0.0,1.0,5.101972575117579,4.47675
2.4793867356978487,0.008904700151603048,0.0,0.0,1.0,5.101972575117579,4.47675
2.4868323415107554,0.010510951832739032,0.0,0.0,1.0,5.101972575117579,4.47675
2.494277947323662,0.013509330457900212,0.0,0.0,1.0,5.101972575117579,4.47675
2.5017235531365682,0.01752985917859597,0.0,0.0,1.0,5.101972575117579,4.47675
2.509169158949475,0.021550387899291965,0.0,0.0,1.0,5.101972575117579,4.47675
2.516614764762381,0.025570916619987717,0.0,0.0,1.0,5.101972575117579,4.47675
2.5240603705752878,0.029591445340683715,0.0,0.0,1.0,5.101972575117579,4.47675
2.531505976388194,0.033611974061379474,0.0,0.0,1.0,5.101972575117579,4.47675
2.5389515822011006,0.037632502782075465,0.0,0.0,1.0,5.101972575117579,4.47675
2.546397188014007,0.04165303150277122,0.0,0.0,1.0,5.101972575117579,4.47675
2.5538427938269135,0.04567356022346722,0.0,0.0,1.0,5.101972575117579,4.47675
2.5612883996398197,0.05326703287645985,0.0,0.0,1.0,5.101972575117579,4.47675
2.5687340054527263,0.06617012491841963,0.0,0.0,1.0,5.101972575117579,4.47675
2.576179611265633,0.07854496982166018,0.0,0.0,1.0,5.101972575117579,4.47675
2.583625217078539,0.08658602714533539,0.0,0.0,1.0,5.101972575117579,4.47675
2.591070822891446,0.0946270844690111,0.0,0.0,1.0,5.101972575117579,4.47675
2.598516428704352,0.11154636585299213,0.0,0.0,1.0,5.101972575117579,4.47675
2.6059620345172587,0.13048025140573705,0.0,0.0,1.0,5.101972575117579,4.47675
2.613407640330165,0.14941413695848083,0.0,0.0,1.0,5.101972575117579,4.47675
2.6208532461430716,0.16834802251122571,0.0,0.0,1.0,5.101972575117579,4.47675
2.628298851955978,0.18651435521878929,0.0,0.0,1.0,5.101972575117579,4.47675
2.6357444577688844,0.20207974472534457,0.0,0.0,1.0,5.101972575117579,4.47675
2.643190063581791,0.21764513423189985,0.0,0.0,1.0,5.101972575117579,4.47675
2.6506356693946973,0.24298415128728107,0.0,0.0,1.0,5.101972575117579,4.47675
2.658081275207604,0.2723819678060914,0.0,0.0,1.0,5.101972575117579,4.47675
2.66552688102051,0.30551697433275804,0.0,0.0,1.0,5.101972575117579,4.47675
2.672972486833417,0.34074802552221445,0.0,0.0,1.0,5.101972575117579,4.47675
