r (A),g(r)_weighted_Li-F,g(r)_weighted_Li-Li,g(r)_weighted_F-F,S_i_Li-F,Average_SCL,lambda_BC
0.3391589183891946,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.34429768987993997,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.34943646137068535,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.3545752328614307,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.3597140043521761,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.3648527758429215,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.36999154733366685,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.3751303188244122,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.3802690903151576,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.3854078618059029,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.3905466332966483,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.39568540478739367,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.40082417627813904,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4059629477688844,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4111017192596298,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.41624049075037517,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.42137926224112054,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4265180337318659,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4316568052226113,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.43679557671335667,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.44193434820410205,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4470731196948474,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4522118911855928,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.45735066267633817,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.46248943416708355,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4676282056578289,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4727669771485743,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.47790574863931967,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.48304452013006505,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4881832916208104,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4933220631115558,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.4984608346023011,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5035996060930465,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5087383775837919,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5138771490745373,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5190159205652827,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.524154692056028,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5292934635467734,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5344322350375188,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5395710065282642,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5447097780190095,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5498485495097548,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5549873210005002,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5601260924912456,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5652648639819909,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5704036354727363,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5755424069634817,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5806811784542271,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5858199499449724,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5909587214357178,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.5960974929264632,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6012362644172086,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6063750359079539,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6115138073986993,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6166525788894447,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6217913503801901,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6269301218709354,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6320688933616808,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6372076648524262,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6423464363431716,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6474852078339169,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6526239793246623,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6577627508154077,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6629015223061531,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6680402937968984,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6731790652876438,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6783178367783892,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6834566082691346,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6885953797598799,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6937341512506253,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.6988729227413707,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7040116942321161,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7091504657228614,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7142892372136068,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7194280087043522,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7245667801950976,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.729705551685843,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7348443231765883,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7399830946673337,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7451218661580791,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7502606376488244,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7553994091395698,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7605381806303152,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7656769521210606,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7708157236118058,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7759544951025512,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7810932665932966,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.786232038084042,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7913708095747873,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.7965095810655327,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8016483525562781,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8067871240470235,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8119258955377688,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8170646670285142,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8222034385192596,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.827342210010005,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8324809815007503,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8376197529914957,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8427585244822411,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8478972959729865,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8530360674637318,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8581748389544772,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8633136104452226,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.868452381935968,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8735911534267133,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8787299249174587,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8838686964082041,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8890074678989495,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8941462393896948,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.8992850108804402,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9044237823711856,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.909562553861931,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9147013253526763,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9198400968434217,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9249788683341671,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9301176398249125,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9352564113156578,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9403951828064032,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9455339542971486,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.950672725787894,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9558114972786393,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9609502687693847,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9660890402601301,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9712278117508755,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9763665832416208,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9815053547323662,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9866441262231116,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9917828977138569,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
0.9969216692046022,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0020604406953477,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.007199212186093,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0123379836768385,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0174767551675838,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0226155266583292,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0277542981490746,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.03289306963982,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0380318411305653,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0431706126213107,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.048309384112056,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0534481556028015,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0585869270935468,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0637256985842922,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0688644700750376,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.074003241565783,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0791420130565283,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0842807845472737,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.089419556038019,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0945583275287645,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.0996970990195096,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.104835870510255,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1099746420010004,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1151134134917458,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1202521849824911,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1253909564732365,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1305297279639819,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1356684994547273,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1408072709454726,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.145946042436218,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1510848139269634,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1562235854177088,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1613623569084541,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1665011283991995,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1716398998899449,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1767786713806903,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1819174428714356,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.187056214362181,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1921949858529264,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.1973337573436718,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2024725288344171,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2076113003251625,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2127500718159079,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2178888433066533,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2230276147973986,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.228166386288144,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2333051577788894,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2384439292696348,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2435827007603801,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2487214722511255,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2538602437418709,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2589990152326163,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2641377867233616,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.269276558214107,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2744153297048524,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2795541011955978,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2846928726863431,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2898316441770885,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.2949704156678339,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3001091871585793,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3052479586493246,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.31038673014007,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3155255016308154,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3206642731215608,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3258030446123061,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3309418161030515,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3360805875937969,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3412193590845423,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3463581305752876,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.351496902066033,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3566356735567784,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3617744450475238,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3669132165382691,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3720519880290145,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3771907595197599,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3823295310105053,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3874683025012506,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.392607073991996,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.3977458454827414,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4028846169734868,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4080233884642321,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4131621599549775,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.418300931445723,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4234397029364683,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4285784744272136,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.433717245917959,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4388560174087044,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4439947888994498,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4491335603901951,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4542723318809405,0.0,0.0,0.0,1.0,3.4528409727148413,3.28553
1.459411103371686,0.000423565551606518,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4645498748624313,0.0021399652566004425,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4696886463531766,0.0038563649615943676,0.0,0.0,1.0,3.4528409727148413,3.28553
1.474827417843922,0.005572764666588292,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4799661893346674,0.007289164371582217,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4851049608254128,0.009005564076576142,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4902437323161581,0.010721963781570067,0.0,0.0,1.0,3.4528409727148413,3.28553
1.4953825038069035,0.012438363486563991,0.0,0.0,1.0,3.4528409727148413,3.28553
1.500521275297649,0.014154763191557916,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5056600467883943,0.01587116289655184,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5107988182791396,0.017960996331069835,0.0,0.0,1.0,3.4528409727148413,3.28553
1.515937589769885,0.022989979741460463,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5210763612606304,0.028018963151851095,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5262151327513758,0.03304794656224173,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5313539042421211,0.03807692997263235,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5364926757328663,0.04310591338302276,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5416314472236117,0.0481348967934134,0.0,0.0,1.0,3.4528409727148413,3.28553
1.546770218714357,0.05316388020380403,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5519089902051024,0.05819286361419466,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5570477616958478,0.06322184702458529,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5621865331865932,0.06972681197448462,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5673253046773385,0.08520060722995162,0.0,0.0,1.0,3.4528409727148413,3.28553
1.572464076168084,0.10067440248541862,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5776028476588293,0.11614819774088561,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5827416191495747,0.1292501330656719,0.0,0.0,1.0,3.4528409727148413,3.28553
1.58788039064032,0.14182259164179178,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5930191621310654,0.15439505021791167,0.0,0.0,1.0,3.4528409727148413,3.28553
1.5981579336218108,0.16696750879403158,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6032967051125562,0.17953996737015146,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6084354766033016,0.19211242594627134,0.0,0.0,1.0,3.4528409727148413,3.28553
1.613574248094047,0.2079381344818401,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6187130195847923,0.23965941464021784,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6238517910755377,0.27138069479859556,0.0,0.0,1.0,3.4528409727148413,3.28553
1.628990562566283,0.30310197495697333,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6341293340570284,0.3298591406294428,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6392681055477738,0.355713272887565,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6444068770385192,0.38156740514568704,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6495456485292646,0.40742153740380915,0.0,0.0,1.0,3.4528409727148413,3.28553
1.65468442002001,0.4332756696619313,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6598231915107553,0.4591298019200534,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6649619630015007,0.48498393417817554,0.0,0.0,1.0,3.4528409727148413,3.28553
1.670100734492246,0.5108380664362976,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6752395059829914,0.5366921986944198,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6803782774737368,0.5625463309525418,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6855170489644822,0.5911073467726418,0.0,0.0,1.0,3.4528409727148413,3.28553
1.6906558204552276,0.620056238626533,0.0,0.0,1.0,3.4528409727148413,3.28553
1.695794591945973,0.6490051304804242,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7009333634367183,0.6779540223343155,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7060721349274637,0.7069029141882066,0.0,0.0,1.0,3.4528409727148413,3.28553
1.711210906418209,0.7358518060420979,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7163496779089544,0.7648006978959891,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7214884493996998,0.7937495897498802,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7266272208904452,0.8226984816037715,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7317659923811906,0.8516473734576626,0.0,0.0,1.0,3.4528409727148413,3.28553
1.736904763871936,0.8757626686676173,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7420435353626813,0.8993602063243964,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7471823068534267,0.9229577439811756,0.0,0.0,1.0,3.4528409727148413,3.28553
1.752321078344172,0.9465552816379545,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7574598498349174,0.9701528192947336,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7625986213256628,0.9937503569515127,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7677373928164082,1.0173478946082917,0.0,0.0,1.0,3.4528409727148413,3.28553
1.7728761643071536,1.0409454322650709,0.0,0.0,1.0,3.4528409727148413,3.28553
