r (A),g(r)_weighted_K-K,g(r)_weighted_K-Cl,g(r)_weighted_Ca-K,g(r)_weighted_Cl-Cl,g(r)_weighted_Ca-Cl,g(r)_weighted_Ca-Ca,S_i_K-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
0.32563453702851425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.3330353219609805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.3404361068934467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.347836891825913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.3552376767583792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.3626384616908454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.37003924662331167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.3774400315557779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.38484081648824414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.39224160142071035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.3996423863531766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.4070431712856428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.41444395621810903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.4218447411505753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.4292455260830415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.43664631101550777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.444047095947974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.45144788088044024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.45884866581290645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.4662494507453727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.4736502356778389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.48105102061030514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.4884518055427714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.4958525904752376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5032533754077039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5106541603401701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5180549452726363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5254557302051026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5328565151375688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.540257300070035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5476580850025012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5550588699349674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5624596548674338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5698604397999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5772612247323662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5846620096648324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5920627945972987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.5994635795297649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6068643644622311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6142651493946973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6216659343271635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6290667192596299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6364675041920961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6438682891245623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6512690740570285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6586698589894947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.666070643921961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6734714288544272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6808722137868934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.6882729987193597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.695673783651826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7030745685842922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7104753535167584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7178761384492246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7252769233816908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7326777083141571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7400784932466233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7474792781790895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7548800631115558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7622808480440221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7696816329764883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7770824179089545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7844832028414207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7918839877738869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.7992847727063532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8066855576388194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8140863425712856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8214871275037519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8288879124362181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8362886973686844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8436894823011506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8510902672336168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.858491052166083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8658918370985493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8732926220310155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8806934069634818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.888094191895948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.8954949768284142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9028957617608805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9102965466933467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9176973316258129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9250981165582791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9324989014907454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9398996864232116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9473004713556779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9547012562881441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9621020412206103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9695028261530766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9769036110855428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.984304396018009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9917051809504752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
0.9991059658829415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0065067508154077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.013907535747874,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0213083206803402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0287091056128064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0361098905452726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0435106754777388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0509114604102052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0583122453426714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0657130302751376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0731138152076038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.08051460014007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0879153850725363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.0953161700050025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1027169549374687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.110117739869935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1175185248024013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1249193097348675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1323200946673337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1397208795998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1471216645322662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1545224494647324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1619232343971986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1693240193296648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.176724804262131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1841255891945974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1915263741270636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.1989271590595298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.206327943991996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2137287289244623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2211295138569285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2285302987893947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.235931083721861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.243331868654327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2507326535867933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2581334385192597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.265534223451726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2729350083841922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2803357933166584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2877365782491246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.2951373631815908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.302538148114057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3099389330465232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3173397179789894,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3247405029114558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.332141287843922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3395420727763883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3469428577088545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3543436426413207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3617444275737869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.369145212506253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3765459974387193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3839467823711855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.391347567303652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.3987483522361182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4061491371685844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4135499221010506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4209507070335168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.428351491965983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4357522768984492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4431530618309154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4505538467633816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.457954631695848,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4653554166283143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4727562015607805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4801569864932467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.4875577714257129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.494958556358179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5023593412906453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5097601262231115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5171609111555777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5245616960880441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5319624810205104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5393632659529766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5467640508854428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.554164835817909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5615656207503752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5689664056828414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5763671906153076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5837679755477738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5911687604802403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.5985695454127065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6059703303451727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6133711152776389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.620771900210105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6281726851425713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6355734700750375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6429742550075037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.65037503993997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6577758248724361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6651766098049026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6725773947373688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.679978179669835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6873789646023012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.6947797495347674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7021805344672336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7095813193996998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.716982104332166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7243828892646322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7317836741970987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7391844591295649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.746585244062031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7539860289944973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7613868139269635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7687875988594297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.776188383791896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7835891687243621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7909899536568283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.7983907385892948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.805791523521761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8131923084542272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8205930933866934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8279938783191596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8353946632516258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.842795448184092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8501962331165582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8575970180490244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8649978029814909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.872398587913957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8797993728464233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8872001577788895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.8946009427113557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.902001727643822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9094025125762881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9168032975087543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9242040824412205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.931604867373687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9390056523061532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9464064372386194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9538072221710856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9612080071035518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.968608792036018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9760095769684842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9834103619009504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
1.9908111468334166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.117622259983915,0
