r (A),g(r)_weighted_Th-Th,g(r)_weighted_Th-F,g(r)_weighted_F-F,S_i_Th-F,Average_SCL,lambda_BC
0.13130393321210607,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1352828402791396,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1392617473461731,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1432406544132066,0.0,0.0,0.0,1.0,4.217961299373662,0
0.14721956148024012,0.0,0.0,0.0,1.0,4.217961299373662,0
0.15119846854727365,0.0,0.0,0.0,1.0,4.217961299373662,0
0.15517737561430717,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1591562826813407,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1631351897483742,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1671140968154077,0.0,0.0,0.0,1.0,4.217961299373662,0
0.17109300388244122,0.0,0.0,0.0,1.0,4.217961299373662,0
0.17507191094947475,0.0,0.0,0.0,1.0,4.217961299373662,0
0.17905081801650827,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1830297250835418,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1870086321505753,0.0,0.0,0.0,1.0,4.217961299373662,0
0.1909875392176088,0.0,0.0,0.0,1.0,4.217961299373662,0
0.19496644628464233,0.0,0.0,0.0,1.0,4.217961299373662,0
0.19894535335167585,0.0,0.0,0.0,1.0,4.217961299373662,0
0.20292426041870937,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2069031674857429,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2108820745527764,0.0,0.0,0.0,1.0,4.217961299373662,0
0.21486098161980993,0.0,0.0,0.0,1.0,4.217961299373662,0
0.21883988868684343,0.0,0.0,0.0,1.0,4.217961299373662,0
0.22281879575387695,0.0,0.0,0.0,1.0,4.217961299373662,0
0.22679770282091047,0.0,0.0,0.0,1.0,4.217961299373662,0
0.230776609887944,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2347555169549775,0.0,0.0,0.0,1.0,4.217961299373662,0
0.23873442402201103,0.0,0.0,0.0,1.0,4.217961299373662,0
0.24271333108904453,0.0,0.0,0.0,1.0,4.217961299373662,0
0.24669223815607805,0.0,0.0,0.0,1.0,4.217961299373662,0
0.25067114522311157,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2546500522901451,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2586289593571786,0.0,0.0,0.0,1.0,4.217961299373662,0
0.26260786642421213,0.0,0.0,0.0,1.0,4.217961299373662,0
0.26658677349124565,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2705656805582792,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2745445876253127,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2785234946923462,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2825024017593797,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2864813088264132,0.0,0.0,0.0,1.0,4.217961299373662,0
0.2904602158934467,0.0,0.0,0.0,1.0,4.217961299373662,0
0.29443912296048025,0.0,0.0,0.0,1.0,4.217961299373662,0
0.29841803002751377,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3023969370945473,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3063758441615808,0.0,0.0,0.0,1.0,4.217961299373662,0
0.31035475122861433,0.0,0.0,0.0,1.0,4.217961299373662,0
0.31433365829564786,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3183125653626814,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3222914724297149,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3262703794967484,0.0,0.0,0.0,1.0,4.217961299373662,0
0.33024928656378194,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3342281936308154,0.0,0.0,0.0,1.0,4.217961299373662,0
0.33820710069784893,0.0,0.0,0.0,1.0,4.217961299373662,0
0.34218600776488245,0.0,0.0,0.0,1.0,4.217961299373662,0
0.34616491483191597,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3501438218989495,0.0,0.0,0.0,1.0,4.217961299373662,0
0.354122728965983,0.0,0.0,0.0,1.0,4.217961299373662,0
0.35810163603301653,0.0,0.0,0.0,1.0,4.217961299373662,0
0.36208054310005006,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3660594501670836,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3700383572341171,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3740172643011506,0.0,0.0,0.0,1.0,4.217961299373662,0
0.37799617136818414,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3819750784352176,0.0,0.0,0.0,1.0,4.217961299373662,0
0.38595398550225113,0.0,0.0,0.0,1.0,4.217961299373662,0
0.38993289256928465,0.0,0.0,0.0,1.0,4.217961299373662,0
0.39391179963631817,0.0,0.0,0.0,1.0,4.217961299373662,0
0.3978907067033517,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4018696137703852,0.0,0.0,0.0,1.0,4.217961299373662,0
0.40584852083741874,0.0,0.0,0.0,1.0,4.217961299373662,0
0.40982742790445226,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4138063349714858,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4177852420385193,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4217641491055528,0.0,0.0,0.0,1.0,4.217961299373662,0
0.42574305617258634,0.0,0.0,0.0,1.0,4.217961299373662,0
0.42972196323961986,0.0,0.0,0.0,1.0,4.217961299373662,0
0.43370087030665333,0.0,0.0,0.0,1.0,4.217961299373662,0
0.43767977737368685,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4416586844407204,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4456375915077539,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4496164985747874,0.0,0.0,0.0,1.0,4.217961299373662,0
0.45359540564182094,0.0,0.0,0.0,1.0,4.217961299373662,0
0.45757431270885446,0.0,0.0,0.0,1.0,4.217961299373662,0
0.461553219775888,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4655321268429215,0.0,0.0,0.0,1.0,4.217961299373662,0
0.469511033909955,0.0,0.0,0.0,1.0,4.217961299373662,0
0.47348994097698854,0.0,0.0,0.0,1.0,4.217961299373662,0
0.47746884804402207,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4814477551110556,0.0,0.0,0.0,1.0,4.217961299373662,0
0.48542666217808905,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4894055692451226,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4933844763121561,0.0,0.0,0.0,1.0,4.217961299373662,0
0.4973633833791896,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5013422904462231,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5053211975132567,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5093001045802902,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5132790116473237,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5172579187143572,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5212368257813907,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5252157328484243,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5291946399154578,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5331735469824913,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5371524540495248,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5411313611165584,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5451102681835919,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5490891752506254,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5530680823176589,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5570469893846924,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5610258964517258,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5650048035187594,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5689837105857929,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5729626176528264,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5769415247198599,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5809204317868935,0.0,0.0,0.0,1.0,4.217961299373662,0
0.584899338853927,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5888782459209605,0.0,0.0,0.0,1.0,4.217961299373662,0
0.592857152987994,0.0,0.0,0.0,1.0,4.217961299373662,0
0.5968360600550275,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6008149671220611,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6047938741890946,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6087727812561281,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6127516883231616,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6167305953901951,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6207095024572287,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6246884095242622,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6286673165912957,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6326462236583292,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6366251307253628,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6406040377923963,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6445829448594298,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6485618519264633,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6525407589934968,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6565196660605304,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6604985731275639,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6644774801945973,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6684563872616308,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6724352943286643,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6764142013956979,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6803931084627314,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6843720155297649,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6883509225967984,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6923298296638319,0.0,0.0,0.0,1.0,4.217961299373662,0
0.6963087367308655,0.0,0.0,0.0,1.0,4.217961299373662,0
0.700287643797899,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7042665508649325,0.0,0.0,0.0,1.0,4.217961299373662,0
0.708245457931966,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7122243649989995,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7162032720660331,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7201821791330666,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7241610862001001,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7281399932671336,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7321189003341672,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7360978074012007,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7400767144682342,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7440556215352677,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7480345286023012,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7520134356693348,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7559923427363683,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7599712498034018,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7639501568704352,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7679290639374687,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7719079710045023,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7758868780715358,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7798657851385693,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7838446922056028,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7878235992726363,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7918025063396699,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7957814134067034,0.0,0.0,0.0,1.0,4.217961299373662,0
0.7997603204737369,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8037392275407704,0.0,0.0,0.0,1.0,4.217961299373662,0
0.807718134607804,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8116970416748375,0.0,0.0,0.0,1.0,4.217961299373662,0
0.815675948741871,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8196548558089045,0.0,0.0,0.0,1.0,4.217961299373662,0
0.823633762875938,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8276126699429716,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8315915770100051,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8355704840770386,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8395493911440721,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8435282982111056,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8475072052781392,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8514861123451727,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8554650194122062,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8594439264792397,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8634228335462732,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8674017406133067,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8713806476803402,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8753595547473737,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8793384618144072,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8833173688814407,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8872962759484743,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8912751830155078,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8952540900825413,0.0,0.0,0.0,1.0,4.217961299373662,0
0.8992329971495748,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9032119042166084,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9071908112836419,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9111697183506754,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9151486254177089,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9191275324847424,0.0,0.0,0.0,1.0,4.217961299373662,0
0.923106439551776,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9270853466188095,0.0,0.0,0.0,1.0,4.217961299373662,0
0.931064253685843,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9350431607528765,0.0,0.0,0.0,1.0,4.217961299373662,0
0.93902206781991,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9430009748869436,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9469798819539771,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9509587890210106,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9549376960880441,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9589166031550777,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9628955102221112,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9668744172891447,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9708533243561781,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9748322314232116,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9788111384902451,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9827900455572787,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9867689526243122,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9907478596913457,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9947267667583792,0.0,0.0,0.0,1.0,4.217961299373662,0
0.9987056738254128,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0026845808924463,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0066634879594798,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0106423950265133,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0146213020935468,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0186002091605804,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0225791162276139,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0265580232946474,0.0,0.0,0.0,1.0,4.217961299373662,0
1.030536930361681,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0345158374287144,0.0,0.0,0.0,1.0,4.217961299373662,0
1.038494744495748,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0424736515627815,0.0,0.0,0.0,1.0,4.217961299373662,0
1.046452558629815,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0504314656968485,0.0,0.0,0.0,1.0,4.217961299373662,0
1.054410372763882,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0583892798309156,0.0,0.0,0.0,1.0,4.217961299373662,0
1.062368186897949,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0663470939649826,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0703260010320161,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0743049080990497,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0782838151660832,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0822627222331167,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0862416293001502,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0902205363671837,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0941994434342173,0.0,0.0,0.0,1.0,4.217961299373662,0
1.0981783505012508,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1021572575682843,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1061361646353178,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1101150717023514,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1140939787693849,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1180728858364184,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1220517929034517,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1260306999704852,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1300096070375187,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1339885141045523,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1379674211715858,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1419463282386193,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1459252353056528,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1499041423726863,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1538830494397199,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1578619565067534,0.0,0.0,0.0,1.0,4.217961299373662,0
1.161840863573787,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1658197706408204,0.0,0.0,0.0,1.0,4.217961299373662,0
1.169798677707854,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1737775847748875,0.0,0.0,0.0,1.0,4.217961299373662,0
1.177756491841921,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1817353989089545,0.0,0.0,0.0,1.0,4.217961299373662,0
1.185714305975988,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1896932130430216,0.0,0.0,0.0,1.0,4.217961299373662,0
1.193672120110055,0.0,0.0,0.0,1.0,4.217961299373662,0
1.1976510271770886,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2016299342441221,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2056088413111556,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2095877483781892,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2135666554452227,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2175455625122562,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2215244695792897,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2255033766463233,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2294822837133568,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2334611907803903,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2374400978474238,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2414190049144573,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2453979119814909,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2493768190485244,0.0,0.0,0.0,1.0,4.217961299373662,0
1.253355726115558,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2573346331825914,0.0,0.0,0.0,1.0,4.217961299373662,0
1.261313540249625,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2652924473166585,0.0,0.0,0.0,1.0,4.217961299373662,0
1.269271354383692,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2732502614507255,0.0,0.0,0.0,1.0,4.217961299373662,0
1.277229168517759,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2812080755847925,0.0,0.0,0.0,1.0,4.217961299373662,0
1.285186982651826,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2891658897188596,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2931447967858931,0.0,0.0,0.0,1.0,4.217961299373662,0
1.2971237038529266,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3011026109199602,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3050815179869937,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3090604250540272,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3130393321210607,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3170182391880942,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3209971462551278,0.0,0.0,0.0,1.0,4.217961299373662,0
1.324976053322161,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3289549603891946,0.0,0.0,0.0,1.0,4.217961299373662,0
1.332933867456228,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3369127745232616,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3408916815902951,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3448705886573287,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3488494957243622,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3528284027913957,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3568073098584292,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3607862169254628,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3647651239924963,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3687440310595298,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3727229381265633,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3767018451935968,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3806807522606304,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3846596593276639,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3886385663946974,0.0,0.0,0.0,1.0,4.217961299373662,0
1.392617473461731,0.0,0.0,0.0,1.0,4.217961299373662,0
1.3965963805287644,0.0,0.0,0.0,1.0,4.217961299373662,0
1.400575287595798,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4045541946628315,0.0,0.0,0.0,1.0,4.217961299373662,0
1.408533101729865,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4125120087968985,0.0,0.0,0.0,1.0,4.217961299373662,0
1.416490915863932,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4204698229309656,0.0,0.0,0.0,1.0,4.217961299373662,0
1.424448729997999,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4284276370650326,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4324065441320661,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4363854511990997,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4403643582661332,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4443432653331667,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4483221724002002,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4523010794672337,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4562799865342673,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4602588936013008,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4642378006683343,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4682167077353678,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4721956148024014,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4761745218694349,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4801534289364684,0.0,0.0,0.0,1.0,4.217961299373662,0
1.484132336003502,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4881112430705354,0.0,0.0,0.0,1.0,4.217961299373662,0
1.492090150137569,0.0,0.0,0.0,1.0,4.217961299373662,0
1.4960690572046025,0.0,0.0,0.0,1.0,4.217961299373662,0
1.500047964271636,0.0,0.0,0.0,1.0,4.217961299373662,0
1.5040268713386695,0.0,0.0,0.0,1.0,4.217961299373662,0
1.508005778405703,0.0,0.0,0.0,1.0,4.217961299373662,0
1.5119846854727366,0.0,0.0,0.00043742872348820263,1.0,4.217961299373662,0
1.51596359253977,0.0,0.0,0.001290300635667811,1.0,4.217961299373662,0
1.5199424996068036,0.0,0.0,0.0021431725478474194,1.0,4.217961299373662,0
1.5239214066738371,0.0,0.0,0.002996044460027028,1.0,4.217961299373662,0
1.5279003137408704,0.0,0.0,0.0038489163722065884,1.0,4.217961299373662,0
1.531879220807904,0.0,0.0,0.004701788284386197,1.0,4.217961299373662,0
1.5358581278749375,0.0,0.0,0.005554660196565806,1.0,4.217961299373662,0
1.539837034941971,0.0,0.0,0.006407532108745414,1.0,4.217961299373662,0
1.5438159420090045,0.0,0.0,0.007260404020925023,1.0,4.217961299373662,0
1.547794849076038,0.0,0.0,0.008113275933104631,1.0,4.217961299373662,0
1.5517737561430716,0.0,0.0,0.00896614784528424,1.0,4.217961299373662,0
1.555752663210105,0.0,0.0,0.009819019757463849,1.0,4.217961299373662,0
1.5597315702771386,0.0,0.0,0.010671891669643456,1.0,4.217961299373662,0
1.5637104773441721,0.0,0.0,0.011161759052815634,1.0,4.217961299373662,0
1.5676893844112056,0.0,0.0,0.01116475538808672,1.0,4.217961299373662,0
