r (A),g(r)_weighted_Na-Cl,g(r)_weighted_K-Na,g(r)_weighted_Na-Na,g(r)_weighted_K-K,g(r)_weighted_K-Cl,S_i_Na-Cl,S_i_K-Cl,Average_SCL,lambda_BC
0.9280297066203101,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9329924323241621,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.937955158028014,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9429178837318659,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9478806094357178,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9528433351395698,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9578060608434217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9627687865472736,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9677315122511255,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9726942379549774,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9776569636588294,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9826196893626813,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9875824150665332,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9925451407703851,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
0.9975078664742371,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.002470592178089,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.007433317881941,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0123960435857928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0173587692896449,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0223214949934967,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0272842206973487,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0322469464012005,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0372096721050525,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0421723978089044,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0471351235127564,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0520978492166082,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0570605749204602,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.062023300624312,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.066986026328164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.071948752032016,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.076911477735868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0818742034397197,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0868369291435718,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0917996548474236,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.0967623805512756,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1017251062551274,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1066878319589795,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1116505576628315,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1166132833666833,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1215760090705353,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1265387347743872,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1315014604782392,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.136464186182091,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.141426911885943,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1463896375897948,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1513523632936469,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1563150889974987,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1612778147013507,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1662405404052025,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1712032661090546,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1761659918129064,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1811287175167584,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1860914432206102,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.1910541689244623,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.196016894628314,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.200979620332166,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.205942346036018,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.21090507173987,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2158677974437218,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2208305231475738,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2257932488514256,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2307559745552776,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2357187002591294,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2406814259629815,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2456441516668333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2506068773706853,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2555696030745371,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2605323287783892,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.265495054482241,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.270457780186093,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.275420505889945,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2803832315937969,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2853459572976489,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2903086830015007,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.2952714087053527,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.3002341344092045,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.3051968601130566,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.3101595858169084,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
1.3151223115207604,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8868841842742845,4.32778
