r (A),g(r)_weighted_U-Cl,g(r)_weighted_U-U,g(r)_weighted_K-U,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_Cl-Cl,S_i_U-Cl,S_i_K-Cl,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.0037928071395697846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.007585614279139569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.011378421418709353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.015171228558279138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.01896403569784892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.022756842837418707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.02654964997698849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.030342457116558277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.03413526425612806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.03792807139569784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.04172087853526763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.04551368567483741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.0493064928144072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.05309929995397698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.05689210709354677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.06068491423311655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.06447772137268634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.06827052851225612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.0720633356518259,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.07585614279139569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.07964894993096548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.08344175707053526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.08723456421010505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.09102737134967483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.09482017848924461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.0986129856288144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.10240579276838419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.10619859990795397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.10999140704752375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.11378421418709354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.11757702132666333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.1213698284662331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.1251626356058029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
0.12895544274537268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7304459003084887,0
