r (A),g(r)_weighted_Mg-Cl,g(r)_weighted_K-Cl,g(r)_weighted_Mg-Mg,g(r)_weighted_K-K,g(r)_weighted_Na-Cl,g(r)_weighted_Cl-Cl,g(r)_weighted_Na-Na,S_i_Mg-Cl,S_i_K-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.007405488534267133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.014810977068534266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.0222164656028014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.029621954137068533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.03702744267133567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.0444329312056028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.05183841973986993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.059243908274137065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.0666493968084042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.07405488534267134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.08146037387693847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.0888658624112056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.09627135094547273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.10367683947973987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.111082328014007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.11848781654827413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.12589330508254126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.1332987936168084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.14070428215107553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.14810977068534267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.1555152592196098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.16292074775387694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.17032623628814406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.1777317248224112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.18513721335667832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.19254270189094547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.19994819042521259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.20735367895947973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.21475916749374685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.222164656028014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.22957014456228111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.23697563309654826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.2443811216308154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.2517866101650825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.25919209869934967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.2665975872336168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.2740030757678839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.28140856430215105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.2888140528364182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.29621954137068535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.30362502990495244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.3110305184392196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.31843600697348673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.3258414955077539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.33324698404202097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.3406524725762881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.34805796111055526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.3554634496448224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.36286893817908955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.37027442671335664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.3776799152476238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.38508540378189093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.3924908923161581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.39989638085042517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.4073018693846923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.41470735791895946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.4221128464532266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.4295183349874937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.43692382352176085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.444329312056028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.45173480059029514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.45914028912456223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.4665457776588294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.4739512661930965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.48135675472736367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.4887622432616308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.4961677317958979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.503573220330165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5109787088644322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5183841973986993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5257896859329665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5331951744672336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5406006630015007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5480061515357678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.555411640070035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5628171286043021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5702226171385693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5776281056728364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
0.5850335942071035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.6687588554221757,0
