Freq_rad_ps,VDOS_Na,VDOS_K,VDOS_Mg
6.820769652130388216e+00,2.539552775435145737e-02,3.475689115615244323e-02,1.165846406162621487e-02
6.910516621237367652e+00,2.509254760746048099e-02,3.820625811199137439e-02,1.103507208884394776e-02
7.000263590344347087e+00,2.399699828857350045e-02,3.493626466948087511e-02,1.227411370004027544e-02
7.090010559451324745e+00,2.219897284963811418e-02,3.065014546688471855e-02,1.159723884738523073e-02
7.179757528558303292e+00,2.408824120823042231e-02,3.364511199414804005e-02,9.979596223671808805e-03
7.269504497665282727e+00,2.597334245870604533e-02,3.899147026288039136e-02,1.003703855159274703e-02
7.359251466772262162e+00,2.446173831148449468e-02,4.164455446596612709e-02,1.171397893134452743e-02
7.448998435879239821e+00,2.640012966710874806e-02,3.806034639421992938e-02,1.065140759093684622e-02
7.538745404986218368e+00,2.388402351606620788e-02,4.805697423922248440e-02,1.040820974950993488e-02
7.628492374093197803e+00,2.428166296674950236e-02,4.379251620436389741e-02,1.002744151362797848e-02
7.718239343200176350e+00,2.812297875625068000e-02,3.997173476295032279e-02,1.117702373603056756e-02
7.807986312307155785e+00,2.683250929554406583e-02,3.574661598161159304e-02,1.109666460333832462e-02
7.897733281414133444e+00,2.548889503152298314e-02,3.742489461022242836e-02,9.375194934032542171e-03
7.987480250521112879e+00,2.496714242057638394e-02,4.188054457493536192e-02,9.933653323683374128e-03
8.077227219628092314e+00,2.308463941586109611e-02,4.386163985830408840e-02,1.139814186191940963e-02
8.166974188735069973e+00,2.184112690500380344e-02,4.669000129748474004e-02,1.160760587676397740e-02
8.256721157842049408e+00,2.446089895533619732e-02,3.869398812627973527e-02,1.083111429885595320e-02
8.346468126949027067e+00,2.714625173916746306e-02,4.587231331911774401e-02,1.087869258584665474e-02
8.436215096056006502e+00,2.752885071644780787e-02,4.864772000051185985e-02,1.090788116289729062e-02
8.525962065162985937e+00,2.757129321712027334e-02,4.685329537147176621e-02,1.119496408634318083e-02
8.615709034269965372e+00,2.632967999995938432e-02,4.581118935665282055e-02,1.148884334158316138e-02
8.705456003376944807e+00,2.519141014855467639e-02,4.320534547458846492e-02,1.181615896798941280e-02
8.795202972483922466e+00,2.574194941701188691e-02,4.502820227715207541e-02,1.357557554809095748e-02
8.884949941590900124e+00,2.723296588014855260e-02,4.275304124291061381e-02,1.364563283458041128e-02
8.974696910697879559e+00,2.486275867749695653e-02,3.992521284983870100e-02,1.125620802643617288e-02
9.064443879804858994e+00,2.555493119474392186e-02,4.092741865764969872e-02,9.362863950718449194e-03
