Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Mg_x,J_Mg_y,J_Mg_z,J_Cl_x,J_Cl_y,J_Cl_z,J_K_x,J_K_y,J_K_z,J_Na_x,J_Na_y,J_Na_z
27260,7996.158752467902,0.00013750666,-0.00095726916,0.0007660276,6.951795172775126,7.7551075577986675,-0.4237931247645621,-1.5528945901617854,2.3546828649965175,-29.88295337654758,0.24574590364707927,2.895341913296199,9.35532481647593,-3.0439257742896677,-3.571789996516369,5.044128592096295
27265,7996.158752467902,0.0001615483,-0.0008472043,0.0012694558,7.48021760508056,7.132290335595072,-2.30606320672283,-3.189157148576972,3.2834726211570544,-29.87852639391544,0.4589052663743898,2.900358429695536,9.694136893133562,-2.149244801831224,-3.882778997219927,6.583159521832621
27270,7996.158752467902,0.00021531865,-0.000841716,0.0017096392,7.652087870720442,6.460341241899343,-4.530347556499838,-4.738057049447278,4.123284478819249,-29.378030301648458,0.5849533358071168,2.8831603939310133,9.984007160416384,-0.8982632195462035,-4.03344360722235,8.017077538766227
27275,7996.158752467902,0.00028908602,-0.00091061724,0.0020632525,7.180874801383485,5.962535281248321,-6.581392157602896,-5.839594386508299,4.592319837069747,-28.810385177441415,0.619760036696138,2.8589552336092146,10.188716677487408,0.6396807910836699,-3.980467669236302,9.295766708949724
27280,7996.158752467902,0.000333355,-0.00097558135,0.002321424,5.8766478889272715,5.854496724297107,-8.239674092428832,-6.162129495323221,4.420395202528714,-28.288405512752565,0.5729590234061863,2.849853537820656,10.2799508228824,2.3132440567328043,-3.6914030230616364,10.340835014299284
27285,7996.158752467902,0.00028459003,-0.0010026819,0.0024810254,3.6668799317529324,6.1710324008355855,-9.614523130772941,-5.447787929331149,3.530659829844419,-27.602531168271657,0.46211382788377176,2.8848632156917864,10.242465684391078,3.9195156996769978,-3.153212801705874,11.067294776220717
27290,7996.158752467902,0.000111078276,-0.0009963326,0.0025308959,0.5598382755095521,6.680960724426015,-10.90957235988586,-3.53646430928105,2.135432764627307,-26.4941340171173,0.3040171127015894,2.9975684383756587,10.07632723185512,5.273330750133434,-2.380619363313369,11.420085354430979
27295,7996.158752467902,-0.00016058037,-0.0009693198,0.0024556592,-3.2447974856797224,6.900867672205251,-12.246154736667599,-0.5226310432893464,0.7275867447165889,-24.848715536540237,0.10617137478610328,3.221210637098359,9.796101458120264,6.26197902113058,-1.4163221679043518,11.391474868433999
27300,7996.158752467902,-0.0004676345,-0.0009419206,0.0022608135,-7.238629007991386,6.26478233970299,-13.599384369950862,3.1317959421054784,-0.09036217838494753,-22.74206467911257,-0.13794431594371115,3.582272066877869,9.42732839173246,6.845499622021133,-0.32334918404353385,11.006826625261295
27305,7996.158752467902,-0.0007575907,-0.00094398775,0.0019891951,-10.639487314579291,4.416571453880508,-14.810749259119042,6.663013816300617,0.09982805897978864,-20.395487271607752,-0.447804431581714,4.094504746511013,9.000646642995578,7.025000186197256,0.8224390271573183,10.298295749681767
27310,7996.158752467902,-0.0010086994,-0.0010030789,0.0017084066,-12.677080218013707,1.4348738458913175,-15.662113686990924,9.308100536413495,1.3084282796677007,-18.07745644250294,-0.8495740658015305,4.755021648754683,8.544581108523433,6.819275711850489,1.9350190750558367,9.28769487932301
27315,7996.158752467902,-0.0012180671,-0.0011224587,0.0014797566,-12.979672996970459,-2.1667621675686206,-15.974614166971294,10.68761810698075,3.140785543164454,-15.994801790026163,-1.3677059495000465,5.5424960700514765,8.07934391704899,6.260482846969987,2.9168234704850446,7.98277814394829
27320,7996.158752467902,-0.0013822953,-0.0012739139,0.0013330651,-11.731695330053462,-5.66390815870075,-15.652756192456003,10.952118905474578,5.023462444339268,-14.250523581477086,-2.017966104756593,6.416784206001814,7.614898942378803,5.3982644521381165,3.657004225337235,6.381086674485469
27325,7996.158752467902,-0.0014884175,-0.0014144335,0.0012624473,-9.541530000492621,-8.4231266274099,-14.650484037494756,10.642630426712596,6.500335161801626,-12.888606838752949,-2.8038259695656214,7.3207581820391905,7.154419403811206,4.303447739577401,4.035376092917661,4.477377495200255
27330,7996.158752467902,-0.0015172819,-0.0015040934,0.0012433218,-7.167144195215937,-10.088091282125632,-12.919277076940634,10.415459620958845,7.395713675776346,-11.963937406939422,-3.715867641197943,8.186340130989612,6.700552239545376,3.0682742084370114,3.9393800874861453,2.275367999590581
27335,7996.158752467902,-0.0014572224,-0.0015160518,0.0012516245,-5.226982354895136,-10.592176233937451,-10.420660216517863,10.761149904868628,7.7824678453053515,-11.552652753651415,-4.732487240418519,8.944984252001069,6.259954901205363,1.7990417419256994,3.2980671588559316,-0.1939360451140053
27340,7996.158752467902,-0.0013173035,-0.0014460847,0.0012710476,-4.007927097739577,-10.084271305203243,-7.228291695191875,11.831636449083508,7.855441171997944,-11.670761272102162,-5.820342337286857,9.539588691885347,5.84224956917447,0.5973552347183579,2.122584881661399,-2.8504907500480283
27345,7996.158752467902,-0.0011277774,-0.0013174406,0.0012923455,-3.436555995710643,-8.812906072161082,-3.6352986476196394,13.436843521371571,7.789926646279188,-12.169511442598509,-6.9346055404238,9.933383822092201,5.452669615315843,-0.4649599366624033,0.5229391105679069,-5.555153264782109
27350,7996.158752467902,-0.0009272779,-0.0011689098,0.0013138386,-3.197255903166644,-6.973185868270619,-0.1371446691438577,15.182354218237972,7.619832387144079,-12.720730805116677,-8.02151190583012,10.112873161604858,5.082585757100476,-1.3628643054419651,-1.3261761022692982,-8.132003995475074
27355,7996.158752467902,-0.0007471329,-0.0010346305,0.0013426051,-2.934109045371935,-4.596984246344462,2.7239787852493818,16.67648824783319,7.197485491655311,-12.91457003197333,-9.026157774616731,10.084843997531044,4.705589564310374,-2.1154992578106464,-3.2520019387118273,-10.422292106837393
27360,7996.158752467902,-0.00060126,-0.0009300434,0.0013890245,-2.4552449252489,-1.598809228248527,4.524090471761919,17.727153602561337,6.285767629554417,-12.381105549602712,-9.904507502946071,9.869214153908962,4.284115862593042,-2.766678795366082,-5.122829435280209,-12.334394907340304
27365,7996.158752467902,-0.00048459685,-0.0008489754,0.0014621514,-1.819487888654459,2.052096630214848,5.005652097000016,18.41570069906757,4.723476497208203,-10.841624912069296,-10.63368260665069,9.490694472082742,3.78331354961543,-3.361807780677103,-6.832924515379772,-13.854635261604692
27370,7996.158752467902,-0.0003844674,-0.00077226805,0.001566173,-1.1970905213358325,6.2441406847803345,4.0177052023026025,18.94435174805713,2.491050844119914,-8.089779869902621,-11.214356018895923,8.972613080830689,3.1839477632862856,-3.932182536549866,-8.27446140637744,-15.01916795571173
27375,7996.158752467902,-0.00031196952,-0.00069470593,0.0016825167,-0.6062359332547018,10.76166364836642,1.541850487136652,19.36031032835254,-0.3159304597474426,-4.0661337301081835,-11.664423289996048,8.335121019619585,2.4883157167029437,-4.488928344713989,-9.347510948842455,-15.87132685895789
27380,7996.158752467902,-0.0003169291,-0.00064852607,0.0017521144,0.1409098473403141,15.208331831913863,-2.041743019644092,19.49143359851169,-3.3725733840992023,0.8447916810326692,-12.00823572038993,7.597080692532365,1.7192567591816061,-5.023385026639793,-9.99949605472625,-16.4295999732219
27385,7996.158752467902,-0.00044082198,-0.00067216053,0.0017056897,1.209259143640173,18.918264791814334,-5.761530701492263,19.169635391624432,-6.02657459639971,5.6237288068979066,-12.266800464942062,6.778703452437077,0.9147478656256292,-5.5113710776225195,-10.237051141746406,-16.68424022730118
27390,7996.158752467902,-0.00066442636,-0.000751696,0.0015166592,2.6036556599236196,21.210007101975112,-8.43197618819173,18.36899811469212,-7.586322065298129,9.025933911103813,-12.452003316766277,5.90254023524165,0.11952555775010865,-5.919927429249859,-10.092882673321355,-16.620777518002562
27395,7996.158752467902,-0.00093000144,-0.00083736744,0.0012089905,4.219330740032838,21.76573786144688,-9.283912976011525,17.1589644868176,-7.72914474118164,10.244436300469129,-12.56534567351795,4.992746439282093,-0.6255426999535678,-6.212226652891606,-9.595996522875565,-16.242275049220318
27400,7996.158752467902,-0.001194342,-0.0009012426,0.00083246845,5.839462166365882,20.692861585609695,-8.160247793451306,15.707805262514201,-6.555461831016984,9.116986805864464,-12.599729907267685,4.073717869905415,-1.2945883316691316,-6.346814362188799,-8.777774266323602,-15.569445205381033
27405,7996.158752467902,-0.0014423932,-0.00095318205,0.0004477414,7.136656518069975,18.33132177372424,-5.383806453276667,14.28076952435676,-4.372709938647802,5.990649203973912,-12.542486940021117,3.168483065470247,-1.884882119671004,-6.274216018815699,-7.693751729553466,-14.629255315872562
27410,7996.158752467902,-0.0016665513,-0.0010227569,0.000115358096,7.813754032196192,15.091126938282443,-1.6279264524402253,13.103329685443345,-1.5177266473210125,1.5888463051527209,-12.378742308302972,2.2968248216492446,-2.41782250873561,-5.937617918325761,-6.436882352508972,-13.450392252054133
27415,7996.158752467902,-0.0018458368,-0.0011283745,-0.00012589795,7.800214061343757,11.388120592983952,2.261594691606515,12.176907753103848,1.7108117702928904,-3.1681458730887657,-12.094607086799297,1.4736794941417264,-2.931096531390123,-5.281791068637452,-5.13926926516592,-12.069647257277882
27420,7996.158752467902,-0.0019451218,-0.00125502,-0.00027766536,7.313089345150109,7.600001454114292,5.565153749806851,11.241817781592005,5.0852788432139935,-7.466455022186331,-11.679534796736188,0.7088675766098111,-3.4648259918588726,-4.274648880959197,-3.9608050668555252,-10.541167850405817
27425,7996.158752467902,-0.0019354814,-0.0013596292,-0.0003708899,6.694021332897426,4.01130083436253,7.931346423911091,9.978598232402334,8.465347098457137,-10.851331820232303,-11.127014165538494,0.008930087435039091,-4.047450656378117,-2.9448821533681473,-3.0522354362890356,-8.939858840701834
27430,7996.158752467902,-0.0018154643,-0.0013961922,-0.000427098,6.167236469181551,0.7828692400373001,9.375520714116504,8.286733147985984,11.76663497172098,-13.240767810793049,-10.433438470556066,-0.6195279497807118,-4.686695832807657,-1.4198083692793304,-2.4966337421008094,-7.355352014328436
27435,7996.158752467902,-0.0016111756,-0.001339717,-0.000427979,5.727224378793215,-2.0407132956596143,10.084692087648213,6.388668341287855,14.918326672394814,-14.74660869544562,-9.596090300428695,-1.1667806037913742,-5.368092100999404,0.0809203163732456,-2.277490124500897,-5.877285973485177
27440,7996.158752467902,-0.0013569898,-0.001199182,-0.0003301528,5.182494458034233,-4.475819775222433,10.211937506026366,4.709242374988574,17.844127517989307,-15.48482528543639,-8.612087910279879,-1.6193181523886944,-6.060112175842135,1.3210740094434152,-2.315647213932377,-4.574294619171031
27445,7996.158752467902,-0.0010768301,-0.0010134671,-0.00011011483,4.277457275956585,-6.4812913962585545,9.792071444809913,3.6658183977009786,20.4054302891845,-15.50320280884728,-7.480084078435394,-1.9622860784767173,-6.722746836681238,2.137531265448793,-2.528510621481244,-3.473416288437637
27450,7996.158752467902,-0.0007779874,-0.0008299727,0.00021283311,2.8219010852674904,-7.856793171771943,8.790846332250874,3.508383432733721,22.316714140407328,-14.830374385609627,-6.2048724574904925,-2.1838977545231666,-7.315994563299085,2.4753110273520145,-2.842680953168153,-2.551772096794355
27455,7996.158752467902,-0.00046111835,-0.00068013876,0.0005878172,0.7604618787930291,-8.283807918329632,7.201807070274152,4.267263221317451,23.168044436334142,-13.550339157686839,-4.80250667293316,-2.279347690415414,-7.806337175510037,2.37550453810372,-3.1715464894602947,-1.7524251348693167
27460,7996.158752467902,-0.00013534859,-0.00056485075,0.00095670385,-1.7982911863752467,-7.517001940798152,5.100297219438143,5.755304011031884,22.607924723477886,-11.811907244898652,-3.302176591847311,-2.2526073333102588,-8.171433994151215,1.9458865703561026,-3.404973304549114,-1.0242508744447494
27465,7996.158752467902,0.00018152063,-0.00045395194,0.0012797134,-4.564662036095507,-5.57626608344647,2.6400902933799753,7.59447118594417,20.552232933925964,-9.78257405213811,-1.742527286967598,-2.1160820850892543,-8.403932804865091,1.3134413253862443,-3.4265425329899672,-0.360878132803681
27470,7996.158752467902,0.00047321856,-0.0003051032,0.0015469601,-7.129255054011702,-2.7696016752764336,0.03543822049490575,9.324826147846945,17.234849150303894,-7.621172663713554,-0.16366925347560113,-1.8889844265614721,-8.514035999001266,0.5688211130106504,-3.142920354799114,0.19247576799922395
27475,7996.158752467902,0.00072601513,-9.985858e-05,0.0017636198,-9.114988159434397,0.4458070544766741,-2.452526340859696,10.56782625998622,13.089388908829685,-5.490667608073294,1.400944506653249,-1.5951508787303446,-8.52938424985527,-0.2530595680221297,-2.506702415284505,0.5652837080217625
27480,7996.158752467902,0.00091837393,0.0001381348,0.0019246179,-10.300917625924448,3.622393047660509,-4.525542785211802,11.108685588780112,8.597353023451827,-3.5857490019312834,2.928966226556585,-1.2604465907944524,-8.491370708191736,-1.136011280890946,-1.5259564361290332,0.6953678405354924
27485,7996.158752467902,0.0010226367,0.00036545328,0.00200541,-10.617810667654963,6.401585617617158,-5.851068970238746,10.838845792768023,4.20176169672636,-2.1566350655717708,4.409014163093306,-0.9101792737297894,-8.4481653062588,-2.029326522490286,-0.2598249736070075,0.5485748346930088
27490,7996.158752467902,0.0010320279,0.000544951,0.0019839657,-10.087623496978889,8.527439962131822,-6.127797529195537,9.682952039730853,0.2731147519056756,-1.4557550803525734,5.837594416565625,-0.5675171656717959,-8.445951150866078,-2.832200212593583,1.2003059927487834,0.12220950186953017
27495,7996.158752467902,0.0009730109,0.0006438424,0.0018779465,-8.80413524080603,9.865660125263886,-5.264136633202304,7.618500786234474,-2.937111930778479,-1.56479178791928,7.215357915183776,-0.2536320571185735,-8.520045311326014,-3.42900060787388,2.758427031524209,-0.558320536210648
27500,7996.158752467902,0.0008847017,0.00063498755,0.0017493456,-6.916070103775038,10.403850731517807,-3.4957239234713926,4.715757169581959,-5.31731986047685,-2.2825816690125444,8.544194781889164,0.011083221104292384,-8.687629316836448,-3.7431593432050283,4.335728649687101,-1.4413595592757145
27505,7996.158752467902,0.00080292544,0.0005165879,0.0016585259,-4.6346054370357,10.175236827844557,-1.3073372522699502,1.1770274985423468,-6.822827144397298,-3.2073614114612172,9.825325970230695,0.2062513247268558,-8.944235005569992,-3.7670252376486175,5.874681961068293,-2.4483602612360653
27510,7996.158752467902,0.00075623003,0.0003205257,0.0016191882,-2.267505669972362,9.181077588922264,0.7248145604612216,-2.6380265374069394,-7.387913250815062,-3.8915095828057433,11.05787603401237,0.3122754641285672,-9.265687394608305,-3.5516211932120347,7.327903160687586,-3.474911371338511
27515,7996.158752467902,0.000755798,9.367523e-05,0.0016106634,-0.1369575074992273,7.432322717335111,2.0620051098425973,-6.3264743461519135,-6.957218596018309,-3.954017236481958,12.237463531941248,0.3126251895359988,-9.615179049067448,-3.1733090860364452,8.64561398445267,-4.40010270601282
27520,7996.158752467902,0.00078095344,-0.00012495734,0.0016237302,1.5802162091071126,5.064251422872688,2.322657315091841,-9.633387899219626,-5.600273201625485,-3.167785385856993,13.354684436575699,0.19718792300273602,-9.953352859343651,-2.700790103816238,9.772176957758806,-5.108813069336736
27525,7996.158752467902,0.0007829701,-0.00031281434,0.001674899,2.8765080051902086,2.3695353417112273,1.3901064872356654,-12.494515908676105,-3.5535352927304817,-1.526464040409926,14.39343647305046,-0.03400350108994932,-10.248379814960428,-2.1747059190095603,10.65134611558506,-5.522556605615809
27530,7996.158752467902,0.0007154723,-0.00046076806,0.0017766078,3.7735590517635327,-0.29813307567594904,-0.5695336356416522,-14.897414211793684,-1.1362335764475215,0.7695546651333185,15.329362407164954,-0.3681405609613586,-10.483016224401439,-1.6047849184108633,11.235849736651748,-5.6242989026079515
27535,7996.158752467902,0.0005667797,-0.00056367676,0.0019089447,4.220263941433023,-2.6497581122260527,-3.203064304381347,-16.764558036558448,1.3652326719115477,3.4148958037761528,16.129023255084608,-0.7805409878787879,-10.656786808465624,-0.9840070250214041,11.49840893653209,-5.462338951828076
27540,7996.158752467902,0.0003617193,-0.00061400764,0.0020277638,4.150086336040095,-4.510437606654094,-6.106977247194242,-17.99059221702155,3.7434945409736002,6.11305569994088,16.750925291293164,-1.240373601118784,-10.78338632731615,-0.30969714770645007,11.440659245498413,-5.129986283908456
27545,7996.158752467902,0.00014121438,-0.00060582365,0.0020921302,3.5663152792725477,-5.794661148082312,-8.92730238783182,-18.517495221455277,5.851559223733093,8.636476103543242,17.149317017669013,-1.719213664241118,-10.884660854950054,0.40258520037577483,11.095657870777817,-4.731806951084527
27550,7996.158752467902,-5.205119e-05,-0.0005482452,0.0020815374,2.5251756811588884,-6.467504144990315,-11.385067564632239,-18.324102522272007,7.57560400130246,10.815377109348773,17.280781523855616,-2.197632826503189,-10.982976101029491,1.1188669695763525,10.522875050261067,-4.3546275913147285
27555,7996.158752467902,-0.00017177139,-0.00047744758,0.00200227,1.0768770648895751,-6.547222762770915,-13.231751844938604,-17.385203194898708,8.848749647784365,12.475675477576589,17.112745745172933,-2.6654758413465,-11.093848671323796,1.7963016469217976,9.797291074577519,-4.057369450802744
27560,7996.158752467902,-0.00016736599,-0.00044584804,0.0018790571,-0.7425810624014231,-6.155447490944724,-14.212767994275541,-15.68377347364693,9.711500249280965,13.40478042537995,16.632121562208262,-3.1160039822539085,-11.220701022499126,2.394954508875977,8.993293411836934,-3.878605651644411
27565,7996.158752467902,-5.8997293e-06,-0.0004893837,0.0017359111,-2.8560560244219415,-5.549137542222823,-14.11616582674882,-13.279841363931693,10.354368932819803,13.409403294005973,15.850963104116008,-3.5382513832851084,-11.353598968085718,2.885655410652995,8.166362287603992,-3.8469324987206526
27570,7996.158752467902,0.00029474538,-0.00061088544,0.0015884666,-5.0623541499659215,-5.055033240251149,-12.858443385991027,-10.394539152666397,11.060797607342407,12.404298970505234,14.806158156556112,-3.9131839010192317,-11.472545229491372,3.251456533183678,7.340761853491133,-3.980604354216429
27575,7996.158752467902,0.00066033495,-0.0007978668,0.0014524885,-7.014230346219501,-4.902528146531339,-10.528574972405783,-7.423406685551159,12.040640302189734,10.449460822507149,13.55247256667636,-4.216103572540753,-11.553492204718934,3.485885603862422,6.511333939211911,-4.2746876268617955
27580,7996.158752467902,0.0009943761,-0.0010389312,0.0013400972,-8.31656884569349,-5.077654138849837,-7.369885597443077,-4.828134522039902,13.27460995734686,7.718517510278957,12.151833749434363,-4.423230331009557,-11.573704195874454,3.5935906424053394,5.659617120014448,-4.682221641098967
27585,7996.158752467902,0.0012201521,-0.0013108198,0.0012398385,-8.710414678905746,-5.335861151559882,-3.709518678915205,-2.945310609569421,14.510141207103478,4.416568328077465,10.663124645565322,-4.518076896533324,-11.514095122660223,3.593321353466032,4.777139465346411,-5.100248615047111
27590,7996.158752467902,0.0013009805,-0.0015658025,0.001112732,-8.266936968611496,-5.319533634736516,0.10284457718850293,-1.7829404934433084,15.36025929933925,0.7259226604559146,9.135212415973829,-4.494731584495178,-11.358980697226654,3.5153858578193615,3.887348341831969,-5.377080413211604
27595,7996.158752467902,0.0012445706,-0.0017549207,0.00092203676,-7.390272378237224,-4.660890667708671,3.695327385394613,-1.001692151983291,15.393422920036697,-3.1566156926084057,7.603712988135984,-4.357999364100117,-11.09550439644576,3.3889722851633417,3.058809367867073,-5.350501206880598
27600,7996.158752467902,0.0010951789,-0.0018570633,0.00066585897,-6.498121328666111,-3.0969674285828006,6.663809975398603,-0.2220350017983881,14.250212912078455,-6.955935481208272,6.090972672626694,-4.121509901606708,-10.714287677666873,3.2299047360608677,2.4016067960183154,-4.900880746516795
27605,7996.158752467902,0.000905201,-0.0018749036,0.00038054027,-5.743539788592551,-0.6220762329488281,8.609338451315544,0.6907009103501052,11.818796572797924,-10.319394372076335,4.608811313274518,-3.8046234796934124,-10.211191753121822,3.0447485002693577,2.0412453774661143,-3.9860463666870958
27610,7996.158752467902,0.00070425734,-0.001812428,0.00012295615,-5.075745053843654,2.416455920729888,9.240949526102177,1.664878207613044,8.368846997842814,-12.917806275927564,3.1634302543706405,-3.428956910378724,-9.58943617623285,2.848157934018851,2.076995964516757,-2.6410012138646732
27615,7996.158752467902,0.0004980162,-0.001662973,-5.2356238e-05,-4.403519251852793,5.378732770043527,8.501369328056594,2.5724325498062237,4.524754295733542,-14.592873590121727,1.7609580236520825,-3.0154815583157637,-8.86151382408738,2.6708500057640743,2.545336603936451,-0.9542759960738647
27620,7996.158752467902,0.0002905207,-0.0014162749,-0.00011154518,-3.6209382560733685,7.557030196413208,6.60155991336111,3.2641109133304864,1.0528866236968017,-15.416091201174893,0.41124484907678305,-2.583055522445897,-8.0499902796017,2.546303806067223,3.4064804945010136,0.9572273460564806
27625,7996.158752467902,9.395284e-05,-0.0010758407,-5.0417362e-05,-2.57327459991995,8.4582836786564,3.911751814053299,3.5546583040681137,-1.4328517434619759,-15.595075361229728,-0.8719687060448371,-2.1483172621595026,-7.186364432914926,2.4913067442696013,4.556226984179378,2.9623935770416767
27630,7996.158752467902,-8.448142e-05,-0.0006643342,0.00010370228,-1.1188903155031031,7.978603739071944,0.792840240757381,3.293372819654028,-2.6744350750155346,-15.313267014850755,-2.074247923120393,-1.7261378494806872,-6.3079581909131255,2.5004871781208715,5.855310937200558,4.9210906776263625
27635,7996.158752467902,-0.00025060153,-0.00021451875,0.0002970492,0.7570648808708773,6.380417567669309,-2.5022054061396704,2.4720400714041073,-2.7833215961576823,-14.643152796045872,-3.184599776076621,-1.3294910598563314,-5.45364811456406,2.5562166371061688,7.165736855218716,6.69171182076958
27640,7996.158752467902,-0.00041136553,0.00023771693,0.00046666455,2.9071945880488155,4.1223152286662925,-5.803225492769831,1.2482209916570621,-2.1011851973465205,-13.592795589379499,-4.197609043953972,-0.9679534700628887,-4.659356960781081,2.6429155953489465,8.380165114911506,8.148083645947917
27645,7996.158752467902,-0.0005584084,0.00065570103,0.0005638867,5.07758598489375,1.6609220316465059,-8.93401626200151,-0.12233249781908784,-1.017120279301988,-12.21757636609717,-5.11253866070646,-0.644741958349436,-3.9541414845606075,2.758007140772585,9.434281649344488,9.198440029137782
27650,7996.158752467902,-0.0006698036,0.0010062136,0.0005698677,6.984717307553302,-0.6717884421808114,-11.6628852891013,-1.3697842647515879,0.15527659185927511,-10.68321448693867,-5.930801763804166,-0.3537343600694607,-3.357502569737192,2.916590610414638,10.303587265763781,9.796308042391683
27655,7996.158752467902,-0.00073093263,0.0012653829,0.0004956558,8.369318172691358,-2.6744317820660664,-13.725867779902305,-2.261046536891593,1.194756414974739,-9.248386297220417,-6.653611538256055,-0.07910955417198651,-2.8780402999126116,3.1460617084100666,10.992126411973008,9.945000088858432
27660,7996.158752467902,-0.0007547096,0.0014222191,0.00037222932,9.039455645840583,-4.197184061292617,-14.86925078230573,-2.6282046889382116,1.9156047950697876,-8.222549343119763,-7.28061023787549,0.20073086920431304,-2.51319246619991,3.4700813495503064,11.514190094054356,9.697698036453586
27665,7996.158752467902,-0.0007727455,0.0014775536,0.00023775508,8.919044326131491,-5.057309485953127,-14.870596347222577,-2.399274840840885,2.1143722105195533,-7.930968271439351,-7.809468861459291,0.5061704036849967,-2.2495702558388464,3.8904213103589393,11.870108718841948,9.143840544265185
27670,7996.158752467902,-0.00079232734,0.0014383979,0.00012353192,8.086796316077317,-5.04259006266814,-13.554309737394341,-1.6262080645230697,1.5931375033639519,-8.669788744058753,-8.236272212839221,0.850099953815266,-2.063893867083464,4.376405823298407,12.03269411351721,8.380697860518193
27675,7996.158752467902,-0.000767536,0.0013137507,4.605044e-05,6.782718828372827,-4.045691532195022,-10.843529326366966,-0.4904249424582421,0.28258466214237377,-10.628838798411449,-8.556337239341985,1.235527743432363,-1.9245942390769804,4.864765445402732,11.960920509716743,7.48966787367426
27680,7996.158752467902,-0.00063490495,0.0011154454,1.4820328e-05,5.350319015661745,-2.2063024658958312,-6.852642062962819,0.744839533508445,-1.6476147540018333,-13.793734660930642,-8.764755731646371,1.6575553070212896,-1.7941057047936217,5.270319206486598,11.629703266718934,6.533188152684668
27685,7996.158752467902,-0.00037853245,0.0008631546,3.800795e-05,4.097881587301464,0.13281155068095596,-1.9682527725713372,1.8511040631872513,-3.85654367015405,-17.87308872363732,-8.85617141759715,2.1073767439899944,-1.6320085002006115,5.507907751655872,11.049696737636623,5.566055686130492
27690,7996.158752467902,-5.2928895e-05,0.0005837529,0.00010006332,3.163073131544598,2.6114555679497897,3.1306906891017787,2.7433901402362446,-6.019753069347922,-22.28207892008442,-8.824131566181247,2.57527548008668,-1.399381221337392,5.518390926124263,10.26636312401206,4.643475660244529
27695,7996.158752467902,0.00024360491,0.00030379056,0.0001481435,2.4932115931216057,4.970353922819114,7.596487096661317,3.4858898798372877,-7.934324329900212,-26.254512970055043,-8.660655550525487,3.051296199244212,-1.0645010387409846,5.282276992685362,9.34601497440417,3.8152331577491156
27700,7996.158752467902,0.00042566337,4.1314303e-05,0.00014025072,1.8912324884360086,7.0139365058545735,10.704937710504478,4.255170581192743,-9.463869141708807,-29.1118170278199,-8.356441321242098,3.5244134331730725,-0.609270174491797,4.810761348641969,8.35886020253929,3.108855430427592
27705,7996.158752467902,0.00046680873,-0.00019509706,9.970779e-05,1.030148772805779,8.52535838660576,12.148092717242857,5.347845929314445,-10.436545406143804,-30.534468918412433,-7.901815106347866,3.980954984100868,-0.03443758707621125,4.124543652468852,7.363573236098094,2.513519694400837
27710,7996.158752467902,0.00039452512,-0.0003915519,9.3001225e-05,-0.4531268898070895,9.302787496692574,12.134111625278333,7.101934878387311,-10.668543461298492,-30.655147329157753,-7.288325352664768,4.4021419694324555,0.6387194727732615,3.240241187165516,6.3969553494953315,1.9750224109354337
27715,7996.158752467902,0.0002570484,-0.00051620236,0.0001678538,-2.682934559133054,9.29468855997645,11.234585510586353,9.621909683227187,-10.095753502329268,-29.917118823908215,-6.510175198532605,4.762208180378117,1.3716344825235476,2.1719240257872983,5.472197773849987,1.4036048919276243
27720,7996.158752467902,0.000100169666,-0.0005369614,0.00032278773,-5.303344041641022,8.67308561265842,10.080111841865314,12.529977621334893,-8.853597951823128,-28.79572425639648,-5.564985793416352,5.029977961496548,2.1164778113026452,0.9390766029748132,4.583875312409876,0.6918407195495988
27725,7996.158752467902,-3.897762e-05,-0.00045184692,0.00051530224,-7.5877959386533504,7.762267605789625,9.080999797346033,15.07216299435166,-7.214964337547192,-27.556467770077997,-4.454332942242698,5.1747293957982725,2.8271066074968596,-0.4293097263951555,3.7113083893455068,-0.25893240976420273
27730,7996.158752467902,-0.00013233407,-0.00029536846,0.0006854609,-8.87068786857423,6.881353132349136,8.312380825567256,16.552373099890957,-5.435428472274275,-26.181905547909384,-3.1853541735158872,5.173098893918428,3.4691404994929664,-1.8956066308281194,2.8143172467189315,-1.5069094158823655
27735,7996.158752467902,-0.00016247049,-0.00012516754,0.0007789044,-8.908688583626706,6.23219215780652,7.584693611895512,16.698825571708568,-3.641013130082051,-24.473712314023334,-1.7741342653294199,5.013217412948939,4.02474961208023,-3.415278330205914,1.828944453905936,-3.0430246927715427
27740,7996.158752467902,-0.00012173514,-3.5132355e-06,0.000764355,-7.913856324373108,5.908001628597659,6.582177322450175,15.70051192309692,-1.8523614341505006,-22.19687925964111,-0.24979471023246202,4.695415821536222,4.490638603304577,-4.93613599568999,0.6822846261729891,-4.783230479817394
27745,7996.158752467902,-6.5296485e-06,2.7206086e-05,0.0006454615,-6.348776362062262,5.947767478481793,4.975627721932565,14.00247177486452,-0.08257427958260843,-19.170356419427975,1.3432344255329296,4.231523746012022,4.871876433470932,-6.396204956313158,-0.6633765337955966,-6.5844417871374405
27750,7996.158752467902,0.0001840026,-3.4675722e-05,0.00045599858,-4.693363560882853,6.310348399851748,2.5747533372100087,12.074297108902812,1.6388476535682404,-15.382842855396426,2.947073430439988,3.644210412049211,5.175667458906135,-7.727281983142173,-2.16006621702945,-8.27487183767862
