Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1250.0,-3.233423913038284,9021.036103993874
1150.0,-3.2671243323117376,8832.062884845436
1050.0,-3.3014853429500493,8581.44713044382
950.0,-3.337477607389715,8316.591685698946
850.0,-3.3740973894658537,8090.484447573109
