Mode_Index,Frequency_cm-1,Type,Participation_Ratio
287,(81.72586039731219+0j),Real,0.4218840416587782
288,(81.79022424070544+0j),Real,0.42879094205532836
289,(82.11582656990937+0j),Real,0.3865695580260456
290,(82.24128788804856+0j),Real,0.4222162611899324
291,(82.78870208644548+0j),Real,0.3949125464774625
292,(83.08508880877518+0j),Real,0.44190175461345427
293,(83.28405315908284+0j),Real,0.38212544485447586
294,(83.7656740554347+0j),Real,0.44705956422384757
295,(83.93517101832569+0j),Real,0.33593775642510715
296,(84.0298257067293+0j),Real,0.40173385513286414
297,(84.2827540011021+0j),Real,0.46666092418478566
298,(85.02211546135841+0j),Real,0.31635692740771837
299,(85.20796266575185+0j),Real,0.4623998348897484
300,(85.60872138974116+0j),Real,0.22661701911998677
301,(85.93184144551579+0j),Real,0.4446465040413348
302,(86.02259640361233+0j),Real,0.5065583844351988
303,(86.7916871704156+0j),Real,0.47296350038705975
304,(87.00546127420715+0j),Real,0.40960965298521645
305,(87.28407555579193+0j),Real,0.44794465329509947
306,(87.77290771756061+0j),Real,0.49609270530929234
307,(87.98131825602819+0j),Real,0.32705888446623516
308,(88.34474441650762+0j),Real,0.43245914995943535
309,(88.69758940523867+0j),Real,0.4493357914880915
310,(88.83928677393321+0j),Real,0.322943575796788
311,(88.99075819904931+0j),Real,0.39698441237407184
312,(89.4037332069091+0j),Real,0.41123420023118923
313,(89.73150986570742+0j),Real,0.47378780961715233
314,(90.55970675429364+0j),Real,0.4106788769067166
315,(90.97973393802299+0j),Real,0.3882601963354043
316,(91.08693880820826+0j),Real,0.39773429858077197
317,(91.23030947140398+0j),Real,0.47483928201839065
318,(91.439209721126+0j),Real,0.4470906765415457
319,(92.07755205617435+0j),Real,0.4231048931796852
320,(92.38409882689145+0j),Real,0.4771761501597367
321,(92.51707075287639+0j),Real,0.42273033830411705
322,(92.61914856109834+0j),Real,0.526378879235553
323,(93.2833008931747+0j),Real,0.37098113083425327
324,(93.74129534697445+0j),Real,0.48353030518485846
325,(93.94746186679653+0j),Real,0.38566915089726345
326,(94.37638726961926+0j),Real,0.43474154348354965
327,(95.01635392443643+0j),Real,0.4585248174088469
328,(95.25857520929722+0j),Real,0.366195775110537
329,(95.51554070655322+0j),Real,0.430206630641079
330,(95.7819042689068+0j),Real,0.4658631093245235
331,(96.14886979519903+0j),Real,0.4119970229946844
332,(96.43091050664296+0j),Real,0.528591372705136
333,(96.66699398452923+0j),Real,0.4947538060492353
334,(96.8581623005226+0j),Real,0.41532315394892816
335,(97.21790580978602+0j),Real,0.3859284174326888
336,(97.27189952734125+0j),Real,0.5107660458232851
337,(97.61955227598284+0j),Real,0.3839238407815106
338,(97.97763828106989+0j),Real,0.459868098156856
339,(98.28252920643234+0j),Real,0.37650227673937664
340,(98.61801631215909+0j),Real,0.26966059061852915
341,(98.84017978821008+0j),Real,0.35707673534127005
342,(98.9786299338321+0j),Real,0.47938883262721055
343,(99.21828276561897+0j),Real,0.34714559799808803
344,(99.73286555484735+0j),Real,0.3246208475096154
345,(99.89850598510111+0j),Real,0.22641786900051283
346,(100.10982187822597+0j),Real,0.4432787694490199
347,(100.3585157828385+0j),Real,0.3719567020189809
348,(100.82358121830607+0j),Real,0.4114266114875575
349,(101.15074639963302+0j),Real,0.2887486177301583
350,(101.69169084064697+0j),Real,0.46770522382906293
351,(101.8560345100154+0j),Real,0.3801105526152634
352,(102.16028764088773+0j),Real,0.46122294433978833
353,(102.7232221943394+0j),Real,0.4329884843686429
354,(102.80120632235015+0j),Real,0.3888867183242349
355,(102.95727015231819+0j),Real,0.3794438893212582
356,(103.11175493749845+0j),Real,0.4481273979777135
357,(103.97518037874822+0j),Real,0.40119554551782544
358,(104.06619070018091+0j),Real,0.4654579019502247
359,(104.19050466324721+0j),Real,0.4353722420033153
360,(104.67451701017134+0j),Real,0.4426864713611865
361,(105.0213459656422+0j),Real,0.35720607324609777
362,(105.3035562675273+0j),Real,0.49023331117718394
363,(105.45025378359682+0j),Real,0.44295990891548886
364,(106.09244933540407+0j),Real,0.5283579674866768
365,(106.22469024012251+0j),Real,0.5237690740980969
366,(106.62258974028327+0j),Real,0.3124019401504753
367,(107.05465106881064+0j),Real,0.3334221294035938
368,(107.32913480793465+0j),Real,0.43080684916266593
