r (A),g(r)_weighted_K-Cl,g(r)_weighted_Li-Cl,S_i_K-Cl,S_i_Li-Cl,Average_SCL,SCL_BC
0.2009452211855928,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2048853235617809,0.0,0.0,1.0,1.0,2.692709838088354,0
0.208825425937969,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2127655283141571,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2167056306903452,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2206457330665333,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2245858354427214,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2285259378189094,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2324660401950976,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2364061425712856,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2403462449474737,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2442863473236618,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2482264496998499,0.0,0.0,1.0,1.0,2.692709838088354,0
0.252166552076038,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2561066544522261,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2600467568284142,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2639868592046023,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2679269615807904,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2718670639569785,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2758071663331666,0.0,0.0,1.0,1.0,2.692709838088354,0
0.2797472687093547,0.0,0.0,1.0,1.0,2.692709838088354,0
