r (A),g(r)_weighted_Be-Be,g(r)_weighted_Be-F,g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,g(r)_weighted_Th-F,S_i_Be-F,S_i_Li-F,S_i_Th-F,Average_SCL,SCL_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0029816357358679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0059632714717358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0089449072076038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0119265429434717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0149081786793396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0178898144152076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0208714501510755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0238530858869434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0268347216228114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0298163573586793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0327979930945472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0357796288304152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0387612645662831,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.041742900302151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.044724536038019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0477061717738869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0506878075097548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0536694432456228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0566510789814907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0596327147173586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0626143504532266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0655959861890945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0685776219249624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0715592576608304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0745408933966983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0775225291325662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0805041648684342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0834858006043021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0864674363401701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.089449072076038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0924307078119059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0954123435477738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.0983939792836418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1013756150195097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1043572507553776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1073388864912456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1103205222271135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1133021579629815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1162837936988494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1192654294347173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1222470651705853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1252287009064532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1282103366423211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1311919723781891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.134173608114057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
0.1371552438499249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9942728748939282,0
