r (A),g(r)_weighted_Cl-Cl,g(r)_weighted_Sr-Cl,g(r)_weighted_Sr-Sr,S_i_Sr-Cl,Average_SCL,lambda_BC
11.69586449585793,0.5567996346355405,0.28531441866660423,0.14350168185553652,8.90119013753668e-08,4.466004730014755,0
11.702656519374688,0.5567985517064845,0.28528546065795585,0.1435743071813979,8.90119013753668e-08,4.466004730014755,0
11.709448542891446,0.5567974687774284,0.28525650264930746,0.14364693250725927,8.90119013753668e-08,4.466004730014755,0
11.716240566408205,0.5567963858483724,0.28522754464065914,0.14371955783312065,8.90119013753668e-08,4.466004730014755,0
11.723032589924962,0.5567953029193164,0.2851985866320108,0.14379218315898198,8.90119013753668e-08,4.466004730014755,0
11.72982461344172,0.5567942199902605,0.28516962862336237,0.1438648084848434,8.90119013753668e-08,4.466004730014755,0
11.73661663695848,0.5567931370612045,0.28514067061471404,0.14393743381070473,8.90119013753668e-08,4.466004730014755,0
11.743408660475238,0.5567920541321484,0.28511171260606566,0.1440100591365661,8.90119013753668e-08,4.466004730014755,0
11.750200683991997,0.5567909712030924,0.2850827545974173,0.14408268446242745,8.90119013753668e-08,4.466004730014755,0
11.756992707508754,0.5567898882740364,0.28505379658876895,0.14415530978828883,8.90119013753668e-08,4.466004730014755,0
11.763784731025511,0.5567888053449804,0.28502483858012057,0.14422793511415016,8.90119013753668e-08,4.466004730014755,0
11.770576754542272,0.5567877224159244,0.28499743236975644,0.14430056044001155,8.90119013753668e-08,4.466004730014755,0
11.77736877805903,0.5567866394868684,0.2849729637890791,0.14437318576587294,8.90119013753668e-08,4.466004730014755,0
11.784160801575789,0.5567855565578124,0.28494849520840176,0.14444581109173427,8.90119013753668e-08,4.466004730014755,0
11.790952825092546,0.5567844736287563,0.28492402662772437,0.14451843641759562,8.90119013753668e-08,4.466004730014755,0
11.797744848609304,0.5567833906997003,0.2848995580470471,0.144591061743457,8.90119013753668e-08,4.466004730014755,0
11.804536872126064,0.5567823077706442,0.2848750894663697,0.14466368706931837,8.90119013753668e-08,4.466004730014755,0
11.811328895642822,0.5567812248415882,0.28485062088569235,0.14473631239517973,8.90119013753668e-08,4.466004730014755,0
11.81812091915958,0.5567801419125322,0.284826152305015,0.14480893772104111,8.90119013753668e-08,4.466004730014755,0
11.824912942676338,0.5567790589834762,0.28480168372433773,0.14488156304690242,8.90119013753668e-08,4.466004730014755,0
11.831704966193096,0.5567779760544203,0.2847772151436604,0.1449541883727638,8.90119013753668e-08,4.466004730014755,0
11.838496989709856,0.5567768931253642,0.284752746562983,0.14502681369862516,8.90119013753668e-08,4.466004730014755,0
11.845289013226614,0.5567758101963082,0.2847282779823057,0.14509943902448652,8.90119013753668e-08,4.466004730014755,0
11.852081036743373,0.5567747272672522,0.2847038094016283,0.1451720643503479,8.90119013753668e-08,4.466004730014755,0
11.85887306026013,0.5567736443381962,0.28467934082095103,0.14524468967620927,8.90119013753668e-08,4.466004730014755,0
11.86566508377689,0.5567725614091402,0.28465487224027364,0.14531731500207062,8.90119013753668e-08,4.466004730014755,0
11.872457107293648,0.5567714784800841,0.28463040365959624,0.14538994032793198,8.90119013753668e-08,4.466004730014755,0
11.879249130810406,0.5567703955510281,0.28460593507891896,0.14546256565379337,8.90119013753668e-08,4.466004730014755,0
11.886041154327163,0.556769312621972,0.2845814664982416,0.14553519097965473,8.90119013753668e-08,4.466004730014755,0
11.892833177843922,0.5567682296929161,0.2845569979175643,0.14558234783512417,8.90119013753668e-08,4.466004730014755,0
11.89962520136068,0.5567656398483701,0.28453252933688694,0.14562036606632386,8.90119013753668e-08,4.466004730014755,0
11.90641722487744,0.5567614821265251,0.28450806075620966,0.14565838429752356,8.90119013753668e-08,4.466004730014755,0
11.913209248394198,0.5567573244046801,0.28448359217553226,0.1456964025287233,8.90119013753668e-08,4.466004730014755,0
11.920001271910955,0.556753166682835,0.28445912359485487,0.14573442075992293,8.90119013753668e-08,4.466004730014755,0
11.926793295427714,0.5567490089609898,0.2844346550141776,0.1457724389911227,8.90119013753668e-08,4.466004730014755,0
11.933585318944472,0.5567448512391447,0.28441018643350024,0.14581045722232244,8.90119013753668e-08,4.466004730014755,0
11.94037734246123,0.5567406935172997,0.2843857178528229,0.1458484754535221,8.90119013753668e-08,4.466004730014755,0
11.94716936597799,0.5567365357954547,0.2843612492721455,0.14588649368472179,8.90119013753668e-08,4.466004730014755,0
11.953961389494747,0.5567323780736095,0.2843367806914683,0.1459245119159215,8.90119013753668e-08,4.466004730014755,0
11.960753413011506,0.5567282203517645,0.2843123121107909,0.14596253014712118,8.90119013753668e-08,4.466004730014755,0
11.967545436528264,0.5567240626299195,0.28428784353011355,0.1460005483783209,8.90119013753668e-08,4.466004730014755,0
11.974337460045025,0.5567199049080744,0.2842633749494362,0.14603856660952058,8.90119013753668e-08,4.466004730014755,0
11.981129483561782,0.5567157471862294,0.2842389063687588,0.1460765848407203,8.90119013753668e-08,4.466004730014755,0
11.98792150707854,0.5567115894643841,0.28421443778808153,0.14611460307192004,8.90119013753668e-08,4.466004730014755,0
11.994713530595298,0.556707431742539,0.28418996920740414,0.14615262130311973,8.90119013753668e-08,4.466004730014755,0
12.001505554112056,0.556703274020694,0.28416550062672685,0.14619063953431943,8.90119013753668e-08,4.466004730014755,0
12.008297577628817,0.5566991162988489,0.28414103204604946,0.1462286577655192,8.90119013753668e-08,4.466004730014755,0
12.015089601145574,0.5566949585770039,0.2841165634653722,0.14626667599671886,8.90119013753668e-08,4.466004730014755,0
12.021881624662331,0.5566908008551588,0.2840920948846948,0.14630469422791856,8.90119013753668e-08,4.466004730014755,0
12.02867364817909,0.5566866431333137,0.28406762630401744,0.14634271245911823,8.90119013753668e-08,4.466004730014755,0
12.035465671695848,0.5566824854114687,0.28404315772334016,0.14638073069031798,8.90119013753668e-08,4.466004730014755,0
12.042257695212609,0.5566783276896237,0.2840186891426628,0.14641874892151768,8.90119013753668e-08,4.466004730014755,0
12.049049718729366,0.5566741699677786,0.2839942205619854,0.14645676715271738,8.90119013753668e-08,4.466004730014755,0
12.055841742246123,0.5566700122459334,0.2839697519813081,0.14649478538391705,8.90119013753668e-08,4.466004730014755,0
12.062633765762882,0.5566658545240883,0.28394528340063074,0.14653280361511684,8.90119013753668e-08,4.466004730014755,0
12.06942578927964,0.5566616968022433,0.2839208148199534,0.14657082184631648,8.90119013753668e-08,4.466004730014755,0
12.0762178127964,0.5566575390803983,0.28389634623927607,0.14660884007751618,8.90119013753668e-08,4.466004730014755,0
12.083009836313158,0.5566533813585531,0.2838718776585988,0.14664685830871588,8.90119013753668e-08,4.466004730014755,0
12.089801859829915,0.556649223636708,0.2838474090779214,0.1466848765399156,8.90119013753668e-08,4.466004730014755,0
12.096593883346674,0.556645065914863,0.28382294049724405,0.1467228947711153,8.90119013753668e-08,4.466004730014755,0
12.103385906863432,0.5566409081930179,0.2837984719165667,0.146760913002315,8.90119013753668e-08,4.466004730014755,0
12.11017793038019,0.5566367504711728,0.28377400333588937,0.14679893123351473,8.90119013753668e-08,4.466004730014755,0
12.116969953896948,0.5566325927493277,0.28374953475521203,0.14683694946471443,8.90119013753668e-08,4.466004730014755,0
12.123761977413707,0.5566284350274826,0.28372506617453463,0.14687496769591413,8.90119013753668e-08,4.466004730014755,0
12.130554000930466,0.5566242773056376,0.2837005975938573,0.14691298592711383,8.90119013753668e-08,4.466004730014755,0
12.137346024447224,0.5566201195837925,0.28367612901318,0.14695100415831358,8.90119013753668e-08,4.466004730014755,0
12.144138047963985,0.5566159618619475,0.2836516604325027,0.14698902238951325,8.90119013753668e-08,4.466004730014755,0
12.15093007148074,0.5566118041401023,0.2836271918518253,0.14702704062071295,8.90119013753668e-08,4.466004730014755,0
12.1577220949975,0.5566076464182572,0.283602723271148,0.14706505885191262,8.90119013753668e-08,4.466004730014755,0
12.164514118514258,0.5566034886964122,0.28357825469047065,0.14710307708311238,8.90119013753668e-08,4.466004730014755,0
12.171306142031016,0.5565993309745672,0.2835537861097933,0.14714109531431208,8.90119013753668e-08,4.466004730014755,0
12.178098165547777,0.556595173252722,0.2835293175291159,0.14717911354551177,8.90119013753668e-08,4.466004730014755,0
12.184890189064532,0.556591015530877,0.28350484894843864,0.14721713177671147,8.90119013753668e-08,4.466004730014755,0
12.191682212581291,0.5565868578090318,0.2834803803677613,0.14725515000791117,8.90119013753668e-08,4.466004730014755,0
12.198474236098049,0.5565827000871868,0.2834559117870839,0.14729316823911087,8.90119013753668e-08,4.466004730014755,0
12.205266259614808,0.5565785423653417,0.28343144320640656,0.14733118647031057,8.90119013753668e-08,4.466004730014755,0
12.212058283131569,0.5565743846434966,0.2834069746257293,0.1473692047015103,8.90119013753668e-08,4.466004730014755,0
12.218850306648324,0.5565702269216515,0.28338250604505194,0.14740722293271,8.90119013753668e-08,4.466004730014755,0
12.225642330165083,0.5565660691998064,0.28335803746437455,0.1474452411639097,8.90119013753668e-08,4.466004730014755,0
12.23243435368184,0.5565619114779614,0.2833335688836972,0.14748325939510937,8.90119013753668e-08,4.466004730014755,0
12.2392263771986,0.5565577537561164,0.2833091003030199,0.14752127762630912,8.90119013753668e-08,4.466004730014755,0
12.24601840071536,0.5565535960342711,0.2832846317223426,0.14755929585750882,8.90119013753668e-08,4.466004730014755,0
12.252810424232116,0.5565494383124261,0.2832601631416652,0.14759731408870852,8.90119013753668e-08,4.466004730014755,0
12.259602447748875,0.5565452805905811,0.28323569456098785,0.14763533231990825,8.90119013753668e-08,4.466004730014755,0
12.266394471265633,0.556541122868736,0.2832112259803105,0.14767335055110797,8.90119013753668e-08,4.466004730014755,0
12.273186494782392,0.5565369651468909,0.28318675739963317,0.14771136878230764,8.90119013753668e-08,4.466004730014755,0
12.27997851829915,0.5565328074250459,0.28316228881895583,0.14774938701350737,8.90119013753668e-08,4.466004730014755,0
12.286770541815908,0.5565286497032008,0.2831378202382785,0.14778740524470704,8.90119013753668e-08,4.466004730014755,0
12.293562565332667,0.5565244919813558,0.28312486282106253,0.14782542347590677,8.90119013753668e-08,4.466004730014755,0
12.300354588849425,0.5565203342595108,0.2831200120878312,0.14786344170710647,8.90119013753668e-08,4.466004730014755,0
12.307146612366184,0.5565161765376656,0.28311516135459996,0.1479014599383062,8.90119013753668e-08,4.466004730014755,0
12.31393863588294,0.5565120188158204,0.2831103106213687,0.14790912062718928,8.90119013753668e-08,4.466004730014755,0
12.3207306593997,0.5565121095952784,0.28310545988813746,0.1478839142364301,8.90119013753668e-08,4.466004730014755,0
12.32752268291646,0.5565195105653863,0.2831006091549062,0.14785870784567087,8.90119013753668e-08,4.466004730014755,0
12.334314706433217,0.556526911535494,0.2830957584216749,0.1478335014549117,8.90119013753668e-08,4.466004730014755,0
12.341106729949976,0.5565343125056019,0.2830909076884437,0.14780829506415247,8.90119013753668e-08,4.466004730014755,0
12.347898753466731,0.5565417134757098,0.2830860569552124,0.1477830886733933,8.90119013753668e-08,4.466004730014755,0
12.354690776983492,0.5565491144458176,0.28308120622198113,0.14775788228263406,8.90119013753668e-08,4.466004730014755,0
12.361482800500251,0.5565565154159254,0.2830763554887499,0.1477326758918749,8.90119013753668e-08,4.466004730014755,0
12.368274824017009,0.5565639163860332,0.2830715047555186,0.14770746950111568,8.90119013753668e-08,4.466004730014755,0
12.375066847533768,0.5565713173561411,0.28306665402228737,0.1476822631103565,8.90119013753668e-08,4.466004730014755,0
12.381858871050524,0.556578718326249,0.28306180328905606,0.1476570567195973,8.90119013753668e-08,4.466004730014755,0
12.388650894567284,0.5565861192963567,0.28305695255582486,0.14763185032883808,8.90119013753668e-08,4.466004730014755,0
12.395442918084042,0.5565935202664646,0.28305210182259355,0.1476066439380789,8.90119013753668e-08,4.466004730014755,0
12.4022349416008,0.5566009212365725,0.2830472510893623,0.14758143754731973,8.90119013753668e-08,4.466004730014755,0
12.40902696511756,0.5566083222066803,0.283042400356131,0.1475562311565605,8.90119013753668e-08,4.466004730014755,0
12.415818988634316,0.5566157231767881,0.28303754962289973,0.14753102476580132,8.90119013753668e-08,4.466004730014755,0
12.422611012151076,0.5566231241468959,0.28303269888966853,0.14750581837504212,8.90119013753668e-08,4.466004730014755,0
12.429403035667834,0.5566305251170037,0.2830278481564372,0.14748061198428292,8.90119013753668e-08,4.466004730014755,0
12.436195059184591,0.5566379260871116,0.28302299742320597,0.14745540559352371,8.90119013753668e-08,4.466004730014755,0
12.442987082701352,0.5566453270572194,0.28301814668997466,0.14743019920276454,8.90119013753668e-08,4.466004730014755,0
12.44977910621811,0.5566527280273272,0.28301329595674346,0.1474049928120053,8.90119013753668e-08,4.466004730014755,0
12.456571129734868,0.556660128997435,0.28300844522351215,0.14737978642124613,8.90119013753668e-08,4.466004730014755,0
12.463363153251626,0.5566675299675429,0.2830035944902809,0.14735458003048696,8.90119013753668e-08,4.466004730014755,0
12.470155176768383,0.5566749309376509,0.28299874375704964,0.14732937363972773,8.90119013753668e-08,4.466004730014755,0
12.476947200285142,0.5566823319077586,0.2829938930238184,0.14730416724896855,8.90119013753668e-08,4.466004730014755,0
12.4837392238019,0.5566897328778664,0.28298904229058713,0.14727896085820932,8.90119013753668e-08,4.466004730014755,0
12.49053124731866,0.5566971338479743,0.2829841915573559,0.14725375446745015,8.90119013753668e-08,4.466004730014755,0
12.497323270835418,0.5567045348180821,0.2829793408241246,0.14722854807669092,8.90119013753668e-08,4.466004730014755,0
12.504115294352175,0.55671193578819,0.2829744900908933,0.14720334168593177,8.90119013753668e-08,4.466004730014755,0
12.510907317868934,0.5567193367582978,0.28296963935766206,0.14717813529517257,8.90119013753668e-08,4.466004730014755,0
12.517699341385692,0.5567267377284055,0.28296478862443075,0.14715292890441337,8.90119013753668e-08,4.466004730014755,0
12.524491364902453,0.5567341386985134,0.28295993789119955,0.14712772251365416,8.90119013753668e-08,4.466004730014755,0
12.53128338841921,0.5567415396686213,0.2829550871579683,0.147102516122895,8.90119013753668e-08,4.466004730014755,0
12.538075411935967,0.5567489406387292,0.282950236424737,0.14707730973213576,8.90119013753668e-08,4.466004730014755,0
12.544867435452726,0.5567563416088369,0.28294538569150574,0.14705210334137658,8.90119013753668e-08,4.466004730014755,0
12.551659458969484,0.5567637425789448,0.2829405349582744,0.14702689695061738,8.90119013753668e-08,4.466004730014755,0
12.558451482486245,0.5567711435490527,0.2829356842250432,0.14700169055985818,8.90119013753668e-08,4.466004730014755,0
12.565243506003002,0.5567785445191604,0.2829308334918119,0.14697648416909898,8.90119013753668e-08,4.466004730014755,0
12.57203552951976,0.5567859454892682,0.28292598275858066,0.1469512777783398,8.90119013753668e-08,4.466004730014755,0
12.578827553036518,0.5567933464593761,0.2829211320253494,0.14692607138758057,8.90119013753668e-08,4.466004730014755,0
12.585619576553276,0.556800747429484,0.28291628129211815,0.1469008649968214,8.90119013753668e-08,4.466004730014755,0
12.592411600070037,0.5568081483995919,0.2829114305588869,0.14687565860606216,8.90119013753668e-08,4.466004730014755,0
12.599203623586794,0.5568155493696996,0.28290657982565565,0.146850452215303,8.90119013753668e-08,4.466004730014755,0
12.605995647103551,0.5568229503398073,0.2829017290924244,0.14682524582454382,8.90119013753668e-08,4.466004730014755,0
12.61278767062031,0.5568303513099153,0.2828968783591931,0.1468000394337846,8.90119013753668e-08,4.466004730014755,0
12.61957969413707,0.5568377522800232,0.2828920276259619,0.1467748330430254,8.90119013753668e-08,4.466004730014755,0
12.626371717653829,0.556845153250131,0.2828871768927306,0.14674962665226618,8.90119013753668e-08,4.466004730014755,0
12.633163741170586,0.5568525542202388,0.2828823261594993,0.14672442026150703,8.90119013753668e-08,4.466004730014755,0
12.639955764687343,0.5568599551903466,0.282877475426268,0.1466992138707478,8.90119013753668e-08,4.466004730014755,0
12.646747788204102,0.5568673561604545,0.28287262469303676,0.14667400747998863,8.90119013753668e-08,4.466004730014755,0
12.653539811720862,0.5568747571305623,0.28286777395980556,0.14664880108922942,8.90119013753668e-08,4.466004730014755,0
12.66033183523762,0.55688215810067,0.28286292322657425,0.14662359469847025,8.90119013753668e-08,4.466004730014755,0
12.667123858754378,0.5568895590707779,0.282858072493343,0.14659838830771102,8.90119013753668e-08,4.466004730014755,0
12.673915882271135,0.5568969600408857,0.2828532217601117,0.14657318191695184,8.90119013753668e-08,4.466004730014755,0
12.680707905787894,0.5569043610109936,0.28284837102688043,0.14654797552619264,8.90119013753668e-08,4.466004730014755,0
12.687499929304654,0.5569117619811015,0.2828435202936492,0.14652276913543344,8.90119013753668e-08,4.466004730014755,0
12.69429195282141,0.5569191629512092,0.2828386695604179,0.14649756274467424,8.90119013753668e-08,4.466004730014755,0
