r (A),g(r)_weighted_Na-Cl,g(r)_weighted_Na-Na,S_i_Na-Cl,Average_SCL,lambda_BC
0.2152074400550275,0.0,0.0017274075624037332,1.0,4.520019890863981,4.48028
0.2231780859829915,0.0,0.0017266225850296,1.0,4.520019890863981,4.48028
0.2311487319109554,0.0,0.0017258376076554332,1.0,4.520019890863981,4.48028
0.2391193778389194,0.0,0.0017250526302813,1.0,4.520019890863981,4.48028
0.2470900237668834,0.0,0.0017242676529071331,1.0,4.520019890863981,4.48028
0.2550606696948474,0.0,0.001723482675533,1.0,4.520019890863981,4.48028
0.2630313156228114,0.0,0.0017226976981588333,1.0,4.520019890863981,4.48028
0.2710019615507754,0.0,0.0017219127207847,1.0,4.520019890863981,4.48028
0.2789726074787393,0.0,0.0017211277434105332,1.0,4.520019890863981,4.48028
0.2869432534067033,0.0,0.0017201789067328001,1.0,4.520019890863981,4.48028
0.2949138993346673,0.0,0.0017191015913107332,1.0,4.520019890863981,4.48028
0.3028845452626313,0.0,0.0017180242758886666,1.0,4.520019890863981,4.48028
0.3108551911905953,0.0,0.0017169469604666,1.0,4.520019890863981,4.48028
0.3188258371185593,0.0,0.0017158696450445667,1.0,4.520019890863981,4.48028
0.3267964830465232,0.0,0.0017147923296225,1.0,4.520019890863981,4.48028
0.3347671289744872,0.0,0.0017137150142004331,1.0,4.520019890863981,4.48028
0.3427377749024512,0.0,0.0017126376987783665,1.0,4.520019890863981,4.48028
0.3507084208304152,0.0,0.0017115603833563332,1.0,4.520019890863981,4.48028
0.3586790667583792,0.0,0.0017104830679342666,1.0,4.520019890863981,4.48028
0.3666497126863431,0.0,0.0017094057525122,1.0,4.520019890863981,4.48028
0.3746203586143071,0.0,0.0017083284370901335,1.0,4.520019890863981,4.48028
0.3825910045422711,0.0,0.0017072511216681,1.0,4.520019890863981,4.48028
0.3905616504702351,0.0,0.001706173806246033,1.0,4.520019890863981,4.48028
0.3985322963981991,0.0,0.0017050964908239665,1.0,4.520019890863981,4.48028
0.4065029423261631,0.0,0.0017040191754019,1.0,4.520019890863981,4.48028
0.414473588254127,0.0,0.0017029418599798665,1.0,4.520019890863981,4.48028
0.422444234182091,0.0,0.0017018645445577999,1.0,4.520019890863981,4.48028
0.430414880110055,0.0,0.0017006835776732332,1.0,4.520019890863981,4.48028
0.438385526038019,0.0,0.0016993951327698331,1.0,4.520019890863981,4.48028
0.446356171965983,0.0,0.001698106687866433,1.0,4.520019890863981,4.48028
0.4543268178939469,0.0,0.001696818242963033,1.0,4.520019890863981,4.48028
0.4622974638219109,0.0,0.0016955297980596334,1.0,4.520019890863981,4.48028
0.4702681097498749,0.0,0.0016942413531562334,1.0,4.520019890863981,4.48028
0.4782387556778389,0.0,0.0016929529082528334,1.0,4.520019890863981,4.48028
0.4862094016058029,0.0,0.0016916644633494333,1.0,4.520019890863981,4.48028
0.4941800475337669,0.0,0.0016903760184460333,1.0,4.520019890863981,4.48028
0.5021506934617308,0.0,0.0016890875735426332,1.0,4.520019890863981,4.48028
0.5101213393896948,0.0,0.0016877991286392332,1.0,4.520019890863981,4.48028
0.5180919853176589,0.0,0.0016865106837358334,1.0,4.520019890863981,4.48028
0.5260626312456228,0.0,0.0016852222388324333,1.0,4.520019890863981,4.48028
0.5340332771735867,0.0,0.0016839337939290333,1.0,4.520019890863981,4.48028
0.5420039231015508,0.0,0.0016826453490256332,1.0,4.520019890863981,4.48028
0.5499745690295148,0.0,0.0016813569041222,1.0,4.520019890863981,4.48028
0.5579452149574787,0.0,0.0016800684592188,1.0,4.520019890863981,4.48028
0.5659158608854427,0.0,0.0016787800143154,1.0,4.520019890863981,4.48028
0.5738865068134067,0.0,0.0016774596344982999,1.0,4.520019890863981,4.48028
0.5818571527413707,0.0,0.001676095399963,1.0,4.520019890863981,4.48028
0.5898277986693347,0.0,0.0016747311654277,1.0,4.520019890863981,4.48028
0.5977984445972986,0.0,0.0016733669308924,1.0,4.520019890863981,4.48028
0.6057690905252626,0.0,0.0016720026963570997,1.0,4.520019890863981,4.48028
0.6137397364532267,0.0,0.0016706384618217999,1.0,4.520019890863981,4.48028
0.6217103823811906,0.0,0.0016692742272864998,1.0,4.520019890863981,4.48028
0.6296810283091545,0.0,0.0016679099927511998,1.0,4.520019890863981,4.48028
0.6376516742371185,0.0,0.0016665457582159,1.0,4.520019890863981,4.48028
0.6456223201650826,0.0,0.0016651815236806,1.0,4.520019890863981,4.48028
0.6535929660930465,0.0,0.0016638172891452999,1.0,4.520019890863981,4.48028
0.6615636120210104,0.0,0.00166245305461,1.0,4.520019890863981,4.48028
0.6695342579489745,0.0,0.0016610888200747,1.0,4.520019890863981,4.48028
0.6775049038769385,0.0,0.0016597245855394,1.0,4.520019890863981,4.48028
0.6854755498049024,0.0,0.0016583603510041001,1.0,4.520019890863981,4.48028
0.6934461957328664,0.0,0.0016569961164687999,1.0,4.520019890863981,4.48028
0.7014168416608304,0.0,0.0016556318819334998,1.0,4.520019890863981,4.48028
0.7093874875887944,0.0,0.0016542676473981998,1.0,4.520019890863981,4.48028
0.7173581335167584,0.0,0.0016529434058662335,1.0,4.520019890863981,4.48028
0.7253287794447223,0.0,0.0016516928564927666,1.0,4.520019890863981,4.48028
0.7332994253726863,0.0,0.0016504423071193,1.0,4.520019890863981,4.48028
0.7412700713006504,0.0,0.0016491917577458335,1.0,4.520019890863981,4.48028
0.7492407172286143,0.0,0.0016479412083724,1.0,4.520019890863981,4.48028
0.7572113631565782,0.0,0.0016466906589989332,1.0,4.520019890863981,4.48028
0.7651820090845423,0.0,0.0016454401096254667,1.0,4.520019890863981,4.48028
0.7731526550125063,0.0,0.001644189560252,1.0,4.520019890863981,4.48028
0.7811233009404702,0.0,0.0016429390108785333,1.0,4.520019890863981,4.48028
0.7890939468684341,0.0,0.0016416884615050667,1.0,4.520019890863981,4.48028
0.7970645927963982,0.0,0.0016404379121316,1.0,4.520019890863981,4.48028
0.8050352387243622,0.0,0.0016391873627581333,1.0,4.520019890863981,4.48028
0.8130058846523261,0.0,0.0016379368133846667,1.0,4.520019890863981,4.48028
0.8209765305802901,0.0,0.0016366862640112333,1.0,4.520019890863981,4.48028
0.8289471765082541,0.0,0.0016354357146377667,1.0,4.520019890863981,4.48028
0.8369178224362182,0.0,0.0016341851652642999,1.0,4.520019890863981,4.48028
0.8448884683641821,0.0,0.0016329346158908333,1.0,4.520019890863981,4.48028
0.852859114292146,0.0,0.0016316840665173667,1.0,4.520019890863981,4.48028
0.86082976022011,0.0,0.0016304335174819667,1.0,4.520019890863981,4.48028
0.8688004061480741,0.0,0.0016291829693063668,1.0,4.520019890863981,4.48028
0.876771052076038,0.0,0.0016279324211307664,1.0,4.520019890863981,4.48028
0.8847416980040019,0.0,0.0016266818729551665,1.0,4.520019890863981,4.48028
0.892712343931966,0.0,0.0016254313247796,1.0,4.520019890863981,4.48028
0.90068298985993,0.0,0.001624180776604,1.0,4.520019890863981,4.48028
0.908653635787894,0.0,0.0016229302284283998,1.0,4.520019890863981,4.48028
0.916624281715858,0.0,0.0016216796802527998,1.0,4.520019890863981,4.48028
0.924594927643822,0.0,0.0016204291320772333,1.0,4.520019890863981,4.48028
0.932565573571786,0.0,0.0016191785839016334,1.0,4.520019890863981,4.48028
0.94053621949975,0.0,0.001617928035726033,1.0,4.520019890863981,4.48028
0.9485068654277138,0.0,0.0016166774875504331,1.0,4.520019890863981,4.48028
0.9564775113556778,0.0,0.0016154269393748332,1.0,4.520019890863981,4.48028
0.964448157283642,0.0,0.0016141763911992667,1.0,4.520019890863981,4.48028
0.9724188032116058,0.0,0.0016129258430236668,1.0,4.520019890863981,4.48028
0.9803894491395696,0.0,0.0016116752948480664,1.0,4.520019890863981,4.48028
0.9883600950675338,0.0,0.0016104247466724665,1.0,4.520019890863981,4.48028
0.9963307409954978,0.0,0.0016091741984969,1.0,4.520019890863981,4.48028
1.0043013869234616,0.0,0.0016079236500647332,1.0,4.520019890863981,4.48028
1.0122720328514256,0.0,0.0016066731006826,1.0,4.520019890863981,4.48028
1.0202426787793897,0.0,0.0016054225513004333,1.0,4.520019890863981,4.48028
1.0282133247073535,0.0,0.0016041720019183,1.0,4.520019890863981,4.48028
1.0361839706353178,0.0,0.0016029214525361667,1.0,4.520019890863981,4.48028
1.0441546165632816,0.0,0.001601670903154,1.0,4.520019890863981,4.48028
1.0521252624912456,0.0,0.0016004203537718668,1.0,4.520019890863981,4.48028
1.0600959084192096,0.0,0.0015991698043897333,1.0,4.520019890863981,4.48028
1.0680665543471737,0.0,0.0015979192550075664,1.0,4.520019890863981,4.48028
