r (A),g(r)_weighted_Cl-Cl,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_K-U,g(r)_weighted_U-Cl,g(r)_weighted_U-U,S_i_K-Cl,S_i_U-Cl,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0039703953531765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0079407907063531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0119111860595297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0158815814127063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0198519767658829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0238223721190595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0277927674722361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0317631628254127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0357335581785892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0397039535317658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0436743488849424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.047644744238119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0516151395912956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0555855349444722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0595559302976488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0635263256508254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.067496721004002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0714671163571785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0754375117103551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0794079070635317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0833783024167083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0873486977698849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0913190931230615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0952894884762381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.0992598838294147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1032302791825913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1072006745357678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1111710698889444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.115141465242121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1191118605952976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1230822559484742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1270526513016508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1310230466548274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.134993442008004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1389638373611806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1429342327143571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1469046280675337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1508750234207103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1548454187738869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1588158141270635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1627862094802401,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1667566048334167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1707270001865933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1746973955397699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1786677908929465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.182638186246123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1866085815992996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1905789769524762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1945493723056528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.1985197676588294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.202490163012006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2064605583651826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2104309537183591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2144013490715357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2183717444247123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2223421397778889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2263125351310655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2302829304842421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2342533258374187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2382237211905953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2421941165437719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2461645118969485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.250134907250125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2541053026033016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2580756979564783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2620460933096548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2660164886628314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.269986884016008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2739572793691846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2779276747223612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2818980700755378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2858684654287143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.289838860781891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2938092561350675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.2977796514882441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3017500468414207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3057204421945973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3096908375477739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3136612329009505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.317631628254127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3216020236073036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3255724189604803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3295428143136568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3335132096668334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.33748360502001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
0.3414540003731866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.160798611718569,0
