r (A),g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_Ca-Li,g(r)_weighted_Cl-Cl,g(r)_weighted_Li-Cl,g(r)_weighted_Li-Li,S_i_Ca-Cl,S_i_Li-Cl,Average_SCL,lambda_BC
3.81454463495484,0.006130984390884362,0.023712108267904767,0.07009114756756568,0.8591869035037116,0.11947813403062782,0.23274457692583642,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.81949216366425,0.006340644218565284,0.023590503196464722,0.07080867596493637,0.8587551000757973,0.11977615800097653,0.23286408912005852,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.82443969237366,0.006550304046246207,0.023574508480251704,0.07152620436230704,0.8583232966478833,0.12007418197132526,0.23298360131428053,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.829387221083069,0.006759963873927127,0.02360927638650612,0.07224373275967773,0.857891493219969,0.12037220594167401,0.2331031135085026,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.834334749792479,0.006969623701608051,0.023644044292760534,0.07293617920394738,0.8574596897920548,0.12067022991202273,0.23322262570272467,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.839282278501889,0.007179283529288991,0.02367881219901496,0.07356465564149958,0.8570278863641405,0.1209682538823715,0.23334213789694674,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.8442298072112986,0.007388943356969913,0.023713580105269375,0.07419313207905177,0.8565960829362266,0.12126627785272022,0.23346165009116884,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.849177335920708,0.0075986031846508335,0.02374834801152379,0.07482160851660392,0.8561642795083124,0.12156430182306896,0.23358116228539091,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.854124864630118,0.007817810276854686,0.023783115917778205,0.0754500849541561,0.8557324760803982,0.12186232579341767,0.23370067447961296,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.859072393339528,0.008047807864870627,0.023817883824032618,0.07607856139170827,0.8553006726524839,0.12216034976376641,0.233820186673835,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.864019922048937,0.008277805452886566,0.023852651730287035,0.07670703782926043,0.8548688692245697,0.12245837373411515,0.2339396988680571,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.8689674507583462,0.008507803040902507,0.023887419636541462,0.0773326287332041,0.8544370657966557,0.12275639770446387,0.2340592110622792,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.873914979467756,0.008737800628918444,0.023922187542795875,0.07795071843430716,0.8540052623687413,0.1230544216748126,0.23417872325650121,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.878862508177166,0.008967798216934384,0.02395695544905029,0.0785688081354102,0.8531128483064403,0.12335244564516132,0.23429823545072329,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.883810036886576,0.009197795804950322,0.023991723355304705,0.07918689783651327,0.8517683733995924,0.12365046961551006,0.23441774764494538,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.888757565595985,0.009430437066149433,0.024026491261559122,0.07980498753761632,0.8504238984927448,0.12395864995977525,0.23453725983916743,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.893705094305395,0.009664048409576348,0.024061259167813535,0.08042307723871937,0.8490794235858967,0.1243482020803211,0.2345988546177101,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.898652623014805,0.00989765975300326,0.02409602707406796,0.08104116693982244,0.8477349486790492,0.12473775420086698,0.23453336142698766,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.903600151724214,0.010131271096430174,0.024130794980322366,0.08169410576410038,0.8463904737722013,0.12512730632141286,0.2344678682362652,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.908547680433624,0.010364882439857087,0.02417677681012069,0.08236078293764433,0.8450459988653533,0.1255168584419587,0.23440237504554282,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.9134952091430337,0.010598493783284021,0.02430389201994061,0.08302746011118835,0.8437015239585054,0.12590641056250462,0.2343368818548204,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.9184427378524433,0.010832105126710935,0.024431007229760507,0.0836941372847323,0.8423570490516575,0.1262959626830505,0.2342713886640979,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.923390266561853,0.011065716470137849,0.024558122439580415,0.08436081445827627,0.8410125741448099,0.12668551480359636,0.23420589547337545,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.928337795271263,0.011329895887396444,0.024685237649400314,0.08502686638067786,0.8396680992379622,0.12707506692414222,0.23414040228265304,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.933285323980672,0.011596382980922595,0.024812352859220222,0.0856586386746233,0.8383236243311142,0.1274646190446881,0.23407490909193063,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.938232852690082,0.011862870074448747,0.02493946806904012,0.08629041096856874,0.8369791494242663,0.12785417116523395,0.23400941590120822,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.943180381399492,0.012129357167974898,0.02506658327886003,0.08692218326251418,0.8356346745174186,0.12824372328577985,0.2339439227104857,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.948127910108901,0.01239584426150105,0.025193698488679927,0.08755395555645962,0.8342901996105709,0.1286332754063257,0.2338784295197633,0.0024112919714592766,0.270378844217212,2.794731625702527,0
3.953075438818311,0.012662331355027203,0.025320813698499832,0.08818572785040504,0.8324666690130323,0.12902282752687158,0.23381293632904088,0.0024112919714592766,0.270378844217212,2.794731625702527,0
