r (A),g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,S_i_Li-F,Average_SCL,SCL_BC
0.2517998030465233,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.2569385745372686,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.262077346028014,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.2672161175187594,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.2723548890095048,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.2774936605002501,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.2826324319909954,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.2877712034817408,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.2929099749724862,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.2980487464632316,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3031875179539769,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3083262894447223,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3134650609354677,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3186038324262131,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3237426039169584,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3288813754077038,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3340201468984492,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3391589183891946,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3442976898799399,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3494364613706853,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3545752328614307,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3597140043521761,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3648527758429215,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3699915473336668,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3751303188244122,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3802690903151576,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3854078618059029,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3905466332966483,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.3956854047873936,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.400824176278139,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4059629477688844,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4111017192596298,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4162404907503751,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4213792622411205,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4265180337318659,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4316568052226113,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4367955767133566,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.441934348204102,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4470731196948474,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4522118911855928,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4573506626763381,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4624894341670835,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4676282056578289,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4727669771485743,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4779057486393196,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.483044520130065,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4881832916208104,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4933220631115558,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.4984608346023011,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5035996060930465,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5087383775837919,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5138771490745373,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5190159205652827,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.524154692056028,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5292934635467734,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5344322350375188,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
