r (A),g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_Na-Cl,g(r)_weighted_Na-Na,S_i_Ca-Cl,S_i_K-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
12.142803406988492,0.06730785178099705,0.1660298920717449,0.018119309982349036,0.000742985655348127,0.1324111324692958,0.04054556369770986,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.150257552726362,0.06721520051932012,0.16624926706496732,0.018122395640918006,0.00074347191460621,0.1325153843582825,0.04052277617056718,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.157711698464231,0.06712254925764317,0.16646864205818968,0.018125481299486976,0.0007439581738642925,0.1326216085737366,0.040499988643424516,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.1651658442021,0.06702989799596624,0.1666880170514121,0.018128566958055946,0.0007444444331223752,0.13272783278919065,0.04047720111628183,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.17261998993997,0.06693724673428932,0.16690739204463448,0.018131652616624916,0.0007449306923804577,0.13283405700464473,0.04045441358913915,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.180074135677838,0.0668445954726124,0.16712676703785687,0.018134738275193883,0.0007454787748798826,0.13294028122009885,0.04043162606199647,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.187528281415709,0.06675194421093544,0.16734614203107925,0.018137823933762853,0.0007462852871175812,0.13304650543555294,0.04040883853485379,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.194982427153576,0.06665929294925851,0.16756551702430164,0.018140909592331826,0.00074709179935528,0.13315272965100702,0.04038605100771112,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.202436572891443,0.06656664168758157,0.16778489201752403,0.018143995250900793,0.0007478983115929785,0.1332589538664611,0.040363263480568436,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.209890718629314,0.06647399042590464,0.16800426701074644,0.01814604900104911,0.0007487048238306772,0.1333651780819152,0.04034047595342576,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.217344864367185,0.0663813391642277,0.1682236420039688,0.01814150846744769,0.0007495113360683755,0.13347140229736928,0.04031768842628309,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.224799010105052,0.06630404977099907,0.16844301699719122,0.018136967933846282,0.0007503178483060743,0.1335776265128234,0.04029490089914041,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.23225315584292,0.0662276920131715,0.16857536053750083,0.018132427400244865,0.0007511243605437728,0.1336838507282775,0.04027211337199773,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.23970730158079,0.06615133425534392,0.16867150013175322,0.018127886866643444,0.0007519308727814715,0.13379007494373157,0.04024932584485505,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.24716144731866,0.06607497649751634,0.1687676397260057,0.018123346333042037,0.0007527373850191703,0.13389629915918566,0.04021825220840391,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.254615593056528,0.06599861873968876,0.1688637793202581,0.018118805799440616,0.0007535438972568688,0.13400872715489745,0.04017477556047804,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.262069738794397,0.06592226098186119,0.16895991891451048,0.018114265265839206,0.0007543504094945673,0.134124830846503,0.040131298912552175,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.269523884532266,0.06584590322403361,0.1690560585087629,0.018109724732237792,0.0007551569217322659,0.13424093453810856,0.040087822264626316,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.276978030270136,0.06576954546620603,0.16915219810301535,0.01810518419863637,0.0007557240926550893,0.13435703822971415,0.04004434561670045,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.284432176008004,0.06569318770837845,0.16924833769726777,0.01810064366503496,0.0007561158046384045,0.1344731419213197,0.040000868968774576,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.291886321745872,0.06561682995055088,0.1693444772915202,0.018096103131433547,0.0007565075166217195,0.13458924561292526,0.03995739232084871,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.29934046748374,0.0655404721927233,0.1694406168857726,0.018092899578279625,0.0007568992286050346,0.1347053493045308,0.039913915672922844,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.30679461322161,0.06546411443489573,0.16953675648002506,0.018097147465505576,0.0007572909405883497,0.13482145299613635,0.03987043902499698,7.402323236556264e-09,2.6416242149529084e-59,1.9498567556401155e-13,3.4511631483054255,0
12.31424875895948,0.06538775667706816,0.16963289607427745,0.01810139535273153,0.0007576826525716649,0.1349375566877419,0.03982696237707111,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
