r (A),g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_Mg-Cl,g(r)_weighted_Mg-Mg,g(r)_weighted_Na-Cl,g(r)_weighted_Na-Na,S_i_Ca-Cl,S_i_Mg-Cl,S_i_Na-Cl,Average_SCL,SCL_BC
0.1935380590195097,0.0002114529657841059,0.003682212868793254,0.005269916459736946,0.0006458071673544374,0.004979318418004558,0.001883219018970872,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2009818305202601,0.00021057967123318805,0.0036770412561144047,0.005395019924934653,0.0006432881364271629,0.004940015815441088,0.0018562693617755718,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2084256020210105,0.0002097063766822707,0.003671869643435555,0.00552012339013237,0.0006407691054998861,0.004910764955006056,0.0018293197045802711,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2158693735217609,0.00020883308213135286,0.0036666980307567057,0.005645226855330089,0.0006382500745726116,0.004886234723379961,0.0018023700473849707,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2233131450225112,0.00020795978758043549,0.0036615264180778566,0.005770330320527795,0.0006357310436453371,0.004861704491753884,0.001775420390189677,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2307569165232616,0.00020708649302951767,0.0036563548053990076,0.005895433785725513,0.0006332120127180603,0.004837174260127807,0.0017484707329943768,1.0,1.0,1.0,2.5640104274946216,3.52027
0.238200688024012,0.0002062131984786003,0.0036514517132515954,0.00602053725092323,0.0006306929817907858,0.004812644028501712,0.0017215210757990762,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2456444595247623,0.00020533990392768243,0.003646879509042313,0.006087797467858915,0.0006281739508635113,0.004788113796875635,0.0016945714186037757,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2530882310255127,0.0002044666093767646,0.0036423073048330347,0.006051040096623758,0.0006256549199362345,0.00476358356524954,0.00167064624674803,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2605320025262631,0.00020356799730087175,0.003637735100623751,0.006014282725388601,0.00062313588900896,0.004739053333623463,0.001647207466815279,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2679757740270135,0.0002025891963118621,0.0036331628964144736,0.0059775253541534444,0.0006206168580816855,0.004714523101997368,0.0016237686868825283,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2754195455277639,0.00020161039532285243,0.00362859069220519,0.005940767982918289,0.0006180978271544087,0.004689992870371291,0.0016003299069497774,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2828633170285142,0.00020063159433384223,0.003624018487995907,0.0059040106116831316,0.0006155787962271342,0.004665462638745196,0.0015768911270170331,1.0,1.0,1.0,2.5640104274946216,3.52027
0.2903070885292646,0.00019965279334483257,0.0036194462837866293,0.005867253240447975,0.0006130597652998597,0.004640932407119119,0.0015534523470842822,1.0,1.0,1.0,2.5640104274946216,3.52027
0.297750860030015,0.0001986739923558224,0.0036148740795773457,0.005830495869212808,0.0006112365244111864,0.004616402175493024,0.0015300135671515315,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3051946315307653,0.00019769519136681273,0.003610301875368068,0.005793738497977652,0.0006096169000617603,0.004591871943866947,0.0015065747872187807,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3126384030315157,0.00019671639037780256,0.0036057296711587846,0.005756981126742495,0.0006079972757123342,0.004572619923246699,0.0014831360072860363,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3200821745322661,0.0001957375893887929,0.003601157466949506,0.005720223755507339,0.0006063776513629082,0.004561023147755828,0.0014596972273532855,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3275259460330165,0.0001947587883997827,0.003596585262740223,0.0056834663842721825,0.0006047580270134845,0.004549426372264941,0.0014362584474205348,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3349697175337668,0.00019377998741077303,0.0035920130585309455,0.005646709013037026,0.0006031384026640584,0.004537829596774051,0.0014128196674877838,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3424134890345172,0.00019280118642176337,0.0035880923100039216,0.00560995164180187,0.0006015187783146324,0.004526232821283163,0.0013893808875550396,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3498572605352676,0.0001918223854327532,0.0035871479407782337,0.005575824294415185,0.0005998991539652063,0.004514636045792275,0.0013659421076222887,1.0,1.0,1.0,2.5640104274946216,3.52027
0.357301032036018,0.00019084358444374354,0.003586203571552551,0.0055715129963816125,0.0005982795296157826,0.004503039270301386,0.001342503327689538,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3647448035367684,0.00018986478345473334,0.003585259202326864,0.005567201698348051,0.0005966599052663565,0.004491442494810498,0.001319064547756787,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3721885750375188,0.0001897787233484889,0.003584314833101176,0.005562890400314478,0.0005950402809169305,0.004479845719319627,0.0012956257678240427,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3796323465382691,0.00018972633244545932,0.003583370463875488,0.005558579102280905,0.0005934206565675045,0.004468248943828739,0.0012721869878912922,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3870761180390195,0.0001896739415424292,0.0035824260946498055,0.005554267804247333,0.0005918010322180807,0.004456652168337851,0.0012487482079585413,1.0,1.0,1.0,2.5640104274946216,3.52027
0.3945198895397699,0.00018962155063939962,0.0035814817254241176,0.00554995650621376,0.0005901814078686546,0.004445055392846962,0.0012253094280257903,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4019636610405203,0.00018956915973636956,0.00358053735619843,0.005545645208180187,0.0005872037636116362,0.004433458617356074,0.0012041251917867858,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4094074325412706,0.00018951676883333993,0.003579592986972747,0.005541333910146614,0.0005828962689972084,0.004421861841865185,0.0011907191888701398,1.0,1.0,1.0,2.5640104274946216,3.52027
0.416851204042021,0.00018946437793030985,0.00357864861774706,0.005537022612113042,0.0005785887743827807,0.0044072301719646,0.001177313185953494,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4242949755427714,0.00018941198702728028,0.0035777042485213724,0.005532711314079469,0.000574281279768353,0.004373279931873439,0.0011639071830368483,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4317387470435218,0.00018935959612425068,0.0035767598792956845,0.0055284000160458965,0.0005699737851539253,0.004339329691782297,0.0011505011801202088,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4391825185442721,0.0001893072052212206,0.003575815510070002,0.005524088718012324,0.0005656662905394976,0.004305379451691136,0.001137095177203563,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4466262900450225,0.000189254814318191,0.003574871140844314,0.005519777419978751,0.0005613587959250699,0.004271429211599993,0.0011236891742869173,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4540700615457729,0.0001892024234151609,0.0035732913035599026,0.005515466121945177,0.000557051301310642,0.004237478971508849,0.0011102831713702716,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4615138330465232,0.00018915003251213132,0.0035716495123370023,0.005511154824805435,0.0005527438066962143,0.004203528731417688,0.0010968771684536321,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4689576045472736,0.0001890976416091012,0.0035700077211141016,0.00550684352788256,0.0005484363120817866,0.004169578491326546,0.0010834711655369864,1.0,1.0,1.0,2.5640104274946216,3.52027
0.476401376048024,0.00018814211978804884,0.0035683659298912053,0.0055025322309596725,0.000544128817467359,0.004135628251235385,0.0010700651626203406,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4838451475487744,0.0001867757981893209,0.0035667241386683046,0.0054982209340367965,0.0005398213228529312,0.004101678011144242,0.0010566591597036947,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4912889190495247,0.00018540947659059299,0.003565082347445404,0.005493909637113909,0.0005355138282385058,0.004067727771053099,0.0010432531567870487,1.0,1.0,1.0,2.5640104274946216,3.52027
0.4987326905502751,0.00018404315499186504,0.0035634405562225027,0.005489598340191034,0.0005312063336240781,0.004033777530961937,0.0010298471538704094,1.0,1.0,1.0,2.5640104274946216,3.52027
0.5061764620510255,0.00018267683339313713,0.003561798764999607,0.005485287043268148,0.0005270376421917442,0.0039998272908707945,0.0010164411509537637,1.0,1.0,1.0,2.5640104274946216,3.52027
